DEPT,BS,CALI,GR,RESS,RESM,RESD,DENS,NEUT,DRHO,PEF,DTC
986.485,8.5,8.667,106.854,9.083,20.153,26.289,2.482,0.293,0.035,2.928,84.069
986.638,8.5,8.218,83.237,18.191,57.888,76.899,2.666,0.252,0.049,3.508,82.992
986.79,8.5,8.102,96.172,9.318,20.907,26.627,2.432,0.265,0.033,3.037,83.396
986.942,8.5,8.075,101.871,7.973,17.589,22.427,2.386,0.306,0.01,2.835,90.095
987.095,8.5,8.122,105.843,8.29,18.011,23.022,2.333,0.346,-0.005,2.824,99.667
987.247,8.5,8.249,92.647,7.786,16.089,20.445,2.343,0.351,-0.005,2.683,101.014
987.4,8.5,8.354,95.538,7.512,18.711,23.754,2.376,0.355,-0.002,2.775,100.76
987.552,8.5,8.319,101.903,7.337,20.767,26.122,2.375,0.348,0.0,2.81,100.45
987.704,8.5,8.087,102.606,6.783,19.288,23.831,2.345,0.358,0.0,2.801,99.83
987.857,8.5,8.095,100.586,6.562,18.645,22.688,2.344,0.345,0.0,2.877,100.19
988.009,8.5,8.133,105.724,6.633,18.141,22.028,2.36,0.353,-0.002,2.838,101.025
988.162,8.5,8.157,106.688,6.545,17.238,21.114,2.357,0.357,-0.004,2.73,101.853
988.314,8.5,8.157,117.321,6.534,17.204,21.305,2.345,0.381,-0.005,2.75,102.235
988.466,8.5,8.157,102.228,6.538,16.782,20.72,2.347,0.368,-0.007,2.831,102.433
988.619,8.5,8.11,114.12,6.573,16.441,20.212,2.358,0.347,-0.005,2.952,102.146
988.771,8.5,8.168,95.156,6.689,17.244,21.216,2.356,0.324,-0.005,3.016,101.227
988.924,8.5,8.226,103.221,6.706,17.464,21.581,2.363,0.307,-0.005,3.0,101.556
989.076,8.5,8.157,104.286,6.547,17.056,21.189,2.367,0.317,-0.005,2.93,101.83
989.228,8.5,8.157,101.885,6.706,17.556,21.962,2.392,0.321,-0.003,2.852,102.27
989.381,8.5,8.087,108.364,6.639,16.3,20.234,2.416,0.334,-0.001,2.853,102.304
989.533,8.5,8.002,116.541,6.432,15.54,19.187,2.376,0.339,-0.003,2.8,103.381
989.686,8.5,8.017,100.253,6.556,17.444,21.696,2.342,0.367,-0.006,2.797,105.925
989.838,8.5,8.006,117.243,6.697,18.979,23.816,2.309,0.37,-0.008,2.928,106.996
989.99,8.5,8.002,120.631,6.552,17.61,22.085,2.313,0.39,-0.005,3.003,107.162
990.143,8.5,8.01,112.832,6.365,15.4,19.372,2.33,0.387,-0.003,2.839,108.306
990.295,8.5,8.017,109.8,6.669,15.694,19.859,2.364,0.382,-0.002,2.841,106.548
990.448,8.5,8.087,101.239,6.531,15.481,19.67,2.343,0.361,-0.004,2.892,104.984
990.6,8.5,8.141,117.929,6.346,15.727,20.158,2.349,0.359,-0.005,2.879,102.37
990.752,8.5,8.157,101.542,6.512,17.341,22.465,2.346,0.343,-0.004,2.947,102.341
990.905,8.5,8.18,103.36,7.072,20.698,27.051,2.376,0.371,-0.001,2.854,101.762
991.057,8.5,8.203,110.108,7.072,21.175,27.645,2.38,0.382,0.003,2.936,101.832
991.21,8.5,8.191,102.094,7.028,20.473,26.615,2.36,0.395,0.003,2.953,101.905
991.362,8.5,8.149,104.595,6.864,18.686,24.151,2.372,0.38,0.002,2.986,102.002
991.514,8.5,8.087,113.209,6.662,17.882,23.11,2.357,0.363,0.004,2.964,101.728
991.667,8.5,8.006,91.852,6.467,17.203,22.243,2.352,0.346,0.006,2.882,101.521
991.819,8.5,7.994,96.774,6.303,15.957,20.578,2.365,0.351,0.006,2.813,101.22
991.972,8.5,7.971,106.858,6.438,15.683,20.288,2.355,0.334,0.002,2.77,101.66
992.124,8.5,7.979,103.489,6.494,15.871,20.453,2.323,0.346,-0.002,2.823,102.364
992.276,8.5,7.994,105.602,6.267,15.887,20.344,2.324,0.329,-0.002,2.866,103.137
992.429,8.5,7.994,109.69,6.236,16.128,20.53,2.337,0.35,-0.001,2.974,103.538
992.581,8.5,8.041,116.396,6.372,16.585,21.028,2.343,0.368,-0.001,2.902,103.687
992.734,8.5,8.075,111.5,6.322,16.268,20.557,2.338,0.384,-0.002,2.901,103.414
992.886,8.5,8.11,107.845,6.514,17.535,22.223,2.347,0.37,-0.004,2.954,103.313
993.038,8.5,8.149,121.397,6.78,18.539,23.59,2.344,0.366,-0.005,2.856,103.722
993.191,8.5,8.168,117.037,6.645,16.741,21.291,2.343,0.368,-0.006,2.851,103.989
993.343,8.5,8.18,102.329,6.244,14.836,18.812,2.317,0.383,-0.007,2.869,104.43
993.496,8.5,8.218,109.951,6.15,14.87,18.933,2.324,0.383,-0.005,2.914,104.688
993.648,8.5,8.141,110.388,6.623,16.897,21.709,2.337,0.374,-0.002,2.943,104.708
993.8,8.5,8.075,110.759,6.607,16.352,21.018,2.325,0.343,0.001,2.889,104.31
993.953,8.5,8.025,108.473,6.445,15.807,20.234,2.323,0.351,0.001,2.983,104.09
994.105,8.5,8.017,104.686,6.291,15.667,20.008,2.34,0.344,0.0,2.985,103.726
994.258,8.5,8.064,105.978,6.512,17.007,21.772,2.358,0.374,-0.001,2.886,103.469
994.41,8.5,8.11,115.376,6.634,17.421,22.391,2.342,0.369,-0.003,2.829,103.482
994.562,8.5,8.087,109.789,6.444,16.098,20.722,2.342,0.38,-0.004,2.822,103.491
994.715,8.5,8.029,108.15,6.201,15.067,19.372,2.335,0.359,-0.003,2.758,103.482
994.867,8.5,8.041,116.055,6.455,15.765,20.317,2.341,0.37,-0.002,2.83,103.688
995.02,8.5,8.064,116.968,6.46,15.643,20.129,2.335,0.358,-0.003,2.938,103.854
995.172,8.5,8.095,115.499,6.19,15.083,19.487,2.332,0.361,-0.006,2.885,104.203
995.324,8.5,8.133,100.755,6.281,15.124,19.516,2.32,0.363,-0.008,2.882,104.518
995.477,8.5,8.157,104.972,6.445,15.658,20.172,2.326,0.354,-0.006,2.838,104.998
995.629,8.5,8.18,113.661,6.387,15.803,20.352,2.319,0.359,-0.004,2.9,105.439
995.782,8.5,8.18,116.065,6.171,15.509,19.931,2.338,0.369,-0.003,2.92,105.387
995.934,8.5,8.133,110.294,6.137,15.622,20.077,2.322,0.391,-0.005,2.895,105.592
996.086,8.5,8.095,102.983,6.071,15.59,20.045,2.302,0.383,-0.004,2.985,105.314
996.239,8.5,7.994,110.031,6.141,15.71,20.177,2.312,0.389,-0.003,2.958,104.972
996.391,8.5,8.017,103.663,6.298,16.183,20.871,2.337,0.362,-0.004,2.918,104.997
996.544,8.5,8.041,110.024,6.263,15.925,20.528,2.333,0.353,-0.006,2.902,105.172
996.696,8.5,8.064,104.895,6.186,15.335,19.679,2.328,0.36,-0.005,2.871,104.87
996.848,8.5,8.064,113.438,6.451,16.057,20.594,2.342,0.362,-0.003,2.89,104.97
997.001,8.5,8.041,106.838,6.471,15.723,20.189,2.316,0.371,-0.004,2.927,104.85
997.153,8.5,8.017,101.275,6.477,14.962,19.194,2.327,0.371,-0.002,2.939,104.292
997.306,8.5,8.033,107.826,6.705,15.359,19.758,2.328,0.361,-0.004,2.935,104.049
997.458,8.5,8.041,118.444,6.816,15.685,20.206,2.339,0.366,-0.004,2.805,103.945
997.61,8.5,8.041,107.863,6.636,15.582,20.117,2.342,0.359,-0.005,2.841,103.786
997.763,8.5,8.056,107.593,6.246,14.215,18.258,2.341,0.369,-0.003,2.942,103.161
997.915,8.5,8.064,101.877,6.409,14.497,18.542,2.348,0.36,-0.002,2.879,102.817
998.068,8.5,8.075,108.367,6.681,15.651,20.029,2.37,0.362,-0.005,2.808,102.369
998.22,8.5,8.102,104.728,6.517,15.648,20.078,2.353,0.369,-0.006,2.672,101.918
998.372,8.5,8.041,104.791,6.609,15.514,19.935,2.349,0.364,-0.004,2.766,102.445
998.525,8.5,8.064,107.287,6.805,15.958,20.544,2.354,0.376,-0.001,2.784,103.119
998.677,8.5,8.087,105.685,6.801,16.575,21.387,2.338,0.389,0.001,2.827,103.256
998.83,8.5,8.11,113.037,6.421,15.466,19.938,2.322,0.386,-0.001,2.856,103.764
998.982,8.5,8.079,108.726,6.535,15.177,19.688,2.326,0.364,-0.005,2.772,103.99
999.134,8.5,8.064,101.821,6.477,14.496,18.879,2.319,0.356,-0.007,2.777,103.859
999.287,8.5,8.041,87.382,6.618,15.02,19.659,2.323,0.342,-0.005,2.841,103.468
999.439,8.5,8.064,117.538,6.54,15.982,21.028,2.348,0.341,-0.002,2.852,102.85
999.592,8.5,8.064,99.77,6.424,16.178,21.3,2.338,0.334,-0.001,2.962,102.025
999.744,8.5,8.048,102.833,6.354,15.755,20.613,2.344,0.317,-0.001,2.934,101.533
999.896,8.5,8.056,103.494,6.351,15.438,20.032,2.342,0.324,-0.004,2.837,101.428
1000.049,8.5,8.087,105.0,6.237,15.061,19.497,2.354,0.339,-0.005,2.834,101.399
1000.201,8.5,8.118,104.136,6.285,15.953,20.779,2.332,0.364,-0.007,2.84,101.667
1000.354,8.5,8.145,100.805,6.472,16.747,21.97,2.335,0.358,-0.008,2.828,102.376
1000.506,8.5,8.157,99.655,6.457,16.148,21.091,2.341,0.363,-0.009,2.842,102.369
1000.658,8.5,8.18,103.016,6.532,16.044,20.807,2.336,0.364,-0.009,2.8,102.809
1000.811,8.5,8.133,99.727,6.575,16.053,20.753,2.338,0.361,-0.007,2.947,103.349
1000.963,8.5,8.145,108.177,6.387,15.859,20.5,2.329,0.345,-0.004,2.906,103.159
1001.116,8.5,8.157,112.176,6.478,16.748,21.821,2.368,0.349,-0.002,2.811,103.723
1001.268,8.5,8.188,105.799,6.537,16.237,21.035,2.341,0.369,-0.004,2.869,103.891
1001.42,8.5,8.203,107.243,6.463,15.675,20.221,2.341,0.382,-0.003,2.742,103.94
1001.573,8.5,8.102,107.809,6.263,14.961,19.179,2.287,0.388,-0.002,2.8,104.326
1001.725,8.5,8.064,105.921,6.254,15.708,20.21,2.319,0.376,-0.001,2.864,104.388
1001.878,8.5,8.087,107.737,6.372,16.789,21.643,2.338,0.372,-0.003,2.823,104.569
1002.03,8.5,8.11,105.219,6.282,16.218,20.798,2.326,0.388,-0.004,2.858,104.851
1002.182,8.5,8.126,104.148,6.342,15.835,20.268,2.338,0.407,-0.003,2.903,104.923
1002.335,8.5,8.118,101.373,6.397,15.626,19.902,2.332,0.404,-0.005,2.916,104.888
1002.487,8.5,8.133,113.778,6.447,15.705,19.978,2.318,0.379,-0.005,2.967,104.719
1002.64,8.5,8.157,97.425,6.392,15.661,19.88,2.317,0.359,-0.004,2.942,104.363
1002.792,8.5,8.164,105.35,6.398,15.999,20.328,2.304,0.369,-0.001,2.832,104.025
1002.944,8.5,8.419,113.67,6.478,16.22,20.626,2.329,0.375,0.002,2.828,103.843
1003.097,8.5,8.188,116.447,6.792,17.076,21.755,2.317,0.376,0.004,2.806,103.97
1003.249,8.5,8.191,121.963,6.802,16.775,21.433,2.306,0.369,0.007,2.84,104.508
1003.402,8.5,8.203,98.65,6.56,15.835,20.243,2.303,0.363,0.01,2.824,104.875
1003.554,8.5,8.203,111.712,6.537,15.617,19.91,2.321,0.376,0.017,2.865,104.949
1003.706,8.5,8.18,120.414,6.754,16.11,20.632,2.329,0.385,0.019,2.886,104.594
1003.859,8.5,8.157,113.549,6.709,15.853,20.188,2.335,0.36,0.022,2.941,104.159
1004.011,8.5,8.122,105.5,6.536,15.715,20.052,2.327,0.36,0.021,2.86,103.278
1004.164,8.5,8.157,111.833,6.624,16.242,20.697,2.338,0.356,0.015,2.911,103.227
1004.316,8.5,8.257,122.995,6.763,17.133,21.922,2.336,0.381,0.007,2.786,103.786
1004.468,8.5,8.296,101.457,6.566,16.53,21.173,2.302,0.393,0.0,2.887,104.185
1004.621,8.5,8.211,111.118,6.224,15.55,19.899,2.291,0.391,0.0,2.937,104.869
1004.773,8.5,8.273,107.218,6.08,14.933,19.085,2.297,0.366,-0.001,2.943,105.278
1004.926,8.5,8.296,103.183,5.993,14.613,18.63,2.316,0.356,-0.001,2.874,104.924
1005.078,8.5,8.273,103.77,6.034,15.023,19.133,2.341,0.355,0.0,2.814,104.711
1005.23,8.5,8.296,116.355,5.993,15.099,19.198,2.316,0.386,0.001,2.826,104.318
1005.383,8.5,8.481,105.041,6.237,16.269,20.701,2.327,0.377,0.002,2.905,104.028
1005.535,8.5,8.953,108.895,6.313,16.876,21.431,2.343,0.385,0.001,2.753,103.972
1005.688,8.5,8.864,111.323,6.286,16.432,20.75,2.342,0.387,0.001,2.73,103.926
1005.84,8.5,8.725,102.603,6.455,16.097,20.308,2.325,0.408,0.0,2.845,104.099
1005.992,8.5,8.698,110.442,6.428,15.792,19.961,2.326,0.384,-0.004,2.864,104.76
1006.145,8.5,8.659,112.835,6.257,14.529,18.233,2.324,0.371,-0.007,2.919,105.094
1006.297,8.5,8.191,118.184,6.488,15.135,18.996,2.314,0.362,-0.007,2.959,105.807
1006.45,8.5,8.11,112.295,6.617,15.628,19.692,2.326,0.377,-0.006,2.928,106.155
1006.602,8.5,8.11,105.105,6.242,14.146,17.767,2.312,0.381,-0.006,2.847,105.876
1006.754,8.5,8.133,114.349,6.528,14.913,18.756,2.311,0.38,-0.007,3.011,105.704
1006.907,8.5,8.157,103.6,6.652,15.214,19.17,2.313,0.354,-0.006,2.982,105.495
1007.059,8.5,8.172,106.758,6.543,14.718,18.525,2.322,0.362,-0.005,2.938,104.856
1007.212,8.5,8.145,98.406,6.479,14.26,17.961,2.323,0.361,-0.004,2.911,104.386
1007.364,8.5,8.099,97.524,6.354,13.795,17.503,2.301,0.36,-0.005,2.718,104.583
1007.516,8.5,8.11,106.132,6.246,13.914,17.686,2.309,0.357,-0.005,2.781,104.514
1007.669,8.5,8.087,102.265,6.528,15.18,19.365,2.317,0.349,-0.004,2.902,104.701
1007.821,8.5,8.087,106.483,6.906,16.278,20.833,2.303,0.372,-0.002,2.899,105.016
1007.974,8.5,8.126,108.601,6.679,15.282,19.44,2.306,0.372,-0.001,3.025,105.053
1008.126,8.5,8.157,121.781,6.404,14.711,18.62,2.308,0.381,-0.003,2.973,105.264
1008.278,8.5,8.365,105.565,6.772,17.374,22.315,2.314,0.392,-0.003,2.861,105.618
1008.431,8.5,8.435,114.614,6.737,17.531,22.503,2.266,0.399,-0.002,2.76,105.69
1008.583,8.5,8.427,110.354,6.72,16.995,21.816,2.285,0.393,0.0,2.756,106.021
1008.736,8.5,8.435,98.587,6.487,15.93,20.448,2.277,0.386,0.001,2.76,106.157
1008.888,8.5,8.389,107.401,6.533,16.149,20.737,2.274,0.385,0.002,2.82,106.329
1009.04,8.5,8.377,111.158,6.557,15.808,20.231,2.272,0.382,0.002,2.84,107.042
1009.193,8.5,8.389,119.816,6.451,15.145,19.232,2.28,0.392,0.001,2.81,107.03
1009.345,8.5,8.257,110.304,6.65,15.654,19.837,2.289,0.368,0.001,2.771,105.407
1009.498,8.5,8.226,108.038,7.025,17.011,21.554,2.325,0.364,-0.001,2.897,103.769
1009.65,8.5,8.215,102.481,6.64,15.186,19.069,2.34,0.361,-0.003,2.93,102.965
1009.802,8.5,8.18,98.208,6.423,14.111,17.667,2.33,0.36,-0.006,2.986,102.35
1009.955,8.5,8.157,106.059,6.892,15.516,19.454,2.307,0.378,-0.006,2.926,103.879
1010.107,8.5,8.157,107.716,6.781,15.032,18.812,2.315,0.363,-0.005,2.943,104.996
1010.26,8.5,8.157,115.607,6.773,15.235,19.105,2.313,0.393,-0.005,2.966,104.808
1010.412,8.5,8.141,112.101,6.757,15.807,19.771,2.341,0.409,-0.004,2.962,105.244
1010.564,8.5,8.099,117.371,6.357,14.454,17.97,2.308,0.416,-0.006,3.056,105.272
1010.717,8.5,8.099,101.631,6.219,14.016,17.409,2.316,0.407,-0.007,2.968,105.676
1010.869,8.5,8.11,111.04,6.365,14.284,17.757,2.291,0.387,-0.008,3.027,105.91
1011.022,8.5,8.133,116.52,6.432,14.255,17.788,2.306,0.378,-0.006,2.945,105.75
1011.174,8.5,8.157,113.548,6.581,14.654,18.399,2.319,0.38,-0.004,2.885,105.383
1011.326,8.5,8.157,116.292,6.882,15.543,19.642,2.328,0.377,-0.003,2.879,105.512
1011.479,8.5,8.145,109.72,6.48,13.96,17.564,2.322,0.381,-0.005,2.84,105.702
1011.631,8.5,8.157,119.78,6.294,13.666,17.125,2.306,0.368,-0.006,3.017,105.715
1011.784,8.5,8.157,116.979,6.471,14.098,17.694,2.324,0.383,-0.006,2.931,105.413
1011.936,8.5,8.18,128.77,6.811,14.741,18.59,2.357,0.365,-0.004,2.789,104.427
1012.088,8.5,8.18,111.944,7.2,16.309,20.693,2.362,0.375,-0.002,2.878,103.843
1012.241,8.5,8.149,120.026,7.196,16.951,21.556,2.344,0.355,0.0,2.932,103.474
1012.393,8.5,8.118,103.427,6.879,16.162,20.565,2.336,0.36,-0.001,2.947,103.858
1012.546,8.5,8.095,121.002,6.634,14.869,18.942,2.336,0.359,-0.003,2.913,104.515
1012.698,8.5,8.087,113.551,6.34,13.711,17.516,2.331,0.357,-0.005,2.844,104.746
1012.85,8.5,8.052,113.038,6.363,13.698,17.581,2.342,0.346,-0.007,2.854,105.467
1013.003,8.5,8.064,117.197,6.552,14.633,18.941,2.325,0.337,-0.009,2.926,105.783
1013.155,8.5,8.087,113.893,6.406,14.563,18.968,2.307,0.342,-0.009,3.047,105.86
1013.308,8.5,8.11,124.421,5.974,13.299,17.186,2.281,0.369,-0.008,2.914,105.896
1013.46,8.5,8.118,98.291,6.304,14.821,19.076,2.317,0.381,-0.006,2.941,105.438
1013.612,8.5,8.122,105.843,6.6,16.049,20.633,2.323,0.376,-0.003,2.966,105.472
1013.765,8.5,8.099,127.98,6.199,14.453,18.532,2.322,0.359,-0.005,2.896,105.402
1013.917,8.5,8.041,114.347,6.135,14.112,18.201,2.329,0.362,-0.007,2.852,105.536
1014.07,8.5,8.064,106.775,6.377,14.879,19.311,2.302,0.382,-0.01,3.02,105.729
1014.222,8.5,8.087,111.841,6.567,15.841,20.668,2.293,0.374,-0.009,2.991,105.431
1014.374,8.5,8.087,114.576,6.298,14.553,18.94,2.298,0.38,-0.009,3.037,105.264
1014.527,8.5,8.052,96.305,5.989,13.07,16.905,2.309,0.367,-0.008,2.975,105.485
1014.679,8.5,8.064,103.529,6.123,13.612,17.611,2.318,0.38,-0.007,3.055,105.676
1014.832,8.5,8.087,108.763,6.38,14.662,18.975,2.325,0.375,-0.005,3.024,105.524
1014.984,8.5,8.087,105.741,6.46,14.884,19.257,2.303,0.384,-0.004,3.046,105.552
1015.136,8.5,8.079,97.102,6.286,13.916,17.953,2.314,0.37,-0.003,3.028,105.466
1015.289,8.5,8.11,97.916,6.251,13.412,17.271,2.334,0.353,-0.005,2.881,105.622
1015.441,8.5,8.118,102.4,6.167,13.424,17.291,2.312,0.353,-0.006,2.824,105.806
1015.594,8.5,8.126,110.942,5.998,13.001,16.778,2.274,0.374,-0.007,2.923,105.626
1015.746,8.5,8.11,110.583,6.156,13.495,17.51,2.308,0.365,-0.006,2.986,105.16
1015.898,8.5,8.087,116.629,6.469,14.449,18.839,2.346,0.374,-0.005,2.958,104.218
1016.051,8.5,8.064,111.387,6.661,15.147,19.779,2.329,0.361,-0.005,2.893,103.682
1016.203,8.5,8.095,110.538,6.449,14.797,19.248,2.336,0.382,-0.006,2.916,103.656
1016.356,8.5,8.087,118.055,6.172,13.763,17.824,2.312,0.377,-0.007,3.022,103.625
1016.508,8.5,8.087,102.265,6.351,14.086,18.228,2.324,0.36,-0.007,2.957,103.413
1016.66,8.5,8.095,103.324,6.663,14.724,18.901,2.32,0.341,-0.007,2.979,103.906
1016.813,8.5,8.041,96.598,6.453,14.335,18.26,2.323,0.331,-0.006,2.895,103.363
1016.965,8.5,8.052,113.381,6.407,14.558,18.416,2.335,0.341,-0.004,2.769,102.884
1017.118,8.5,7.994,103.217,6.772,15.877,20.21,2.323,0.359,-0.004,2.731,103.686
1017.27,8.5,8.041,102.06,6.49,14.227,18.16,2.299,0.366,-0.005,2.731,103.35
1017.422,8.5,8.041,102.401,6.326,12.889,16.525,2.304,0.365,-0.007,2.841,103.78
1017.575,8.5,8.056,103.835,6.331,12.276,15.771,2.311,0.366,-0.007,3.037,104.225
1017.727,8.5,8.041,101.889,6.436,12.48,16.037,2.303,0.361,-0.009,2.99,103.838
1017.88,8.5,8.064,104.497,6.43,12.92,16.409,2.326,0.349,-0.007,2.99,101.91
1018.032,8.5,8.052,105.184,6.581,14.823,18.544,2.357,0.361,0.002,3.036,98.059
1018.184,8.5,8.056,106.909,8.012,22.692,28.351,2.433,0.343,0.017,3.103,93.704
1018.337,8.5,8.126,94.898,8.911,29.794,37.39,2.469,0.34,0.021,3.217,91.93
1018.489,8.5,8.11,90.726,6.923,24.426,30.801,2.38,0.311,0.015,3.259,93.764
1018.642,8.5,8.041,107.862,5.613,17.299,21.823,2.276,0.351,0.0,2.967,97.724
1018.794,8.5,7.971,100.732,6.551,15.686,19.996,2.263,0.369,-0.004,2.83,103.888
1018.946,8.5,7.932,97.165,7.518,15.099,19.526,2.238,0.408,-0.006,2.811,107.674
1019.099,8.5,7.971,99.881,6.57,14.707,19.206,2.261,0.404,0.001,2.719,104.533
1019.251,8.5,7.983,101.123,5.784,16.847,22.4,2.301,0.374,0.021,2.678,93.899
1019.404,8.5,8.006,84.524,11.918,56.219,77.33,2.532,0.301,0.039,3.201,88.263
1019.556,8.5,8.041,77.825,13.54,36.78,46.919,2.434,0.269,0.035,3.299,89.52
1019.708,8.5,7.948,93.831,6.78,12.601,15.598,2.273,0.298,0.014,2.817,93.682
1019.861,8.5,7.963,91.513,6.993,12.32,15.2,2.249,0.367,-0.004,2.698,105.756
1020.013,8.5,8.041,95.802,7.298,13.595,16.708,2.272,0.418,-0.007,2.819,111.665
1020.166,8.5,8.017,99.571,6.359,13.571,16.431,2.268,0.444,-0.009,2.685,110.548
1020.318,8.5,8.017,105.026,5.894,13.689,16.411,2.235,0.425,-0.011,2.828,110.883
1020.47,8.5,8.048,94.07,5.655,13.916,16.611,2.213,0.427,-0.01,2.876,111.81
1020.623,8.5,8.041,107.748,5.394,13.268,15.587,2.203,0.424,-0.012,2.769,112.068
1020.775,8.5,8.056,102.726,5.188,12.616,14.669,2.216,0.456,-0.01,2.798,111.934
1020.928,8.5,8.11,104.592,5.341,12.985,15.346,2.261,0.421,-0.012,2.932,111.834
1021.08,8.5,8.133,101.783,5.337,12.033,14.504,2.248,0.422,-0.007,2.91,111.791
1021.232,8.5,8.064,101.137,5.326,11.749,14.33,2.24,0.381,-0.006,2.949,111.422
1021.385,8.5,8.041,100.467,5.35,11.71,14.358,2.23,0.391,-0.006,2.962,111.524
1021.537,8.5,8.087,101.239,5.283,11.523,14.149,2.246,0.369,-0.009,2.861,111.599
1021.69,8.5,8.149,109.052,5.265,11.703,14.491,2.248,0.403,-0.01,2.972,111.581
1021.842,8.5,8.079,116.249,5.365,11.674,14.544,2.256,0.418,-0.011,2.866,111.912
1021.994,8.5,8.102,108.493,5.419,11.717,14.731,2.246,0.42,-0.011,2.909,112.002
1022.147,8.5,8.056,100.704,5.32,10.941,13.736,2.238,0.404,-0.011,2.848,111.806
1022.299,8.5,8.052,106.551,5.472,11.107,14.009,2.281,0.38,-0.009,2.938,111.938
1022.452,8.5,8.029,118.386,5.306,10.671,13.51,2.264,0.409,-0.008,2.957,111.984
1022.604,8.5,8.01,114.877,5.254,10.482,13.334,2.271,0.396,-0.008,2.966,111.823
1022.756,8.5,8.041,112.983,5.535,11.385,14.607,2.248,0.425,-0.012,2.997,111.763
1022.909,8.5,8.064,98.859,5.686,11.759,15.177,2.253,0.418,-0.015,2.894,111.62
1023.061,8.5,8.133,106.924,5.556,11.451,14.838,2.244,0.419,-0.017,2.873,111.388
1023.214,8.5,8.203,116.18,5.633,11.577,14.984,2.243,0.402,-0.015,2.871,111.616
1023.366,8.5,8.249,104.7,5.703,11.665,15.061,2.237,0.377,-0.011,2.94,111.288
1023.518,8.5,8.203,97.962,5.857,11.706,15.069,2.234,0.387,-0.008,2.862,111.555
1023.671,8.5,8.157,110.118,5.724,11.206,14.399,2.253,0.367,-0.007,2.846,111.576
1023.823,8.5,8.195,108.926,5.6,10.758,13.841,2.257,0.401,-0.007,2.831,111.468
1023.976,8.5,8.249,108.145,5.694,10.796,13.878,2.271,0.4,-0.007,2.92,111.793
1024.128,8.5,8.203,119.96,5.745,10.724,13.728,2.271,0.392,-0.005,2.819,111.36
1024.28,8.5,8.238,113.256,5.932,11.043,14.12,2.282,0.371,-0.004,2.952,110.999
1024.433,8.5,8.284,105.776,5.89,10.732,13.664,2.267,0.357,-0.002,3.038,110.688
1024.585,8.5,8.311,110.848,5.987,11.01,13.999,2.246,0.367,-0.002,2.958,110.357
1024.738,8.5,8.791,110.987,6.005,11.119,14.156,2.241,0.383,-0.002,2.958,110.431
1024.89,8.5,8.814,93.812,5.887,10.651,13.526,2.274,0.401,-0.001,2.95,110.671
1025.042,8.5,8.621,117.552,5.883,10.551,13.431,2.275,0.386,0.001,2.924,110.376
1025.195,8.5,8.481,116.518,5.743,10.329,13.255,2.291,0.387,0.002,2.878,110.125
1025.347,8.5,8.4,120.568,5.741,10.489,13.521,2.308,0.386,0.001,2.853,109.75
1025.5,8.5,8.28,121.393,5.614,10.393,13.475,2.298,0.397,-0.004,2.933,109.53
1025.652,8.5,8.056,114.766,5.201,9.613,12.464,2.3,0.391,-0.008,2.816,108.754
1025.804,8.5,7.979,109.276,5.235,10.064,13.132,2.291,0.369,-0.011,2.854,107.886
1025.957,8.5,7.983,106.514,5.593,11.087,14.571,2.299,0.345,-0.011,2.858,107.712
1026.109,8.5,8.075,113.152,5.475,10.597,13.958,2.309,0.353,-0.01,2.901,107.364
1026.262,8.5,8.087,117.656,5.717,10.969,14.529,2.327,0.374,-0.009,2.907,108.4
1026.414,8.5,8.064,119.587,5.645,10.794,14.447,2.312,0.367,-0.008,2.922,110.044
1026.566,8.5,8.064,108.654,5.026,9.409,12.62,2.263,0.37,-0.008,2.786,110.248
1026.719,8.5,8.041,103.425,5.331,10.199,13.719,2.273,0.381,-0.007,2.913,110.295
1026.871,8.5,8.075,114.349,5.5,10.471,14.072,2.291,0.398,-0.007,2.89,110.262
1027.024,8.5,8.11,109.556,5.504,10.516,14.079,2.293,0.375,-0.007,2.848,109.787
1027.176,8.5,8.141,122.729,5.36,10.383,13.815,2.259,0.382,-0.008,2.919,109.845
1027.328,8.5,8.133,116.177,5.072,9.751,12.887,2.264,0.381,-0.009,2.811,109.135
1027.481,8.5,8.126,121.734,5.546,10.971,14.403,2.303,0.383,-0.011,2.777,108.923
1027.633,8.5,8.087,101.239,5.455,10.745,13.971,2.275,0.386,-0.01,2.878,109.321
1027.786,8.5,8.118,105.14,5.309,10.629,13.804,2.296,0.412,-0.008,2.874,108.608
1027.938,8.5,8.102,111.916,5.438,11.022,14.22,2.306,0.41,-0.007,2.921,109.019
1028.09,8.5,8.087,100.554,5.402,10.829,13.744,2.304,0.409,-0.008,2.899,108.918
1028.243,8.5,8.087,103.034,5.689,11.446,14.383,2.264,0.391,-0.01,3.053,108.449
1028.395,8.5,8.11,110.926,5.687,11.555,14.245,2.279,0.41,-0.009,2.911,108.916
1028.548,8.5,8.18,109.54,5.523,11.197,13.53,2.272,0.389,-0.007,2.846,108.692
1028.7,8.5,8.18,125.337,5.501,11.247,13.365,2.267,0.4,-0.005,2.755,108.514
1028.852,8.5,8.18,117.438,5.835,11.89,13.887,2.292,0.374,-0.005,2.821,108.372
1029.005,8.5,8.122,114.406,5.893,11.715,13.58,2.317,0.381,-0.006,2.915,108.359
1029.157,8.5,8.157,114.807,5.811,10.989,12.743,2.282,0.372,-0.008,2.808,108.309
