DEPTH,BS,CALI,DENS,DTC,GR,NEUT,NEUT_CORR,PEF,RESD,RESM,RESS,SP,TEMP,TENS
935.5836,8.5,8.6064,2.3131,108.2534,108.1647,0.312325,0.29439,2.9632,16.3579,13.8056,7.8338,-284.5837,36.5525,1064.9143
935.736,8.5,8.6289,2.3076,108.8182,109.1383,0.328624,0.310234,2.9622,15.9643,13.4543,7.6554,-284.4057,36.5543,1067.325
935.8884,8.5,8.6379,2.3057,109.3914,108.9929,0.338221,0.320746,2.9724,15.6506,13.149,7.5339,-284.3701,36.5562,1059.1783
936.0408,8.5,8.6429,2.3128,109.9184,109.7077,0.345197,0.328612,2.9653,15.7353,13.1698,7.5717,-284.383,36.558,1049.8459
936.1932,8.5,8.6507,2.3155,110.3367,113.6393,0.352981,0.336348,2.9605,15.7543,13.1571,7.5798,-284.3088,36.5598,1047.0549
936.3456,8.5,8.6512,2.3081,110.5737,119.5327,0.348763,0.332032,2.9582,15.4259,12.8839,7.4763,-284.1887,36.5616,1045.4302
936.498,8.5,8.638,2.3013,110.6044,120.6218,0.339119,0.321432,2.9436,15.012,12.5431,7.3482,-284.0551,36.5634,1042.8713
936.6504,8.5,8.6245,2.304,110.5594,120.2083,0.334793,0.316514,2.9387,15.1637,12.6521,7.3911,-283.8995,36.5653,1048.7538
936.8028,8.5,8.6363,2.308,110.5313,119.9865,0.325384,0.306436,2.9539,15.7102,13.0865,7.5288,-283.7404,36.5671,1049.6824
936.9552,8.5,8.6792,2.3009,110.4867,118.184,0.314085,0.295365,2.969,15.9417,13.2732,7.5569,-283.5013,36.5689,1041.5636
937.1076,8.5,8.7102,2.2897,110.6461,115.1359,0.319477,0.300621,2.9941,15.8922,13.2183,7.5269,-283.2145,36.5707,1040.0984
937.26,8.5,8.6975,2.283,111.0257,111.4779,0.33302,0.314865,3.0074,15.6883,13.0238,7.4512,-282.9852,36.5725,1040.0551
937.4124,8.5,8.6653,2.2832,111.0717,107.0249,0.337062,0.319213,2.9922,15.2764,12.6604,7.2541,-282.6994,36.5744,1039.2404
937.5648,8.5,8.6377,2.2949,110.1558,105.2349,0.339359,0.322128,3.0036,15.2419,12.5978,7.1816,-282.2942,36.5762,1042.95
937.7172,8.5,8.6312,2.3182,108.6129,104.2664,0.341826,0.325253,3.0684,16.0548,13.2111,7.4407,-281.8946,36.578,1050.2859
937.8696,8.5,8.661,2.3287,107.714,104.4496,0.337367,0.319711,3.1025,16.5457,13.5699,7.5626,-281.6526,36.5798,1053.8156
938.022,8.5,8.7135,2.3149,107.6385,106.822,0.336466,0.317973,3.0379,15.8889,13.0249,7.2322,-281.641,36.5816,1051.8114
938.1744,8.5,8.7289,2.307,108.3531,108.8521,0.350359,0.332988,2.9859,15.8234,12.9607,7.1088,-281.8313,36.5835,1048.6262
938.3268,8.5,8.6987,2.3092,109.2982,110.1678,0.356572,0.339739,2.9722,16.3263,13.3763,7.2737,-282.0944,36.5853,1045.2554
938.4792,8.5,8.6698,2.31,109.2984,109.7083,0.351149,0.334521,2.9345,16.1311,13.2583,7.265,-282.3235,36.5871,1039.8724
938.6316,8.5,8.6895,2.3108,108.8509,105.9502,0.341342,0.323994,2.914,16.0445,13.2223,7.3063,-282.5617,36.5889,1037.6665
938.784,8.5,8.7387,2.3114,108.5857,102.8246,0.332672,0.313869,2.9353,16.3612,13.4959,7.5215,-282.9325,36.5907,1035.2175
938.9364,8.5,8.7326,2.3082,108.523,103.8361,0.32707,0.308097,2.9303,16.2072,13.384,7.5896,-283.2453,36.5926,1032.2813
939.0888,8.5,8.6882,2.3041,108.7012,106.3773,0.313105,0.294923,2.9072,15.677,12.9633,7.4841,-283.1848,36.5944,1032.2338
939.2412,8.5,8.641,2.3045,109.0738,108.0074,0.305086,0.287665,2.9285,15.5409,12.8514,7.4638,-282.8025,36.5962,1031.4021
939.3936,8.5,8.615,2.31,109.6445,106.5375,0.309236,0.291005,2.9949,15.6442,12.9368,7.5445,-282.3553,36.598,1031.1036
939.546,8.5,8.619,2.3159,110.2113,105.821,0.312646,0.293863,3.045,15.4624,12.7978,7.546,-281.9695,36.5998,1030.8889
939.6984,8.5,8.6415,2.3197,110.0718,107.4181,0.321597,0.302624,3.0728,15.2553,12.6268,7.4679,-281.6292,36.6017,1025.5181
939.8508,8.5,8.6696,2.3298,108.0853,107.143,0.331604,0.313255,3.0659,15.5192,12.8297,7.4916,-281.2939,36.6035,1019.3355
940.0032,8.5,8.7074,2.3602,104.6714,103.0187,0.319023,0.300266,3.0402,16.442,13.5717,7.7135,-280.9579,36.6053,1016.7692
940.1556,8.5,8.7552,2.375,102.8583,101.9122,0.293036,0.274944,3.0133,17.1157,14.1326,7.8133,-280.6467,36.6071,1016.1096
940.308,8.5,8.7666,2.337,103.6516,106.117,0.28406,0.266172,2.9832,16.4366,13.6253,7.4842,-280.529,36.6089,1014.2285
940.4604,8.5,8.755,2.3021,106.3189,109.1783,0.295865,0.278492,2.9502,15.8426,13.1705,7.2357,-280.703,36.6108,1009.8105
940.6128,8.5,8.8112,2.2938,108.9903,109.564,0.312115,0.293394,2.9087,15.9585,13.241,7.214,-281.0096,36.6126,1008.3417
940.7652,8.5,8.9505,2.2955,109.8287,109.0409,0.324566,0.305459,2.8719,16.3046,13.4691,7.2308,-281.2671,36.6144,1009.1676
940.9176,8.5,9.1034,2.2938,109.5555,105.2787,0.338563,0.320984,2.8634,16.4254,13.534,7.2552,-281.3994,36.6162,1008.517
941.07,8.5,9.1996,2.2888,109.2635,105.3583,0.347872,0.330918,2.8908,16.1177,13.2837,7.3002,-281.4553,36.618,1009.0403
941.2224,8.5,9.2453,2.2942,108.9193,109.7066,0.35056,0.333864,2.9519,15.6538,12.9279,7.3876,-281.5223,36.6199,1011.8228
941.3748,8.5,9.2679,2.3137,107.2862,110.8772,0.347526,0.330463,3.0235,15.1624,12.5574,7.4628,-281.6104,36.6217,1012.6349
941.5272,8.5,9.2793,2.3555,103.5264,109.2359,0.330817,0.313579,3.0527,16.1777,13.3981,7.9944,-281.623,36.6235,1013.0946
941.6796,8.5,9.2209,2.3971,99.7873,108.2582,0.296749,0.279468,3.0519,19.4982,16.087,9.1229,-281.4966,36.6253,1014.8328
941.832,8.5,8.9898,2.3893,98.3095,108.366,0.279339,0.261554,3.0719,21.1161,17.3934,9.5105,-281.2833,36.6272,1012.7115
941.9844,8.5,8.8128,2.3478,99.547,109.8657,0.292267,0.275173,3.0479,18.4519,15.2466,8.588,-281.1015,36.629,1008.9819
942.1368,8.5,8.8946,2.3117,102.9594,112.5338,0.311148,0.292964,2.9984,16.1753,13.4137,7.8456,-281.0345,36.6308,1009.371
942.2892,8.5,9.1539,2.2909,105.9481,111.2989,0.326434,0.307357,2.9698,15.8575,13.167,7.6464,-281.1029,36.6326,1011.4754
942.4416,8.5,9.3416,2.2911,107.1802,105.9115,0.33704,0.318769,2.9394,16.0427,13.3128,7.5322,-281.2697,36.6344,1011.9802
942.594,8.5,9.3374,2.3011,107.6266,105.945,0.350641,0.333588,2.9111,16.0661,13.3056,7.3827,-281.4757,36.6363,1010.5645
942.7464,8.5,9.2254,2.3017,108.0106,112.6892,0.361805,0.344496,2.8934,15.73,13.0234,7.174,-281.7537,36.6381,1008.1215
942.8988,8.5,9.1448,2.2962,108.436,115.4969,0.366579,0.348845,2.8941,15.386,12.7972,7.0148,-281.9507,36.6399,1008.8528
943.0512,8.5,9.1198,2.3021,108.8151,112.4506,0.368085,0.350303,2.9444,15.183,12.7131,6.9744,-281.8254,36.6417,1011.8211
943.2036,8.5,9.1416,2.3212,108.9067,112.3319,0.363701,0.346272,3.0482,14.9005,12.5389,6.9889,-281.399,36.6435,1011.201
943.356,8.5,9.118,2.3447,107.6726,111.1876,0.359233,0.342219,3.1307,14.7619,12.4567,7.0319,-280.9062,36.6454,1009.8702
943.5084,8.5,9.0041,2.3757,104.5934,108.793,0.342222,0.325817,3.1437,15.6847,13.2433,7.3999,-280.499,36.6472,1011.176
943.6608,8.5,8.8585,2.4047,101.8711,108.2395,0.302283,0.285671,3.144,17.427,14.7029,8.1001,-280.2079,36.649,1018.5997
943.8132,8.5,8.7458,2.3909,100.9579,107.3861,0.275214,0.258079,3.151,17.3824,14.6828,8.2156,-280.1227,36.6508,1025.8262
943.9656,8.5,8.702,2.348,102.3342,106.3233,0.293314,0.275979,3.083,15.4915,13.116,7.661,-280.2329,36.6526,1021.9883
944.118,8.5,8.7136,2.3199,105.7031,107.4689,0.325854,0.307956,3.0428,14.3325,12.1357,7.3593,-280.3112,36.6545,1014.626
944.2704,8.5,8.7365,2.3234,108.1374,110.0579,0.341403,0.32461,3.0535,14.2486,12.0433,7.3862,-280.1488,36.6563,1011.7444
944.4228,8.5,8.7943,2.3397,108.4947,111.7144,0.334828,0.31736,3.0802,14.3604,12.1178,7.3752,-279.59,36.6581,1012.9971
944.5752,8.5,8.9301,2.3475,107.672,109.8493,0.316062,0.297852,3.1399,14.6343,12.334,7.362,-278.6914,36.6599,1016.0698
944.7276,8.5,9.0344,2.3505,106.4542,109.5051,0.30487,0.287482,3.1678,15.2892,12.8818,7.4557,-277.674,36.6617,1016.3604
944.88,8.5,9.035,2.3501,105.4391,112.0671,0.308235,0.290178,3.1207,15.8152,13.3409,7.4806,-276.6797,36.6636,1012.4744
945.0324,8.5,8.9736,2.3434,104.9064,112.7161,0.310385,0.291931,3.0542,15.868,13.3895,7.3725,-275.8569,36.6654,1009.5456
945.1848,8.5,8.9156,2.3348,104.8526,112.9272,0.303287,0.286072,3.0401,16.0561,13.4958,7.3395,-275.2765,36.6672,1011.308
945.3372,8.5,8.8965,2.3273,105.1948,109.9879,0.296991,0.280629,3.0069,16.4805,13.771,7.3451,-274.8582,36.669,1016.8788
945.4896,8.5,8.9284,2.3208,105.7806,108.8876,0.298216,0.281599,2.9598,16.6157,13.8357,7.2127,-274.5752,36.6708,1020.0944
945.642,8.5,9.0392,2.3123,106.5103,112.3307,0.308078,0.289995,2.9442,16.4382,13.6839,6.9927,-274.4498,36.6727,1018.7643
945.7944,8.5,9.2195,2.3061,107.3439,112.0013,0.318723,0.299284,2.9576,16.2791,13.5844,6.8342,-274.3914,36.6745,1018.0177
945.9468,8.5,9.3788,2.307,108.0199,113.0225,0.325566,0.305832,2.9782,16.3722,13.7091,6.8292,-274.2682,36.6763,1017.3848
946.0992,8.5,9.4604,2.3123,108.388,114.1985,0.327945,0.30832,2.9604,16.7798,14.0681,6.963,-274.1242,36.6781,1016.0381
946.2516,8.5,9.5193,2.3088,108.7192,109.653,0.33335,0.314362,2.8715,16.9916,14.2101,7.007,-274.1653,36.6799,1016.8984
946.404,8.5,9.5596,2.2945,109.1075,103.5012,0.349126,0.33125,2.7844,16.8773,14.0313,6.9005,-274.4415,36.6818,1016.67
946.5564,8.5,9.5487,2.2788,109.5136,99.3996,0.362384,0.344613,2.7945,16.8017,13.872,6.8104,-274.7602,36.6836,1013.049
946.7088,8.5,9.5163,2.2761,109.7635,95.5987,0.355722,0.33803,2.8525,16.6178,13.6578,6.8063,-275.0262,36.6854,1008.4277
946.8612,8.5,9.5174,2.2847,109.5114,93.4656,0.338756,0.320341,2.8964,16.2118,13.2886,6.7932,-275.2164,36.6872,1008.1044
