DEPTH,BS,CALI,DENS,DRHO,DTC,GR,GR_CORR,NEUT,NEUT_CORR,PEF,RESD,RESD_CORR,RESM,RESS,RESS_CORR,SP,TEMP,TENS
1564.386,8.5,14.5894,2.4387,0.017535,93.4167,104.2956,132.0888,0.227367,0.160408,3.0209,4.1193,4.352,,3.2173,3.9529,91.5414,46.1914,717.5673
1564.5384,8.5,14.5341,2.4416,0.015862,92.4117,100.9901,127.7004,0.226425,0.16,3.0311,4.1691,4.4045,,3.2492,3.9857,91.4283,46.1903,718.3814
1564.6908,8.5,14.4767,2.4355,0.019998,89.6596,97.2255,122.7527,0.231826,0.164465,3.0474,4.3312,4.5766,,3.3641,4.1246,91.3973,46.1861,717.9937
1564.8432,8.5,14.4193,2.4295,0.024134,86.9075,93.4609,117.805,0.237227,0.16893,3.0637,4.4933,4.7487,,3.479,4.2636,91.3662,46.1819,717.6059
1564.9956,8.5,14.3619,2.4234,0.028271,84.1555,89.6963,112.8573,0.242628,0.173394,3.0801,4.6554,4.9209,,3.5938,4.4026,91.3352,46.1777,717.2181
1565.148,8.5,14.3755,2.4264,0.035583,85.572,95.425,120.1185,0.238683,0.17029,3.0599,4.6062,4.8686,,3.5661,4.3692,91.4309,46.1817,719.3723
1565.3004,8.5,14.3911,2.4297,0.04299,87.1125,101.4359,127.7426,0.234459,0.166961,3.0388,4.5507,4.8097,,3.5342,4.3307,91.5304,46.1859,721.602
1565.4528,8.5,14.4067,2.4329,0.050397,88.653,107.4469,135.3668,0.230236,0.163632,3.0176,4.4952,4.7508,,3.5022,4.2922,91.6298,46.1901,723.8318
1565.6052,8.5,14.4127,2.4342,0.053457,90.0014,109.7014,138.2274,0.230191,0.163562,3.0263,4.4866,4.7418,,3.4896,4.277,91.6237,46.1914,726.5743
1565.7576,8.5,14.4143,2.4345,0.054568,91.2637,110.2705,138.9508,0.232021,0.164955,3.0484,4.4992,4.7551,,3.4857,4.2723,91.5701,46.1914,729.5468
1565.91,8.5,14.416,2.4348,0.055678,92.526,110.8396,139.6743,0.233851,0.166348,3.0705,4.5117,4.7685,,3.4819,4.2676,91.5165,46.1914,732.5193
1566.0624,8.5,14.4142,2.4345,0.056362,93.2827,111.7974,140.8731,0.235332,0.167494,3.0699,4.4778,4.7324,,3.4582,4.2368,91.4746,46.1944,732.5262
1566.2148,8.5,14.4075,2.4334,0.056432,93.3102,113.3158,142.7576,0.23631,0.168285,3.0364,4.377,4.6248,,3.4059,4.1682,91.4493,46.2017,728.2556
1566.3672,8.5,14.4008,2.4323,0.056502,93.3377,114.8342,144.6421,0.237288,0.169077,3.0029,4.2763,4.5172,,3.3536,4.0997,91.4241,46.209,723.9849
1566.5196,8.5,14.3958,2.4317,0.056883,93.3896,115.8637,145.9177,0.237485,0.169259,2.9743,4.1861,4.4209,,3.3051,4.0364,91.4153,46.2144,720.1783
1566.672,8.5,14.4021,2.4346,0.059368,93.6065,113.5802,143.0678,0.232388,0.165314,2.9788,4.1677,4.4014,,3.2825,4.0084,91.5183,46.2071,719.5161
1566.8244,8.5,14.4084,2.4376,0.061852,93.8234,111.2968,140.2179,0.227292,0.161368,2.9833,4.1494,4.382,,3.2598,3.9804,91.6212,46.1998,718.8538
1566.9768,8.5,14.4147,2.4406,0.064337,94.0403,109.0134,137.3681,0.222196,0.157423,2.9878,4.131,4.3625,,3.2372,3.9524,91.7242,46.1925,718.1915
1567.1292,8.5,14.4253,2.4359,0.064122,93.6539,109.3256,137.804,0.220049,0.155719,3.0173,4.1204,4.3513,,3.2255,3.939,91.7121,46.1914,719.8826
