DEPTH,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP
1363.8276,8.5,8.5532,2.2415,112.6777,77.2238,0.312012,2.6168,12.5534,9.8051,4.1678,-240.3432
1363.98,8.5,8.4374,2.2209,112.5053,78.8634,0.309078,2.5539,11.6586,9.1775,4.031,-239.7363
1364.1324,8.5,8.3854,2.2079,112.1717,80.1655,0.310998,2.5161,10.794,8.5667,3.9616,-239.2821
1364.2848,8.5,8.4278,2.2426,112.0958,78.15,0.329558,2.599,13.5176,10.5648,4.4481,-238.9872
1364.4372,8.5,8.5088,2.2245,111.2951,80.1763,0.341139,2.686,14.2681,10.9325,4.3377,-238.6525
1364.5896,8.5,8.4832,2.2207,111.0153,78.4489,0.340851,2.6303,12.2507,9.3597,3.9952,-238.5855
1364.742,8.5,8.506,2.2554,108.8296,69.0553,0.331843,2.6218,9.6414,7.4316,3.6068,-238.6577
1364.8944,8.5,8.389,2.306,106.7127,87.3313,0.301676,2.7041,9.0954,7.0845,3.5899,-238.3728
1365.0468,8.5,8.4022,2.3154,105.9028,96.2856,0.285885,2.9846,10.4119,8.1106,3.7953,-237.827
1365.1992,8.5,8.4283,2.3,105.5005,92.3985,0.278383,2.8093,11.5042,8.9261,3.7704,-237.589
1365.3516,8.5,8.4963,2.293,104.1777,88.2279,0.277098,2.7265,12.2283,9.4741,3.8459,-237.5627
1365.504,8.5,8.4905,2.28,104.7003,79.2256,0.284316,2.6306,12.2476,9.5452,3.8151,-237.6259
1365.6564,8.5,8.4353,2.2599,104.5317,78.3824,0.28806,2.6192,11.2721,8.8303,3.6309,-238.0605
1365.8088,8.5,8.4073,2.2515,105.0007,73.7919,0.310646,2.691,11.0289,8.5716,3.5889,-238.7425
1365.9612,8.5,8.2578,2.2534,107.8195,85.1823,0.31992,2.685,11.0137,8.4697,3.5341,-238.9099
1366.1136,8.5,8.3375,2.2717,108.368,97.4625,0.322818,2.5803,11.2677,8.6304,3.601,-239.0957
1366.266,8.5,8.4873,2.2702,108.6642,87.9685,0.293088,2.545,11.7844,9.0062,3.7487,-239.2116
1366.4184,8.5,8.5425,2.2871,107.2942,93.2497,0.286572,2.5635,12.1663,9.3243,3.7977,-239.0697
1366.5708,8.5,8.4672,2.3337,101.5585,81.308,0.293497,2.6999,11.7888,9.0739,3.7513,-238.6871
1366.7232,8.5,8.3364,2.4175,94.9375,81.4961,0.294405,2.7924,12.4207,9.6119,4.0896,-238.6138
1366.8756,8.5,8.2497,2.4384,92.3421,64.2873,0.285723,2.8949,15.0936,11.7084,5.0596,-239.3518
1367.028,8.5,8.142,2.341,91.8269,75.0009,0.275731,2.7935,11.1126,8.6426,4.0422,-239.7572
1367.1804,8.5,8.2517,2.3022,97.4134,84.154,0.304447,2.7273,10.5429,8.174,3.8719,-240.1365
1367.3328,8.5,8.3179,2.2515,103.7986,73.2512,0.308714,2.6407,10.9615,8.5162,4.0476,-240.6713
1367.4852,8.5,8.4801,2.2715,105.1964,85.0857,0.309198,2.6513,11.3581,8.8387,4.2661,-241.2135
1367.6376,8.5,8.4571,2.3262,105.3658,90.5421,0.308526,2.8679,11.9469,9.4054,4.5449,-241.8797
1367.79,8.5,8.397,2.331,103.9792,98.7482,0.328898,3.0235,11.4265,9.099,4.5255,-242.4871
1367.9424,8.5,8.4287,2.3527,103.9723,99.9036,0.324284,2.9458,11.0471,8.8504,4.4862,-242.7595
1368.0948,8.5,8.5155,2.3487,104.8262,103.1487,0.313257,2.861,10.7653,8.7104,4.4829,-242.188
1368.2472,8.5,8.5816,2.3235,105.5807,112.5337,0.302152,2.8101,10.3379,8.3604,4.2515,-240.7273
1368.3996,8.5,8.5838,2.3052,106.5935,106.9351,0.305123,2.7765,10.501,8.4226,4.1461,-239.2706
1368.552,8.5,8.5559,2.2763,107.3794,92.6469,0.297055,2.71,10.1208,8.0683,3.8718,-238.169
1368.7044,8.5,8.5875,2.2721,107.4512,97.582,0.316967,2.6092,10.4213,8.2888,3.895,-237.3684
1368.8568,8.5,8.6372,2.2666,107.8581,99.3583,0.330846,2.6329,10.9775,8.7305,3.8483,-237.0319
1369.0092,8.5,8.6011,2.2651,107.909,84.2976,0.347793,2.6641,10.9436,8.6996,3.6426,-237.205
1369.1616,8.5,8.5602,2.2843,107.3188,73.6053,0.334019,2.7011,10.5928,8.4459,3.494,-237.2702
1369.314,8.5,8.5855,2.3035,105.7797,88.3145,0.327127,2.68,10.3856,8.2992,3.4595,-237.327
1369.4664,8.5,8.6024,2.3149,105.3683,69.2291,0.317608,2.6585,11.1077,8.8476,3.5707,-237.5233
1369.6188,8.5,8.53,2.2912,105.1875,79.7564,0.317584,2.6374,11.4131,9.0163,3.5225,-237.6915
1369.7712,8.5,8.4811,2.2636,104.9577,77.5895,0.315823,2.5933,11.2665,8.8471,3.4898,-237.6267
1369.9236,8.5,8.5673,2.2637,106.1397,79.2937,0.324203,2.6289,11.3186,8.8581,3.5289,-237.5255
1370.076,8.5,8.5593,2.2653,106.7816,87.275,0.33026,2.5736,11.2225,8.8026,3.6555,-237.6134
1370.2284,8.5,8.4982,2.2622,107.2857,85.0293,0.337448,2.5841,10.785,8.4976,3.6687,-237.9677
1370.3808,8.5,8.4877,2.2604,106.7426,89.2349,0.337669,2.7405,10.4768,8.2752,3.6429,-238.6287
1370.5332,8.5,8.3961,2.2656,105.807,84.4412,0.32973,2.7157,10.6629,8.4455,3.7264,-239.1981
1370.6856,8.5,8.3272,2.3083,104.5661,84.4844,0.336686,2.7982,11.1078,8.8787,3.9847,-239.7949
1370.838,8.5,8.2864,2.3174,104.08,91.6412,0.338917,2.9285,11.0458,8.8932,4.0203,-240.4242
1370.9904,8.5,8.2433,2.3176,104.1336,85.8619,0.322598,2.8181,10.1482,8.2246,3.911,-240.8158
1371.1428,8.5,8.2346,2.3304,104.0965,89.7191,0.309348,2.799,9.8978,8.0289,3.9815,-241.1924
1371.2952,8.5,8.2471,2.3308,103.9356,88.6764,0.297978,2.7748,10.0189,8.1389,4.0618,-241.6987
1371.4476,8.5,8.2436,2.3236,103.5299,88.2656,0.329741,2.7603,10.2314,8.3309,4.1366,-242.2913
1371.6,8.5,8.2739,2.3334,103.0213,100.3784,0.333612,2.8877,10.2681,8.404,4.1749,-242.5997
1371.7524,8.5,8.2351,2.3372,102.6719,99.8358,0.327637,2.8509,10.4013,8.5472,4.2002,-242.9149
1371.9048,8.5,8.2217,2.3285,102.8421,96.187,0.31801,2.8063,10.4345,8.5892,4.1664,-243.143
1372.0572,8.5,8.2625,2.3109,103.1401,99.5433,0.325912,2.8199,10.4731,8.6441,4.177,-243.2316
1372.2096,8.5,8.2887,2.2949,104.1392,82.9732,0.337521,2.7662,10.4381,8.619,4.267,-243.175
1372.362,8.5,8.3381,2.2923,104.6735,80.941,0.319486,2.7821,10.3039,8.5164,4.3119,-243.1252
1372.5144,8.5,8.3548,2.2988,104.7822,87.699,0.314574,2.7551,9.9379,8.2081,4.2286,-243.3555
1372.6668,8.5,8.3522,2.3155,104.7987,90.356,0.311724,2.7602,10.22,8.4537,4.3451,-243.7804
1372.8192,8.5,8.2958,2.3041,104.1447,99.3297,0.323853,2.8059,9.7686,8.1141,4.2577,-244.0568
1372.9716,8.5,8.2022,2.2926,103.214,106.8225,0.328384,2.758,9.467,7.8758,4.2373,-244.2474
1373.124,8.5,8.1042,2.3116,102.7643,98.4891,0.329504,2.9429,9.7961,8.1646,4.3851,-244.4387
1373.2764,8.5,8.0229,2.3261,102.1831,94.3237,0.310491,2.9008,9.7147,8.1021,4.3299,-244.3072
1373.4288,8.5,7.9111,2.3394,102.3277,97.1684,0.304688,2.9006,9.8103,8.161,4.2485,-243.8064
1373.5812,8.5,8.0065,2.3383,102.7217,96.2287,0.310842,2.8905,10.0012,8.3127,4.2705,-243.376
1373.7336,8.5,8.0537,2.3202,102.8244,99.392,0.315337,2.8438,10.0176,8.3227,4.3277,-243.1932
1373.886,8.5,8.0581,2.3187,103.0158,97.1534,0.314552,2.8477,9.9814,8.2988,4.3552,-243.0301
1374.0384,8.5,8.0797,2.3089,102.0845,85.5728,0.302982,2.7913,9.9213,8.2284,4.2617,-242.5988
1374.1908,8.5,8.1018,2.3263,100.3749,84.5816,0.310056,2.774,10.1085,8.3384,4.1433,-242.2228
1374.3432,8.5,8.1109,2.3495,100.3764,80.826,0.299853,2.839,10.5673,8.7096,4.2111,-241.899
1374.4956,8.5,8.1262,2.3153,100.204,81.912,0.30672,2.7729,10.0868,8.3357,4.0977,-241.9586
1374.648,8.5,8.1473,2.2949,101.4511,90.1579,0.296791,2.7106,10.08,8.3354,4.1085,-241.9636
1374.8004,8.5,8.1502,2.284,103.8577,85.6318,0.297991,2.6338,10.1295,8.3886,4.0845,-242.1454
1374.9528,8.5,8.1722,2.2778,103.9056,82.0405,0.288338,2.599,10.308,8.5876,4.0417,-242.2559
1375.1052,8.5,8.1967,2.289,102.5706,87.0859,0.290554,2.691,10.6504,8.8774,4.066,-242.6166
1375.2576,8.5,8.1454,2.2865,101.6458,84.4697,0.299592,2.7032,10.3083,8.5617,4.0178,-243.0466
1375.41,8.5,8.1484,2.2813,99.1252,71.6416,0.298901,2.7019,9.7786,8.1093,3.9839,-243.4749
1375.5624,8.5,8.1517,2.2988,95.7116,79.7052,0.317012,2.7841,10.069,8.2965,4.1535,-243.9047
1375.7148,8.5,8.1924,2.4112,95.3885,89.7018,0.306874,2.7718,10.6016,8.6863,4.4957,-244.3959
1375.8672,8.5,8.2022,2.3835,94.9765,96.4248,0.294165,3.0402,10.2017,8.3504,4.5009,-244.8253
1376.0196,8.5,8.2069,2.3774,88.7895,89.6821,0.293722,3.0942,9.3317,7.6683,4.3144,-245.0892
1376.172,8.5,8.2214,2.5335,82.9276,72.077,0.275615,2.9601,10.5792,8.7482,4.9174,-245.4363
1376.3244,8.5,8.2817,2.5963,77.4762,77.2542,0.261148,3.0798,15.129,12.4027,6.5215,-245.9885
1376.4768,8.5,8.2733,2.4258,77.7024,82.5233,0.259044,2.9849,12.7236,10.2565,5.4446,-246.3371
1376.6292,8.5,8.2348,2.3365,85.7792,94.2518,0.28082,2.799,11.1849,8.9828,4.8775,-246.751
1376.7816,8.5,8.2159,2.3455,98.4793,89.8857,0.309334,2.7725,10.8879,8.7654,4.8615,-247.3144
1376.934,8.5,8.1748,2.3378,104.5643,95.8194,0.31118,2.8048,10.2411,8.2555,4.5724,-248.0806
1377.0864,8.5,8.1778,2.3545,103.744,97.4789,0.32474,2.7829,10.1246,8.1492,4.2811,-248.8054
1377.2388,8.5,8.2668,2.3098,102.6717,98.3942,0.336604,2.7743,9.7195,7.8378,4.0588,-249.2415
1377.3912,8.5,8.3953,2.2922,103.575,106.2196,0.331939,2.8007,9.1215,7.421,3.9065,-249.3099
1377.5436,8.5,8.4348,2.2861,105.234,101.5341,0.332013,2.7761,8.8042,7.2254,3.7532,-249.218
1377.696,8.5,8.4472,2.2907,102.174,89.6778,0.31924,2.8397,8.7807,7.2088,3.6795,-249.2656
1377.8484,8.5,8.4516,2.3253,101.0147,100.3333,0.333342,2.7538,9.424,7.7259,3.8404,-249.6129
1378.0008,8.5,8.5069,2.3761,100.096,101.3961,0.31659,2.9707,10.6132,8.6954,4.3166,-250.3841
1378.1532,8.5,8.5824,2.3746,99.9867,113.0408,0.321384,2.9749,10.1942,8.3974,4.3442,-251.2408
1378.3056,8.5,8.609,2.3595,100.9775,112.0718,0.326483,2.9009,9.4245,7.809,4.184,-252.0313
1378.458,8.5,8.6333,2.3758,101.3105,111.0584,0.343529,2.8967,9.0525,7.5029,4.0911,-252.7757
1378.6104,8.5,8.6658,2.3881,101.3776,116.0694,0.356171,2.9546,10.1598,8.3758,4.5763,-253.2386
1378.7628,8.5,8.5379,2.3487,101.9353,117.6262,0.340563,2.9392,10.2736,8.4647,4.6795,-253.5881
1378.9152,8.5,8.5332,2.313,102.6232,107.479,0.319893,2.8731,8.6273,7.1134,4.117,-253.9489
1379.0676,8.5,8.5951,2.3159,102.9589,99.0433,0.328318,2.9384,8.411,6.9029,4.1017,-254.4673
1379.22,8.5,8.5743,2.3418,103.0597,118.056,0.328525,2.9249,8.9075,7.2777,4.3272,-255.0048
1379.3724,8.5,8.5418,2.3246,103.0793,114.0477,0.329293,2.9176,9.4985,7.7308,4.541,-255.6062
1379.5248,8.5,8.4371,2.3031,102.2791,123.3201,0.323355,2.8244,8.791,7.133,4.2653,-256.1776
1379.6772,8.5,8.498,2.329,102.8053,113.1681,0.313224,2.9427,9.1447,7.4121,4.4523,-256.9477
1379.8296,8.5,8.6185,2.3544,101.9451,100.6595,0.321374,3.0884,9.5269,7.7349,4.6156,-257.6346
1379.982,8.5,8.6574,2.3844,98.0322,107.0234,0.319408,3.0206,9.4088,7.6859,4.5351,-258.195
1380.1344,8.5,8.6129,2.443,85.3753,116.6613,0.301415,3.0682,10.6616,8.7085,5.0217,-258.2684
1380.2868,8.5,8.4691,2.4856,81.5535,109.7735,0.266723,3.1998,11.9556,9.7534,5.5332,-258.0705
1380.4392,8.5,8.5032,2.3887,82.6179,102.5726,0.26315,3.0895,10.226,8.3387,4.7683,-258.1216
1380.5916,8.5,8.5162,2.3347,88.4418,102.3967,0.274256,2.9199,9.1111,7.4275,4.2994,-257.8616
1380.744,8.5,8.5184,2.3184,99.2425,109.4991,0.29832,2.8665,8.8632,7.202,4.2963,-257.6808
1380.8964,8.5,8.5385,2.3282,103.6115,120.5442,0.312195,2.92,8.8935,7.2053,4.4148,-257.7556
1381.0488,8.5,8.535,2.351,103.3704,108.926,0.309237,2.8264,8.8739,7.2087,4.3898,-257.8685
1381.2012,8.5,8.4681,2.3677,102.8929,103.6802,0.306972,2.9619,9.0208,7.3609,4.4295,-258.0742
1381.3536,8.5,8.512,2.3753,103.2708,108.439,0.312189,2.981,9.0989,7.4858,4.4575,-258.4409
1381.506,8.5,8.4953,2.3573,103.0564,111.1084,0.324288,3.012,8.9943,7.4815,4.4311,-258.7256
1381.6584,8.5,8.494,2.351,102.6512,108.6922,0.312595,3.0391,8.9269,7.4314,4.379,-258.5592
1381.8108,8.5,8.4935,2.3681,102.5828,120.7703,0.298875,3.0269,9.1313,7.5989,4.4897,-258.2656
1381.9632,8.5,8.4859,2.3594,102.9942,119.1084,0.298182,3.0245,9.2996,7.7028,4.5506,-257.9437
1382.1156,8.5,8.4754,2.3271,103.0242,109.1953,0.301297,2.9784,8.6433,7.1318,4.2997,-257.4807
1382.268,8.5,8.5251,2.3343,103.4638,109.2677,0.303419,2.9004,8.1798,6.7496,4.1374,-257.0766
1382.4204,8.5,8.5814,2.3291,104.1182,106.2733,0.307973,2.8768,8.1274,6.7107,4.1515,-256.8954
1382.5728,8.5,8.573,2.3314,103.5721,107.258,0.321512,2.9248,8.05,6.6532,4.0544,-257.2433
1382.7252,8.5,8.5422,2.3546,103.1217,113.0033,0.340894,2.9791,8.4234,6.9712,4.2015,-257.8025
1382.8776,8.5,8.5415,2.3749,102.6549,106.119,0.337654,3.061,8.7162,7.2246,4.3369,-258.1673
1383.03,8.5,8.564,2.3703,102.9042,100.0258,0.329646,3.0314,8.6778,7.2069,4.321,-258.2227
1383.1824,8.5,8.599,2.3494,103.3008,110.7605,0.309179,3.0929,8.7868,7.2905,4.3203,-257.8179
1383.3348,8.5,8.6061,2.337,103.7861,115.2245,0.317294,3.0434,8.5023,7.0456,4.1942,-257.1252
1383.4872,8.5,8.6737,2.3317,103.7074,107.3056,0.317282,2.9232,8.3651,6.8897,4.1273,-256.4724
1383.6396,8.5,8.6825,2.3358,103.3004,117.2049,0.318673,2.9347,8.328,6.8366,4.0987,-255.7957
1383.792,8.5,8.644,2.3498,102.8692,105.3643,0.327506,2.9444,8.2292,6.7234,4.0026,-255.3069
1383.9444,8.5,8.6122,2.3563,102.3577,98.0483,0.340405,2.9358,8.596,6.9734,4.0452,-255.2171
1384.0968,8.5,8.6239,2.3957,102.2562,104.4825,0.350871,2.9902,9.2535,7.4787,4.24,-255.3142
1384.2492,8.5,8.6291,2.3956,102.3783,112.6629,0.344257,2.9991,9.2618,7.478,4.2228,-254.9386
1384.4016,8.5,8.5931,2.3796,102.5893,115.7397,0.343512,3.0629,8.8318,7.1227,4.034,-254.6736
1384.554,8.5,8.5465,2.3688,102.5839,114.4201,0.330692,2.9915,8.6748,6.9866,3.9795,-254.5694
1384.7064,8.5,8.4859,2.366,102.0828,110.4964,0.328605,2.9108,8.8802,7.1171,4.0445,-254.5087
1384.8588,8.5,8.4732,2.3757,101.1742,101.464,0.312679,2.9036,9.5,7.5712,4.2228,-254.3878
1385.0112,8.5,8.494,2.3917,100.8416,104.809,0.300233,2.8849,10.0867,8.0084,4.3416,-253.8742
1385.1636,8.5,8.514,2.3963,101.3682,116.9791,0.286215,2.9732,9.9812,7.931,4.292,-253.4419
1385.316,8.5,8.4932,2.368,102.1408,101.8291,0.279168,2.9165,9.4741,7.5543,4.1493,-253.0128
1385.4684,8.5,8.4609,2.3524,102.8369,105.6524,0.285653,2.9236,9.0607,7.2684,3.9915,-252.4157
1385.6208,8.5,8.448,2.3637,102.8661,114.7064,0.291153,2.8932,9.2313,7.4254,4.0388,-251.785
1385.7732,8.5,8.4365,2.3762,102.9456,116.655,0.285679,2.8281,9.6404,7.7623,4.1126,-251.2925
1385.9256,8.5,8.4257,2.3593,103.0955,106.6313,0.304556,2.8109,9.5678,7.7102,4.008,-250.8656
1386.078,8.5,8.4287,2.3191,103.4425,99.9058,0.311149,2.7996,8.7239,7.0836,3.7083,-250.242
1386.2304,8.5,8.4753,2.3119,104.5741,93.1282,0.313324,2.7839,8.5323,6.9847,3.6417,-249.336
1386.3828,8.5,8.3803,2.2981,104.9894,102.6455,0.305965,2.7223,8.0755,6.6731,3.5415,-248.5876
1386.5352,8.5,8.4016,2.2854,104.7112,111.5452,0.31603,2.719,7.7144,6.3691,3.4521,-248.2625
1386.6876,8.5,8.4244,2.3022,103.8404,107.3662,0.313411,2.7144,7.8586,6.4685,3.513,-248.2898
1386.84,8.5,8.4397,2.3144,100.9845,108.1353,0.305786,2.6908,8.4382,6.903,3.7432,-248.1399
1386.9924,8.5,8.4416,2.3373,98.861,103.3866,0.306987,2.7418,9.2612,7.5648,4.1195,-248.0253
1387.1448,8.5,8.3603,2.3383,102.9955,107.3542,0.308153,2.8767,9.3156,7.6387,4.3134,-248.1494
1387.2972,8.5,8.3395,2.3513,97.4997,112.0019,0.30882,2.8745,8.7705,7.2049,4.2474,-248.1971
1387.4496,8.5,8.4099,2.4234,95.3351,107.7005,0.273274,2.9376,9.9379,8.1777,4.8294,-247.7898
1387.602,8.5,8.4361,2.453,93.4484,119.193,0.264176,3.192,12.1596,9.8675,5.3791,-247.1461
1387.7544,8.5,8.4527,2.324,90.6708,100.3692,0.263775,2.8417,10.4401,8.5057,4.6437,-246.3329
1387.9068,8.5,8.4222,2.2909,96.8123,101.7525,0.283666,2.6421,10.8347,8.7703,4.6051,-245.6974
1388.0592,8.5,8.263,2.2694,104.8456,95.3942,0.292765,2.6492,8.8092,7.1415,3.9224,-245.4913
1388.2116,8.5,8.3957,2.2396,108.0399,100.9149,0.307346,2.5523,8.1404,6.6157,3.7318,-245.6591
1388.364,8.5,8.4594,2.2449,109.7416,87.1725,0.314471,2.6334,7.8966,6.4336,3.5361,-246.1428
1388.5164,8.5,8.5175,2.2596,108.7582,87.2579,0.30468,2.6439,8.1482,6.6623,3.5068,-246.6786
1388.6688,8.5,8.5743,2.2931,106.7377,100.2065,0.296522,2.7386,8.6268,7.0959,3.5794,-247.3215
1388.8212,8.5,8.4709,2.3215,104.4393,109.5891,0.285803,2.8189,9.2058,7.6165,3.8044,-247.924
1388.9736,8.5,8.3655,2.336,101.5232,116.1345,0.299998,2.7976,8.7423,7.2522,3.8163,-248.334
1389.126,8.5,8.3919,2.3477,99.5735,102.6728,0.303442,2.7029,8.597,7.1643,3.9726,-248.6276
1389.2784,8.5,8.4392,2.3467,99.6778,97.7101,0.312246,2.792,9.2669,7.6896,4.3936,-248.9008
1389.4308,8.5,8.3713,2.342,100.2699,94.4141,0.307342,2.7614,8.6265,7.1277,4.1531,-249.2418
1389.5832,8.5,8.3558,2.3212,102.5596,106.5589,0.288718,2.8241,8.2352,6.8111,4.0467,-249.5844
1389.7356,8.5,8.4461,2.2918,104.5738,107.329,0.282307,2.7369,7.765,6.4591,3.924,-250.027
1389.888,8.5,8.5145,2.3371,104.3716,110.3115,0.289676,2.7997,8.4391,7.0882,4.2789,-251.0183
1390.0404,8.5,8.5465,2.3323,104.2119,104.0401,0.3149,2.9096,8.7265,7.4033,4.3336,-252.0905
1390.1928,8.5,8.5557,2.3158,103.583,111.0863,0.317632,2.8882,7.715,6.6349,3.8669,-252.6385
1390.3452,8.5,8.4686,2.3436,102.9032,121.8191,0.310398,2.9295,7.5533,6.5784,3.8111,-253.1204
1390.4976,8.5,8.4505,2.3514,103.003,119.5902,0.302983,3.0008,7.885,6.9526,4.024,-253.699
1390.65,8.5,8.471,2.3337,102.6466,102.4988,0.30216,2.8554,7.6478,6.8113,3.9937,-254.3181
1390.8024,8.5,8.4964,2.3562,103.0133,118.9741,0.315752,2.9397,8.0652,7.2247,4.1833,-254.7704
1390.9548,8.5,8.5518,2.3492,104.1521,103.8528,0.31055,2.941,7.8936,7.1642,4.1563,-254.8843
1391.1072,8.5,8.5553,2.3372,103.3426,107.4566,0.323588,2.9046,7.376,6.7455,4.043,-254.5938
1391.2596,8.5,8.4552,2.3473,101.9988,101.7654,0.330006,2.8425,7.062,6.4222,4.0317,-254.2797
1391.412,8.5,8.4517,2.345,101.6475,106.7249,0.328236,2.9202,7.0146,6.2844,4.1376,-254.4548
1391.5644,8.5,8.504,2.3845,101.1347,103.2977,0.31229,2.9788,6.8846,6.0962,4.2268,-255.1465
1391.7168,8.5,8.5378,2.4097,100.3961,114.0773,0.305661,3.0815,7.6143,6.7422,4.8816,-255.6334
1391.8692,8.5,8.5399,2.3972,101.2394,110.206,0.313042,3.0689,8.0057,7.0688,5.2635,-255.8654
1392.0216,8.5,8.5342,2.4207,93.2894,96.159,0.297354,3.2379,7.3705,6.4227,4.9047,-255.776
1392.174,8.5,8.4515,2.6176,80.302,87.6854,0.230504,3.1777,8.956,7.6242,5.6209,-255.5395
1392.3264,8.5,8.4135,2.7557,67.6103,72.2478,0.15623,3.2525,27.6917,23.2958,15.3653,-255.2092
1392.4788,8.5,8.3802,2.7546,56.8441,66.3928,0.123297,3.1319,56.8646,48.3075,29.742,-254.8438
1392.6312,8.5,8.3692,2.7299,53.4495,64.795,0.115779,3.2716,31.9895,27.174,19.0589,-254.3436
1392.7836,8.5,8.4383,2.6957,54.9938,75.9347,0.132431,3.2938,12.0998,10.2098,8.1373,-253.9799
1392.936,8.5,8.5312,2.7056,56.749,79.7317,0.147161,3.3662,13.5093,11.2741,8.9314,-253.3497
1393.0884,8.5,8.5024,2.731,54.9808,72.7275,0.157991,3.0445,37.9554,31.2305,21.4333,-252.7076
1393.2408,8.5,8.4278,2.6951,58.0673,70.3945,0.15853,3.0141,71.59,57.0236,32.4285,-252.1794
1393.3932,8.5,8.387,2.4745,69.6072,76.2246,0.185009,3.1788,21.5793,17.6364,11.785,-251.6517
1393.5456,8.5,8.3079,2.3392,79.8826,78.478,0.233211,2.7613,8.1512,6.8086,5.0101,-250.9811
1393.698,8.5,8.3604,2.3369,91.5639,91.2175,0.287658,2.6675,7.1433,6.1007,4.5588,-250.8042
1393.8504,8.5,8.4773,2.3517,100.2994,89.715,0.299762,2.9011,7.8609,6.8747,5.1202,-250.89
1394.0028,8.5,8.5199,2.3369,101.0342,95.3664,0.29523,2.9549,7.5706,6.685,4.7791,-251.1225
1394.1552,8.5,8.4448,2.3349,101.564,101.1253,0.302413,2.9654,7.1325,6.325,4.2732,-251.1127
1394.3076,8.5,8.4251,2.3839,102.4351,108.0857,0.31847,3.0105,7.1322,6.4325,4.0238,-251.0258
1394.46,8.5,8.413,2.3513,103.3969,98.9251,0.321773,3.0279,7.7517,7.1019,4.2539,-250.7626
1394.6124,8.5,8.4484,2.3145,103.4951,101.3125,0.325204,2.9037,7.3118,6.6868,3.9838,-250.2386
1394.7648,8.5,8.4881,2.3206,105.2089,111.3993,0.325692,2.8905,7.2896,6.5527,3.9102,-249.783
1394.9172,8.5,8.4488,2.3168,105.7278,95.1541,0.325651,2.8527,6.9632,6.1439,3.7248,-249.4924
1395.0696,8.5,8.4183,2.3174,104.7512,104.2916,0.332496,2.8398,6.7244,5.8827,3.6155,-249.1144
1395.222,8.5,8.4022,2.3526,104.81,107.9335,0.321748,2.8611,7.293,6.3376,3.8598,-248.8932
1395.3744,8.5,8.3919,2.3016,105.8702,99.0501,0.334748,2.9275,7.6495,6.5812,3.9997,-249.1034
1395.5268,8.5,8.4027,2.2655,105.8605,97.2339,0.338887,2.8267,6.6822,5.7174,3.5273,-249.4184
1395.6792,8.5,8.4244,2.3053,106.5203,107.1332,0.336474,2.8233,7.3548,6.25,3.8202,-249.8238
1395.8316,8.5,8.4364,2.3108,106.5825,117.5087,0.332504,2.9116,7.3431,6.2137,3.8467,-250.3259
1395.984,8.5,8.3976,2.3116,105.5489,103.0847,0.340077,2.8981,7.1818,6.0133,3.7571,-250.7368
1396.1364,8.5,8.4044,2.3218,105.3773,97.9263,0.34524,2.9197,7.229,6.015,3.7622,-251.2372
1396.2888,8.5,8.4455,2.3304,105.1182,111.3489,0.361643,2.9804,7.1375,5.9035,3.7696,-251.5594
1396.4412,8.5,8.4546,2.3407,104.4664,99.3151,0.345019,3.0304,7.3443,6.0615,3.9003,-251.7111
1396.5936,8.5,8.4464,2.3401,104.2188,99.409,0.345523,3.0354,7.5844,6.2415,4.0169,-251.7737
1396.746,8.5,8.4159,2.333,104.3168,104.5218,0.346782,3.0098,7.461,6.0965,3.9357,-251.7406
1396.8984,8.5,8.3687,2.3297,104.8686,106.6396,0.360917,2.9342,7.2651,5.9077,3.7911,-251.3939
1397.0508,8.5,8.3909,2.3284,105.5933,124.2287,0.330933,2.9017,7.2987,5.9477,3.7736,-250.838
1397.2032,8.5,8.4227,2.308,105.9532,102.2195,0.317303,2.8403,7.211,5.89,3.7192,-250.3291
1397.3556,8.5,8.4249,2.3123,106.2318,110.6995,0.312959,2.8469,7.4509,6.0798,3.7825,-249.7077
1397.508,8.5,8.4242,2.2993,106.6733,100.4537,0.320161,2.7528,6.9841,5.729,3.5304,-249.0657
1397.6604,8.5,8.4149,2.2794,106.4753,94.7324,0.325853,2.7487,6.8847,5.6477,3.4315,-248.3048
1397.8128,8.5,8.4257,2.2813,106.8045,104.4234,0.320849,2.8022,7.1602,5.87,3.5047,-247.7265
1397.9652,8.5,8.4465,2.28,107.067,101.7585,0.338417,2.8691,7.1875,5.9022,3.4998,-247.351
1398.1176,8.5,8.4486,2.2788,107.8531,107.1126,0.348698,2.8236,7.0948,5.8257,3.4207,-246.9863
1398.27,8.5,8.4575,2.2944,108.272,99.2154,0.36255,2.8353,6.756,5.5522,3.2878,-246.3836
1398.4224,8.5,8.441,2.3136,108.643,108.2131,0.359501,2.7683,7.1623,5.8742,3.4723,-245.8921
1398.5748,8.5,8.4334,2.2968,107.8323,111.8776,0.336175,2.8639,6.554,5.3751,3.2334,-245.5445
1398.7272,8.5,8.4383,2.3201,104.6603,106.9084,0.346511,2.743,6.6883,5.4685,3.3008,-245.5476
1398.8796,8.5,8.4674,2.3322,102.8787,110.1732,0.333685,2.8618,7.5361,6.1561,3.6839,-245.9266
1399.032,8.5,8.4493,2.3223,102.7496,116.3448,0.348479,2.921,7.3115,5.9792,3.5611,-246.1685
1399.1844,8.5,8.448,2.315,103.2175,105.8231,0.344843,2.8099,6.7243,5.5151,3.3086,-246.2707
