DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
205.1,25.772,878.906,92.392,0.476,12.958,0.107,2.092,2.752,154.091,178.696,1.552,23.884,26.476,28.359,30.903,36.069,39.984,56.446,12.25
205.2,25.661,874.023,90.906,0.474,13.042,0.086,2.086,2.77,153.675,178.855,1.554,25.176,27.953,29.974,32.705,38.265,42.487,60.157,12.25
205.3,25.86,874.023,88.732,0.474,13.161,0.068,2.087,2.764,153.49,178.943,1.551,27.482,30.57,32.819,35.864,42.075,46.803,66.509,12.25
205.4,25.647,878.906,88.793,0.482,13.28,0.057,2.094,2.789,153.572,178.876,1.545,25.279,28.158,30.257,33.102,38.914,43.345,61.75,12.25
205.5,25.905,883.789,90.517,0.49,13.372,0.05,2.101,2.806,153.964,178.796,1.55,24.443,27.247,29.293,32.067,37.74,42.069,60.014,12.25
205.6,25.792,874.023,93.059,0.491,13.38,0.049,2.107,2.826,154.363,178.766,1.548,23.404,26.091,28.051,30.711,36.148,40.298,57.504,12.25
205.7,25.897,874.023,94.475,0.485,13.279,0.052,2.112,2.829,154.719,178.556,1.535,23.775,26.481,28.455,31.13,36.594,40.759,58.048,12.25
205.8,25.843,878.906,93.788,0.477,13.121,0.058,2.115,2.845,154.807,178.39,1.524,24.26,26.995,28.988,31.687,37.194,41.388,58.831,12.25
205.9,25.695,874.023,91.918,0.477,12.992,0.063,2.114,2.862,154.748,178.384,1.526,24.542,27.287,29.286,31.993,37.509,41.706,59.181,12.25
206.0,25.783,874.023,88.513,0.486,12.942,0.068,2.115,2.862,154.471,178.204,1.537,24.687,27.45,29.463,32.187,37.74,41.966,59.597,12.25
206.1,25.819,878.906,86.058,0.506,12.943,0.07,2.116,2.865,154.1,178.132,1.546,24.98,27.764,29.79,32.532,38.119,42.367,60.098,12.25
206.2,25.838,878.906,84.643,0.522,12.962,0.07,2.119,2.857,153.654,178.207,1.538,25.188,27.985,30.02,32.774,38.381,42.643,60.447,12.25
206.3,25.795,883.789,86.809,0.528,12.985,0.066,2.122,2.855,153.118,178.113,1.536,25.484,28.308,30.362,33.141,38.8,43.099,61.075,12.25
206.4,25.846,883.789,88.079,0.515,13.017,0.062,2.126,2.829,152.563,178.263,1.545,25.59,28.421,30.48,33.265,38.934,43.24,61.282,12.25
206.5,25.771,878.906,91.35,0.495,13.066,0.057,2.128,2.824,152.041,178.404,1.573,25.219,27.98,29.987,32.699,38.213,42.397,59.952,12.25
206.6,25.634,878.906,93.63,0.479,13.127,0.054,2.133,2.81,151.781,178.394,1.609,24.856,27.546,29.499,32.136,37.492,41.549,58.601,12.25
206.7,25.76,874.023,95.965,0.476,13.176,0.051,2.134,2.828,151.746,178.317,1.667,24.596,27.249,29.174,31.773,37.049,41.044,57.869,12.25
206.8,25.749,878.906,95.933,0.483,13.202,0.051,2.135,2.831,151.993,178.438,1.708,25.519,28.267,30.261,32.953,38.415,42.551,59.966,12.25
206.9,25.996,878.906,95.894,0.491,13.201,0.05,2.129,2.844,152.328,178.32,1.725,26.841,29.742,31.847,34.69,40.462,44.834,63.236,12.25
207.0,25.882,883.789,95.072,0.497,13.184,0.05,2.123,2.833,152.726,178.365,1.709,26.126,28.964,31.026,33.81,39.466,43.753,61.761,12.25
207.1,25.733,883.789,92.404,0.494,13.173,0.051,2.115,2.826,152.9,178.437,1.697,25.642,28.457,30.503,33.269,38.894,43.164,61.077,12.25
207.2,25.705,883.789,90.125,0.485,13.173,0.056,2.112,2.804,152.81,178.652,1.671,25.949,28.813,30.896,33.713,39.445,43.798,62.034,12.25
207.3,25.765,888.672,88.387,0.467,13.181,0.066,2.116,2.785,152.31,178.61,1.631,27.046,30.034,32.208,35.146,41.129,45.672,64.7,12.25
207.4,25.711,888.672,87.558,0.45,13.177,0.079,2.128,2.767,151.383,178.796,1.595,27.154,30.145,32.319,35.259,41.241,45.783,64.804,12.25
207.5,25.666,883.789,85.364,0.435,13.146,0.09,2.142,2.752,149.916,178.775,1.579,27.296,30.295,32.474,35.421,41.415,45.964,65.038,12.25
207.6,25.778,893.555,85.068,0.43,13.1,0.095,2.15,2.758,148.264,178.625,1.575,26.961,29.91,32.053,34.949,40.837,45.303,64.076,12.25
207.7,25.703,893.555,84.496,0.429,13.071,0.091,2.152,2.779,146.705,178.554,1.579,26.632,29.504,31.589,34.404,40.118,44.445,62.638,12.25
