TVD,GR,T-TEMP,ROP
127.7112,64.5272,23.9902,19.9418
127.8636,62.7343,23.9802,19.5547
128.016,63.8465,24.0297,19.2196
128.1684,62.8106,24.0139,19.2165
128.3208,62.6367,23.9982,19.2135
128.4732,63.5539,24.0104,19.2104
128.6256,65.0052,24.0104,19.3533
128.778,65.4904,24.0104,19.5209
128.9304,65.3062,24.0196,19.6886
129.0828,65.9323,24.0049,19.8667
129.2352,64.2964,23.9902,20.0527
129.3876,63.7341,24.0104,20.2386
129.54,63.9284,24.0063,20.2779
129.6924,63.1229,24.0023,19.9639
129.8448,65.0491,23.9983,19.6499
129.9972,65.2547,24.0103,19.3409
130.1496,65.8548,23.9959,19.411
130.302,66.2851,23.9815,19.4811
130.4544,65.6033,23.9671,19.5512
130.6068,66.1396,23.9527,19.599
130.7592,64.9762,23.9995,19.6386
130.9116,64.2723,23.9815,19.6783
131.064,63.3643,23.9636,19.711
131.2164,63.0516,24.0103,19.7354
131.3688,62.6755,23.9968,19.7598
131.5212,64.7672,23.9833,19.8597
131.6736,64.965,23.9699,20.326
131.826,63.9005,23.9893,20.7924
131.9784,62.9475,23.9798,21.2588
132.1308,58.8823,23.9702,23.1524
132.2832,55.8556,23.9609,25.2221
132.4356,54.0732,23.9517,27.2918
132.588,53.9217,23.9426,29.2686
132.7404,54.4423,23.9646,31.1859
132.8928,54.5952,23.9516,33.1032
133.0452,55.3271,23.9387,33.4858
133.1976,55.6799,23.9257,30.7363
133.35,55.8973,23.9209,27.9869
133.5024,56.1725,23.9253,25.7623
133.6548,56.962,23.9297,33.8979
133.8072,57.7691,23.9356,42.0335
133.9596,58.1207,23.9573,50.1691
134.112,57.587,23.9484,51.7886
134.2644,57.6988,23.9394,51.435
134.4168,56.0191,23.9628,51.0814
134.5692,56.1605,23.9544,46.5807
134.7216,57.9772,23.9459,37.7105
134.874,59.0318,23.9374,28.8403
135.0264,57.8565,23.9646,21.783
135.1788,57.6349,23.9646,21.7007
135.3312,55.7609,23.9646,21.6184
135.4836,54.8845,23.9646,21.5361
135.636,56.614,23.9926,21.4171
135.7884,56.9798,23.9805,21.2952
135.9408,57.5619,23.9685,21.1733
136.0932,58.3587,23.9565,20.3376
136.2456,57.9808,24.0103,19.1092
136.398,58.1139,24.0012,17.8808
136.5504,57.7001,23.9921,16.6757
136.7028,56.7223,23.983,15.5112
136.8552,56.5469,23.99,14.3468
137.0076,56.4879,23.9815,13.282
137.16,57.3608,23.973,13.3064
137.3124,57.1816,23.9672,13.3308
137.4648,56.1233,23.9998,13.3552
137.6172,55.1435,23.9867,14.0798
137.7696,55.0711,23.9737,14.976
137.922,56.1152,23.9961,15.8721
138.0744,57.5814,24.0006,16.2554
138.2268,57.8472,24.0051,16.17
138.3792,58.0492,24.0095,16.0847
138.5316,57.784,24.0068,15.8747
138.684,56.3134,24.0009,15.2742
138.8364,56.7582,23.9951,14.6737
138.9888,56.792,23.9913,14.0732
139.1412,57.2027,23.9865,14.7387
139.2936,58.3265,23.9817,15.455
139.446,58.6098,24.0085,16.1713
139.5984,59.0836,24.0041,15.7525
139.7508,61.1739,23.9996,14.8015
139.9032,62.15,23.9981,13.8504
140.0556,64.4797,24.0336,13.1775
140.208,67.0292,24.0246,12.9215
140.3604,67.8856,24.0157,12.6654
140.5128,70.4205,24.0104,12.471
140.6652,69.4496,24.0104,12.7301
140.8176,68.4872,24.0104,12.9892
140.97,67.6027,24.0114,13.2483
141.1224,68.8738,24.0183,13.5151
141.2748,68.921,24.0094,13.7833
141.4272,70.2264,24.0004,14.0516
141.5796,70.3211,24.0211,14.1343
141.732,70.207,24.0003,14.0702
141.8844,69.7988,23.9795,14.0062
142.0368,70.1335,23.9587,13.982
142.1892,70.6737,23.938,14.0613
142.3416,71.0234,23.957,14.1405
142.494,70.1507,23.9463,14.2198
142.6464,68.6022,23.9357,12.8702
142.7988,69.0325,23.9251,11.5168
142.9512,68.3904,23.9339,10.1633
143.1036,68.5698,23.92,10.9795
143.256,69.5295,23.9062,12.653
143.4084,69.1886,23.8923,14.3265
