DEPT,GR,T-TEMP,ROP
109.728,63.9216,23.4252,18.7396
109.8804,62.8579,23.4252,18.8463
110.0328,62.143,23.4252,18.8703
110.1852,62.8916,23.4252,18.5929
110.3376,62.2693,23.4252,18.3156
110.49,62.7255,23.4252,18.0382
110.6424,63.3088,23.4252,18.3959
110.7948,63.283,23.4252,18.7983
110.9472,65.2838,23.4252,19.2006
111.0996,64.6879,23.4252,19.3878
111.252,65.3129,23.4252,19.461
111.4044,64.6789,23.4252,19.5341
111.5568,64.9299,23.4252,19.5845
111.7092,65.1917,23.4252,19.5967
111.8616,66.0,23.4252,19.6089
112.014,64.1253,23.4252,19.6264
112.1664,62.1255,23.4252,19.6965
112.3188,59.2063,23.4252,19.7666
112.4712,60.4307,23.4252,19.8368
112.6236,60.437,23.4252,19.766
112.776,62.6867,23.4252,19.6623
112.9284,64.9208,23.4252,19.5587
113.0808,65.6457,23.4252,19.2886
113.2332,64.9579,23.4252,18.871
113.3856,64.9663,23.4252,18.4535
113.538,62.3683,23.4252,18.2722
113.6904,60.7641,23.4252,18.8026
113.8428,60.2083,23.4252,19.3329
113.9952,61.0745,23.4252,19.8633
114.1476,62.9578,23.4252,18.4335
114.3,65.0411,23.4252,16.94
114.4524,66.1662,23.4252,15.4465
114.6048,65.4858,23.4252,15.7555
114.7572,64.7476,23.4252,16.8833
114.9096,63.4286,23.4252,18.011
115.062,62.5714,23.4252,18.7234
115.2144,62.9553,23.4252,18.8301
115.3668,63.1343,23.4252,18.9368
115.5192,62.2554,23.4252,19.0304
115.6716,61.7859,23.4252,19.0334
115.824,61.7411,23.4252,19.0365
115.9764,61.5711,23.4252,19.0395
116.1288,62.1468,23.4252,18.9112
116.2812,63.5235,23.4252,18.7588
116.4336,64.8883,23.4252,18.6064
116.586,65.0005,23.4252,18.6174
116.7384,65.0,23.4252,18.7546
116.8908,64.1258,23.4252,18.8917
117.0432,63.1109,23.4252,18.9848
117.1956,63.9998,23.4252,18.9665
117.348,64.8332,23.4252,18.9482
117.5004,64.5714,23.4252,18.9298
117.6528,64.4289,23.4252,18.8658
117.8052,66.4216,23.4252,18.8018
117.9576,67.3061,23.4252,18.7378
118.11,68.1287,23.4252,18.621
118.2624,68.3553,23.4252,18.4838
118.4148,65.2267,23.4252,18.3467
118.5672,61.8958,23.4252,18.27
118.7196,60.3538,23.4252,18.27
118.872,57.7107,23.4252,18.27
119.0244,57.6529,23.4252,18.2114
119.1768,59.4832,23.4252,17.8457
119.3292,61.8877,23.4252,17.4799
119.4816,62.3333,23.4252,17.1142
119.634,66.5237,23.4252,17.3139
119.7864,66.9364,23.4252,17.5912
119.9388,65.953,23.4252,17.8686
120.0912,66.5,23.4252,18.1314
120.2436,64.8849,23.4252,18.3844
120.396,64.762,23.4252,18.6374
120.5484,64.979,23.4252,18.8439
120.7008,63.7365,23.4252,18.9506
120.8532,62.0,23.4252,19.0572
121.0056,61.9918,23.4252,19.1762
121.158,60.1522,23.4252,19.6182
121.3104,58.3325,23.4252,20.0602
121.4628,59.6272,23.4252,20.5021
121.6152,59.2438,23.4252,20.4257
121.7676,59.4,23.4252,20.1818
121.92,59.7384,23.4252,19.938
122.0724,59.2748,23.4252,19.7419
122.2248,60.7861,23.4252,19.5987
122.3772,60.4832,23.4252,19.4554
122.5296,61.5,23.4252,19.3625
122.682,62.611,23.4252,19.4783
122.8344,62.3894,23.4252,19.5941
122.9868,63.2992,23.4252,19.71
123.1392,63.9997,23.4252,19.5697
123.2916,64.2882,23.4252,19.4051
123.444,63.3671,23.4252,19.2405
123.5964,63.6332,23.4252,18.4994
123.7488,63.3395,23.4252,17.4235
123.9012,63.635,23.4252,16.3475
124.0536,63.1589,23.4252,16.0702
124.206,63.7784,23.4252,17.265
124.3584,64.0111,23.4252,18.4599
124.5108,62.7003,23.4252,19.5873
124.6632,62.7046,23.4252,19.8311
124.8156,62.0013,23.4252,20.075
124.968,60.2507,23.4252,20.3188
125.1204,60.0831,23.4252,20.3507
125.2728,61.4545,23.4252,20.3264
125.4252,62.2725,23.4252,20.302
125.5776,64.7323,23.4252,20.2108
125.73,63.5833,23.4252,20.0554
125.8824,61.8332,23.4252,19.9
126.0348,62.2161,23.4252,19.787
126.1872,61.3772,23.4252,19.8174
126.3396,60.7819,23.4252,19.8479
126.492,60.7611,23.4252,19.8784
126.6444,59.8773,23.4252,19.8742
126.7968,60.662,23.4252,19.8681
126.9492,62.2221,23.4252,19.862
127.1016,64.808,23.4252,19.988
127.254,64.3753,23.4252,20.18
127.4064,64.0831,23.4252,20.3721
127.5588,64.5991,23.4252,20.3406
127.7112,64.2,23.4252,19.9536
127.8636,63.6706,23.4252,19.5665
128.016,64.4874,23.4252,19.2197
128.1684,63.2493,23.4252,19.2166
128.3208,63.0014,23.4252,19.2136
128.4732,63.0551,23.4252,19.2105
128.6256,64.5331,23.4252,19.3482
128.778,64.9749,23.4252,19.5158
128.9304,63.5097,23.4252,19.6834
129.0828,65.2198,23.4252,19.861
129.2352,63.3514,23.4252,20.0469
129.3876,61.9894,23.4252,20.2329
129.54,61.6001,23.4252,20.2876
129.6924,60.8889,23.4252,19.9737
129.8448,63.4093,23.4252,19.6597
129.9972,64.2797,23.4252,19.3458
130.1496,65.5029,23.4252,19.4088
130.302,65.74,23.4252,19.4789
130.4544,64.7341,23.4252,19.549
130.6068,64.7507,23.4252,19.5978
130.7592,63.5559,23.4252,19.6374
130.9116,62.3064,23.4252,19.677
131.064,61.5537,23.4252,19.7102
131.2164,61.8779,23.4252,19.7346
131.3688,62.0,23.4252,19.759
131.5212,64.9169,23.4252,19.8449
131.6736,64.7962,23.4252,20.3112
131.826,65.3512,23.4252,20.7776
131.9784,63.9559,23.4252,21.2439
132.1308,59.663,23.4252,23.0863
132.2832,54.6503,23.4252,25.1559
132.4356,51.9102,23.4252,27.2254
132.588,52.3501,23.4252,29.207
132.7404,52.3122,23.4252,31.1242
132.8928,53.0354,23.4252,33.0414
133.0452,53.5748,23.4252,33.5746
133.1976,54.3331,23.4252,30.8253
133.35,54.7852,23.4252,28.076
133.5024,56.0241,23.4252,25.4981
133.6548,56.75,23.4252,33.6332
133.8072,56.9457,23.4252,41.7683
133.9596,57.2382,23.4252,49.9034
134.112,57.0,23.4252,51.8002
134.2644,57.0,23.4252,51.4466
134.4168,55.1618,23.4252,51.093
134.5692,55.0,23.4252,46.8726
134.7216,56.765,23.4252,38.0029
134.874,56.0367,23.4252,29.1332
135.0264,56.0349,23.4252,21.7857
135.1788,56.6667,23.4252,21.7034
135.3312,54.7154,23.4252,21.6212
135.4836,54.0715,23.4252,21.5389
135.636,56.6783,23.4252,21.4212
135.7884,56.3703,23.4252,21.2993
135.9408,56.6428,23.4252,21.1774
136.0932,56.7147,23.4252,20.3788
136.2456,55.0,23.4252,19.1505
136.398,55.2316,23.4252,17.9221
136.5504,55.0752,23.4252,16.7149
136.7028,54.7078,23.4252,15.5506
136.8552,55.0833,23.4252,14.3863
137.0076,55.5521,23.4252,13.2812
137.16,57.6941,23.4252,13.3056
137.3124,58.4887,23.4252,13.33
137.4648,56.0886,23.4252,13.3544
137.6172,55.4309,23.4252,14.0491
137.7696,53.9423,23.4252,14.9452
137.922,54.1358,23.4252,15.8414
138.0744,56.3749,23.4252,16.2583
138.2268,56.3215,23.4252,16.173
138.3792,56.3927,23.4252,16.0876
138.5316,57.0317,23.4252,15.8955
138.684,55.0553,23.4252,15.295
138.8364,56.5712,23.4252,14.6946
138.9888,55.5706,23.4252,14.0941
139.1412,55.5099,23.4252,14.7136
139.2936,56.4286,23.4252,15.4299
139.446,55.8333,23.4252,16.1462
139.5984,56.142,23.4252,15.786
139.7508,58.6564,23.4252,14.835
139.9032,61.3039,23.4252,13.884
140.0556,65.0,23.4252,13.1866
140.208,66.8061,23.4252,12.9306
140.3604,67.8978,23.4252,12.6745
140.5128,68.51,23.4252,12.4618
140.6652,67.2376,23.4252,12.7208
140.8176,66.839,23.4252,12.9799
140.97,66.0413,23.4252,13.239
141.1224,66.7928,23.4252,13.5054
141.2748,68.0,23.4252,13.7736
141.4272,69.8799,23.4252,14.0419
141.5796,71.0981,23.4252,14.1366
141.732,71.4286,23.4252,14.0726
141.8844,71.0712,23.4252,14.0086
142.0368,71.0662,23.4252,13.9791
142.1892,70.6814,23.4252,14.0584
142.3416,70.9642,23.4252,14.1376
142.494,69.4286,23.4252,14.2169
142.6464,68.2384,23.4252,12.92
142.7988,68.1112,23.4252,11.5667
142.9512,67.25,23.4252,10.2133
143.1036,67.846,23.4252,10.9175
143.256,67.8668,23.4252,12.5909
143.4084,67.4286,23.4252,14.2642
143.5608,66.0084,23.4252,15.2931
143.7132,67.7916,23.4252,15.351
143.8656,68.0,23.4252,15.4089
