TVD,GR,T-TEMP,ROP
134.5692,55.0,23.4252,46.5807
134.7216,56.7758,23.4252,37.7105
134.874,56.0085,23.4252,28.8403
135.0264,56.1046,23.4252,21.783
135.1788,56.6667,23.4252,21.7007
135.3312,54.5731,23.4252,21.6184
135.4836,54.0636,23.4252,21.5361
135.636,56.714,23.4252,21.4171
135.7884,56.2973,23.4252,21.2952
135.9408,56.6508,23.4252,21.1733
136.0932,56.6667,23.4252,20.3376
136.2456,55.0,23.4252,19.1092
136.398,55.2729,23.4252,17.8808
136.5504,55.0499,23.4252,16.6757
136.7028,54.7782,23.4252,15.5112
136.8552,55.0927,23.4252,14.3468
137.0076,55.5687,23.4252,13.282
137.16,57.805,23.4252,13.3064
137.3124,58.4008,23.4252,13.3308
137.4648,56.0661,23.4252,13.3552
137.6172,55.4814,23.4252,14.0798
137.7696,53.9225,23.4252,14.976
137.922,54.281,23.4252,15.8721
138.0744,56.3835,23.4252,16.2554
138.2268,56.3092,23.4252,16.17
138.3792,56.4133,23.4252,16.0847
138.5316,56.9632,23.4252,15.8747
138.684,54.9867,23.4252,15.2742
138.8364,56.6043,23.4252,14.6737
138.9888,55.5308,23.4252,14.0732
139.1412,55.5456,23.4252,14.7387
139.2936,56.4286,23.4252,15.455
139.446,55.8333,23.4252,16.1713
139.5984,56.2233,23.4252,15.7525
139.7508,58.7497,23.4252,14.8015
139.9032,61.4622,23.4252,13.8504
140.0556,65.0,23.4252,13.1775
140.208,67.0199,23.4252,12.9215
140.3604,67.9196,23.4252,12.6654
140.5128,68.5319,23.4252,12.471
140.6652,67.2717,23.4252,12.7301
140.8176,66.7585,23.4252,12.9892
140.97,66.0648,23.4252,13.2483
141.1224,66.8348,23.4252,13.5151
141.2748,68.0,23.4252,13.7833
141.4272,70.0032,23.4252,14.0516
141.5796,71.122,23.4252,14.1343
141.732,71.4286,23.4252,14.0702
141.8844,71.0972,23.4252,14.0062
142.0368,71.0522,23.4252,13.982
142.1892,70.6673,23.4252,14.0613
142.3416,70.9773,23.4252,14.1405
142.494,69.4286,23.4252,14.2198
