DEPTH,ADTEMP:1,ADTEMP:2,ADTEMP:3,ARH16P:1,ARH16P:2,ARH16P:3,ARH32P:1,ARH32P:2,ARH32P:3,ARH48P:1,ARH48P:2,ARH48P:3,DGRCC:1,DGRCC:2,DGRCC:3,DGRCC:4,GBCGC:1,GBCGC:2,GBCGC:3,R09P:1,R09P:2,R09P:3,R15P:1,R15P:2,R15P:3,R27P:1,R27P:2,R27P:3,R39P:1,R39P:2,R39P:3,TVD:1,TVD:2,TVD:3,TVD:4
916.686,42.7246,,,,,,,,,,,,68.5341,68.4485,,,,,,2.7652,2.7714,2.7714,5.0428,5.0448,5.0448,6.1577,6.1575,6.1575,6.1118,6.1178,6.1178,887.8753,887.8738,,
916.8384,42.7246,,,,,,,,,,,,68.9169,68.7693,,,,,,2.9235,2.9159,2.9159,5.2391,5.2161,5.2161,6.3611,6.327,6.327,6.293,6.265,6.265,888.0046,888.0046,,
916.9908,42.7246,,,,,,,,,,,,67.4799,67.5796,,,,,,2.8608,2.8682,2.8682,4.8989,4.9287,4.9287,5.8601,5.8899,5.8899,5.8761,5.9107,5.9107,888.1334,888.1301,,
917.1432,42.7246,,,,,,,,,,,,63.1182,64.1269,,,,,,2.8354,2.8331,2.8331,4.7824,4.7871,4.7871,5.6428,5.6511,5.6511,5.7847,5.7891,5.7891,888.259,888.2577,,
917.2956,42.7246,,,,,,,,,,,,64.0955,64.5962,,,,,,2.7928,2.801,2.801,4.8002,4.8217,4.8217,5.6321,5.6576,5.6576,5.8353,5.8454,5.8454,888.3873,888.3866,,
917.448,42.7246,,,,,,,,,,,,67.2232,67.2556,,,,,,2.8369,2.8416,2.8416,5.0401,5.0579,5.0579,5.857,5.8787,5.8787,6.034,6.0324,6.0324,888.5176,888.519,,
917.6004,42.7246,,,,,,,,,,,,62.6431,63.1986,,,,,,3.0217,3.0345,3.0345,5.5232,5.5442,5.5442,6.4869,6.5273,6.5273,6.3242,6.3671,6.3671,888.6368,888.6354,,
917.7528,42.7246,,,,,,,,,,,,65.8274,65.6361,,,,,,3.4636,3.4382,3.4382,6.4567,6.3655,6.3655,7.6293,7.5355,7.5355,7.1361,7.0695,7.0695,888.7708,888.7719,,
917.9052,42.7246,,,,,,,,,,,,58.7245,59.8119,,,,,,3.2847,3.3077,3.3077,5.5102,5.5984,5.5984,6.4633,6.5599,6.5599,6.3809,6.448,6.448,888.8959,888.8964,,
918.0576,42.7246,,,,,,,,,,,,58.1925,58.359,,,,,,3.5026,3.5106,3.5106,5.9438,5.9622,5.9622,6.803,6.8172,6.8172,6.6636,6.6667,6.6667,889.0283,889.0289,,
918.21,42.7246,,,,,,,,,,,,61.4269,61.1592,,,,,,3.5862,3.5768,3.5768,6.1527,6.1306,6.1306,6.8873,6.8763,6.8763,6.7198,6.7049,6.7049,889.1503,889.1502,,
918.3624,42.7246,,,,,,,,,,,,66.703,67.5817,,,,,,3.3455,3.3548,3.3548,5.6074,5.6238,5.6238,6.3974,6.4116,6.4116,6.3366,6.3523,6.3523,889.2807,889.2776,,
918.5148,42.7246,,,,,,,,,,,,64.8789,65.4221,,,,,,3.2258,3.2254,3.2254,5.3072,5.3299,5.3299,6.179,6.2014,6.2014,6.2216,6.2379,6.2379,889.4071,889.4077,,
918.6672,42.7246,,,,,,,,,,,,72.1561,71.1483,,,,,,3.1324,3.1528,3.1528,5.3558,5.4074,5.4074,6.3125,6.3651,6.3651,6.3739,6.4199,6.4199,889.5361,889.5363,,
918.8196,42.7246,,,,,,,,,,,,68.0806,68.3337,,,,,,3.5248,3.5176,3.5176,6.4224,6.391,6.391,7.5325,7.4795,7.4795,7.3415,7.2856,7.2856,889.658,889.6558,,
918.972,42.7246,,,,,,,,,,,,60.605,62.0696,,,,,,3.5835,3.5593,3.5593,6.5085,6.455,6.455,7.4501,7.407,7.407,7.1916,7.1663,7.1663,889.7913,889.7902,,
919.1244,42.7246,,,,,,,,,,,,68.4183,67.3469,,,,,,3.223,3.2569,3.2569,5.6867,5.7668,5.7668,6.6362,6.7127,6.7127,6.6645,6.7135,6.7135,889.9177,889.9178,,
919.2768,42.7246,,,,,,,,,,,,71.9215,70.5487,,,,,,3.2811,3.266,3.266,5.8226,5.7981,5.7981,6.7803,6.7609,6.7609,6.7045,6.6947,6.6947,890.0478,890.0486,,
919.4292,42.7246,,,,,,,,,,,,66.0408,66.2993,,,,,,3.0704,3.0869,3.0869,5.4101,5.4475,5.4475,6.4292,6.4566,6.4566,6.4857,6.5077,6.5077,890.1679,890.1662,,
919.5816,42.7246,,,,,,,,,,,,63.7604,65.51,,,,,,3.2483,3.2544,3.2544,5.8386,5.844,5.844,6.8398,6.8405,6.8405,6.8357,6.8294,6.8294,890.3033,890.3027,,
919.734,42.7246,,,,,,,,,,,,75.331,74.0963,,,,,,3.5123,3.5019,3.5019,6.294,6.2762,6.2762,7.2529,7.2382,7.2382,7.103,7.098,7.098,890.4243,890.4235,,
919.8864,42.7246,,,,,,,,,,,,70.0204,70.5612,,,,,,3.6819,3.6681,3.6681,6.5975,6.5813,6.5813,7.6714,7.6459,7.6459,7.3674,7.3665,7.3665,890.5535,890.5508,,
920.0388,42.7246,,,,,,,,,,,,64.7716,65.5495,,,,,,3.9795,3.9599,3.9599,7.3479,7.2933,7.2933,8.3594,8.2974,8.2974,7.8433,7.7936,7.7936,890.6831,890.688,,
920.1912,42.7246,,,,,,,,,,,,58.0062,58.188,,,,,,3.7642,3.7777,3.7777,6.7761,6.7871,6.7871,7.6287,7.6462,7.6462,7.3003,7.311,7.311,890.8252,890.826,,
920.3436,42.7246,,,,,,,,,,,,64.2499,63.7526,,,,,,3.5935,3.605,3.605,6.0599,6.0824,6.0824,6.9059,6.9259,6.9259,6.8186,6.8374,6.8374,890.9252,890.9293,,
920.496,42.7246,,,,,,,,,,,,62.0553,62.5772,,,,,,3.758,3.7438,3.7438,6.1381,6.1197,6.1197,6.9461,6.9199,6.9199,6.9088,6.885,6.885,891.1276,891.1247,,
920.6484,42.7246,,,,,,,,,,,,63.0143,63.3234,,,,,,4.0175,4.2421,4.2421,6.7257,7.3004,7.3004,7.5264,7.9671,7.9671,7.3343,7.5537,7.5537,891.2343,891.2363,,
920.8008,42.7246,,,,,,,,,,,,65.2101,64.4811,,,,,,8.9158,8.9358,8.9358,19.1534,18.7059,18.7059,17.3936,16.8088,16.8088,12.4478,12.057,12.057,891.3074,891.3084,,
920.9532,42.7246,,,,,,,,,,,,66.9912,66.8353,,,,,,8.0183,8.0578,8.0578,12.8374,13.1198,13.1198,11.5113,11.7997,11.7997,9.1112,9.2764,9.2764,891.4348,891.4134,,
921.1056,42.7246,,,,,,,,,,,,61.7855,62.5131,,,,,,6.4311,6.4738,6.4738,8.2072,8.2601,8.2601,8.5881,8.5967,8.5967,7.8122,7.8134,7.8134,891.5665,891.5612,,
921.258,42.7246,,,,,,,,,,,,64.1894,64.0247,,,,,,7.044,7.0023,7.0023,8.0506,8.0398,8.0398,8.0937,8.0932,8.0932,7.4739,7.4717,7.4717,891.6994,891.6993,,
921.4104,42.7246,,,,,,,,,,,,65.4314,65.2308,,,,,,6.7217,6.7831,6.7831,7.6218,7.6633,7.6633,7.4492,7.4725,7.4725,7.0092,7.0332,7.0332,891.8209,891.8243,,
921.5628,42.7246,,,,,,,,,,,,72.4393,72.6871,,,,,,6.5923,6.5477,6.5477,7.2597,7.2343,7.2343,7.0423,7.035,7.035,6.7771,6.7664,6.7664,891.9506,891.9514,,
921.7152,42.7246,,,,,,,,,,,,88.7932,86.746,,,,,,5.7498,5.7878,5.7878,6.5211,6.5343,6.5343,6.5791,6.5819,6.5819,6.4075,6.4137,6.4137,892.0704,892.0705,,
921.8676,42.7246,,,,,,,,,,,,74.352,76.7713,,,,,,5.4893,5.4895,5.4895,6.1276,6.1415,6.1415,6.2645,6.2746,6.2746,6.1678,6.1775,6.1775,892.2048,892.2056,,
922.02,42.7246,,,,,,,,,,,,88.2399,85.9112,,,,,,5.5172,5.5412,5.5412,6.2315,6.2399,6.2399,6.33,6.3379,6.3379,6.2397,6.2436,6.2436,892.3241,892.3248,,
922.1724,42.7246,,,,,,,,,,,,86.3201,85.855,,,,,,5.8879,5.8453,5.8453,6.4973,6.4571,6.4571,6.5114,6.4784,6.4784,6.3558,6.3295,6.3295,892.4586,892.4601,,
922.3248,42.7246,,,,,,,,,,,,82.1133,82.5253,,,,,,5.3978,5.3617,5.3617,5.9608,5.9255,5.9255,6.0248,5.9978,5.9978,5.973,5.9619,5.9619,892.5784,892.5782,,
922.4772,42.7246,,,,,,,,,,,,76.0388,76.8564,,,,,,4.9464,4.9477,4.9477,5.4995,5.5037,5.5037,5.6627,5.6693,5.6693,5.7385,5.7427,5.7427,892.7195,892.7234,,
922.6296,42.7246,,,,,,,,,,,,80.7096,80.5237,,,,,,5.0476,5.0243,5.0243,5.6668,5.6309,5.6309,5.8938,5.8484,5.8484,5.9026,5.8696,5.8696,892.8575,892.8579,,
922.782,42.7246,,,,,,,,,,,,86.9817,86.3814,,,,,,5.279,5.279,5.279,5.8078,5.8192,5.8192,5.9423,5.9641,5.9641,5.8899,5.9143,5.9143,892.9588,892.9588,,
922.9344,42.7246,,,,,,,,,,,,81.726,82.4123,,,,,,5.1362,5.1432,5.1432,5.5877,5.5917,5.5917,5.7369,5.7378,5.7378,5.7652,5.7606,5.7606,893.082,893.0833,,
923.0868,42.7246,,,,,,,,,,,,83.645,81.667,,,,,,5.1455,5.1387,5.1387,5.5288,5.5261,5.5261,5.6689,5.665,5.665,5.6845,5.6879,5.6879,893.2116,893.2114,,
923.2392,42.7246,,,,,,,,,,,,69.2141,70.3876,,,,,,5.0981,5.0989,5.0989,5.5101,5.5115,5.5115,5.6243,5.6265,5.6265,5.6642,5.662,5.662,893.3388,893.3406,,
923.3916,42.7246,,,,,,,,,,,,68.7102,69.533,,,,,,5.0143,5.017,5.017,5.4701,5.47,5.47,5.592,5.5959,5.5959,5.5804,5.5831,5.5831,893.4602,893.4583,,
923.544,42.7246,,,,,,,,,,,,72.1592,71.7576,,,,,,4.9585,4.9638,4.9638,5.4382,5.442,5.442,5.5675,5.5701,5.5701,5.533,5.5355,5.5355,893.5906,893.5902,,
923.6964,43.1607,,,,,,,,,,,,74.0509,74.1433,,,,,,5.0647,5.0547,5.0547,5.5108,5.5056,5.5056,5.6164,5.6132,5.6132,5.5504,5.5471,5.5471,893.7169,893.7167,,
923.8488,43.0847,,,,,,,,,,,,80.1596,79.0011,,,,,,5.1026,5.1035,5.1035,5.5276,5.5298,5.5298,5.648,5.6475,5.6475,5.5366,5.5378,5.5378,893.8409,893.8401,,
924.0012,42.7706,,,,,,,,,,,,65.7533,68.5577,,,,,,5.1424,5.1332,5.1332,5.5721,5.559,5.559,5.6589,5.6456,5.6456,5.5411,5.5382,5.5382,893.9686,893.968,,
924.1536,42.9635,,,,,,,,,,,,70.7113,69.9931,,,,,,5.0551,5.0556,5.0556,5.4396,5.443,5.443,5.5321,5.5364,5.5364,5.5088,5.5094,5.5094,894.0919,894.0921,,
924.306,42.7246,,,,,,,,,,,,64.4766,65.4932,,,,,,4.956,4.9577,4.9577,5.3797,5.3793,5.3793,5.5201,5.5163,5.5163,5.4839,5.4837,5.4837,894.2197,894.2161,,
924.4584,42.7559,,,,,,,,,,,,69.5466,68.9711,,,,,,4.9693,4.9802,4.9802,5.4167,5.4244,5.4244,5.5304,5.5349,5.5349,5.5088,5.5141,5.5141,894.3441,894.3445,,
924.6108,43.1098,,,,,,,,,,,,65.2832,67.5754,,,,,,5.2346,5.2064,5.2064,5.6444,5.6147,5.6147,5.6636,5.6501,5.6501,5.6483,5.6351,5.6351,894.4712,894.4678,,
924.7632,43.2828,,,,,,,,,,,,68.0593,68.2192,,,,,,5.1912,5.1999,5.1999,5.6423,5.6515,5.6515,5.7113,5.7101,5.7101,5.6432,5.643,5.643,894.595,894.5958,,
924.9156,43.335,,,,,,,,,,,,72.6033,71.5824,,,,,,5.2001,5.1825,5.1825,5.7449,5.7121,5.7121,5.7396,5.7328,5.7328,5.6324,5.6425,5.6425,894.7231,894.7205,,
925.068,43.335,,,,,,,,,,,,77.8663,77.227,,,,,,4.9644,4.96,4.96,5.5417,5.5334,5.5334,5.6877,5.6818,5.6818,5.6649,5.6559,5.6559,894.847,894.8478,,
925.2204,43.335,,,,,,,,,,,,79.7758,79.26,,,,,,3.8639,4.0325,4.0325,4.8242,4.9406,4.9406,5.1456,5.226,5.226,5.2062,5.2938,5.2938,894.9733,894.97,,
925.3728,43.335,,,,,,,,,,,,74.6285,74.9886,,,,,,3.6444,3.6691,3.6691,4.8622,4.8719,4.8719,5.1234,5.1343,5.1343,5.3637,5.3618,5.3618,895.0989,895.0991,,
925.5252,43.335,,,,,,,,,,,,79.9849,80.498,,,,,,4.1541,4.1528,4.1528,5.6215,5.6142,5.6142,5.8615,5.8618,5.8618,5.8206,5.8198,5.8198,895.2263,895.2255,,
925.6776,43.335,,,,,,,,,,,,86.9683,86.4614,,,,,,5.3176,5.264,5.264,7.0723,7.0325,7.0325,7.6259,7.5636,7.5636,6.7278,6.7232,6.7232,895.3519,895.3536,,
925.83,43.335,,,,,,,,,,,,79.0288,79.4059,,,,,,5.3942,5.3735,5.3735,7.4953,7.4012,7.4012,7.8881,7.7963,7.7963,7.124,7.0339,7.0339,895.4731,895.47,,
925.9824,43.2875,,,,,,,,,,,,78.1617,79.0425,,,,,,5.3211,5.3044,5.3044,6.7133,6.7248,6.7248,7.0507,7.0485,7.0485,6.5079,6.5225,6.5225,895.5999,895.5967,,
926.1348,42.3295,,,,,,,,,,,,89.6287,88.9495,,,,,,5.4739,5.4757,5.4757,6.4772,6.4766,6.4766,6.6843,6.6911,6.6911,6.3433,6.3346,6.3346,895.7254,895.7244,,
926.2872,41.5039,,,,,,,,,,,,86.0415,86.4195,,,,,,5.2777,5.2292,5.2292,5.9873,5.968,5.968,6.2645,6.2091,6.2091,5.9296,5.9287,5.9287,895.8574,895.8602,,
926.4396,41.5039,,,,,,,,,,,,80.2991,80.5391,,,,,,4.475,4.5252,4.5252,5.3091,5.3465,5.3465,5.3539,5.4221,5.4221,5.4576,5.4899,5.4899,895.9755,895.9765,,
926.592,41.5039,,,,,,,,,,,,84.7815,83.9445,,,,,,4.5692,4.5654,4.5654,5.4875,5.5005,5.5005,5.7049,5.6849,5.6849,5.7175,5.6981,5.6981,896.0996,896.0951,,
926.7444,41.5039,,,,,,,,,,,,86.3013,86.3583,,,,,,4.8004,4.7829,4.7829,5.9796,5.9629,5.9629,5.992,5.9774,5.9774,5.9489,5.9416,5.9416,896.2246,896.224,,
926.8968,41.5039,,,,,,,,,,,,91.3262,92.5756,,,,,,4.6156,4.6387,4.6387,5.9392,5.9081,5.9081,5.8256,5.8362,5.8362,5.849,5.8338,5.8338,896.3568,896.3579,,
927.0492,41.5039,,,,,,,,,,,,99.1101,97.4148,,,,,,4.5831,4.5872,4.5872,5.5744,5.5893,5.5893,5.686,5.6952,5.6952,5.638,5.6441,5.6441,896.477,896.4778,,
927.2016,41.5039,,,,,,,,,,,,92.9253,91.9499,,,,,,4.2642,4.26,4.26,5.1262,5.1206,5.1206,5.2991,5.2964,5.2964,5.3651,5.3679,5.3679,896.6012,896.5995,,
927.354,41.5039,,,,,,,,,,,,91.8315,92.1473,,,,,,4.2576,4.2678,4.2678,5.1132,5.1275,5.1275,5.3432,5.3554,5.3554,5.4444,5.4497,5.4497,896.7252,896.7258,,
927.5064,41.5039,,,,,,,,,,,,90.6909,90.742,,,,,,4.5076,4.4906,4.4906,5.4831,5.4675,5.4675,5.7101,5.6923,5.6923,5.6882,5.6797,5.6797,896.8558,896.8578,,
927.6588,41.5039,,,,,,,,,,,,92.7957,92.0734,,,,,,4.5193,4.5192,4.5192,5.6753,5.6649,5.6649,5.8464,5.8369,5.8369,5.8077,5.7983,5.7983,896.9733,896.9732,,
927.8112,41.5039,,,,,,,,,,,,89.2765,89.3004,,,,,,4.54,4.5303,4.5303,5.7255,5.7153,5.7153,5.9013,5.889,5.889,5.807,5.8043,5.8043,897.1011,897.1005,,
927.9636,41.5039,,,,,,,,,,,,94.9243,93.9763,,,,,,4.2549,4.2577,4.2577,5.3776,5.3869,5.3869,5.5614,5.5747,5.5747,5.5973,5.6068,5.6068,897.2214,897.2218,,
928.116,41.5039,,,,,,,,,,,,94.8594,94.9368,,,,,,4.0649,4.0743,4.0743,5.2546,5.2638,5.2638,5.5061,5.5141,5.5141,5.6069,5.6117,5.6117,897.3521,897.3538,,
928.2684,41.5039,,,,,,,,,,,,84.2886,84.9446,,,,,,4.2023,4.2046,4.2046,5.5693,5.5696,5.5696,5.8421,5.8448,5.8448,5.8548,5.8637,5.8637,897.475,897.4749,,
928.4208,41.5039,,,,,,,,,,,,91.5215,91.0195,,,,,,4.4081,4.4041,4.4041,5.9876,5.9883,5.9883,6.2517,6.2503,6.2503,6.2013,6.1905,6.1905,897.6006,897.603,,
928.5732,41.5039,,,,,,,,,,,,94.8886,93.913,,,,,,4.6545,4.6426,4.6426,6.4945,6.462,6.462,6.7169,6.6798,6.6798,6.5299,6.498,6.498,897.7247,897.7262,,
928.7256,41.5039,,,,,,,,,,,,84.9065,84.6359,,,,,,4.7708,4.7367,4.7367,6.5493,6.5048,6.5048,6.6577,6.6233,6.6233,6.4799,6.4641,6.4641,897.859,897.8618,,
928.878,41.5039,,,,,,,,,,,,72.6934,73.9539,,,,,,4.3505,4.4119,4.4119,5.9299,6.0242,6.0242,6.1198,6.215,6.215,6.2055,6.2751,6.2751,897.979,897.9778,,
929.0304,41.5039,,,,,,,,,,,,80.873,78.7858,,,,,,4.9909,4.9313,4.9313,6.918,6.8189,6.8189,7.1519,7.0493,7.0493,7.0696,6.9938,6.9938,898.0812,898.0768,,
929.1828,41.5039,,,,,,,,,,,,64.3353,66.1863,,,,,,4.3168,4.3723,4.3723,5.9402,6.0198,6.0198,6.3478,6.4459,6.4459,6.6624,6.7329,6.7329,898.2145,898.2125,,
929.3352,41.5039,,,,,,,,,,,,58.5722,58.669,,,,,,4.6449,4.6974,4.6974,6.4817,6.5712,6.5712,7.6403,7.7229,7.7229,7.8992,7.945,7.945,898.345,898.347,,
929.4876,41.5039,,,,,,,,,,,,62.3416,62.5132,,,,,,6.1773,6.2546,6.2546,9.0111,9.1256,9.1256,10.6218,10.6937,10.6937,9.9825,10.0184,10.0184,898.4744,898.4839,,
929.64,41.5039,,,,,,,,,,,,67.0721,66.5104,,,,,,8.7078,8.6317,8.6317,12.4322,12.2486,12.2486,13.1066,12.9243,12.9243,11.1917,11.0822,11.0822,898.607,898.6182,,
929.7924,41.5039,,,,,,,,,,,,65.2135,64.4196,,,,,,9.7644,9.6512,9.6512,11.6087,11.5599,11.5599,11.0005,11.0343,11.0343,9.5024,9.5329,9.5329,898.7189,898.7168,,
929.9448,41.5039,,,,,,,,,,,,63.3293,64.6042,,,,,,8.1965,8.1649,8.1649,9.0271,9.0208,9.0208,8.5376,8.5322,8.5322,7.8029,7.7922,7.7922,898.8322,898.8214,,
930.0972,41.5039,,,,,,,,,,,,76.6535,77.3106,,,,,,6.5037,6.5165,6.5165,7.4125,7.4188,7.4188,7.1089,7.1273,7.1273,6.6939,6.7126,6.7126,898.9689,898.9667,,
930.2496,41.5039,,,,,,,,,,,,77.7268,76.9811,,,,,,5.4608,5.4815,5.4815,6.5058,6.5274,6.5274,6.5192,6.5472,6.5472,6.2535,6.2722,6.2722,899.084,899.079,,
930.402,41.5039,,,,,,,,,,,,71.7622,71.7563,,,,,,5.2048,5.1644,5.1644,6.4208,6.3712,6.3712,6.8011,6.7397,6.7397,6.4471,6.4083,6.4083,899.2141,899.2128,,
930.5544,41.5039,,,,,,,,,,,,78.6742,78.1226,,,,,,4.889,4.9131,4.9131,6.0523,6.0733,6.0733,6.685,6.683,6.683,6.4675,6.4632,6.4632,899.3412,899.3383,,
930.7068,41.5039,,,,,,,,,,,,74.0826,74.7929,,,,,,4.8974,4.8272,4.8272,5.781,5.7253,5.7253,6.3319,6.2931,6.2931,6.3977,6.3611,6.3611,899.459,899.4601,,
930.8592,41.5039,,,,,,,,,,,,79.8179,79.4899,,,,,,4.2577,4.2905,4.2905,5.0185,5.0546,5.0546,5.5332,5.5685,5.5685,5.8945,5.9168,5.9168,899.5856,899.5952,,
931.0116,41.5039,,,,,,,,,,,,81.8343,81.0332,,,,,,4.3949,4.3832,4.3832,5.0706,5.0622,5.0622,5.4812,5.465,5.465,5.8462,5.8297,5.8297,899.7737,899.768,,
931.164,41.5039,,,,,,,,,,,,77.8252,77.9892,,,,,,4.5911,4.6117,4.6117,5.2872,5.3014,5.3014,5.5242,5.5396,5.5396,5.7847,5.7982,5.7982,899.8351,899.8369,,
931.3164,41.5039,,,,,,,,,,,,74.7488,75.0095,,,,,,5.3033,5.2513,5.2513,5.9783,5.9159,5.9159,6.0457,5.9861,5.9861,6.1003,6.0597,6.0597,899.963,899.9473,,
931.4688,41.5039,,,,,,,,,,,,76.494,76.1839,,,,,,5.0491,5.0263,5.0263,5.6364,5.6263,5.6263,5.6745,5.6606,5.6606,5.7986,5.7826,5.7826,900.0851,900.0864,,
931.6212,41.5039,,,,,,,,,,,,78.4446,77.9401,,,,,,4.5944,4.6653,4.6653,5.3377,5.3715,5.3715,5.2673,5.3163,5.3163,5.4475,5.4977,5.4977,900.2068,900.209,,
931.7736,41.5039,,,,,,,,,,,,81.8817,79.9688,,,,,,4.6452,4.6498,4.6498,5.2049,5.2127,5.2127,5.2187,5.2241,5.2241,5.4477,5.4575,5.4575,900.3303,900.3302,,
931.926,41.5039,,,,,,,,,,,,78.2572,78.8523,,,,,,4.747,4.7657,4.7657,5.5616,5.5696,5.5696,5.7322,5.7209,5.7209,5.7935,5.792,5.792,900.4472,900.4445,,
932.0784,41.5039,,,,,,,,,,,,82.0306,82.0824,,,,,,5.3396,5.2992,5.2992,6.5582,6.454,6.454,6.4248,6.3875,6.3875,6.5415,6.4911,6.4911,900.5806,900.584,,
932.2308,41.5039,,,,,,,,,,,,82.6575,82.1305,,,,,,5.2356,5.2577,5.2577,5.9821,6.0486,6.0486,6.4488,6.47,6.47,6.4461,6.4787,6.4787,900.7,900.7019,,
932.3832,41.5452,,,,,,,,,,,,81.3759,80.1698,,,,,,5.4976,5.5373,5.5373,6.6691,6.6779,6.6779,7.0079,7.0305,7.0305,7.1835,7.1643,7.1643,900.8207,900.8198,,
932.5356,41.7631,,,,,,,,,,,,73.823,73.9477,,,,,,6.8162,6.8532,6.8532,7.8849,7.9045,7.9045,8.3216,8.3418,8.3418,8.0295,8.031,8.031,900.9469,900.9471,,
932.688,41.7918,,,,,,,,,,,,75.791,75.0596,,,,,,9.6349,9.4046,9.4046,10.057,10.03,10.03,10.4166,10.2152,10.2152,8.9946,8.9092,8.9092,901.0726,901.0773,,
932.8404,42.1143,,,,,,,,,,,,66.2018,67.0624,,,,,,8.3531,8.3738,8.3738,9.536,9.4152,9.4152,8.6238,8.6557,8.6557,7.8795,7.8778,7.8778,901.1967,901.1982,,
932.9928,42.1143,,,,,,,,,,,,72.4972,71.7622,,,,,,7.0385,7.0184,7.0184,7.3782,7.4275,7.4275,7.2384,7.255,7.255,6.8432,6.8463,6.8463,901.3144,901.3094,,
933.1452,42.1143,,,,,,,,,,,,78.9162,78.4263,,,,,,6.4941,6.5148,6.5148,7.5549,7.5448,7.5448,7.1114,7.1221,7.1221,6.7859,6.7978,6.7978,901.4394,901.4375,,
933.2976,42.1143,,,,,,,,,,,,72.1761,73.9842,,,,,,6.5703,6.512,6.512,7.3804,7.4159,7.4159,7.3131,7.2942,7.2942,6.8503,6.8586,6.8586,901.569,901.5677,,
933.45,42.1143,,,,,,,,,,,,78.489,77.6589,,,,,,6.2137,6.2652,6.2652,7.4219,7.3936,7.3936,7.4103,7.4328,7.4328,7.0848,7.0781,7.0781,901.6858,901.6838,,
933.6024,42.1143,,,,,,,,,,,,72.7742,73.7181,,,,,,6.415,6.2975,6.2975,6.9504,6.9408,6.9408,7.5687,7.4435,7.4435,7.0049,6.9957,6.9957,901.8141,901.8147,,
933.7548,42.1143,,,,,,,,,,,,88.6093,88.3034,,,,,,5.3003,5.3475,5.3475,6.0454,6.0848,6.0848,6.3732,6.4223,6.4223,6.5177,6.5447,6.5447,901.9323,901.9307,,
933.9072,42.1143,,,,,,,,,,,,86.9118,87.2197,,,,,,5.4766,5.4521,5.4521,5.9756,5.9738,5.9738,6.4804,6.4579,6.4579,6.6517,6.6353,6.6353,902.0574,902.0574,,
934.0596,42.1143,,,,,,,,,,,,75.725,76.0945,,,,,,5.3345,5.3276,5.3276,6.0161,6.0335,6.0335,6.2979,6.2958,6.2958,6.5771,6.5779,6.5779,902.1808,902.1808,,
934.212,42.1143,,,,,,,,,,,,67.7048,69.1128,,,,,,5.1726,5.1839,5.1839,6.0008,6.015,6.015,6.1599,6.1663,6.1663,6.3458,6.3728,6.3728,902.3008,902.2999,,
934.3644,42.1143,,,,,,,,,,,,86.5451,85.6618,,,,,,5.3795,5.3719,5.3719,6.2071,6.1982,6.1982,6.2643,6.2517,6.2517,6.35,6.3529,6.3529,902.4258,902.425,,
934.5168,42.1143,,,,,,,,,,,,85.3831,85.2393,,,,,,5.1456,5.1548,5.1548,6.0788,6.0409,6.0409,5.9448,5.9559,5.9559,6.1021,6.0792,6.0792,902.55,902.5475,,
934.6692,42.1143,,,,,,,,,,,,81.4481,81.24,,,,,,4.9094,4.9391,4.9391,5.5779,5.6129,5.6129,5.6119,5.6489,5.6489,5.7395,5.7628,5.7628,902.6704,902.668,,
934.8216,42.1143,,,,,,,,,,,,75.8317,75.7968,,,,,,5.0841,5.0849,5.0849,5.7583,5.7844,5.7844,5.8562,5.8563,5.8563,5.8793,5.8826,5.8826,902.7985,902.7983,,
934.974,42.1143,,,,,,,,,,,,74.0778,73.5713,,,,,,5.1525,5.1447,5.1447,5.9902,5.9651,5.9651,6.035,6.0221,6.0221,5.9462,5.9402,5.9402,902.9192,902.9165,,
935.1264,42.1143,,,,,,,,,,,,69.3306,70.5281,,,,,,4.9689,4.9794,4.9794,5.8144,5.8207,5.8207,5.8659,5.883,5.883,5.8722,5.8723,5.8723,903.0438,903.0451,,
935.2788,42.1143,,,,,,,,,,,,82.3034,80.9615,,,,,,5.0008,4.9558,4.9558,5.6558,5.6649,5.6649,5.9363,5.8829,5.8829,5.752,5.7685,5.7685,903.1625,903.1625,,
935.4312,42.1143,,,,,,,,,,,,76.4168,76.4815,,,,,,4.6088,4.6181,4.6181,5.2557,5.2908,5.2908,5.4403,5.464,5.464,5.5442,5.5587,5.5587,903.2878,903.2867,,
935.5836,42.1143,,,,,,,,,,,,75.4589,75.0062,,,,,,4.5326,4.5435,4.5435,5.2494,5.251,5.251,5.4312,5.4315,5.4315,5.5561,5.558,5.558,903.4118,903.4082,,
935.736,42.1143,,,,,,,,,,,,73.7734,73.8604,,,,,,4.7507,4.7649,4.7649,5.461,5.4727,5.4727,5.5981,5.6092,5.6092,5.6719,5.6816,5.6816,903.532,903.5341,,
935.8884,42.1143,,,,,,,,,,,,73.9156,74.3966,,,,,,5.1069,5.1037,5.1037,5.8265,5.8212,5.8212,5.892,5.892,5.892,5.928,5.92,5.92,903.6542,903.6536,,
936.0408,42.1143,,,,,,,,,,,,76.278,76.3885,,,,,,5.2493,5.2276,5.2276,6.0146,5.9928,5.9928,6.0748,6.0591,6.0591,6.0804,6.0674,6.0674,903.7808,903.7833,,
936.1932,42.1143,,,,,,,,,,,,79.5661,79.1405,,,,,,4.8618,4.8886,4.8886,5.6431,5.6753,5.6753,5.8394,5.8675,5.8675,5.9096,5.935,5.935,903.9011,903.8975,,
