TVD,ROP,GR,T-TEMP
138.0744,30.5471,55.5351,23.4428
138.2268,27.6756,56.7707,23.4397
138.3792,24.8042,57.1335,23.4365
138.5316,21.6301,57.6018,23.4334
138.684,17.5637,56.9887,23.4463
138.8364,13.4974,58.3044,23.4736
138.9888,9.431,61.1868,23.4703
139.1412,9.32,62.5539,23.467
139.2936,9.32,65.5277,23.4637
139.446,9.32,66.2601,23.4715
139.5984,10.5352,65.2824,23.4763
139.7508,12.291,66.179,23.4763
139.9032,14.0468,67.1101,23.4763
140.0556,15.0449,68.7116,23.4763
140.208,14.9595,70.1989,23.5292
140.3604,14.8742,70.2601,23.5481
140.5128,14.8184,70.517,23.5669
140.6652,14.9586,68.7031,23.5858
140.8176,15.0988,68.9682,23.6047
140.97,15.239,69.2039,23.6235
141.1224,15.1563,69.0621,23.6821
141.2748,15.0344,68.6632,23.664
141.4272,14.9125,66.5712,23.6459
141.5796,14.9243,65.8765,23.6277
141.732,15.0371,66.8328,23.6096
141.8844,15.1498,67.5456,23.6739
142.0368,15.1947,67.4494,23.6711
142.1892,15.0728,67.7851,23.6682
142.3416,14.9509,69.6456,23.6654
142.494,14.8294,71.0451,23.6626
142.6464,14.7593,73.4531,23.6598
142.7988,14.6892,71.5759,23.6594
142.9512,14.6191,69.0032,23.6594
143.1036,14.6044,67.8542,23.6594
143.256,14.6105,65.7652,23.6594
143.4084,14.6166,64.1896,23.6594
143.5608,14.8833,64.7477,23.7203
143.7132,15.4716,66.116,23.7145
143.8656,16.0599,67.301,23.7086
144.018,16.5688,67.4744,23.7028
144.1704,16.6816,67.2785,23.697
144.3228,16.7944,67.8394,23.6911
144.4752,16.9072,67.3331,23.6853
144.6276,18.0764,67.3119,23.6795
144.78,19.3811,67.5659,23.6927
144.9324,20.6857,67.9137,23.7178
145.0848,21.309,68.7563,23.714
145.2372,21.4888,69.0991,23.7103
145.3896,21.6686,69.3949,23.7065
145.542,21.8049,70.8927,23.7205
145.6944,21.8506,69.0559,23.7205
145.8468,21.8963,67.8811,23.7205
145.9992,21.9347,66.9406,23.7205
146.1516,21.8158,67.6097,23.7205
146.304,21.6969,69.0391,23.7495
146.4564,21.578,70.5089,23.7431
146.6088,21.5803,71.0161,23.7366
146.7612,21.6199,70.0056,23.7302
146.9136,21.6595,69.8941,23.7238
147.066,21.6417,70.1816,23.7958
147.2184,21.5624,69.7766,23.7859
147.3708,21.4832,71.1306,23.7759
147.5232,21.5307,71.3839,23.766
147.6756,22.0763,71.452,23.7561
147.828,22.622,69.6221,23.7932
147.9804,23.1676,67.7918,23.7833
148.1328,24.582,66.0845,23.7735
148.2852,26.0695,63.8188,23.7636
148.4376,27.5571,62.4391,23.7538
148.59,26.0537,61.0045,23.8243
