DEPT,HVOL,AVOL,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
884.4,0.142129,0.054447,37.389652,1489.257813,64.099041,0.151334,8.921732,0.102378,2.536889,3.653608,75.760323,1.357722,8.096285,102.856575,109.166954,113.595642,119.394588,130.618187,138.703056,175.617523,8.5
884.5,0.141743,0.054061,37.372051,1477.050781,68.131001,0.168559,8.902667,0.099345,2.518109,3.53612,81.534618,1.754548,8.36145,80.550547,84.242344,86.798014,90.102989,96.375542,100.800423,121.572201,8.5
884.6,0.141758,0.054077,37.343721,1494.140625,73.383453,0.190971,8.897507,0.093043,2.478486,3.384718,88.758026,2.245639,8.914041,40.732893,42.438738,43.615736,45.1333,48.00013,50.012495,59.499235,8.5
884.7,0.142092,0.054411,37.313992,1481.933594,78.687813,0.216697,8.903634,0.084984,2.423706,3.217661,96.544247,2.631822,8.691029,21.104709,22.328396,23.184936,24.303833,26.46137,28.009433,35.128428,8.5
884.8,0.142614,0.054933,37.337658,1479.492187,83.482708,0.243391,8.918477,0.077587,2.363822,3.052336,103.779831,2.945025,7.084895,22.220877,24.22126,25.657228,27.576472,31.412718,34.272096,46.761187,8.5
884.9,0.143164,0.055483,37.343962,1479.492188,87.70145,0.268832,8.936337,0.073464,2.312321,2.909164,109.591007,3.287117,4.770887,25.741477,28.833766,31.10231,34.194679,40.5697,45.477909,65.72238,8.5
885.0,0.143695,0.056013,37.311771,1479.492188,90.281631,0.291163,8.952866,0.071863,2.275838,2.818403,113.711823,3.667218,2.95628,26.03368,29.799866,32.609901,36.499466,44.711943,51.193825,76.362659,8.5
885.1,0.144222,0.05654,37.337881,1496.582031,90.876095,0.308331,8.969465,0.071044,2.254595,2.783408,116.37524,4.120299,1.763312,25.940806,30.075578,33.192463,37.547169,46.877165,54.353693,82.055279,8.5
885.2,0.144651,0.056969,37.354811,1481.933594,90.975658,0.319451,8.985669,0.070586,2.245577,2.788939,117.840137,4.68741,1.167533,26.876798,31.388266,34.809309,39.614788,49.998131,58.392214,88.591362,8.5
885.3,0.144855,0.057173,37.342009,1474.609375,91.807175,0.325312,8.996186,0.071076,2.245706,2.806089,118.51223,5.385276,0.919568,27.476168,32.234946,35.857105,40.962532,52.053627,61.070229,92.947758,8.5
885.4,0.144801,0.05712,37.347075,1518.554688,93.077961,0.328208,8.998315,0.071337,2.248702,2.819648,118.764622,6.139397,0.845522,27.142529,31.954688,35.627981,40.819012,52.142534,61.387444,93.656746,8.5
885.5,0.14451,0.056828,37.359638,1538.085938,94.220959,0.331183,8.99287,0.070933,2.251217,2.819291,118.842239,6.902641,0.817308,26.654391,31.468483,35.151812,40.368092,51.784857,61.138351,93.418083,8.5
885.6,0.143716,0.056034,37.340906,1501.464844,95.225113,0.335792,8.980219,0.070855,2.253762,2.806297,118.72245,7.582262,0.819201,26.20099,31.034925,34.743492,40.008545,51.577202,61.093662,93.604328,8.5
885.7,0.141907,0.054225,37.31201,1489.257813,95.82177,0.340951,8.94336,0.071881,2.257466,2.787358,118.410046,8.237557,0.843661,26.378998,31.341582,35.158453,40.589739,52.567005,62.456669,95.927395,8.5
885.8,0.139215,0.051533,37.358372,1489.257813,95.298893,0.343085,8.866871,0.073557,2.261519,2.774894,117.943363,8.889811,0.878765,26.511114,31.568224,35.464878,41.018908,53.298975,63.466196,97.583302,8.5
885.9,0.13668,0.048998,37.396418,1467.285156,93.948212,0.340052,8.77352,0.075854,2.266111,2.773541,117.4025,9.434115,0.912023,26.081013,31.115142,35.000179,40.545589,52.834358,63.032642,96.967686,8.5
886.0,0.13531,0.047628,37.37989,1457.519531,92.479137,0.332095,8.705667,0.079327,2.272349,2.78046,116.849861,9.794451,0.938728,25.312995,30.279697,34.121193,39.615561,51.830193,62.000572,95.518436,8.5
886.1,0.135202,0.047521,37.35788,1459.960938,91.658001,0.323226,8.68588,0.083275,2.278736,2.791865,116.324932,9.946492,0.959626,25.218313,30.277769,34.202934,39.832609,52.403154,62.917574,97.185001,8.5
