DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
714.25,26.958,1591.797,97.006,0.401,12.964,0.032,2.203,2.925,127.397,185.441,1.853,24.909,26.513,27.64,29.117,31.976,34.036,43.567,12.25
714.35,27.023,1586.914,98.872,0.403,12.93,0.033,2.203,2.916,127.21,185.253,1.85,23.05,24.446,25.424,26.701,29.164,30.931,39.118,12.25
714.45,27.024,1606.445,101.498,0.399,12.908,0.033,2.2,2.914,126.958,184.591,1.858,22.112,23.501,24.475,25.75,28.214,29.986,38.137,12.25
714.55,27.037,1611.328,104.167,0.394,12.912,0.035,2.202,2.919,126.707,184.423,1.874,22.977,24.669,25.865,27.442,30.528,32.775,42.913,12.25
714.65,27.009,1621.094,104.741,0.386,12.934,0.036,2.203,2.929,126.469,183.361,1.901,23.32,25.466,27.005,29.061,33.164,36.216,49.55,12.25
714.75,26.983,1591.797,104.572,0.38,12.952,0.037,2.208,2.941,126.391,183.151,1.939,22.25,24.762,26.593,29.074,34.135,37.99,54.118,12.25
714.85,26.995,1577.148,103.334,0.373,12.961,0.038,2.213,2.936,126.454,183.331,1.962,20.33,23.005,24.982,27.694,33.337,37.725,55.255,12.25
714.95,27.011,1577.148,102.237,0.37,12.967,0.038,2.216,2.932,126.679,183.257,1.96,20.389,23.362,25.582,28.655,35.146,40.271,60.1,12.25
715.05,27.024,1582.031,100.464,0.364,12.966,0.038,2.219,2.923,126.925,182.868,1.932,20.237,23.284,25.566,28.736,35.464,40.804,61.04,12.25
715.15,27.055,1552.734,99.718,0.36,12.954,0.036,2.217,2.918,127.164,183.065,1.909,19.431,22.352,24.54,27.578,34.024,39.139,58.546,12.25
715.25,27.033,1582.031,98.675,0.358,12.926,0.035,2.215,2.91,127.292,183.111,1.893,20.753,23.758,26.0,29.102,35.647,40.81,60.427,12.25
715.35,27.025,1611.328,97.746,0.364,12.876,0.032,2.211,2.903,127.329,181.964,1.883,21.431,24.499,26.784,29.944,36.599,41.838,61.918,12.25
715.45,27.021,1674.805,97.32,0.372,12.818,0.032,2.211,2.899,127.249,182.342,1.869,20.988,23.982,26.212,29.294,35.781,40.886,60.25,12.25
715.55,27.054,1674.805,97.75,0.381,12.774,0.031,2.208,2.892,127.137,182.438,1.868,21.048,24.229,26.613,29.925,36.96,42.546,63.542,12.25
715.65,27.032,1660.156,98.896,0.385,12.762,0.032,2.208,2.892,126.998,182.748,1.865,20.751,24.057,26.549,30.031,37.487,43.46,65.3,12.25
715.75,27.034,1596.68,100.772,0.387,12.781,0.032,2.208,2.891,126.861,182.057,1.871,19.532,22.861,25.39,28.947,36.654,42.9,65.316,12.25
715.85,27.075,1582.031,102.898,0.388,12.822,0.032,2.209,2.909,126.683,182.756,1.884,18.926,22.253,24.789,28.371,36.171,42.53,64.953,12.25
715.95,27.051,1601.563,104.44,0.392,12.884,0.031,2.212,2.933,126.504,182.975,1.911,20.001,23.531,26.224,30.028,38.318,45.081,69.108,12.25
716.05,27.017,1572.266,104.428,0.396,12.955,0.03,2.213,2.973,126.306,183.417,1.945,19.922,23.234,25.743,29.263,36.857,42.985,65.222,12.25
716.15,27.018,1606.445,104.278,0.397,13.009,0.03,2.217,3.01,126.122,184.049,2.0,20.276,23.343,25.641,28.834,35.617,41.003,61.272,12.25
716.25,27.002,1577.148,103.814,0.392,13.041,0.031,2.222,3.044,125.94,185.492,2.057,20.374,23.139,25.188,28.006,33.897,38.498,56.512,12.25
716.35,27.039,1577.148,103.429,0.38,13.052,0.036,2.23,3.059,125.812,185.829,2.109,21.553,24.173,26.094,28.711,34.101,38.245,54.98,12.25
716.45,26.993,1577.148,101.27,0.365,13.046,0.039,2.233,3.059,125.727,184.176,2.134,22.64,25.194,27.055,29.576,34.719,38.635,54.796,12.25
716.55,26.971,1577.148,100.018,0.354,13.016,0.042,2.236,3.033,125.72,183.742,2.141,21.157,23.477,25.163,27.443,32.078,35.595,50.18,12.25
716.65,27.025,1591.797,98.751,0.353,12.972,0.042,2.234,3.005,125.767,183.343,2.121,20.611,22.961,24.674,26.997,31.743,35.361,50.366,12.25
716.75,27.061,1582.031,98.482,0.362,12.93,0.041,2.229,2.99,125.904,183.207,2.083,19.95,22.317,24.05,26.406,31.243,34.951,50.101,12.25
716.85,26.994,1577.148,98.78,0.377,12.913,0.039,2.223,2.975,126.055,183.27,2.038,18.979,21.361,23.112,25.504,30.452,34.272,49.708,12.25
716.95,27.001,1586.914,101.725,0.393,12.92,0.037,2.218,2.954,126.197,185.059,2.001,19.344,21.861,23.719,26.264,31.555,35.661,52.026,12.25
717.05,26.997,1586.914,105.365,0.408,12.944,0.037,2.217,2.923,126.289,185.29,1.973,19.555,22.165,24.096,26.748,32.278,36.587,53.66,12.25
717.15,26.988,1591.797,108.586,0.417,12.972,0.036,2.214,2.893,126.315,185.108,1.943,19.803,22.443,24.395,27.077,32.667,37.022,54.183,12.25
717.25,27.036,1606.445,110.079,0.421,12.989,0.036,2.214,2.876,126.262,184.974,1.916,19.47,22.069,23.992,26.633,32.14,36.431,53.332,12.25
717.35,26.976,1611.328,109.777,0.419,12.991,0.035,2.212,2.881,126.14,185.221,1.903,19.734,22.38,24.339,27.03,32.646,37.024,54.243,12.25
717.45,27.003,1601.563,108.129,0.414,12.974,0.034,2.213,2.917,126.025,185.398,1.919,18.371,20.851,22.688,25.213,30.488,34.604,50.758,12.25
717.55,26.955,1591.797,106.595,0.407,12.946,0.033,2.212,2.967,125.95,184.334,1.95,19.059,21.652,23.573,26.216,31.743,36.06,52.974,12.25
717.65,26.978,1606.445,107.096,0.402,12.905,0.033,2.215,3.009,125.967,184.686,1.989,20.003,22.734,24.759,27.546,33.377,37.935,55.749,12.25
717.75,26.994,1616.211,108.179,0.403,12.853,0.033,2.218,3.021,126.028,184.763,2.038,19.484,22.155,24.137,26.866,32.578,37.045,54.577,12.25
717.85,26.956,1582.031,109.794,0.408,12.813,0.036,2.224,3.008,126.114,184.504,2.091,19.01,21.56,23.447,26.039,31.449,35.666,52.342,12.25
717.95,27.006,1582.031,109.963,0.413,12.803,0.039,2.229,2.984,126.152,183.816,2.135,19.056,21.494,23.291,25.75,30.848,34.796,50.681,12.25
718.05,27.021,1606.445,109.295,0.412,12.837,0.041,2.233,2.97,126.094,184.987,2.156,20.382,22.79,24.552,26.947,31.862,35.628,51.093,12.25
718.15,27.0,1582.031,106.105,0.411,12.9,0.04,2.235,2.97,125.937,184.92,2.164,21.205,23.499,25.166,27.415,31.984,35.445,50.01,12.25
718.25,26.996,1591.797,102.948,0.409,12.972,0.039,2.236,2.967,125.691,184.937,2.153,20.087,22.069,23.498,25.415,29.268,32.157,44.532,12.25
718.35,27.035,1591.797,99.799,0.413,13.033,0.037,2.237,2.967,125.46,185.166,2.138,18.095,19.777,20.984,22.597,25.82,28.22,38.619,12.25
718.45,27.041,1586.914,98.346,0.418,13.064,0.033,2.234,2.956,125.309,185.152,2.12,18.832,20.571,21.819,23.486,26.814,29.291,40.054,12.25
718.55,26.979,1601.563,98.137,0.423,13.064,0.031,2.232,2.947,125.324,185.042,2.112,21.888,23.985,25.494,27.514,31.562,34.586,47.685,12.25
718.65,27.032,1601.563,98.612,0.423,13.042,0.031,2.228,2.926,125.458,184.865,2.109,22.852,25.139,26.79,29.007,33.47,36.821,51.268,12.25
718.75,26.961,1577.148,99.803,0.415,13.0,0.032,2.225,2.921,125.67,184.681,2.116,20.033,22.066,23.535,25.51,29.492,32.486,45.333,12.25
718.85,27.047,1596.68,100.931,0.397,12.956,0.032,2.222,2.918,125.864,183.84,2.13,19.184,21.12,22.517,24.395,28.179,31.022,43.267,12.25
718.95,26.992,1538.086,102.044,0.378,12.912,0.034,2.223,2.931,125.992,182.956,2.15,20.376,22.351,23.773,25.678,29.5,32.359,44.727,12.25
719.05,27.026,1591.797,100.793,0.364,12.89,0.036,2.227,2.932,125.985,182.672,2.165,21.695,23.713,25.161,27.096,30.961,33.84,46.393,12.25
719.15,27.007,1557.617,99.984,0.358,12.891,0.036,2.23,2.929,125.891,182.408,2.179,21.707,23.659,25.057,26.921,30.633,33.387,45.426,12.25
719.25,26.963,1557.617,98.922,0.362,12.909,0.035,2.231,2.913,125.789,181.628,2.169,20.647,22.524,23.87,25.665,29.244,31.903,43.514,12.25
719.35,27.056,1582.031,99.419,0.374,12.942,0.034,2.232,2.902,125.75,181.765,2.13,20.143,22.057,23.433,25.274,28.96,31.711,43.639,12.25
719.45,26.975,1591.797,99.814,0.389,12.977,0.032,2.231,2.884,125.771,182.231,2.067,20.142,22.17,23.633,25.599,29.56,32.535,45.313,12.25
719.55,26.987,1591.797,100.389,0.402,12.999,0.032,2.228,2.883,125.852,182.356,2.019,18.914,20.904,22.345,24.288,28.219,31.188,43.81,12.25
719.65,27.044,1542.969,101.159,0.408,12.992,0.032,2.228,2.908,125.981,182.29,1.998,18.84,20.875,22.353,24.347,28.396,31.463,44.425,12.25
