DEPT,GR
2250.5,67.7289
2251.0,64.7644
2251.5,72.0978
2252.0,71.3153
2252.5,72.2351
2253.0,71.1181
2253.5,71.3679
2254.0,69.3145
2254.5,70.2398
2255.0,69.173
2255.5,69.8167
2256.0,68.9468
2256.5,68.7853
2257.0,69.9436
2257.5,67.7596
2258.0,69.8364
2258.5,69.7218
2259.0,70.2937
2259.5,71.6617
2260.0,72.3121
2260.5,71.8687
2261.0,71.6741
2261.5,72.8153
2262.0,69.2868
2262.5,69.8563
2263.0,70.7066
2263.5,69.7354
2264.0,67.8576
2264.5,68.8519
2265.0,66.5138
2265.5,70.3496
2266.0,69.866
2266.5,68.1792
2267.0,72.6929
2267.5,71.055
2268.0,70.6657
2268.5,69.8661
2269.0,69.1216
2269.5,69.2369
2270.0,69.3253
2270.5,69.9034
2271.0,62.3028
2271.5,53.3582
2272.0,64.6027
2272.5,66.5162
2273.0,84.3798
2273.5,69.2902
2274.0,69.3532
2274.5,60.1634
2275.0,58.9622
2275.5,66.4962
2276.0,67.8682
2276.5,67.3784
2277.0,72.6873
2277.5,70.4461
2278.0,68.666
2278.5,66.8291
2279.0,65.5622
2279.5,64.5609
2280.0,61.2389
2280.5,65.6788
2281.0,68.093
2281.5,67.9693
2282.0,68.5889
2282.5,66.751
2283.0,68.182
2283.5,68.6582
2284.0,66.9663
2284.5,67.3859
2285.0,64.3009
2285.5,67.3676
2286.0,67.3206
2286.5,66.7242
2287.0,65.9296
2287.5,63.5371
2288.0,59.7896
2288.5,59.7255
2289.0,67.8386
2289.5,69.2487
2290.0,68.9483
2290.5,67.0042
2291.0,70.3681
2291.5,70.2313
2292.0,69.8045
2292.5,66.461
2293.0,67.6849
2293.5,68.6427
2294.0,71.6771
2294.5,70.8316
2295.0,71.6726
2295.5,72.8532
2296.0,67.0687
2296.5,65.3397
2297.0,68.6119
2297.5,66.3439
2298.0,68.6625
2298.5,71.6193
2299.0,72.7367
2299.5,70.9247
2300.0,71.9377
2300.5,68.6725
2301.0,71.9284
2301.5,74.292
2302.0,73.3813
2302.5,73.0657
2303.0,69.0207
2303.5,70.536
2304.0,72.6236
2304.5,68.9966
2305.0,69.5305
2305.5,69.3556
2306.0,71.7836
2306.5,71.1649
2307.0,69.4539
2307.5,58.1122
2308.0,66.3682
2308.5,71.3821
2309.0,68.0257
2309.5,67.4089
2310.0,70.5215
2310.5,71.0754
2311.0,69.636
2311.5,71.6723
2312.0,70.4526
2312.5,68.7207
2313.0,68.4128
2313.5,69.8949
2314.0,72.5309
2314.5,67.2913
2315.0,70.5268
2315.5,71.9638
2316.0,72.3102
2316.5,69.9342
2317.0,73.0978
2317.5,74.414
2318.0,72.7507
2318.5,66.861
2319.0,67.8666
2319.5,70.7456
2320.0,69.057
2320.5,68.0203
2321.0,67.8834
2321.5,67.6318
2322.0,70.9924
2322.5,70.4901
2323.0,70.6667
2323.5,69.3999
2324.0,73.0722
2324.5,73.8155
2325.0,72.0682
2325.5,69.158
2326.0,71.5079
2326.5,72.004
2327.0,70.3987
2327.5,70.5164
2328.0,72.186
2328.5,71.7909
2329.0,71.1561
2329.5,68.3786
2330.0,67.7451
2330.5,69.5773
2331.0,69.3546
2331.5,70.2143
2332.0,67.4014
2332.5,70.0939
2333.0,72.9907
2333.5,70.3634
2334.0,67.1334
2334.5,69.9167
2335.0,72.8796
2335.5,69.9689
2336.0,69.0829
2336.5,69.3514
2337.0,71.411
2337.5,70.6458
2338.0,70.6223
2338.5,71.2839
2339.0,69.9894
2339.5,69.7912
2340.0,70.1167
2340.5,70.8646
2341.0,72.3177
2341.5,71.5993
2342.0,71.7325
2342.5,71.231
2343.0,72.5236
2343.5,72.4668
2344.0,70.7263
2344.5,70.0908
2345.0,72.5657
2345.5,72.1584
2346.0,71.7747
2346.5,69.9684
2347.0,70.7619
2347.5,70.1173
2348.0,71.5465
2348.5,70.8691
2349.0,71.5761
2349.5,69.8158
2350.0,70.8536
2350.5,69.8254
2351.0,69.8967
2351.5,69.1049
2352.0,71.983
2352.5,72.339
2353.0,73.109
2353.5,73.413
2354.0,71.0018
2354.5,70.7346
2355.0,72.6633
2355.5,73.7298
2356.0,75.2707
2356.5,70.8299
2357.0,69.0065
2357.5,70.0685
2358.0,72.3555
2358.5,72.201
2359.0,73.0949
2359.5,73.574
2360.0,71.0198
2360.5,69.1933
2361.0,68.2331
2361.5,71.4959
2362.0,73.9717
2362.5,73.3239
2363.0,72.5673
2363.5,72.4868
2364.0,71.0519
2364.5,69.7553
2365.0,72.1461
2365.5,71.1467
2366.0,73.0215
2366.5,72.6832
2367.0,71.8358
2367.5,74.3054
2368.0,72.934
2368.5,72.5034
2369.0,70.3082
2369.5,71.134
2370.0,70.9945
2370.5,72.6193
2371.0,74.2308
2371.5,73.9971
2372.0,72.3429
2372.5,71.7165
