DEPTH,BS:1,BS:2,BS:3,BS:4,BS:5,BS:6,DNPH:1,DNPH:2,DTCO:1,DTCO:2,DTCO:3,DTCO:4,DTRP:1,DTRP:2,DTRP:3,DTRP:4,DTRS:1,DTRS:2,DTRS:3,DTRS:4,DTSM:1,DTSM:2,DTSM:3,DTSM:4,DTTP:1,DTTP:2,DTTP:3,DTTP:4,DTTS:1,DTTS:2,DTTS:3,DTTS:4,DT_XD_R,DT_XD_T,ECGR:1,ECGR:2,ECGR:3,ECGR:4,ECGR:5,EHGR,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HMIN:1,HMIN:2,HMNO:1,HMNO:2,HTEM:1,HTEM:2,HTNP,PEF8,PEFZ,RHO8,RHOZ,RLA1:1,RLA1:2,RLA2:1,RLA2:2,RLA3:1,RLA3:2,RLA4:1,RLA4:2,RLA5:1,RLA5:2,RT_HRLT:1,RT_HRLT:2,RXO8,RXOZ,RXO_HRLT:1,RXO_HRLT:2,SP:1,SP:2,TENS:1,TENS:2,TENS:3,TENS:4,TENS:5,TENS:6,TNPH
863.9556,,,,,,,,,,108.3524,,108.3524,,108.7301,,108.7301,,,,,,,,,,107.9292,,107.9292,,,,,,,,73.4668,,73.4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.3407,,1265.3407,,,
864.108,,,,,,,,,,108.3508,,108.3508,,108.6197,,108.6197,,,,,,,,,,108.0266,,108.0266,,,,,,,,76.0741,,76.0741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.1874,,1277.1874,,,
864.2604,,,,,,,,,,108.3593,,108.3593,,108.8137,,108.8137,,,,,,,,,,108.002,,108.002,,,,,,,,77.2127,,77.2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.7446,,1268.7446,,,
864.4128,,,,,,,,,,108.3271,,108.3271,,108.7381,,108.7381,,,,,,,,,,107.8779,,107.8779,,,,,,,,79.8666,,79.8666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.9675,,1295.9675,,,
864.5652,,,,,,,,,,108.1961,,108.1961,,108.783,,108.783,,,,,,,,,,107.6308,,107.6308,,,,,,,,78.5389,,78.5389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.5815,,1300.5815,,,
864.7176,,,,,,,,,,107.837,,107.837,,108.619,,108.619,,,,,,,,,,106.9711,,106.9711,,,,,,,,83.1816,,83.1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.4666,,1292.4666,,,
864.87,,,,,,,,,,107.1475,,107.1475,,108.3376,,108.3376,,,,,,,,,,105.8145,,105.8145,,,,,,,,83.4452,,83.4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.9122,,1308.9122,,,
865.0224,,,,,,,,,,106.3331,,106.3331,,108.1012,,108.1012,,,,,,,,,,104.4445,,104.4445,,,,,,,,85.4305,,85.4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.9108,,1267.9108,,,
865.1748,,,,,,,,,,105.5284,,105.5284,,107.9135,,107.9135,,,,,,,,,,103.0474,,103.0474,,,,,,,,88.7897,,88.7897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.6635,,1288.6635,,,
865.3272,,,,,,,,,,104.8562,,104.8562,,107.7834,,107.7834,,,,,,,,,,101.8627,,101.8627,,,,,,,,87.9554,,87.9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.8806,,1319.8806,,,
865.4796,,,,,,,,,,104.4617,,104.4617,,107.6817,,107.6817,,,,,,,,,,101.1906,,101.1906,,,,,,,,84.4792,,84.4792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.7872,,1302.7872,,,
865.632,,,,,,,,,,104.4381,,104.4381,,107.7101,,107.7101,,,,,,,,,,101.1811,,101.1811,,,,,,,,75.5106,,75.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.4841,,1298.4841,,,
865.7844,,,,,,,,,,104.8249,,104.8249,,108.0006,,108.0006,,,,,,,,,,101.7966,,101.7966,,,,,,,,71.3062,,71.3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.6017,,1259.6017,,,
865.9368,,,,,,,,,,105.5692,,105.5692,,108.5337,,108.5337,,,,,,,,,,102.8741,,102.8741,,,,,,,,70.2138,,70.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.3331,,1267.3331,,,
866.0892,,,,,,,,,,106.4972,,106.4972,,109.1401,,109.1401,,,,,,,,,,104.1606,,104.1606,,,,,,,,73.4193,,73.4193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.9583,,1277.9583,,,
866.2416,,,,,,,,,,107.4906,,107.4906,,109.8121,,109.8121,,,,,,,,,,105.5087,,105.5087,,,,,,,,75.1322,,75.1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.1543,,1277.1543,,,
866.394,,,,,,,,,,108.7025,,108.7025,,110.6651,,110.6651,,,,,,,,,,107.1708,,107.1708,,,,,,,,76.2788,,76.2788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.0094,,1291.0094,,,
866.5464,,,,,,,,,,110.1542,,110.1542,,111.5352,,111.5352,,,,,,,,,,109.2127,,109.2127,,,,,,,,71.2326,,71.2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.3486,,1282.3486,,,
866.6988,,,,,,,,,,111.6555,,111.6555,,112.3625,,112.3625,,,,,,,,,,111.3667,,111.3667,,,,,,,,68.7129,,68.7129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.963,,1273.963,,,
866.8512,,,,,,,,,,113.1095,,113.1095,,113.1132,,113.1132,,,,,,,,,,113.4851,,113.4851,,,,,,,,68.012,,68.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.7255,,1280.7255,,,
867.0036,,,,,,,,,,114.3869,,114.3869,,113.7571,,113.7571,,,,,,,,,,115.3416,,115.3416,,,,,,,,69.2676,,69.2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.8215,,1261.8215,,,
867.156,,,,,,,,,,115.2865,,115.2865,,114.3217,,114.3217,,,,,,,,,,116.5353,,116.5353,,,,,,,,69.3299,,69.3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.9663,,1291.9663,,,
867.3084,,,,,,,,,,115.7333,,115.7333,,114.7325,,114.7325,,,,,,,,,,116.9401,,116.9401,,,,,,,,67.8574,,67.8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.749,,1301.749,,,
867.4608,,,,,,,,,,115.809,,115.809,,114.8978,,114.8978,,,,,,,,,,116.8025,,116.8025,,,,,,,,68.584,,68.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.5891,,1298.5891,,,
867.6132,,,,,,,,,,115.5851,,115.5851,,114.7883,,114.7883,,,,,,,,,,116.3262,,116.3262,,,,,,,,68.9923,,68.9923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.1177,,1291.1177,,,
867.7656,,,,,,,,,,115.2276,,115.2276,,114.5802,,114.5802,,,,,,,,,,115.7697,,115.7697,,,,,,,,68.5417,,68.5417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.6564,,1256.6564,,,
867.918,,,,,,,,,,114.8144,,114.8144,,114.3114,,114.3114,,,,,,,,,,115.1815,,115.1815,,,,,,,,71.9314,,71.9314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.291,,1276.291,,,
868.0704,,,,,,,,,,114.3295,,114.3295,,114.017,,114.017,,,,,,,,,,114.4933,,114.4933,,,,,,,,71.4988,,71.4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.6831,,1293.6831,,,
868.2228,,,,,,,,,,113.8385,,113.8385,,113.7216,,113.7216,,,,,,,,,,113.8061,,113.8061,,,,,,,,75.3121,,75.3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.7505,,1305.7505,,,
868.3752,,,,,,,,,,113.3355,,113.3355,,113.3232,,113.3232,,,,,,,,,,113.147,,113.147,,,,,,,,74.2802,,74.2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.4501,,1316.4501,,,
868.5276,,,,,,,,,,112.828,,112.828,,112.9356,,112.9356,,,,,,,,,,112.525,,112.525,,,,,,,,74.5491,,74.5491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.4318,,1286.4318,,,
868.68,,,,,,,,,,112.3589,,112.3589,,112.5468,,112.5468,,,,,,,,,,111.9754,,111.9754,,,,,,,,71.0956,,71.0956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.3197,,1277.3197,,,
868.8324,,,,,,,,,,111.9769,,111.9769,,112.1348,,112.1348,,,,,,,,,,111.612,,111.612,,,,,,,,69.9711,,69.9711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.8741,,1258.8741,,,
868.9848,,,,,,,,,,111.7223,,111.7223,,111.7576,,111.7576,,,,,,,,,,111.4975,,111.4975,,,,,,,,73.2194,,73.2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.5344,,1271.5344,,,
869.1372,,,,,,,,,,111.4537,,111.4537,,111.3849,,111.3849,,,,,,,,,,111.3352,,111.3352,,,,,,,,76.1151,,76.1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.4954,,1290.4954,,,
869.2896,,,,,,,,,,111.1814,,111.1814,,111.1185,,111.1185,,,,,,,,,,111.1105,,111.1105,,,,,,,,79.8783,,79.8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.1288,,1287.1288,,,
869.442,,,,,,,,,,110.9842,,110.9842,,110.9202,,110.9202,,,,,,,,,,110.9486,,110.9486,,,,,,,,78.7737,,78.7737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.3793,,1303.3793,,,
869.5944,,,,,,,,,,110.8482,,110.8482,,110.7704,,110.7704,,,,,,,,,,110.8508,,110.8508,,,,,,,,80.9992,,80.9992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.1493,,1306.1493,,,
869.7468,,,,,,,,,,110.7873,,110.7873,,110.6201,,110.6201,,,,,,,,,,110.8791,,110.8791,,,,,,,,74.6918,,74.6918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.42,,1283.42,,,
869.8992,,,,,,,,,,110.7446,,110.7446,,110.4791,,110.4791,,,,,,,,,,110.9393,,110.9393,,,,,,,,75.2714,,75.2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.0988,,1285.0988,,,
870.0516,,,,,,,,,,110.6962,,110.6962,,110.3793,,110.3793,,,,,,,,,,110.9629,,110.9629,,,,,,,,73.0206,,73.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.144,,1282.144,,,
870.204,,,,,,,,,,110.6138,,110.6138,,110.253,,110.253,,,,,,,,,,110.9111,,110.9111,,,,,,,,76.3208,,76.3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.5621,,1300.5621,,,
870.3564,,,,,,,,,,110.4852,,110.4852,,110.1235,,110.1235,,,,,,,,,,110.7816,,110.7816,,,,,,,,76.3884,,76.3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.4567,,1308.4567,,,
870.5088,,,,,,,,,,110.3301,,110.3301,,110.0185,,110.0185,,,,,,,,,,110.5885,,110.5885,,,,,,,,81.2697,,81.2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.184,,1283.184,,,
870.6612,,,,,,,,,,110.1169,,110.1169,,109.8668,,109.8668,,,,,,,,,,110.2906,,110.2906,,,,,,,,81.0051,,81.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.7303,,1296.7303,,,
870.8136,,,,,,,,,,109.9422,,109.9422,,109.7105,,109.7105,,,,,,,,,,110.0954,,110.0954,,,,,,,,78.7282,,78.7282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.7167,,1285.7167,,,
870.966,,,,,,,,,,109.8158,,109.8158,,109.5026,,109.5026,,,,,,,,,,110.0246,,110.0246,,,,,,,,77.7366,,77.7366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.4524,,1298.4524,,,
871.1184,,,,,,,,,,109.6837,,109.6837,,109.3222,,109.3222,,,,,,,,,,109.9546,,109.9546,,,,,,,,80.04,,80.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.5679,,1298.5679,,,
871.2708,,,,,,,,,,109.6243,,109.6243,,109.2128,,109.2128,,,,,,,,,,109.981,,109.981,,,,,,,,82.8002,,82.8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.175,,1271.175,,,
871.4232,,,,,,,,,,109.6279,,109.6279,,109.2474,,109.2474,,,,,,,,,,110.0259,,110.0259,,,,,,,,81.8984,,81.8984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.4806,,1281.4806,,,
871.5756,,,,,,,,,,109.7073,,109.7073,,109.4478,,109.4478,,,,,,,,,,110.0676,,110.0676,,,,,,,,86.0921,,86.0921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.9338,,1273.9338,,,
871.728,,,,,,,,,,109.885,,109.885,,109.782,,109.782,,,,,,,,,,110.156,,110.156,,,,,,,,88.1458,,88.1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.3174,,1291.3174,,,
871.8804,,,,,,,,,,110.1478,,110.1478,,110.2112,,110.2112,,,,,,,,,,110.3001,,110.3001,,,,,,,,86.7962,,86.7962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.8365,,1301.8365,,,
872.0328,,,,,,,,,,110.4729,,110.4729,,110.7428,,110.7428,,,,,,,,,,110.47,,110.47,,,,,,,,78.8245,,78.8245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.9327,,1279.9327,,,
872.1852,,,,,,,,,,110.8028,,110.8028,,111.2553,,111.2553,,,,,,,,,,110.6077,,110.6077,,,,,,,,74.4681,,74.4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.9454,,1281.9454,,,
872.3376,,,,,,,,,,111.0383,,111.0383,,111.6769,,111.6769,,,,,,,,,,110.6112,,110.6112,,,,,,,,75.44,,75.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.7167,,1265.7167,,,
872.49,,,,,,,,,,111.1585,,111.1585,,112.0955,,112.0955,,,,,,,,,,110.4315,,110.4315,,,,,,,,76.2618,,76.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.8037,,1279.8037,,,
872.6424,,,,,,,,,,111.3224,,111.3224,,112.8963,,112.8963,,,,,,,,,,110.1499,,110.1499,,,,,,,,80.987,,80.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.6427,,1295.6427,,,
872.7948,,,,,,,,,,111.4393,,111.4393,,113.4007,,113.4007,,,,,,,,,,109.7301,,109.7301,,,,,,,,83.8833,,83.8833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.7119,,1280.7119,,,
872.9472,,,,,,,,,,111.2407,,111.2407,,113.2369,,113.2369,,,,,,,,,,109.1612,,109.1612,,,,,,,,89.1493,,89.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.2253,,1284.2253,,,
873.0996,,,,,,,,,,110.753,,110.753,,112.5756,,112.5756,,,,,,,,,,108.5978,,108.5978,,,,,,,,85.9974,,85.9974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.825,,1275.825,,,
873.252,,,,,,,,,,110.1586,,110.1586,,111.8307,,111.8307,,,,,,,,,,108.1121,,108.1121,,,,,,,,83.3196,,83.3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.7992,,1267.7992,,,
873.4044,,,,,,,,,,109.6406,,109.6406,,111.0401,,111.0401,,,,,,,,,,107.844,,107.844,,,,,,,,82.1603,,82.1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.2313,,1286.2313,,,
873.5568,,,,,,,,,,109.2147,,109.2147,,110.2164,,110.2164,,,,,,,,,,107.7994,,107.7994,,,,,,,,82.1529,,82.1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.2213,,1273.2213,,,
873.7092,,,,,,,,,,108.8274,,108.8274,,109.3845,,109.3845,,,,,,,,,,107.853,,107.853,,,,,,,,78.701,,78.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.8324,,1284.8324,,,
873.8616,,,,,,,,,,108.5678,,108.5678,,108.7503,,108.7503,,,,,,,,,,108.0677,,108.0677,,,,,,,,72.5473,,72.5473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.7916,,1277.7916,,,
874.014,,,,,,,,,,108.5505,,108.5505,,108.4131,,108.4131,,,,,,,,,,108.5196,,108.5196,,,,,,,,70.5954,,70.5954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.975,,1280.975,,,
874.1664,,,,,,,,,,108.7294,,108.7294,,108.148,,108.148,,,,,,,,,,109.1784,,109.1784,,,,,,,,72.1811,,72.1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.8082,,1300.8082,,,
874.3188,,,,,,,,,,108.8644,,108.8644,,107.5276,,107.5276,,,,,,,,,,109.8909,,109.8909,,,,,,,,75.9993,,75.9993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.306,,1279.306,,,
874.4712,,,,,,,,,,108.9692,,108.9692,,107.1822,,107.1822,,,,,,,,,,110.5841,,110.5841,,,,,,,,81.4429,,81.4429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.6052,,1285.6052,,,
874.6236,,,,,,,,,,109.3195,,109.3195,,107.5294,,107.5294,,,,,,,,,,111.2851,,111.2851,,,,,,,,84.9979,,84.9979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.4161,,1289.4161,,,
874.776,,,,,,,,,,109.9474,,109.9474,,108.3071,,108.3071,,,,,,,,,,111.979,,111.979,,,,,,,,85.1383,,85.1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.6348,,1278.6348,,,
874.9284,,,,,,,,,,110.6584,,110.6584,,109.105,,109.105,,,,,,,,,,112.6129,,112.6129,,,,,,,,85.3483,,85.3483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.6882,,1289.6882,,,
875.0808,,,,,,,,,,111.2449,,111.2449,,109.8752,,109.8752,,,,,,,,,,113.0013,,113.0013,,,,,,,,83.6387,,83.6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.4584,,1289.4584,,,
875.2332,,,,,,,,,,111.6773,,111.6773,,110.5929,,110.5929,,,,,,,,,,113.1221,,113.1221,,,,,,,,83.2678,,83.2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.4391,,1292.4391,,,
875.3856,,,,,,,,,,112.0328,,112.0328,,111.3217,,111.3217,,,,,,,,,,113.1094,,113.1094,,,,,,,,84.3214,,84.3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.6385,,1299.6385,,,
875.538,,,,,,,,,,112.2737,,112.2737,,111.8601,,111.8601,,,,,,,,,,112.9571,,112.9571,,,,,,,,80.8252,,80.8252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.4353,,1282.4353,,,
875.6904,,,,,,,,,,112.3647,,112.3647,,112.2564,,112.2564,,,,,,,,,,112.6713,,112.6713,,,,,,,,80.7539,,80.7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.2437,,1301.2437,,,
875.8428,,,,,,,,,,112.3044,,112.3044,,112.3701,,112.3701,,,,,,,,,,112.2953,,112.2953,,,,,,,,73.9357,,73.9357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.3406,,1294.3406,,,
875.9952,,,,,,,,,,112.1296,,112.1296,,112.3878,,112.3878,,,,,,,,,,111.8798,,111.8798,,,,,,,,76.7865,,76.7865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.4429,,1306.4429,,,
876.1476,,,,,,,,,,111.9734,,111.9734,,112.5029,,112.5029,,,,,,,,,,111.5012,,111.5012,,,,,,,,77.8281,,77.8281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.9063,,1308.9063,,,
876.3,,,,,,,,,,111.8511,,111.8511,,112.5213,,112.5213,,,,,,,,,,111.1898,,111.1898,,,,,,,,77.4154,,77.4154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.2228,,1288.2228,,,
876.4524,,,,,,,,,,111.7187,,111.7187,,112.4842,,112.4842,,,,,,,,,,110.9344,,110.9344,,,,,,,,75.1558,,75.1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.8438,,1307.8438,,,
876.6048,,,,,,,,,,111.5716,,111.5716,,112.3083,,112.3083,,,,,,,,,,110.7464,,110.7464,,,,,,,,72.6077,,72.6077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.2532,,1304.2532,,,
876.7572,,,,,,,,,,111.4243,,111.4243,,112.0551,,112.0551,,,,,,,,,,110.6664,,110.6664,,,,,,,,74.8343,,74.8343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.8641,,1313.8641,,,
876.9096,,,,,,,,,,111.326,,111.326,,111.8137,,111.8137,,,,,,,,,,110.7174,,110.7174,,,,,,,,78.5661,,78.5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.0387,,1310.0387,,,
877.062,,,,,,,,,,111.2724,,111.2724,,111.5223,,111.5223,,,,,,,,,,110.8765,,110.8765,,,,,,,,80.2597,,80.2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.6754,,1279.6754,,,
877.2144,,,,,,,,,,111.2576,,111.2576,,111.2835,,111.2835,,,,,,,,,,111.1122,,111.1122,,,,,,,,81.474,,81.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.8868,,1281.8868,,,
877.3668,,,,,,,,,,111.2895,,111.2895,,111.0484,,111.0484,,,,,,,,,,111.4132,,111.4132,,,,,,,,81.3091,,81.3091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.8396,,1274.8396,,,
877.5192,,,,,,,,,,111.3966,,111.3966,,111.0688,,111.0688,,,,,,,,,,111.7352,,111.7352,,,,,,,,83.2507,,83.2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.1058,,1290.1058,,,
877.6716,,,,,,,,,,111.6221,,111.6221,,111.2036,,111.2036,,,,,,,,,,112.1089,,112.1089,,,,,,,,83.1756,,83.1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.7986,,1313.7986,,,
877.824,,,,,,,,,,111.883,,111.883,,111.2315,,111.2315,,,,,,,,,,112.5491,,112.5491,,,,,,,,82.1318,,82.1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.277,,1297.277,,,
877.9764,,,,,,,,,,112.1183,,112.1183,,111.3183,,111.3183,,,,,,,,,,112.9623,,112.9623,,,,,,,,81.0913,,81.0913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.4404,,1295.4404,,,
878.1288,,,,,,,,,,112.3264,,112.3264,,111.411,,111.411,,,,,,,,,,113.2888,,113.2888,,,,,,,,76.7863,,76.7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.8959,,1276.8959,,,
878.2812,,,,,,,,,,112.5026,,112.5026,,111.5598,,111.5598,,,,,,,,,,113.5203,,113.5203,,,,,,,,74.1869,,74.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.829,,1274.829,,,
878.4336,,,,,,,,,,112.6544,,112.6544,,111.7346,,111.7346,,,,,,,,,,113.6622,,113.6622,,,,,,,,75.0588,,75.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.223,,1297.223,,,
878.586,,,,,,,,,,112.7852,,112.7852,,111.97,,111.97,,,,,,,,,,113.7185,,113.7185,,,,,,,,82.0401,,82.0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.9969,,1278.9969,,,
878.7384,,,,,,,,,,112.8967,,112.8967,,112.1647,,112.1647,,,,,,,,,,113.7263,,113.7263,,,,,,,,85.8774,,85.8774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.2666,,1284.2666,,,
878.8908,,,,,,,,,,112.9746,,112.9746,,112.3378,,112.3378,,,,,,,,,,113.6981,,113.6981,,,,,,,,86.4162,,86.4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.6848,,1279.6848,,,
879.0432,,,,,,,,,,112.9964,,112.9964,,112.407,,112.407,,,,,,,,,,113.6204,,113.6204,,,,,,,,83.1898,,83.1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.7759,,1286.7759,,,
879.1956,,,,,,,,,,112.9957,,112.9957,,112.5111,,112.5111,,,,,,,,,,113.5324,,113.5324,,,,,,,,81.7928,,81.7928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.4941,,1310.4941,,,
879.348,,,,,,,,,,112.9916,,112.9916,,112.6122,,112.6122,,,,,,,,,,113.4215,,113.4215,,,,,,,,82.4242,,82.4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.1637,,1303.1637,,,
879.5004,,,,,,,,,,112.952,,112.952,,112.7211,,112.7211,,,,,,,,,,113.2372,,113.2372,,,,,,,,87.3679,,87.3679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.1862,,1311.1862,,,
879.6528,,,,,,,,,,112.8825,,112.8825,,112.823,,112.823,,,,,,,,,,112.9929,,112.9929,,,,,,,,88.0808,,88.0808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0511,,1304.0511,,,
879.8052,,,,,,,,,,112.7939,,112.7939,,112.9174,,112.9174,,,,,,,,,,112.7174,,112.7174,,,,,,,,84.6016,,84.6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.7327,,1292.7327,,,
879.9576,,,,,,,,,,112.6975,,112.6975,,113.0347,,113.0347,,,,,,,,,,112.4189,,112.4189,,,,,,,,80.0159,,80.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.785,,1302.785,,,
