DEPT,HVOL,AVOL,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
1114.8,0.13908,0.051398,41.713412,2045.898438,84.65135,0.206675,8.834498,0.154902,2.505599,3.377118,77.283213,-15.175253,3.960586,34.682135,36.547077,37.845857,39.534549,42.766696,45.067236,55.823683,8.5
1114.9,0.137325,0.049644,41.708309,2049.628682,81.390476,0.189975,8.782515,0.154948,2.539698,3.401696,73.921866,-14.365766,5.752819,18.562486,19.541036,20.221919,21.106507,22.797497,23.999494,29.688331,8.5
1115.0,0.135759,0.048078,41.765979,2056.086319,75.304272,0.177742,8.725131,0.14647,2.545021,3.425663,71.50122,-13.589961,10.171569,16.065384,16.929083,17.530539,18.31251,19.809038,20.874097,25.936473,8.5
1115.1,0.134552,0.04687,41.721301,2058.549662,72.115521,0.170104,8.68563,0.138879,2.545607,3.472877,69.22331,-13.190493,14.637486,37.967302,39.848172,41.153718,42.846149,46.070365,48.353937,59.260738,8.5
1115.2,0.133486,0.045804,41.736052,2037.802555,69.620042,0.164433,8.648537,0.135099,2.553748,3.493045,67.494902,-12.861404,13.366858,25.027786,26.105763,26.850157,27.810656,29.627211,30.903885,37.0402,8.5
1115.3,0.13266,0.044978,41.748733,2012.777585,68.181487,0.159871,8.618596,0.130409,2.55243,3.460399,66.666468,-12.119576,8.849371,54.832495,56.940401,58.390511,60.255196,63.762992,66.214275,78.009405,8.5
1115.4,0.132149,0.044468,41.717047,2034.930121,68.967793,0.157489,8.598195,0.127212,2.541204,3.388361,66.939954,-11.132688,7.319183,28.910279,30.193442,31.080732,32.227024,34.399205,35.92902,43.213063,8.5
1115.5,0.131895,0.044214,41.725209,2034.184538,67.882086,0.158558,8.587214,0.126243,2.530794,3.326887,68.028514,-9.721477,6.85871,21.557385,22.877341,23.80246,25.01229,27.349012,29.028367,36.829829,8.5
1115.6,0.13164,0.043959,41.722044,2036.132813,67.821574,0.161986,8.582393,0.125146,2.521453,3.321382,69.019676,-8.215951,7.676864,41.454783,44.899416,47.353487,50.610629,57.04864,61.789649,83.013178,8.5
1115.7,0.131066,0.043384,41.749208,2042.869185,69.862882,0.16595,8.566308,0.127476,2.523103,3.343651,70.026356,-7.479201,11.031194,18.871267,20.791515,22.179271,24.04522,27.809267,30.641282,42.876091,8.5
1115.8,0.130611,0.042929,41.751625,2039.364204,71.290557,0.17222,8.54564,0.131337,2.526896,3.300142,72.611556,-6.690163,12.818882,32.036929,35.553282,38.109412,41.564538,48.592157,53.925605,76.607329,8.5
1115.9,0.130776,0.043094,41.705415,2036.085982,72.863998,0.183762,8.541501,0.130138,2.510031,3.195651,77.496106,-5.91372,11.597487,44.002999,48.434513,51.63413,55.932522,64.591366,71.096492,99.084771,8.5
1116.0,0.131542,0.04386,41.724021,2054.13475,75.706352,0.203347,8.563193,0.121631,2.462974,3.047792,85.317319,-5.027246,8.816841,21.946209,23.870347,25.246076,27.077931,30.717203,33.411633,45.279205,8.5
1116.1,0.132328,0.044647,41.722229,2038.358905,78.059451,0.231002,8.590915,0.108071,2.398832,2.893852,94.203337,-3.616447,5.606323,13.553763,14.589141,15.323101,16.292852,18.196156,19.587386,25.885681,8.5
1116.2,0.132939,0.045258,41.725599,2035.931993,80.124353,0.26567,8.612951,0.093657,2.33298,2.797116,101.961535,-2.150139,3.514665,15.268578,16.261454,16.959003,17.873187,19.644745,20.922346,26.848998,8.5
1116.3,0.133427,0.045746,41.736143,2024.991469,82.164406,0.301063,8.629547,0.087679,2.293515,2.764729,106.823471,-0.671101,2.424292,18.883272,19.889943,20.590917,21.502236,23.246226,24.487363,30.38294,8.5
1116.4,0.133763,0.046081,41.734755,2027.389152,83.588908,0.328734,8.643229,0.087875,2.278016,2.749715,109.410116,0.692949,1.566503,19.182899,19.898142,20.390289,21.023279,22.214525,23.047399,27.08711,8.5
1116.5,0.133872,0.04619,41.710717,2031.25,84.41759,0.34593,8.649754,0.089139,2.272891,2.7419,110.686436,2.026986,1.061069,19.892128,20.318405,20.607732,20.975281,21.653727,22.118367,24.391546,8.5
1116.6,0.133756,0.046075,41.710542,2026.367188,84.321663,0.351965,8.647928,0.089288,2.268003,2.743148,111.552154,3.254911,0.898718,21.74743,22.263365,22.614382,23.061268,23.88897,24.457901,27.235435,8.5
1116.7,0.133652,0.04597,41.747545,2031.967945,83.818081,0.35264,8.642144,0.087947,2.259488,2.729654,112.379152,4.47414,0.860764,24.628675,25.635855,26.330981,27.22749,28.921902,30.111975,35.81566,8.5
1116.8,0.133933,0.046251,41.70604,2031.755235,83.087282,0.355327,8.643744,0.086468,2.251436,2.698769,112.894751,5.68986,0.858478,20.708204,22.071354,23.030125,24.287967,26.729545,28.493512,36.634515,8.5
1116.9,0.134755,0.047073,41.699439,2030.177905,82.643829,0.363807,8.666184,0.084382,2.245406,2.674169,112.866727,6.887185,0.86295,17.022295,18.633873,19.792662,21.343617,24.449974,26.769745,36.935854,8.5
