wellName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-G1,785.8,8.5,9.266,2.194,124.338,98.826,0.352,3.572,30.575,29.745,27.895,655.246
Cheal-G1,785.9,8.5,9.163,2.192,124.658,97.509,0.363,3.665,35.416,33.992,30.887,655.308
Cheal-G1,786,8.5,9.097,2.188,124.899,98.491,0.379,3.698,32.325,30.546,26.768,655.37
Cheal-G1,786.1,8.5,9.102,2.184,125.017,98.451,0.395,3.671,30.753,28.78,24.655,655.43
Cheal-G1,786.2,8.5,9.146,2.182,124.852,98.607,0.406,3.583,36.077,33.526,28.253,655.49
Cheal-G1,786.3,8.5,9.195,2.184,124.552,100.99,0.41,3.464,38.126,35.286,29.456,655.55
Cheal-G1,786.4,8.5,9.235,2.186,124.204,103.624,0.409,3.359,36.919,34.08,28.275,655.61
Cheal-G1,786.5,8.5,9.262,2.19,123.999,104.539,0.402,3.278,35.68,32.946,27.354,655.67
Cheal-G1,786.6,8.5,9.274,2.192,123.898,104.872,0.392,3.242,36.667,33.922,28.289,655.732
Cheal-G1,786.7,8.5,9.271,2.192,123.914,103.237,0.384,3.236,39.403,36.524,30.596,655.794
Cheal-G1,786.8,8.5,9.244,2.193,123.951,102.261,0.382,3.291,40.614,37.676,31.621,655.856
Cheal-G1,786.9,8.5,9.202,2.195,124.033,99.847,0.384,3.413,41.75,38.685,32.381,655.918
Cheal-G1,787,8.5,9.171,2.195,124.104,100.298,0.391,3.566,41.65,38.548,32.177,655.98
Cheal-G1,787.1,8.5,9.168,2.19,124.282,100.33,0.401,3.677,39.207,36.263,30.226,656.042
Cheal-G1,787.2,8.5,9.176,2.183,124.563,103.441,0.412,3.73,37.193,34.407,28.693,656.104
Cheal-G1,787.3,8.5,9.166,2.174,125.017,104.644,0.418,3.697,39.638,36.749,30.799,656.166
Cheal-G1,787.4,8.5,9.145,2.163,125.544,106.162,0.418,3.569,39.812,37.059,31.353,656.228
Cheal-G1,787.5,8.5,9.131,2.153,126.079,103.367,0.416,3.38,40.074,37.451,31.978,656.29
Cheal-G1,787.6,8.5,9.124,2.145,126.507,101.342,0.411,3.242,39.917,37.192,31.536,656.352
Cheal-G1,787.7,8.5,9.108,2.144,126.746,97.218,0.408,3.177,37.306,34.491,28.721,656.414
Cheal-G1,787.8,8.5,9.062,2.146,126.738,93.997,0.404,3.167,37.383,34.177,27.725,656.476
Cheal-G1,787.9,8.5,8.997,2.154,126.474,91.729,0.401,3.19,38.722,35.101,27.915,656.538
Cheal-G1,788,8.5,8.949,2.163,125.999,93.295,0.396,3.25,42.418,38.218,29.965,656.6
Cheal-G1,788.1,8.5,8.949,2.179,125.39,95.893,0.39,3.304,46.173,41.689,32.848,656.66
Cheal-G1,788.2,8.5,8.998,2.19,124.735,99.719,0.389,3.334,47.613,43.252,34.568,656.72
Cheal-G1,788.3,8.5,9.056,2.199,124.088,103.301,0.392,3.351,45.255,41.431,33.716,656.78
Cheal-G1,788.4,8.5,9.103,2.203,123.492,105.828,0.398,3.364,45.345,41.588,33.988,656.84
Cheal-G1,788.5,8.5,9.132,2.206,123.007,106.807,0.4,3.373,44.573,40.9,33.464,656.9
Cheal-G1,788.6,8.5,9.136,2.209,122.72,107.097,0.404,3.391,44.225,40.535,33.078,656.962
Cheal-G1,788.7,8.5,9.116,2.212,122.656,107.198,0.401,3.412,43.908,40.2,32.721,657.024
Cheal-G1,788.8,8.5,9.087,2.215,122.854,107.118,0.397,3.425,45.174,41.235,33.33,657.086
Cheal-G1,788.9,8.5,9.065,2.217,123.227,107.533,0.388,3.419,43.987,40.227,32.656,657.148
Cheal-G1,789,8.5,9.055,2.216,123.693,108.408,0.381,3.402,43.677,40.132,32.939,657.21
Cheal-G1,789.1,8.5,9.051,2.212,124.033,107.411,0.373,3.384,39.838,36.889,30.828,657.272
Cheal-G1,789.2,8.5,9.054,2.207,124.214,106.07,0.367,3.363,37.268,34.72,29.432,657.334
Cheal-G1,789.3,8.5,9.057,2.205,124.231,104.749,0.366,3.357,35.63,33.356,28.598,657.396
Cheal-G1,789.4,8.5,9.064,2.205,124.179,105.895,0.373,3.338,37.46,35.036,29.974,657.458
Cheal-G1,789.5,8.5,9.083,2.206,124.133,106.763,0.385,3.325,43.854,40.612,33.948,657.52
Cheal-G1,789.6,8.5,9.12,2.207,124.117,108.489,0.398,3.297,44.081,40.147,32.28,657.582
Cheal-G1,789.7,8.5,9.16,2.208,124.15,110.248,0.406,3.294,40.164,35.982,27.84,657.644
Cheal-G1,789.8,8.5,9.179,2.209,124.084,113.056,0.408,3.319,42.279,37.545,28.46,657.706
Cheal-G1,789.9,8.5,9.175,2.207,123.893,114.504,0.403,3.401,45.914,40.759,30.87,657.768
Cheal-G1,790,8.5,9.144,2.209,123.511,114.86,0.395,3.484,44.805,40.122,31.012,657.83
Cheal-G1,790.1,8.5,9.097,2.213,123.036,113.415,0.39,3.562,41.809,37.937,30.24,657.89
Cheal-G1,790.2,8.5,9.054,2.222,122.467,111.096,0.384,3.579,39.262,36.2,29.952,657.95
Cheal-G1,790.3,8.5,9.032,2.229,121.902,106.21,0.38,3.536,39.41,36.852,31.511,658.01
Cheal-G1,790.4,8.5,9.036,2.239,121.365,101.218,0.372,3.436,39.031,36.948,32.511,658.07
Cheal-G1,790.5,8.5,9.048,2.244,120.984,97.807,0.368,3.345,38.92,37.228,33.558,658.13
Cheal-G1,790.6,8.5,9.054,2.25,120.853,98.092,0.36,3.261,34.496,33.349,30.818,658.192
Cheal-G1,790.7,8.5,9.044,2.247,121.093,98.672,0.353,3.213,32.175,31.348,29.5,658.254
Cheal-G1,790.8,8.5,9.027,2.241,121.676,99.489,0.345,3.183,34.833,34.123,32.521,658.316
Cheal-G1,790.9,8.5,9.015,2.228,122.537,99.495,0.341,3.198,36.466,35.717,34.029,658.378
Cheal-G1,791,8.5,9.014,2.216,123.487,97.529,0.338,3.214,36.698,35.601,33.167,658.44
Cheal-G1,791.1,8.5,9.024,2.201,124.376,94.991,0.337,3.233,34.595,32.926,29.339,658.502
Cheal-G1,791.2,8.5,9.055,2.188,125.054,92.141,0.334,3.246,38.5,35.642,29.771,658.564
Cheal-G1,791.3,8.5,9.113,2.177,125.608,90.728,0.333,3.241,46.681,42.09,33.058,658.626
Cheal-G1,791.4,8.5,9.187,2.17,126.094,89.367,0.334,3.21,53.539,47.147,35.044,658.688
Cheal-G1,791.5,8.5,9.252,2.163,126.595,88.456,0.337,3.176,62.844,54.692,39.549,658.75
Cheal-G1,791.6,8.5,9.278,2.16,127.029,87.261,0.341,3.162,59.178,51.552,37.363,658.812
Cheal-G1,791.7,8.5,9.217,2.157,127.366,86.205,0.348,3.177,55.189,48.773,36.554,658.874
Cheal-G1,791.8,8.5,9.097,2.157,127.421,86.204,0.353,3.216,47.415,42.697,33.432,658.936
Cheal-G1,791.9,8.5,8.999,2.159,127.235,86.054,0.36,3.254,40.549,37.262,30.592,658.998
Cheal-G1,792,8.5,8.98,2.165,126.867,88.523,0.366,3.273,40.289,37.777,32.508,659.06
Cheal-G1,792.1,8.5,9.023,2.166,126.596,90.757,0.372,3.252,43.613,41.573,37.177,659.12
Cheal-G1,792.2,8.5,9.068,2.167,126.495,94.577,0.376,3.186,43.064,41.576,38.3,659.18
Cheal-G1,792.3,8.5,9.116,2.165,126.709,95.723,0.381,3.097,41.007,39.856,37.294,659.24
Cheal-G1,792.4,8.5,9.165,2.161,127.167,96.332,0.385,3.026,35.884,35.021,33.086,659.3
Cheal-G1,792.5,8.5,9.185,2.154,127.802,95.137,0.39,2.995,34.263,33.402,31.476,659.36
Cheal-G1,792.6,8.5,9.155,2.148,128.364,92.855,0.392,3.007,37.591,36.443,33.899,659.422
Cheal-G1,792.7,8.5,9.113,2.144,128.789,90.712,0.391,3.031,46.809,44.838,40.558,659.484
Cheal-G1,792.8,8.5,9.11,2.139,128.979,88.107,0.387,3.084,49.259,46.379,40.298,659.546
Cheal-G1,792.9,8.5,9.154,2.135,128.928,86.982,0.384,3.115,49.668,45.778,37.846,659.608
Cheal-G1,793,8.5,9.201,2.131,128.62,85.136,0.381,3.117,51.766,46.751,36.859,659.67
Cheal-G1,793.1,8.5,9.22,2.131,128.196,85.58,0.381,3.073,51.154,45.421,34.42,659.732
Cheal-G1,793.2,8.5,9.225,2.133,127.751,85.256,0.383,3.032,56.784,50.007,37.174,659.794
Cheal-G1,793.3,8.5,9.238,2.138,127.4,87.326,0.384,2.99,57.379,50.527,37.553,659.856
Cheal-G1,793.4,8.5,9.277,2.144,127.169,87.938,0.382,2.988,56.083,49.723,37.549,659.918
Cheal-G1,793.5,8.5,9.328,2.148,127.116,89.135,0.375,3.037,54.467,48.657,37.398,659.98
Cheal-G1,793.6,8.5,9.369,2.148,127.155,87.233,0.369,3.188,52.188,46.916,36.594,660.042
Cheal-G1,793.7,8.5,9.383,2.147,127.2,85.942,0.366,3.375,49.787,44.854,35.162,660.104
Cheal-G1,793.8,8.5,9.37,2.143,127.195,84.307,0.376,3.542,48.624,43.706,34.078,660.166
Cheal-G1,793.9,8.5,9.323,2.14,127.138,84.577,0.39,3.626,48.041,43.055,33.342,660.228
Cheal-G1,794,8.5,9.263,2.135,126.976,85.771,0.405,3.633,49.991,44.792,34.668,660.29
Cheal-G1,794.1,8.5,9.221,2.134,126.691,88.105,0.411,3.552,50.2,45.164,35.292,660.35
Cheal-G1,794.2,8.5,9.217,2.136,126.295,88.994,0.41,3.424,45.137,40.857,32.381,660.41
Cheal-G1,794.3,8.5,9.251,2.142,125.768,89.045,0.398,3.295,43.394,39.563,31.887,660.47
Cheal-G1,794.4,8.5,9.295,2.154,125.099,88.609,0.388,3.214,41.912,38.545,31.704,660.53
Cheal-G1,794.5,8.5,9.34,2.168,124.338,87.545,0.383,3.181,43.763,40.596,34.071,660.59
Cheal-G1,794.6,8.5,9.372,2.179,123.654,86.799,0.389,3.204,40.321,37.687,32.191,660.652
Cheal-G1,794.7,8.5,9.385,2.187,123.126,86.822,0.397,3.286,37.923,35.669,30.918,660.7141
Cheal-G1,794.8,8.5,9.376,2.191,122.808,88.632,0.401,3.398,40.958,38.701,33.906,660.776
Cheal-G1,794.9,8.5,9.332,2.194,122.748,89.457,0.4,3.505,37.655,35.571,31.147,660.838
Cheal-G1,795,8.5,9.266,2.19,123.357,90.409,0.392,3.539,35.791,33.678,29.22,660.9
Cheal-G1,795.1,8.5,9.211,2.183,124.801,89.285,0.382,3.511,39.159,36.695,31.533,660.962
Cheal-G1,795.2,8.5,9.193,2.173,126.646,86.787,0.371,3.405,43.972,41.216,35.44,661.024
Cheal-G1,795.3,8.5,9.206,2.159,128.565,82.544,0.368,3.278,36.842,34.71,30.202,661.086
Cheal-G1,795.4,8.5,9.226,2.141,130.069,80.443,0.368,3.145,36.495,34.7,30.848,661.148
Cheal-G1,795.5,8.5,9.24,2.129,130.792,80.004,0.373,3.064,47.593,45.778,41.807,661.21
Cheal-G1,795.6,8.5,9.247,2.123,130.405,81.165,0.379,3.017,42.202,41.009,38.354,661.272
Cheal-G1,795.7,8.5,9.238,2.12,129.178,82.091,0.386,3.03,34.748,33.99,32.285,661.334
Cheal-G1,795.8,8.5,9.213,2.122,127.17,82.653,0.388,3.103,33.39,32.782,31.404,661.396
Cheal-G1,795.9,8.5,9.181,2.129,125.333,81.627,0.39,3.207,33.225,32.637,31.305,661.458
Cheal-G1,796,8.5,9.144,2.141,123.698,79.737,0.391,3.335,30.569,30.019,28.773,661.52
Cheal-G1,796.1,8.5,9.114,2.153,123.109,77.669,0.393,3.381,29.484,28.955,27.756,661.58
Cheal-G1,796.2,8.5,9.099,2.16,123.069,76.635,0.396,3.382,34.539,33.804,32.149,661.64
Cheal-G1,796.3,8.5,9.106,2.161,124.111,76.114,0.397,3.261,46.393,45.05,42.067,661.7
Cheal-G1,796.4,8.5,9.125,2.157,125.457,76.026,0.393,3.128,49.836,47.807,43.387,661.76
Cheal-G1,796.5,8.5,9.149,2.152,127.071,75.058,0.384,2.97,41.959,39.567,34.503,661.82
Cheal-G1,796.6,8.5,9.166,2.145,127.803,74.194,0.371,2.888,41.966,38.711,32.065,661.882
Cheal-G1,796.7,8.5,9.17,2.145,128.16,74.343,0.359,2.831,43.332,39.111,30.792,661.944
Cheal-G1,796.8,8.5,9.161,2.145,127.765,74.441,0.351,2.872,46.38,41.326,31.574,662.006
Cheal-G1,796.9,8.5,9.14,2.148,127.205,74.56,0.353,2.922,50.215,44.559,33.716,662.068
Cheal-G1,797,8.5,9.116,2.143,126.435,73.697,0.361,3,50.965,45.376,34.604,662.13
Cheal-G1,797.1,8.5,9.118,2.138,125.896,73.37,0.374,3.044,42.291,37.985,29.566,662.192
Cheal-G1,797.2,8.5,9.164,2.132,125.588,71.845,0.384,3.086,51.172,46.586,37.422,662.254
Cheal-G1,797.3,8.5,9.245,2.133,125.597,70.802,0.39,3.089,54.094,49.718,40.835,662.316
Cheal-G1,797.4,8.5,9.329,2.137,125.528,69.578,0.387,3.067,54.455,50.216,41.563,662.378
Cheal-G1,797.5,8.5,9.405,2.144,125.33,69.675,0.38,3.028,47.952,44.13,36.355,662.44
Cheal-G1,797.6,8.5,9.472,2.149,124.938,70.889,0.371,2.992,44.032,40.291,32.75,662.502
Cheal-G1,797.7,8.5,9.533,2.155,124.489,71.976,0.365,2.98,41.145,37.434,30.024,662.564
Cheal-G1,797.8,8.5,9.583,2.161,123.994,73.619,0.362,2.965,41.027,37.093,29.318,662.626
Cheal-G1,797.9,8.5,9.621,2.169,123.645,75.209,0.365,2.992,41.925,37.772,29.613,662.688
Cheal-G1,798,8.5,9.642,2.175,123.548,76.502,0.371,3.024,36.94,33.175,25.815,662.75
Cheal-G1,798.1,8.5,9.654,2.178,123.832,76.36,0.381,3.085,30.065,26.992,20.988,662.81
Cheal-G1,798.2,8.5,9.695,2.172,124.43,76.164,0.39,3.113,32.362,29.079,22.656,662.87
Cheal-G1,798.3,8.5,9.782,2.161,125.279,76.708,0.402,3.128,48.53,43.796,34.469,662.93
Cheal-G1,798.4,8.5,9.899,2.146,126.239,76.392,0.409,3.121,58.28,52.893,42.18,662.99
Cheal-G1,798.5,8.5,10.008,2.136,127.157,76.742,0.412,3.131,49.805,45.508,36.869,663.05
Cheal-G1,798.6,8.5,10.078,2.132,127.828,77.249,0.403,3.125,44.75,41.054,33.574,663.112
Cheal-G1,798.7,8.5,10.089,2.132,128.189,79.038,0.389,3.124,43.731,40.06,32.649,663.174
Cheal-G1,798.8,8.5,10.005,2.133,128.294,78.07,0.374,3.107,46.34,42.081,33.603,663.236
Cheal-G1,798.9,8.5,9.812,2.135,128.185,77.473,0.366,3.08,51.35,46.023,35.643,663.298
Cheal-G1,799,8.5,9.562,2.137,127.934,76.904,0.364,3.017,49.364,43.793,33.118,663.36
Cheal-G1,799.1,8.5,9.354,2.135,127.606,77.714,0.371,2.942,47.042,41.499,30.973,663.422
Cheal-G1,799.2,8.5,9.25,2.132,127.344,77.645,0.379,2.885,49.657,43.73,32.506,663.484
Cheal-G1,799.3,8.5,9.227,2.133,127.195,79.472,0.388,2.865,56.458,49.669,36.836,663.546
Cheal-G1,799.4,8.5,9.233,2.134,127.185,80.283,0.386,2.873,49.893,43.863,32.477,663.608
Cheal-G1,799.5,8.5,9.235,2.135,127.307,80.735,0.376,2.868,49.462,43.32,31.793,663.67
Cheal-G1,799.6,8.5,9.228,2.137,127.508,80.069,0.357,2.858,54.084,46.971,33.801,663.73
Cheal-G1,799.7,8.5,9.216,2.14,127.724,80.131,0.34,2.833,61.189,52.642,37.058,663.79
Cheal-G1,799.8,8.5,9.206,2.141,127.831,79.544,0.326,2.791,55.002,46.949,32.45,663.85
Cheal-G1,799.9,8.5,9.204,2.138,127.785,79.389,0.322,2.737,59.048,50.22,34.418,663.91
Cheal-G1,800,8.5,9.21,2.136,127.536,79.603,0.329,2.702,58.439,49.643,33.926,663.97
Cheal-G1,800.1,8.5,9.219,2.134,127.132,79.762,0.346,2.729,54.967,46.792,32.136,664.032
Cheal-G1,800.2,8.5,9.227,2.141,126.574,79.913,0.365,2.777,50.411,42.884,29.407,664.094
Cheal-G1,800.3,8.5,9.23,2.148,125.937,79.644,0.383,2.832,48.058,40.938,28.16,664.156
Cheal-G1,800.4,8.5,9.229,2.16,125.311,80.315,0.393,2.865,48.214,41.012,28.116,664.218
Cheal-G1,800.5,8.5,9.23,2.164,124.825,80.34,0.396,2.891,48.085,40.752,27.7,664.28
Cheal-G1,800.6,8.5,9.236,2.168,124.472,80.855,0.391,2.903,47.872,40.256,26.869,664.342
Cheal-G1,800.7,8.5,9.247,2.168,124.156,81.001,0.38,2.9,47.055,39.447,26.139,664.4041
Cheal-G1,800.8,8.5,9.257,2.172,123.668,81.438,0.368,2.939,40.185,33.621,22.177,664.466
Cheal-G1,800.9,8.5,9.269,2.18,122.831,81.88,0.36,3.035,31.047,25.954,17.085,664.528
Cheal-G1,801,8.5,9.286,2.196,121.543,83.586,0.356,3.196,32.194,26.844,17.566,664.59
Cheal-G1,801.1,8.5,9.325,2.217,119.896,85.497,0.352,3.361,43.432,36.283,23.848,664.652
Cheal-G1,801.2,8.5,9.395,2.239,118.173,88.479,0.349,3.51,48.485,40.566,26.759,664.7141
Cheal-G1,801.3,8.5,9.472,2.259,116.706,93.656,0.345,3.615,44.266,37.127,24.63,664.776
Cheal-G1,801.4,8.5,9.507,2.275,115.698,99.031,0.342,3.674,42.282,35.583,23.793,664.838
Cheal-G1,801.5,8.5,9.482,2.29,115.174,103.454,0.343,3.661,40.209,34.054,23.111,664.9
Cheal-G1,801.6,8.5,9.423,2.302,115.058,106.828,0.35,3.624,39.597,33.716,23.168,664.96
Cheal-G1,801.7,8.5,9.363,2.313,115.168,109.918,0.361,3.588,39.992,34.189,23.715,665.02
Cheal-G1,801.8,8.5,9.317,2.316,115.366,112.388,0.372,3.598,41.009,35.135,24.495,665.08
Cheal-G1,801.9,8.5,9.288,2.316,115.553,113.535,0.38,3.614,39.884,34.207,23.908,665.14
Cheal-G1,802,8.5,9.278,2.309,115.698,115.188,0.383,3.649,38.196,32.826,23.051,665.2
Cheal-G1,802.1,8.5,9.276,2.303,115.756,115.403,0.379,3.658,37.042,31.929,22.577,665.262
Cheal-G1,802.2,8.5,9.276,2.296,115.675,116.045,0.374,3.674,37.386,32.356,23.096,665.324
Cheal-G1,802.3,8.5,9.279,2.294,115.472,114.067,0.367,3.66,39.039,33.955,24.52,665.386
Cheal-G1,802.4,8.5,9.286,2.295,115.156,113.988,0.363,3.662,40.08,35.063,25.664,665.448
Cheal-G1,802.5,8.5,9.298,2.3,114.802,111.471,0.359,3.67,38.649,33.964,25.122,665.51
Cheal-G1,802.6,8.5,9.314,2.303,114.438,110.512,0.359,3.701,35.848,31.561,23.446,665.572
Cheal-G1,802.7,8.5,9.328,2.31,114.149,108.172,0.359,3.709,33.442,29.433,21.849,665.634
Cheal-G1,802.8,8.5,9.339,2.317,113.919,108.273,0.361,3.692,32.539,28.595,21.152,665.696
Cheal-G1,802.9,8.5,9.343,2.324,113.762,106.676,0.358,3.646,33.534,29.406,21.642,665.758
Cheal-G1,803,8.5,9.345,2.325,113.609,106.758,0.356,3.591,33.661,29.456,21.574,665.82
Cheal-G1,803.1,8.5,9.345,2.326,113.455,107.821,0.356,3.526,32.991,28.839,21.071,665.882
Cheal-G1,803.2,8.5,9.344,2.323,113.242,111.362,0.361,3.488,31.806,27.789,20.278,665.944
Cheal-G1,803.3,8.5,9.341,2.321,112.999,113.189,0.365,3.473,32.681,28.531,20.781,666.006
Cheal-G1,803.4,8.5,9.328,2.317,112.702,113.242,0.37,3.472,34.49,30.09,21.884,666.068
Cheal-G1,803.5,8.5,9.302,2.318,112.45,112.71,0.373,3.445,35.579,31.028,22.545,666.13
Cheal-G1,803.6,8.5,9.268,2.319,112.278,111.411,0.371,3.432,35.378,30.864,22.444,666.19
Cheal-G1,803.7,8.5,9.242,2.323,112.266,109.298,0.359,3.426,35.14,30.675,22.339,666.25
Cheal-G1,803.8,8.5,9.231,2.322,112.374,106.359,0.344,3.415,36.342,31.759,23.188,666.31
Cheal-G1,803.9,8.5,9.228,2.321,112.593,106.202,0.329,3.406,37.303,32.63,23.877,666.37
Cheal-G1,804,8.5,9.22,2.32,112.812,107.025,0.317,3.419,38.028,33.303,24.437,666.43
Cheal-G1,804.1,8.5,9.208,2.322,112.992,108.673,0.31,3.463,38.464,33.715,24.791,666.492
Cheal-G1,804.2,8.5,9.19,2.323,113.06,109.022,0.31,3.514,38.422,33.705,24.83,666.554
Cheal-G1,804.3,8.5,9.169,2.326,113.053,110.743,0.313,3.583,38.811,34.059,25.111,666.616
Cheal-G1,804.4,8.5,9.151,2.333,112.993,110.945,0.317,3.617,39.147,34.37,25.367,666.678
Cheal-G1,804.5,8.5,9.136,2.339,112.948,110.179,0.322,3.607,40.053,35.188,26.01,666.74
Cheal-G1,804.6,8.5,9.123,2.34,112.927,107.687,0.323,3.516,40.396,35.561,26.412,666.802
Cheal-G1,804.7,8.5,9.107,2.338,112.962,106.321,0.323,3.412,39.936,35.304,26.478,666.864
Cheal-G1,804.8,8.5,9.086,2.336,112.677,105.288,0.321,3.287,38.462,34.212,26.031,666.926
Cheal-G1,804.9,8.5,9.063,2.333,111.899,106.592,0.318,3.2,39.446,35.304,27.251,666.988
Cheal-G1,805,8.5,9.042,2.328,110.686,108.005,0.315,3.137,41.431,37.186,28.897,667.05
Cheal-G1,805.1,8.5,9.024,2.324,109.187,111.706,0.313,3.096,42.356,37.994,29.483,667.112
Cheal-G1,805.2,8.5,9.01,2.322,107.563,112.667,0.31,3.056,42.34,37.832,29.092,667.174
Cheal-G1,805.3,8.5,8.999,2.318,106.123,113.303,0.308,3.051,41.832,37.182,28.245,667.236
Cheal-G1,805.4,8.5,8.997,2.313,105.275,111.355,0.304,3.045,45.035,39.416,28.882,667.298
Cheal-G1,805.5,8.5,9.004,2.306,105.026,109.669,0.301,3.046,51.502,44.275,31.111,667.36
Cheal-G1,805.6,8.5,9.012,2.297,105.307,106.27,0.297,3.059,56.361,47.325,31.479,667.42
Cheal-G1,805.7,8.5,9.008,2.284,105.037,103.567,0.295,3.069,62.975,51.806,32.85,667.48
Cheal-G1,805.8,8.5,8.989,2.269,104.283,100.056,0.294,3.075,69.585,55.858,33.452,667.54
Cheal-G1,805.9,8.5,8.965,2.255,101.864,96.318,0.297,3.086,68.441,54.309,31.659,667.6
Cheal-G1,806,8.5,8.95,2.241,98.069,91.255,0.297,3.104,70.591,55.85,32.335,667.66
Cheal-G1,806.1,8.5,8.944,2.234,92.275,85.698,0.294,3.112,72.644,58.027,34.353,667.722
Cheal-G1,806.2,8.5,8.949,2.241,86.463,81.633,0.283,3.134,53.84,43.455,26.358,667.784
Cheal-G1,806.3,8.5,8.969,2.272,80.732,77.917,0.267,3.179,25.236,20.769,13.182,667.8459
Cheal-G1,806.4,8.5,9.001,2.321,77.113,74.791,0.244,3.275,20.542,17.3,11.588,667.908
Cheal-G1,806.5,8.5,9.031,2.379,75.605,71.304,0.221,3.399,44.409,38.379,27.304,667.97
Cheal-G1,806.6,8.5,9.044,2.431,77.363,68.756,0.202,3.562,134.708,118.979,89.054,668.032
Cheal-G1,806.7,8.5,9.037,2.456,81.091,66.89,0.193,3.635,118.26,106.345,83.005,668.094
Cheal-G1,806.8,8.5,9.004,2.444,86.492,66.832,0.196,3.576,67.498,61.232,48.782,668.156
Cheal-G1,806.9,8.5,8.949,2.401,92.632,68.412,0.209,3.381,27.22,24.603,19.432,668.218
Cheal-G1,807,8.5,8.908,2.342,99.334,71.09,0.229,3.164,27.857,24.788,18.879,668.28
Cheal-G1,807.1,8.5,8.899,2.281,105.569,74.499,0.252,2.929,50.237,43.798,31.802,668.342
Cheal-G1,807.2,8.5,8.921,2.236,111.164,77.068,0.275,2.776,74.912,64.212,44.816,668.4041
Cheal-G1,807.3,8.5,8.966,2.208,115.7,79.089,0.296,2.708,75.139,63.719,43.372,668.466
Cheal-G1,807.4,8.5,9.033,2.193,120.139,80.079,0.314,2.717,70.579,59.805,40.633,668.528
Cheal-G1,807.5,8.5,9.134,2.185,124.281,84.135,0.327,2.728,73.58,62.805,43.405,668.59
Cheal-G1,807.6,8.5,9.241,2.183,128.087,87.663,0.335,2.74,70.951,61.473,43.994,668.65
Cheal-G1,807.7,8.5,9.324,2.181,130.843,90.328,0.339,2.769,65.843,57.834,42.732,668.71
Cheal-G1,807.8,8.5,9.36,2.178,132.795,88.538,0.338,2.833,62.918,55.935,42.508,668.77
Cheal-G1,807.9,8.5,9.362,2.172,132.935,87.223,0.333,2.919,61.768,55.297,42.713,668.83
Cheal-G1,808,8.5,9.365,2.168,131.232,83.299,0.33,3.028,60.331,54.254,42.347,668.89
Cheal-G1,808.1,8.5,9.384,2.163,128.506,80.908,0.329,3.138,59.105,53.179,41.559,668.952
Cheal-G1,808.2,8.5,9.406,2.16,126.203,78.776,0.329,3.239,55.856,50.213,39.165,669.014
Cheal-G1,808.3,8.5,9.42,2.159,124.617,80.939,0.329,3.293,54.295,48.663,37.688,669.076
Cheal-G1,808.4,8.5,9.446,2.166,123.606,82.547,0.328,3.302,54.528,48.692,37.387,669.138
Cheal-G1,808.5,8.5,9.503,2.17,123.191,83.722,0.328,3.248,54.75,48.611,36.831,669.2
