DEPT,TENS,CALI,BS,GR:1,GR:2,GR:3,PEFZ,RLA5,RLA0,RLA2,RXOZ,TNPH:1,RSOZ,RLA3,TNPH:2,RT,DT,RLA1,RXO,RLA4,NPHI,GR:4,RHOZ
2334.311,5372.734,9.119,8.5,138.156,119.821,140.304,3.346,5.097,0.082,4.378,3.838,0.336,0.0,4.476,0.336,5.201,95.026,4.408,3.159,4.576,0.334,120.101,2.47
2334.463,5335.867,9.109,8.5,141.495,123.231,142.903,3.38,5.106,0.082,4.392,3.808,0.353,0.0,4.493,0.353,5.211,94.538,4.423,3.162,4.594,0.332,131.055,2.479
2334.616,5362.5,9.096,8.5,141.168,125.484,141.124,3.369,5.077,0.082,4.332,3.761,0.355,0.0,4.452,0.355,5.205,94.468,4.373,3.118,4.569,0.326,118.523,2.453
2334.768,5388.268,9.109,8.5,140.105,124.567,139.491,3.364,5.066,0.082,4.315,3.723,0.347,0.0,4.441,0.347,5.21,94.251,4.348,3.109,4.559,0.327,127.006,2.449
2334.92,5410.812,9.081,8.5,138.695,128.142,139.327,3.327,5.054,0.082,4.298,3.693,0.352,0.0,4.421,0.352,5.185,94.519,4.345,3.095,4.545,0.324,128.283,2.442
2335.073,5374.734,9.077,8.5,136.658,126.72,137.415,3.288,4.997,0.082,4.238,3.665,0.349,0.0,4.362,0.349,5.134,95.069,4.292,3.048,4.503,0.313,130.239,2.452
2335.225,5310.801,9.084,8.5,135.937,120.965,133.287,3.244,4.973,0.081,4.208,3.671,0.339,0.0,4.325,0.339,5.098,95.261,4.273,3.032,4.471,0.306,121.663,2.443
2335.378,5304.733,9.09,8.5,134.458,117.665,137.109,3.246,5.046,0.081,4.237,3.677,0.327,0.0,4.364,0.327,5.202,95.365,4.292,3.062,4.519,0.322,110.644,2.44
2335.53,5447.534,9.081,8.5,132.764,117.648,132.89,3.264,5.01,0.08,4.228,3.666,0.341,0.0,4.352,0.341,5.148,95.366,4.288,3.048,4.496,0.325,118.791,2.437
2335.682,5607.063,9.109,8.5,133.261,125.819,128.499,3.281,4.983,0.08,4.206,3.627,0.345,0.0,4.329,0.345,5.124,95.248,4.263,3.031,4.475,0.338,121.01,2.436
2335.835,5559.687,9.135,8.5,132.642,125.794,138.057,3.302,4.971,0.08,4.197,3.631,0.358,0.0,4.325,0.358,5.116,95.095,4.249,3.028,4.463,0.331,136.662,2.442
2335.987,5450.801,9.147,8.5,133.217,128.718,130.979,3.339,5.031,0.08,4.24,3.674,0.342,0.0,4.363,0.342,5.194,95.148,4.279,3.062,4.512,0.333,119.477,2.455
2336.14,5349.5,9.128,8.5,133.152,125.152,130.117,3.374,4.884,0.079,4.113,3.57,0.352,0.019,4.235,0.352,5.03,94.666,4.169,2.958,4.387,0.331,131.537,2.467
2336.292,5340.334,9.119,8.5,134.616,120.839,138.313,3.394,4.901,0.079,4.139,3.584,0.36,0.024,4.256,0.36,5.019,95.091,4.216,2.98,4.412,0.34,124.085,2.475
2336.444,5397.0,9.09,8.5,133.953,116.419,135.216,3.378,5.047,0.079,4.242,3.518,0.372,0.029,4.375,0.372,5.211,95.167,4.306,3.039,4.544,0.342,107.197,2.47
2336.597,5405.801,9.071,8.5,134.755,110.642,128.298,3.347,4.532,0.079,3.8,3.571,0.371,0.013,3.941,0.37,4.686,94.763,3.859,2.738,4.078,0.324,118.401,2.459
2336.749,5407.75,9.052,8.5,133.388,114.27,141.054,3.3,4.737,0.078,3.977,3.526,0.345,0.012,4.128,0.345,4.896,96.625,4.037,2.87,4.263,0.303,107.103,2.445
2336.902,5419.932,9.071,8.5,136.52,115.463,131.325,3.284,4.873,0.08,4.118,3.577,0.319,0.002,4.25,0.319,5.058,96.329,4.136,2.966,4.389,0.301,117.488,2.442
2337.054,5376.533,9.052,8.5,132.85,115.706,137.271,3.277,4.82,0.08,4.091,3.652,0.316,0.002,4.206,0.316,4.996,96.241,4.098,2.953,4.344,0.308,121.621,2.443
2337.206,5377.201,9.052,8.5,129.573,115.574,129.803,3.287,4.946,0.08,4.21,3.737,0.328,0.0,4.331,0.328,5.107,95.728,4.232,3.025,4.468,0.324,108.099,2.439
2337.359,5367.601,9.052,8.5,131.212,110.788,121.389,3.29,4.865,0.08,4.152,3.822,0.343,0.0,4.264,0.343,4.983,95.237,4.206,2.972,4.396,0.317,116.342,2.428
2337.511,5440.188,9.033,8.5,136.029,114.239,142.074,3.298,4.549,0.079,3.868,3.519,0.34,0.006,3.979,0.34,4.671,96.63,3.923,2.76,4.109,0.353,108.02,2.42
2337.664,5446.867,9.052,8.5,138.658,116.521,144.836,3.296,4.213,0.079,3.594,3.28,0.371,0.009,3.699,0.371,4.283,96.692,3.664,2.606,3.81,0.359,118.715,2.421
2337.816,5386.4,9.014,8.5,139.824,120.306,128.748,3.294,4.817,0.081,4.113,3.284,0.377,0.006,4.23,0.377,4.919,97.862,4.181,2.945,4.362,0.362,123.394,2.421
2337.968,5359.4,9.058,8.5,137.434,113.523,146.261,3.305,4.853,0.081,4.144,3.662,0.384,0.0,4.259,0.383,4.944,97.977,4.221,2.969,4.39,0.328,119.3,2.434
2338.121,5353.643,9.058,8.5,137.812,112.318,136.929,3.345,4.937,0.08,4.193,3.779,0.352,0.0,4.31,0.352,5.067,96.964,4.242,3.02,4.445,0.309,97.747,2.452
2338.273,5347.868,9.071,8.5,132.46,112.238,130.189,3.375,4.95,0.081,4.23,3.768,0.33,0.0,4.329,0.33,5.102,97.038,4.237,3.046,4.464,0.302,120.062,2.474
2338.426,5371.068,9.071,8.5,130.451,117.201,130.189,3.373,4.894,0.081,4.192,3.743,0.312,0.0,4.306,0.312,5.008,95.967,4.234,3.014,4.421,0.306,119.136,2.475
2338.578,5385.667,9.071,8.5,131.586,116.321,132.302,3.352,4.962,0.081,4.236,3.815,0.317,0.0,4.367,0.317,5.088,95.781,4.288,3.035,4.484,0.307,112.687,2.456
2338.73,5417.534,9.052,8.5,136.02,111.256,133.49,3.324,4.933,0.08,4.207,3.886,0.321,0.0,4.322,0.321,5.043,95.741,4.268,3.022,4.454,0.315,117.331,2.438
2338.883,5454.0,9.042,8.5,135.58,112.716,143.645,3.316,5.054,0.081,4.313,3.943,0.325,0.0,4.424,0.326,5.174,95.426,4.364,3.097,4.561,0.305,104.13,2.439
2339.035,5399.2,9.052,8.5,135.508,113.174,129.709,3.344,5.132,0.082,4.389,3.979,0.317,0.0,4.492,0.318,5.26,95.588,4.425,3.156,4.634,0.32,117.111,2.459
2339.188,5414.933,9.052,8.5,127.692,122.733,133.113,3.387,5.211,0.082,4.46,3.957,0.328,0.0,4.565,0.33,5.332,95.522,4.502,3.204,4.702,0.307,118.574,2.479
2339.34,5441.867,9.052,8.5,128.322,120.667,120.253,3.426,5.194,0.083,4.433,3.949,0.317,0.0,4.542,0.318,5.326,95.57,4.464,3.196,4.668,0.303,131.551,2.487
2339.492,5369.732,9.071,8.5,127.918,121.315,131.704,3.427,5.229,0.083,4.472,3.988,0.313,0.0,4.578,0.313,5.354,95.608,4.506,3.224,4.703,0.293,111.635,2.48
2339.645,5445.934,9.081,8.5,131.756,119.753,131.754,3.414,5.279,0.082,4.511,4.059,0.304,0.0,4.612,0.304,5.395,95.243,4.554,3.249,4.745,0.309,121.013,2.47
2339.797,5420.933,9.071,8.5,130.568,126.166,131.705,3.358,5.306,0.081,4.534,4.138,0.323,0.0,4.641,0.323,5.403,94.872,4.594,3.268,4.762,0.31,127.187,2.459
2339.95,5413.467,9.071,8.5,132.335,123.895,128.297,3.324,5.323,0.082,4.551,4.148,0.322,0.0,4.658,0.322,5.437,94.501,4.595,3.279,4.781,0.307,128.212,2.454
2340.102,5448.8,9.084,8.5,136.821,116.045,137.074,3.322,5.351,0.082,4.58,4.152,0.326,0.0,4.682,0.327,5.48,94.187,4.61,3.296,4.815,0.309,113.576,2.455
2340.254,5458.267,9.09,8.5,141.781,112.771,145.063,3.348,5.325,0.082,4.565,4.096,0.334,0.0,4.669,0.334,5.45,94.213,4.592,3.286,4.786,0.327,104.144,2.454
2340.407,5405.068,9.109,8.5,139.87,113.908,143.282,3.352,5.262,0.082,4.509,4.068,0.349,0.0,4.621,0.349,5.37,94.252,4.553,3.25,4.731,0.335,120.657,2.454
2340.559,5391.535,9.116,8.5,133.84,120.391,131.187,3.352,5.526,0.082,4.729,4.234,0.356,0.004,4.845,0.355,5.657,93.885,4.764,3.405,4.969,0.323,116.873,2.443
2340.712,5448.4,9.109,8.5,132.163,119.701,126.982,3.345,5.519,0.082,4.756,4.304,0.338,0.006,4.866,0.339,5.611,93.997,4.809,3.411,4.974,0.298,123.581,2.443
2340.864,5475.199,9.096,8.5,135.25,118.57,138.281,3.354,5.37,0.082,4.615,4.293,0.318,0.008,4.721,0.318,5.476,94.159,4.655,3.317,4.829,0.289,118.617,2.451
2341.016,5489.333,9.109,8.5,141.513,115.696,140.628,3.35,5.211,0.081,4.479,4.079,0.312,0.0,4.584,0.312,5.304,94.299,4.532,3.216,4.698,0.294,113.635,2.47
2341.169,5428.0,9.109,8.5,147.198,113.907,145.556,3.345,5.163,0.081,4.448,4.066,0.314,0.011,4.558,0.314,5.242,94.935,4.511,3.194,4.663,0.304,114.776,2.47
2341.321,5444.533,9.119,8.5,151.301,115.6,155.471,3.322,5.131,0.082,4.432,3.991,0.319,0.003,4.534,0.319,5.221,95.07,4.48,3.175,4.649,0.302,113.355,2.461
2341.474,5430.6,9.128,8.5,147.947,116.992,152.879,3.32,5.118,0.082,4.422,3.994,0.317,0.002,4.522,0.317,5.22,95.119,4.459,3.165,4.641,0.301,118.67,2.452
2341.626,5419.667,9.128,8.5,142.51,122.355,135.43,3.344,5.136,0.081,4.428,3.975,0.325,0.0,4.532,0.325,5.251,94.869,4.461,3.169,4.655,0.286,118.908,2.455
2341.778,5424.934,9.109,8.5,141.261,123.381,139.111,3.388,5.108,0.081,4.425,4.064,0.302,0.0,4.526,0.302,5.201,94.673,4.465,3.167,4.641,0.287,129.387,2.468
2341.931,5419.467,9.109,8.5,141.892,122.083,149.347,3.396,5.21,0.081,4.488,4.021,0.296,0.0,4.607,0.296,5.344,94.397,4.517,3.206,4.727,0.279,122.27,2.471
2342.083,5452.467,9.16,8.5,143.076,118.421,137.505,3.386,5.164,0.08,4.451,4.013,0.29,0.0,4.573,0.29,5.31,94.278,4.467,3.18,4.687,0.307,115.157,2.468
2342.236,5435.934,9.179,8.5,140.4,118.753,142.174,3.357,5.194,0.079,4.469,3.985,0.326,0.0,4.594,0.326,5.358,94.135,4.478,3.188,4.714,0.301,118.007,2.463
2342.388,5427.666,9.205,8.5,142.069,120.368,141.562,3.337,5.022,0.078,4.331,3.91,0.324,0.0,4.442,0.324,5.148,94.259,4.363,3.085,4.569,0.302,122.916,2.467
2342.54,5425.6,9.211,8.5,142.487,120.812,142.36,3.333,5.031,0.077,4.323,3.74,0.317,0.007,4.445,0.317,5.168,94.626,4.359,3.08,4.576,0.288,121.209,2.468
2342.693,5428.934,9.23,8.5,140.837,121.544,143.613,3.322,5.021,0.077,4.316,3.781,0.307,0.009,4.43,0.307,5.144,94.736,4.359,3.074,4.561,0.297,119.489,2.454
2342.845,5461.266,9.218,8.5,142.54,120.352,135.544,3.315,4.99,0.077,4.286,3.747,0.319,0.012,4.404,0.319,5.11,95.094,4.335,3.051,4.535,0.299,125.112,2.445
2342.998,5450.801,9.234,8.5,139.204,118.532,147.825,3.317,4.944,0.077,4.246,3.792,0.319,0.004,4.364,0.319,5.081,95.073,4.283,3.021,4.499,0.299,116.589,2.438
2343.15,5450.068,9.234,8.5,140.331,117.063,133.345,3.353,4.946,0.076,4.26,3.814,0.319,0.004,4.378,0.319,5.057,95.147,4.312,3.03,4.504,0.304,113.816,2.451
2343.302,5462.601,9.243,8.5,139.241,120.916,139.877,3.386,5.016,0.076,4.312,3.84,0.321,0.0,4.436,0.321,5.139,95.3,4.362,3.062,4.567,0.317,120.829,2.455
2343.455,5477.067,9.243,8.5,140.893,121.685,144.45,3.406,5.019,0.076,4.317,3.815,0.335,0.0,4.439,0.335,5.131,95.386,4.376,3.066,4.573,0.323,128.061,2.464
2343.607,5448.267,9.243,8.5,140.004,123.798,138.353,3.401,5.026,0.075,4.326,3.674,0.338,0.0,4.46,0.338,5.153,95.377,4.377,3.066,4.589,0.313,116.164,2.467
2343.76,5416.0,9.249,8.5,136.101,121.598,137.245,3.377,5.052,0.074,4.342,3.662,0.335,0.011,4.477,0.335,5.155,95.411,4.418,3.078,4.604,0.301,127.201,2.46
2343.912,5483.733,9.262,8.5,138.842,124.202,132.738,3.329,5.02,0.074,4.317,3.721,0.323,0.011,4.445,0.323,5.111,95.667,4.402,3.061,4.577,0.28,121.21,2.448
2344.064,5441.267,9.31,8.5,137.584,121.999,146.757,3.314,4.963,0.073,4.278,3.909,0.298,0.004,4.403,0.298,5.029,95.531,4.38,3.04,4.533,0.273,124.115,2.441
2344.217,5490.799,9.383,8.5,140.365,118.784,133.394,3.322,4.925,0.073,4.247,4.034,0.288,0.005,4.367,0.288,4.996,95.676,4.337,3.02,4.496,0.28,121.029,2.449
2344.369,5477.856,9.39,8.5,138.868,116.75,140.521,3.328,5.03,0.073,4.336,4.069,0.303,0.005,4.452,0.302,5.101,95.923,4.429,3.081,4.591,0.282,111.367,2.456
2344.522,5429.734,9.396,8.5,139.479,115.539,142.669,3.331,5.032,0.074,4.334,4.084,0.296,0.002,4.451,0.295,5.082,96.23,4.446,3.087,4.583,0.295,118.344,2.451
2344.674,5419.071,9.402,8.5,140.85,122.499,135.543,3.332,4.966,0.072,4.283,4.028,0.303,0.0,4.396,0.301,5.01,96.569,4.397,3.055,4.528,0.299,117.58,2.442
2344.826,5429.801,9.482,8.5,143.611,126.479,145.087,3.358,4.956,0.072,4.276,3.992,0.314,0.001,4.391,0.314,5.006,96.661,4.377,3.054,4.508,0.329,132.631,2.435
2344.979,5435.934,9.473,8.5,145.479,129.765,150.032,3.37,5.007,0.072,4.333,3.908,0.35,0.0,4.443,0.35,5.05,96.665,4.431,3.102,4.554,0.318,129.481,2.448
2345.131,5420.357,9.409,8.5,138.199,123.117,141.204,3.373,5.015,0.073,4.353,3.862,0.334,0.001,4.471,0.334,5.033,96.555,4.468,3.145,4.566,0.314,126.912,2.467
2345.284,5441.734,9.371,8.5,135.304,117.596,123.747,3.368,5.059,0.073,4.399,3.864,0.333,0.001,4.508,0.333,5.103,96.419,4.484,3.154,4.601,0.31,113.11,2.473
2345.436,5468.214,9.422,8.5,131.041,114.5,141.663,3.349,5.034,0.073,4.378,3.879,0.331,0.001,4.467,0.331,5.123,96.241,4.413,3.116,4.579,0.323,113.187,2.453
2345.588,5423.934,9.434,8.5,134.437,118.037,127.524,3.359,4.983,0.073,4.344,3.883,0.345,0.004,4.426,0.345,5.092,95.879,4.352,3.089,4.536,0.336,117.034,2.443
2345.741,5425.134,9.463,8.5,135.105,117.48,134.207,3.392,4.975,0.073,4.306,3.802,0.36,0.004,4.403,0.36,5.052,96.087,4.365,3.067,4.52,0.329,123.939,2.454
2345.893,5467.533,9.434,8.5,133.284,116.882,143.272,3.432,4.978,0.072,4.272,3.783,0.355,0.02,4.38,0.355,5.042,95.911,4.366,3.037,4.505,0.33,111.649,2.477
2346.046,5455.801,9.517,8.5,133.601,117.123,122.939,3.46,4.87,0.071,4.186,3.818,0.342,0.026,4.288,0.343,4.914,95.524,4.285,2.997,4.406,0.3,116.194,2.48
2346.198,5445.713,9.444,8.5,128.34,120.062,133.719,3.488,5.107,0.074,4.384,3.998,0.295,0.029,4.498,0.296,5.171,95.308,4.479,3.128,4.62,0.285,123.462,2.481
2346.35,5467.733,9.367,8.5,130.37,118.185,128.327,3.513,5.307,0.076,4.554,4.141,0.281,0.007,4.668,0.282,5.393,93.71,4.632,3.245,4.796,0.282,120.031,2.485
2346.503,5468.333,9.234,8.5,127.104,112.278,128.774,3.523,5.543,0.077,4.749,4.225,0.288,0.001,4.882,0.288,5.694,92.799,4.785,3.39,5.01,0.3,110.202,2.501
2346.655,5450.801,9.157,8.5,130.885,108.228,124.573,3.527,5.778,0.08,4.933,4.236,0.313,0.0,5.085,0.313,6.053,92.312,4.894,3.526,5.232,0.297,106.269,2.513
2346.808,5424.799,9.224,8.5,134.854,107.439,140.149,3.533,5.459,0.08,4.619,4.071,0.315,0.004,4.769,0.315,5.767,92.176,4.579,3.41,4.914,0.287,108.84,2.511
2346.96,5429.644,9.198,8.5,139.423,115.337,140.385,3.534,5.346,0.081,4.516,3.972,0.307,0.005,4.668,0.307,5.593,92.608,4.514,3.315,4.815,0.272,106.815,2.496
2347.112,5492.067,9.237,8.5,136.339,121.305,139.078,3.534,5.41,0.081,4.533,3.962,0.292,0.004,4.687,0.292,5.756,92.752,4.513,3.485,4.845,0.291,130.831,2.482
2347.265,5459.071,9.198,8.5,136.072,125.207,130.112,3.534,5.4,0.081,4.55,4.018,0.303,0.0,4.7,0.303,5.696,93.027,4.527,3.371,4.853,0.292,126.077,2.481
2347.417,5409.268,9.224,8.5,135.443,121.138,139.387,3.539,5.466,0.082,4.601,4.071,0.297,0.0,4.739,0.297,5.707,93.265,4.532,3.082,4.896,0.309,119.044,2.487
2347.57,5435.714,9.253,8.5,136.491,116.916,136.31,3.547,5.466,0.083,4.632,4.013,0.319,0.0,4.741,0.319,5.733,92.98,4.499,3.062,4.898,0.296,118.145,2.492
2347.722,5449.133,9.272,8.5,138.251,116.556,132.186,3.546,5.663,0.083,4.789,3.946,0.313,0.0,4.933,0.313,5.958,93.186,4.643,3.129,5.064,0.292,113.25,2.49
2347.874,5473.733,9.291,8.5,136.04,115.302,144.732,3.558,5.472,0.084,4.646,3.892,0.313,0.0,4.779,0.313,5.754,93.303,4.507,3.073,4.905,0.285,118.166,2.486
2348.027,5449.268,9.32,8.5,138.62,117.493,129.896,3.574,5.437,0.084,4.619,3.834,0.307,0.002,4.753,0.307,5.734,93.466,4.478,3.113,4.877,0.296,114.427,2.483
2348.179,5433.666,9.3,8.5,132.512,118.705,140.586,3.584,5.353,0.084,4.559,3.744,0.313,0.002,4.694,0.312,5.668,93.668,4.446,3.255,4.817,0.309,119.66,2.485
2348.332,5466.4,9.358,8.5,135.793,122.604,127.385,3.558,5.257,0.083,4.474,3.68,0.325,0.007,4.605,0.324,5.618,93.787,4.382,3.423,4.731,0.324,122.393,2.491
2348.484,5428.601,9.383,8.5,133.633,126.181,139.526,3.519,5.203,0.084,4.457,3.626,0.341,0.016,4.586,0.34,5.522,94.371,4.345,3.166,4.714,0.321,125.611,2.492
2348.636,5448.6,9.348,8.5,134.225,126.137,133.97,3.485,5.204,0.086,4.474,3.617,0.339,0.031,4.608,0.339,5.502,94.604,4.323,2.971,4.727,0.312,130.236,2.493
2348.789,5458.534,9.32,8.5,133.432,125.128,129.225,3.479,5.248,0.085,4.513,3.59,0.335,0.039,4.65,0.335,5.552,94.569,4.365,3.065,4.766,0.307,122.6,2.496
2348.941,5446.334,9.32,8.5,134.961,119.575,137.255,3.481,5.215,0.083,4.487,3.58,0.323,0.043,4.62,0.324,5.614,94.641,4.348,3.402,4.742,0.31,122.696,2.504
2349.094,5434.374,9.348,8.5,142.008,117.532,138.563,3.488,5.205,0.083,4.482,3.567,0.329,0.042,4.615,0.329,5.561,94.559,4.362,3.334,4.736,0.313,113.56,2.503
2349.246,5483.2,9.396,8.5,137.936,117.599,150.336,3.5,5.164,0.082,4.454,3.545,0.34,0.04,4.591,0.339,5.516,94.535,4.331,3.268,4.709,0.315,116.421,2.495
2349.398,5557.866,9.444,8.5,140.691,120.64,124.882,3.513,5.153,0.082,4.44,3.515,0.347,0.043,4.576,0.345,5.471,94.729,4.332,3.191,4.697,0.332,122.831,2.489
2349.551,5503.75,9.463,8.5,138.365,118.809,145.938,3.519,5.098,0.082,4.409,3.49,0.363,0.044,4.542,0.361,5.382,94.959,4.313,3.124,4.658,0.335,122.541,2.494
2349.703,5444.733,9.616,8.5,144.939,114.215,145.255,3.519,4.975,0.082,4.332,3.519,0.35,0.051,4.45,0.349,5.171,95.507,4.293,3.069,4.565,0.327,111.628,2.505
2349.856,5437.733,9.511,8.5,145.302,118.374,142.686,3.529,5.092,0.082,4.442,3.63,0.344,0.052,4.552,0.343,5.291,95.836,4.398,3.141,4.677,0.316,107.298,2.513
2350.008,5472.933,9.339,8.5,142.775,120.714,148.84,3.549,5.08,0.083,4.424,3.701,0.348,0.052,4.537,0.347,5.247,95.978,4.41,3.129,4.661,0.313,136.029,2.512
2350.16,5513.999,9.32,8.5,142.234,127.352,136.683,3.568,5.093,0.082,4.435,3.657,0.339,0.045,4.545,0.338,5.244,96.016,4.431,3.141,4.664,0.322,119.748,2.504
2350.313,5541.866,9.307,8.5,137.066,123.336,139.859,3.56,5.129,0.081,4.465,3.536,0.345,0.056,4.576,0.345,5.299,95.861,4.447,3.16,4.695,0.318,126.616,2.496
2350.465,5527.067,9.345,8.5,134.973,121.744,133.57,3.517,5.072,0.081,4.427,3.526,0.342,0.057,4.531,0.341,5.198,95.752,4.432,3.146,4.641,0.313,124.504,2.493
2350.618,5492.0,9.348,8.5,139.201,117.293,131.291,3.45,5.109,0.082,4.461,3.516,0.336,0.06,4.574,0.336,5.204,95.811,4.496,3.18,4.673,0.304,114.773,2.491
2350.77,5447.734,9.339,8.5,139.529,110.331,152.665,3.397,5.103,0.082,4.448,3.504,0.328,0.049,4.559,0.328,5.185,95.83,4.498,3.179,4.666,0.298,113.384,2.494
2350.922,5463.867,9.364,8.5,144.908,114.338,134.822,3.385,5.122,0.082,4.467,3.49,0.321,0.049,4.569,0.321,5.193,95.772,4.521,3.198,4.68,0.295,103.212,2.504
2351.075,5492.438,9.281,8.5,142.004,115.593,146.585,3.406,5.124,0.082,4.473,3.539,0.306,0.043,4.571,0.306,5.184,95.604,4.527,3.216,4.67,0.297,125.889,2.513
2351.227,5459.2,9.167,8.5,141.34,123.011,144.38,3.433,5.235,0.081,4.55,3.61,0.305,0.042,4.646,0.305,5.282,95.269,4.627,3.271,4.761,0.302,117.013,2.512
2351.38,5455.268,9.128,8.5,136.566,124.933,133.531,3.44,5.244,0.081,4.532,3.628,0.312,0.046,4.641,0.31,5.307,94.895,4.611,3.247,4.756,0.329,126.047,2.509
2351.532,5483.733,9.128,8.5,139.854,124.069,132.014,3.437,5.291,0.082,4.563,3.599,0.343,0.056,4.674,0.341,5.389,94.781,4.613,3.265,4.789,0.327,131.453,2.507
2351.684,5439.666,9.128,8.5,140.486,126.966,154.016,3.43,5.28,0.082,4.542,3.611,0.356,0.063,4.648,0.353,5.382,94.632,4.592,3.254,4.77,0.323,114.707,2.508
2351.837,5437.868,9.1,8.5,140.952,124.866,135.269,3.439,5.35,0.082,4.589,3.631,0.346,0.067,4.705,0.346,5.457,94.406,4.647,3.288,4.834,0.311,134.584,2.505
2351.989,5456.201,9.065,8.5,140.244,126.078,133.561,3.454,5.398,0.082,4.63,3.688,0.333,0.067,4.751,0.332,5.497,94.174,4.698,3.313,4.878,0.302,124.511,2.5
2352.142,5484.0,9.033,8.5,141.501,120.303,151.899,3.473,5.464,0.082,4.672,3.735,0.317,0.061,4.796,0.316,5.571,93.67,4.746,3.339,4.939,0.295,118.299,2.499
2352.294,5492.312,8.988,8.5,140.234,118.41,138.923,3.49,5.544,0.082,4.73,3.785,0.309,0.056,4.86,0.309,5.676,93.018,4.794,3.383,5.01,0.306,117.17,2.498
2352.446,5443.733,9.014,8.5,129.685,116.719,130.258,3.5,5.572,0.082,4.754,3.86,0.321,0.051,4.888,0.32,5.692,92.48,4.831,3.398,5.035,0.312,119.97,2.493
2352.599,5368.334,9.014,8.5,120.19,114.824,119.687,3.513,5.604,0.082,4.782,3.952,0.325,0.045,4.92,0.325,5.768,92.17,4.822,3.421,5.071,0.315,112.898,2.49
2352.751,5401.813,8.975,8.5,122.945,113.681,110.451,3.513,5.712,0.083,4.868,4.117,0.33,0.034,5.011,0.33,5.901,91.54,4.888,3.489,5.158,0.291,111.431,2.492
2352.904,5486.667,8.985,8.5,126.648,112.603,138.84,3.5,5.838,0.083,5.001,4.174,0.307,0.031,5.138,0.307,6.002,91.277,5.031,3.577,5.278,0.303,116.933,2.496
2353.056,5561.933,8.956,8.5,140.559,116.274,130.042,3.464,5.731,0.083,4.924,4.161,0.322,0.029,5.056,0.322,5.86,91.39,4.978,3.509,5.191,0.312,109.273,2.488
2353.208,5577.732,8.969,8.5,137.439,121.752,152.63,3.433,5.566,0.082,4.759,4.074,0.33,0.026,4.893,0.33,5.69,91.636,4.822,3.405,5.027,0.323,122.861,2.485
2353.361,5489.812,8.956,8.5,141.587,121.432,129.197,3.402,5.481,0.082,4.7,4.018,0.343,0.02,4.815,0.343,5.576,92.163,4.772,3.364,4.95,0.307,133.838,2.483
2353.513,5441.134,8.937,8.5,137.335,117.529,143.396,3.38,5.429,0.081,4.662,3.972,0.327,0.016,4.772,0.327,5.491,92.921,4.755,3.344,4.899,0.305,108.419,2.489
2353.666,5457.999,8.956,8.5,142.215,110.862,140.119,3.358,5.378,0.082,4.63,3.979,0.326,0.008,4.732,0.326,5.446,93.568,4.703,3.328,4.854,0.304,111.798,2.488
2353.818,5478.801,8.918,8.5,141.402,112.445,143.282,3.351,5.387,0.082,4.65,4.049,0.317,0.004,4.744,0.317,5.454,93.7,4.711,3.348,4.856,0.316,112.592,2.484
2353.97,5520.534,8.905,8.5,138.821,116.209,140.951,3.367,5.391,0.082,4.666,4.128,0.335,0.003,4.761,0.335,5.451,93.596,4.731,3.358,4.873,0.314,113.289,2.481
2354.123,5541.201,8.873,8.5,135.508,119.167,132.13,3.381,5.352,0.082,4.65,4.176,0.337,0.002,4.737,0.337,5.404,93.626,4.711,3.352,4.846,0.302,120.947,2.465
2354.275,5507.934,8.87,8.5,134.739,120.136,133.613,3.399,5.36,0.082,4.659,4.178,0.316,0.009,4.752,0.316,5.439,93.577,4.696,3.348,4.859,0.298,121.701,2.454
2354.428,5460.2,8.87,8.5,140.119,117.993,138.493,3.41,5.42,0.081,4.702,4.172,0.309,0.021,4.812,0.309,5.515,93.239,4.74,3.368,4.92,0.292,116.332,2.459
2354.58,5423.401,8.88,8.5,140.426,114.576,148.31,3.408,5.489,0.081,4.757,4.242,0.307,0.021,4.879,0.307,5.59,93.088,4.807,3.394,4.998,0.303,116.084,2.473
2354.732,5456.866,8.87,8.5,136.241,115.441,134.366,3.39,5.455,0.081,4.724,4.34,0.325,0.009,4.851,0.325,5.558,92.883,4.78,3.366,4.972,0.294,111.317,2.482
2354.885,5486.199,8.893,8.5,129.52,117.616,126.224,3.36,5.403,0.081,4.679,4.433,0.311,0.0,4.796,0.31,5.512,92.815,4.725,3.333,4.926,0.288,119.617,2.473
2355.037,5443.933,8.924,8.5,130.193,115.294,127.959,3.347,5.399,0.081,4.68,4.535,0.301,0.0,4.805,0.3,5.503,92.945,4.735,3.333,4.932,0.277,122.422,2.465
2355.19,5488.468,8.912,8.5,129.247,114.024,136.1,3.366,5.453,0.08,4.731,4.698,0.294,0.0,4.851,0.294,5.56,92.552,4.776,3.374,4.979,0.289,104.083,2.46
2355.342,5526.188,8.899,8.5,131.409,112.142,123.628,3.413,5.531,0.079,4.822,4.735,0.309,0.005,4.941,0.308,5.628,92.179,4.877,3.425,5.071,0.296,115.383,2.464
2355.494,5509.8,8.867,8.5,127.357,115.036,133.784,3.461,5.213,0.079,4.566,4.604,0.317,0.011,4.664,0.317,5.286,92.159,4.61,3.273,4.777,0.302,116.675,2.471
2355.647,5503.667,8.873,8.5,132.795,117.375,124.247,3.472,5.281,0.081,4.602,4.421,0.322,0.019,4.711,0.322,5.369,92.215,4.645,3.287,4.82,0.299,112.868,2.482
