DEPT,TENS,CALI,BS,GR:1,GR:2,GR:3,PEFZ,RLA5,RLA0,RLA2,RXOZ,TNPH:1,RSOZ,RLA3,TNPH:2,RT,DT,RLA1,RXO,RLA4,NPHI,GR:4,RHOZ
843.382,2120.53,9.173,8.5,128.671,105.07,126.492,2.874,23.582,0.093,9.276,1.504,0.335,0.016,14.34,0.334,33.062,120.547,4.699,2.006,18.138,0.315,101.524,2.313
843.534,2225.117,9.243,8.5,125.25,110.098,128.889,2.875,23.064,0.094,9.16,1.5,0.327,0.021,14.097,0.328,32.241,121.017,4.624,1.959,17.777,0.305,116.578,2.312
843.686,2265.501,9.243,8.5,123.583,109.335,120.376,2.906,21.549,0.093,8.817,1.489,0.32,0.024,13.373,0.321,30.18,121.334,4.592,1.988,16.709,0.307,111.843,2.303
843.839,2200.765,9.243,8.5,118.089,105.488,121.075,2.914,20.745,0.093,8.645,1.483,0.315,0.026,13.048,0.316,29.077,121.559,4.571,1.989,16.185,0.338,99.018,2.298
843.991,2205.833,9.23,8.5,122.432,100.942,111.678,2.909,20.568,0.094,8.596,1.465,0.347,0.029,12.992,0.346,28.856,122.02,4.547,1.97,16.125,0.348,105.041,2.297
844.144,2186.588,9.186,8.5,119.714,108.719,134.352,2.859,20.595,0.094,8.576,1.457,0.354,0.024,12.992,0.353,28.863,122.179,4.512,1.944,16.123,0.347,98.088,2.307
844.296,2157.824,9.167,8.5,123.308,107.897,113.289,2.855,21.117,0.095,8.777,1.474,0.351,0.027,13.298,0.35,29.561,122.007,4.572,1.955,16.532,0.334,123.424,2.308
844.448,2207.588,9.167,8.5,119.153,108.141,122.66,2.877,21.691,0.096,8.93,1.499,0.347,0.026,13.591,0.347,30.365,121.9,4.601,1.946,17.004,0.337,102.993,2.309
844.601,2191.235,9.224,8.5,121.456,101.233,122.947,2.942,21.355,0.096,8.829,1.495,0.349,0.025,13.431,0.35,30.015,121.36,4.64,1.999,16.761,0.335,98.934,2.309
844.753,2253.222,9.23,8.5,117.566,98.384,121.393,2.971,20.887,0.094,8.769,1.445,0.354,0.021,13.234,0.354,29.405,121.255,4.659,2.026,16.488,0.323,101.52,2.314
844.906,2197.941,9.262,8.5,114.739,105.907,112.397,2.961,20.817,0.093,8.719,1.43,0.344,0.021,13.149,0.345,29.341,121.186,4.633,2.026,16.421,0.323,94.868,2.318
845.058,2156.125,9.243,8.5,113.192,106.429,112.944,2.929,20.259,0.091,8.531,1.42,0.338,0.021,12.857,0.34,28.709,121.056,4.634,2.056,16.094,0.328,121.479,2.32
845.21,2274.833,9.179,8.5,113.421,111.415,115.373,2.91,19.769,0.09,8.356,1.422,0.339,0.024,12.557,0.34,28.021,120.822,4.568,2.041,15.691,0.336,103.632,2.318
845.363,2324.059,9.167,8.5,115.625,107.313,112.211,2.905,20.143,0.088,8.496,1.427,0.34,0.026,12.86,0.341,28.703,120.331,4.596,2.019,16.259,0.331,109.732,2.316
845.515,2192.353,9.224,8.5,116.52,108.806,118.949,2.898,20.904,0.086,8.63,1.434,0.335,0.03,13.108,0.335,29.546,120.09,4.573,2.001,16.482,0.333,108.674,2.321
845.668,2147.063,9.256,8.5,115.241,105.208,117.197,2.901,21.225,0.086,8.735,1.422,0.345,0.044,13.409,0.345,29.967,120.045,4.611,1.991,16.741,0.325,107.741,2.329
845.82,2124.063,9.281,8.5,114.996,99.111,109.492,2.908,21.123,0.086,8.741,1.407,0.337,0.055,13.372,0.336,29.781,120.418,4.599,1.981,16.673,0.331,99.179,2.325
845.972,2164.0,9.243,8.5,115.203,100.281,119.678,2.924,20.953,0.085,8.727,1.388,0.346,0.078,13.305,0.345,29.515,120.881,4.585,1.976,16.55,0.325,90.606,2.316
846.125,2227.063,9.224,8.5,118.326,103.937,117.679,2.924,21.08,0.084,8.764,1.393,0.349,0.077,13.369,0.348,29.714,121.045,4.598,1.989,16.633,0.323,111.498,2.304
846.277,2201.588,9.23,8.5,121.298,109.582,118.599,2.918,21.002,0.083,8.752,1.433,0.351,0.075,13.341,0.35,29.672,121.415,4.653,2.038,16.574,0.318,109.454,2.306
846.43,2215.438,9.262,8.5,122.382,106.764,126.955,2.925,20.928,0.082,8.795,1.455,0.341,0.062,13.327,0.34,29.561,121.287,4.703,2.08,16.501,0.318,107.042,2.309
846.582,2206.765,9.348,8.5,121.256,101.849,122.103,2.96,20.947,0.08,8.785,1.425,0.336,0.06,13.354,0.336,29.588,121.306,4.701,2.079,16.507,0.326,102.368,2.314
846.734,2210.063,9.466,8.5,121.87,103.306,114.739,2.996,21.082,0.079,8.843,1.393,0.342,0.053,13.401,0.341,30.152,121.355,4.706,2.078,17.11,0.322,95.366,2.319
846.887,2274.293,9.575,8.5,121.556,106.616,130.883,3.018,21.616,0.079,9.189,1.356,0.343,0.048,13.793,0.343,30.586,121.475,4.946,2.258,17.026,0.324,112.119,2.317
847.039,2236.823,9.625,8.5,123.874,110.028,119.796,3.027,20.885,0.079,9.143,1.353,0.344,0.051,13.462,0.344,29.551,122.097,5.035,2.381,16.462,0.31,112.695,2.321
847.192,2235.688,9.568,8.5,121.901,108.282,122.16,3.025,20.341,0.076,8.965,1.362,0.318,0.059,13.186,0.319,28.982,122.71,5.04,2.432,16.203,0.315,104.697,2.322
847.344,2181.118,9.606,8.5,121.725,107.618,124.667,3.014,20.65,0.077,9.215,1.372,0.318,0.072,13.391,0.318,29.29,123.615,5.194,2.551,16.312,0.312,106.516,2.325
847.496,2157.938,9.619,8.5,121.047,106.868,119.959,2.974,20.012,0.077,8.973,1.348,0.326,0.094,13.02,0.325,28.307,124.322,5.04,2.429,15.855,0.316,109.97,2.316
847.649,2214.706,9.606,8.5,123.645,109.789,119.318,2.929,19.998,0.08,9.0,1.351,0.336,0.085,13.107,0.335,28.172,124.658,5.029,2.367,15.857,0.346,103.743,2.301
847.801,2188.353,9.39,8.5,125.329,106.028,131.32,2.905,20.851,0.082,9.247,1.387,0.364,0.062,13.583,0.363,29.373,124.454,5.072,2.353,16.497,0.35,115.558,2.292
847.954,2198.125,9.192,8.5,127.059,108.362,125.893,2.901,20.963,0.086,9.247,1.405,0.355,0.026,13.631,0.355,29.529,123.956,5.06,2.305,16.643,0.377,99.604,2.29
848.106,2264.705,9.243,8.5,125.06,108.274,125.902,2.919,19.848,0.087,8.772,1.384,0.378,0.02,12.953,0.378,27.881,123.968,4.825,2.174,15.702,0.352,111.074,2.291
848.258,2201.313,9.237,8.5,124.79,108.057,123.583,2.918,21.831,0.102,9.809,1.336,0.361,0.015,14.586,0.36,30.007,124.377,5.258,2.221,16.926,0.352,113.852,2.294
848.411,2213.412,9.096,8.5,125.642,104.475,123.444,2.912,19.275,0.09,8.501,1.318,0.363,0.017,12.624,0.36,26.972,124.659,4.598,1.986,15.352,0.336,98.236,2.3
848.563,2151.5,9.014,8.5,127.809,104.124,128.434,2.912,20.283,0.093,8.809,1.327,0.353,0.023,13.169,0.351,28.363,124.643,4.631,1.942,16.223,0.32,101.139,2.314
848.716,2157.125,8.994,8.5,128.077,104.422,130.721,2.907,20.431,0.094,8.874,1.347,0.331,0.023,13.238,0.33,28.479,123.894,4.59,1.889,16.362,0.306,112.084,2.319
848.868,2209.294,9.084,8.5,122.724,103.172,125.713,2.906,20.631,0.093,8.912,1.341,0.317,0.019,13.313,0.317,28.797,123.649,4.603,1.9,16.511,0.293,100.102,2.311
849.02,2196.563,9.141,8.5,125.267,101.923,111.968,2.896,19.844,0.095,8.573,1.33,0.304,0.013,12.926,0.305,27.802,123.32,4.57,1.927,15.863,0.299,96.5,2.304
849.173,2203.706,9.147,8.5,121.251,106.549,137.306,2.874,19.578,0.095,8.434,1.34,0.303,0.008,12.744,0.305,27.478,123.459,4.526,1.922,15.65,0.316,108.935,2.297
849.325,2254.813,9.128,8.5,125.318,106.679,113.236,2.849,19.637,0.095,8.395,1.339,0.322,0.009,12.701,0.324,27.525,123.723,4.452,1.875,15.665,0.323,113.935,2.299
849.478,2222.706,9.065,8.5,125.518,103.452,123.849,2.828,19.286,0.097,8.342,1.33,0.335,0.009,12.491,0.334,27.018,123.801,4.456,1.9,15.367,0.335,97.796,2.297
849.63,2187.813,8.899,8.5,129.004,98.826,137.906,2.853,18.765,0.096,8.204,1.319,0.346,0.012,12.139,0.344,26.306,124.274,4.421,1.907,14.995,0.361,98.92,2.292
849.782,2202.235,8.918,8.5,129.328,100.744,125.106,2.873,18.134,0.096,7.999,1.351,0.372,0.016,11.752,0.371,25.403,124.166,4.281,1.836,14.57,0.364,101.42,2.289
849.935,2175.5,8.956,8.5,118.36,103.372,124.3,2.865,17.612,0.098,7.902,1.391,0.369,0.021,11.499,0.368,24.578,124.02,4.267,1.835,14.139,0.368,102.21,2.291
850.087,2240.353,8.975,8.5,114.92,105.425,104.325,2.853,17.896,0.097,7.929,1.431,0.38,0.022,11.689,0.379,25.033,124.308,4.28,1.832,14.372,0.339,106.403,2.296
850.24,2250.059,9.014,8.5,111.68,103.81,115.787,2.871,18.306,0.095,8.011,1.439,0.354,0.02,11.904,0.352,25.636,124.391,4.298,1.828,14.688,0.343,107.363,2.297
850.392,2280.235,8.975,8.5,118.917,104.093,114.849,2.9,19.069,0.095,8.17,1.462,0.356,0.022,12.354,0.356,26.726,124.377,4.327,1.812,15.255,0.342,96.561,2.295
850.544,2295.882,8.918,8.5,122.747,100.079,126.734,2.921,19.625,0.094,8.325,1.463,0.355,0.029,12.69,0.355,27.532,124.304,4.39,1.828,15.68,0.34,107.754,2.295
850.697,2227.823,8.861,8.5,122.336,105.082,127.37,2.924,19.374,0.093,8.3,1.461,0.351,0.037,12.606,0.351,27.229,123.671,4.435,1.872,15.5,0.344,96.123,2.297
850.849,2215.938,8.88,8.5,119.212,101.779,113.079,2.913,18.177,0.092,8.053,1.458,0.36,0.042,11.918,0.359,25.564,122.618,4.43,1.935,14.598,0.334,112.713,2.3
851.002,2236.118,8.937,8.5,119.449,103.461,117.365,2.909,17.946,0.092,8.02,1.452,0.355,0.04,11.754,0.353,25.24,122.057,4.463,1.981,14.391,0.337,97.657,2.3
851.154,2328.294,8.947,8.5,123.851,105.437,127.638,2.899,17.652,0.091,8.019,1.422,0.361,0.037,11.537,0.36,24.867,121.048,4.509,2.05,14.188,0.342,100.601,2.297
851.306,2294.706,9.014,8.5,125.295,105.99,128.12,2.915,17.52,0.091,8.024,1.376,0.359,0.029,11.444,0.361,24.685,120.944,4.577,2.127,14.022,0.344,118.744,2.288
851.459,2238.882,9.033,8.5,122.962,104.876,120.915,2.896,17.55,0.091,8.045,1.376,0.359,0.02,11.464,0.362,24.78,121.149,4.649,2.192,14.029,0.337,98.833,2.288
851.611,2290.823,8.963,8.5,126.727,97.929,120.44,2.865,17.862,0.092,8.138,1.396,0.349,0.016,11.61,0.352,25.246,121.48,4.705,2.23,14.231,0.319,96.5,2.292
851.764,2273.648,8.794,8.5,127.334,97.306,138.3,2.845,19.418,0.092,8.658,1.421,0.337,0.02,12.544,0.34,27.445,121.891,4.897,2.272,15.418,0.319,98.52,2.292
851.916,2205.823,8.752,8.5,126.53,95.99,123.992,2.834,19.552,0.091,8.649,1.379,0.334,0.041,12.612,0.336,27.66,122.25,4.883,2.257,15.514,0.325,98.172,2.284
852.068,2257.882,8.733,8.5,117.3,99.234,117.55,2.852,18.142,0.087,8.15,1.323,0.338,0.062,11.78,0.338,25.594,122.119,4.618,2.134,14.42,0.328,92.327,2.278
852.221,2231.706,8.746,8.5,113.147,106.873,110.517,2.882,18.018,0.09,8.177,1.261,0.334,0.07,11.745,0.334,25.416,122.251,4.673,2.175,14.353,0.332,107.984,2.28
852.373,2132.188,8.778,8.5,112.715,112.075,110.666,2.922,17.707,0.089,8.067,1.25,0.336,0.049,11.554,0.334,24.97,122.225,4.629,2.158,14.122,0.319,120.201,2.293
852.526,2199.5,8.835,8.5,118.357,114.045,115.554,2.923,17.988,0.088,8.154,1.217,0.328,0.032,11.691,0.327,25.273,122.002,4.6,2.11,14.302,0.333,107.936,2.3
852.678,2248.472,8.842,8.5,118.155,110.657,127.081,2.889,18.023,0.087,8.097,1.228,0.348,0.019,11.662,0.348,25.225,121.963,4.474,2.013,14.256,0.339,113.212,2.297
852.83,2156.588,8.803,8.5,120.422,110.939,110.036,2.849,17.72,0.087,7.994,1.219,0.353,0.019,11.504,0.354,24.81,122.011,4.454,2.018,14.014,0.36,110.649,2.288
852.983,2138.813,8.803,8.5,116.43,106.043,123.446,2.836,17.239,0.087,7.808,1.233,0.362,0.016,11.252,0.361,24.167,122.643,4.418,2.026,13.633,0.353,108.01,2.282
853.135,2217.0,8.816,8.5,117.545,100.244,114.963,2.845,17.327,0.087,7.802,1.236,0.36,0.017,11.285,0.358,24.267,123.037,4.352,1.966,13.711,0.338,98.37,2.286
853.288,2222.294,8.848,8.5,114.202,99.755,114.49,2.831,17.65,0.088,7.879,1.257,0.357,0.018,11.471,0.355,24.748,122.933,4.379,1.967,13.976,0.34,92.962,2.29
853.44,2200.883,8.861,8.5,114.763,99.368,113.302,2.814,17.49,0.089,7.816,1.31,0.363,0.02,11.378,0.361,24.613,122.561,4.391,1.994,13.899,0.341,107.557,2.294
853.592,2141.313,8.848,8.5,117.749,101.642,116.615,2.796,17.333,0.09,7.706,1.334,0.349,0.02,11.256,0.348,24.511,122.015,4.382,2.014,13.819,0.366,97.764,2.295
853.745,2289.881,8.81,8.5,119.183,97.408,123.73,2.813,17.56,0.09,7.72,1.33,0.374,0.02,11.351,0.373,24.891,122.053,4.372,2.002,14.012,0.363,100.086,2.298
853.897,2277.589,8.759,8.5,121.544,98.961,117.55,2.853,17.971,0.09,7.793,1.314,0.371,0.029,11.563,0.37,25.535,122.676,4.396,2.001,14.356,0.357,95.0,2.293
854.05,2130.823,8.714,8.5,123.545,105.633,123.795,2.877,18.439,0.091,7.861,1.318,0.38,0.031,11.719,0.38,26.206,123.12,4.369,1.974,14.673,0.34,101.911,2.289
854.202,2155.412,8.708,8.5,120.134,108.194,129.352,2.909,18.173,0.091,7.77,1.322,0.363,0.031,11.533,0.362,25.788,122.979,4.324,1.963,14.404,0.329,120.223,2.284
854.354,2129.375,8.727,8.5,117.743,107.29,107.755,2.904,17.546,0.091,7.603,1.304,0.344,0.022,11.18,0.343,24.888,122.72,4.281,1.969,13.907,0.326,103.291,2.286
854.507,2189.235,8.657,8.5,116.102,102.475,116.056,2.901,17.138,0.092,7.453,1.289,0.326,0.021,10.964,0.325,24.345,122.144,4.25,1.969,13.611,0.326,98.71,2.288
854.659,2155.647,8.618,8.5,122.87,104.621,125.4,2.876,17.332,0.092,7.528,1.279,0.329,0.02,11.088,0.329,24.569,121.454,4.264,1.963,13.731,0.33,106.287,2.29
854.812,2132.75,8.612,8.5,127.168,108.24,127.718,2.835,17.132,0.091,7.441,1.308,0.345,0.025,10.947,0.345,24.239,121.15,4.166,1.895,13.595,0.336,109.428,2.296
854.964,2177.765,8.574,8.5,126.893,108.638,128.622,2.803,17.192,0.091,7.427,1.328,0.348,0.028,10.945,0.348,24.309,120.959,4.141,1.88,13.602,0.337,109.292,2.298
855.116,2171.938,8.555,8.5,121.126,103.236,124.445,2.791,17.228,0.094,7.526,1.333,0.35,0.032,11.043,0.35,24.482,120.844,4.243,1.942,13.788,0.334,107.714,2.299
855.269,2107.353,8.555,8.5,116.064,100.404,110.678,2.806,16.496,0.094,7.314,1.326,0.344,0.033,10.65,0.343,23.359,121.051,4.241,1.996,13.052,0.337,92.303,2.296
855.421,2144.375,8.561,8.5,117.67,97.937,113.364,2.819,16.318,0.094,7.265,1.289,0.352,0.028,10.556,0.352,23.061,121.572,4.199,1.965,12.925,0.341,100.431,2.294
855.574,2219.47,8.574,8.5,121.302,101.178,129.425,2.84,16.654,0.094,7.304,1.283,0.35,0.027,10.69,0.35,23.513,121.992,4.112,1.881,13.193,0.331,99.877,2.29
855.726,2181.941,8.587,8.5,121.553,102.469,121.275,2.855,17.557,0.094,7.546,1.299,0.342,0.028,11.15,0.342,24.827,122.34,4.197,1.898,13.889,0.328,102.484,2.287
855.878,2099.938,8.587,8.5,120.163,106.764,114.662,2.856,17.765,0.094,7.624,1.322,0.331,0.029,11.244,0.331,25.165,122.572,4.237,1.926,14.059,0.327,104.381,2.286
856.031,2227.0,8.583,8.5,119.528,106.222,124.473,2.84,17.317,0.095,7.58,1.316,0.33,0.03,11.021,0.329,24.564,122.557,4.27,1.971,13.792,0.34,113.237,2.288
856.183,2261.765,8.574,8.5,123.881,102.217,119.356,2.855,16.88,0.094,7.46,1.295,0.35,0.031,10.769,0.348,23.94,122.764,4.265,2.003,13.4,0.346,101.571,2.284
856.336,2188.941,8.574,8.5,122.954,100.579,127.696,2.859,16.516,0.095,7.343,1.265,0.365,0.031,10.565,0.364,23.417,122.968,4.213,1.983,13.134,0.333,92.609,2.286
856.488,2222.118,8.555,8.5,124.306,102.841,122.222,2.854,17.177,0.093,7.452,1.239,0.348,0.03,10.881,0.348,24.346,123.224,4.18,1.924,13.61,0.331,108.041,2.287
856.64,2135.438,8.545,8.5,126.708,104.587,123.777,2.847,17.636,0.093,7.548,1.26,0.336,0.031,11.135,0.336,24.951,123.343,4.166,1.885,13.93,0.334,107.751,2.301
856.793,2221.471,8.536,8.5,124.112,105.856,134.334,2.848,17.392,0.093,7.492,1.286,0.337,0.03,11.035,0.337,24.626,123.216,4.183,1.912,13.733,0.334,98.38,2.303
856.945,2231.412,8.542,8.5,122.079,106.364,114.752,2.861,16.694,0.093,7.353,1.297,0.345,0.031,10.703,0.346,23.613,123.152,4.199,1.956,13.192,0.33,112.013,2.298
857.098,2225.765,8.542,8.5,119.279,108.966,117.344,2.887,16.03,0.092,7.23,1.263,0.346,0.03,10.368,0.347,22.611,123.118,4.176,1.969,12.685,0.322,109.176,2.278
857.25,2251.882,8.536,8.5,118.091,106.274,126.255,2.913,15.528,0.092,7.123,1.229,0.339,0.027,10.111,0.339,21.851,123.789,4.112,1.934,12.353,0.333,105.626,2.266
857.402,2237.412,8.545,8.5,117.892,106.815,111.066,2.907,15.796,0.092,7.204,1.239,0.345,0.027,10.257,0.344,22.227,124.137,4.126,1.929,12.553,0.351,104.09,2.269
857.555,2173.294,8.555,8.5,112.037,108.791,116.666,2.867,15.846,0.092,7.26,1.262,0.36,0.028,10.297,0.36,22.315,124.028,4.189,1.974,12.606,0.36,110.505,2.279
857.707,2133.059,8.555,8.5,111.173,104.934,108.643,2.834,15.581,0.092,7.092,1.29,0.368,0.028,10.166,0.369,21.985,123.481,4.117,1.938,12.406,0.347,111.509,2.289
857.86,2117.412,8.555,8.5,114.136,106.739,108.518,2.83,16.127,0.092,7.218,1.296,0.361,0.028,10.477,0.362,22.832,122.563,4.19,1.972,12.807,0.333,92.49,2.295
858.012,2107.0,8.555,8.5,116.103,102.833,125.556,2.83,16.669,0.094,7.471,1.272,0.349,0.028,10.832,0.349,23.63,122.173,4.346,2.047,13.279,0.344,116.146,2.298
858.164,2141.059,8.555,8.5,119.807,105.574,114.198,2.849,16.512,0.092,7.419,1.277,0.359,0.027,10.688,0.359,23.375,122.274,4.298,2.023,13.148,0.366,99.791,2.299
858.317,2211.235,8.545,8.5,117.837,102.518,119.581,2.849,16.562,0.092,7.441,1.264,0.374,0.027,10.623,0.374,23.401,122.373,4.262,2.008,13.132,0.347,101.019,2.295
858.469,2169.177,8.548,8.5,118.293,107.494,119.411,2.86,16.335,0.091,7.474,1.275,0.346,0.027,10.527,0.346,23.118,122.688,4.358,2.101,12.984,0.347,107.341,2.299
858.622,2236.5,8.536,8.5,117.242,107.015,115.461,2.846,15.654,0.091,7.308,1.276,0.354,0.029,10.18,0.353,22.193,122.901,4.376,2.167,12.484,0.352,114.506,2.305
858.774,2242.833,8.536,8.5,118.299,102.741,116.634,2.826,15.333,0.092,7.277,1.301,0.363,0.025,10.048,0.363,21.715,123.174,4.444,2.232,12.258,0.374,100.14,2.304
858.926,2169.5,8.516,8.5,123.14,101.717,122.763,2.815,15.647,0.091,7.344,1.301,0.387,0.023,10.244,0.385,22.126,123.376,4.406,2.168,12.492,0.362,94.117,2.288
859.079,2088.0,8.536,8.5,121.737,104.856,131.004,2.811,16.529,0.091,7.612,1.304,0.38,0.025,10.727,0.379,23.325,123.645,4.419,2.111,13.15,0.354,111.366,2.276
859.231,2158.188,8.536,8.5,123.803,111.204,112.07,2.838,17.095,0.092,7.763,1.337,0.378,0.034,11.04,0.378,24.157,122.873,4.496,2.145,13.536,0.356,108.685,2.277
859.384,2184.647,8.536,8.5,120.388,111.034,128.414,2.861,16.661,0.092,7.586,1.388,0.373,0.04,10.802,0.373,23.603,122.577,4.488,2.185,13.16,0.336,113.968,2.286
859.536,2144.647,8.536,8.5,119.917,112.614,119.408,2.895,15.713,0.092,7.263,1.402,0.344,0.04,10.24,0.344,22.296,122.277,4.403,2.192,12.454,0.34,110.932,2.286
859.688,2200.75,8.555,8.5,112.492,108.89,110.741,2.879,15.293,0.092,7.116,1.354,0.351,0.032,9.979,0.35,21.625,122.12,4.291,2.124,12.119,0.321,113.049,2.287
859.841,2211.294,8.536,8.5,112.98,104.254,105.902,2.831,15.518,0.091,7.214,1.315,0.326,0.018,10.081,0.326,21.869,122.205,4.257,2.07,12.299,0.333,101.965,2.29
859.993,2121.059,8.536,8.5,120.286,103.489,121.261,2.793,15.77,0.091,7.298,1.282,0.339,0.013,10.202,0.338,22.158,122.855,4.226,2.023,12.466,0.319,97.397,2.291
860.146,2120.187,8.497,8.5,123.765,103.141,132.453,2.803,15.969,0.091,7.372,1.276,0.319,0.01,10.338,0.319,22.392,122.868,4.222,1.994,12.621,0.336,111.13,2.283
860.298,2207.059,8.478,8.5,127.701,102.735,116.595,2.825,15.827,0.091,7.294,1.268,0.341,0.016,10.285,0.341,22.219,122.961,4.2,1.985,12.519,0.339,100.754,2.274
860.45,2081.235,8.478,8.5,125.381,102.108,133.7,2.827,15.941,0.091,7.254,1.27,0.349,0.019,10.353,0.349,22.423,122.466,4.184,1.971,12.592,0.338,96.462,2.272
860.603,2181.188,8.497,8.5,127.351,107.202,125.372,2.833,16.504,0.09,7.448,1.293,0.353,0.023,10.687,0.352,23.24,121.498,4.281,2.011,13.02,0.327,108.13,2.276
860.755,2377.944,8.602,8.5,124.558,110.457,123.213,2.837,16.466,0.09,7.465,1.314,0.338,0.024,10.668,0.339,23.202,121.213,4.301,2.028,13.02,0.327,116.616,2.282
860.908,2324.444,8.701,8.5,125.777,111.309,124.224,2.872,16.371,0.089,7.447,1.315,0.338,0.021,10.633,0.34,23.15,121.148,4.341,2.072,12.992,0.32,105.688,2.278
861.06,2253.06,8.631,8.5,122.735,107.285,127.325,2.907,16.22,0.089,7.425,1.313,0.327,0.019,10.488,0.329,23.022,121.847,4.378,2.131,12.915,0.316,111.37,2.273
861.212,2238.722,8.625,8.5,121.503,110.84,115.157,2.929,16.091,0.09,7.44,1.332,0.316,0.018,10.356,0.318,22.818,122.221,4.413,2.18,12.789,0.315,105.683,2.273
861.365,2153.313,8.618,8.5,120.89,107.531,120.697,2.923,16.005,0.091,7.317,1.353,0.318,0.017,10.337,0.318,22.716,122.504,4.35,2.135,12.691,0.325,116.312,2.279
861.517,2112.706,8.602,8.5,122.895,107.641,125.995,2.898,16.123,0.091,7.297,1.41,0.335,0.023,10.409,0.335,22.955,131.15,4.381,2.163,12.759,0.348,100.809,2.29
861.67,2190.824,8.536,8.5,121.313,106.546,121.382,2.884,16.275,0.091,7.405,1.412,0.364,0.025,10.551,0.364,23.05,130.248,4.396,2.132,12.892,0.351,106.058,2.295
861.822,2210.588,8.536,8.5,119.578,109.157,116.88,2.915,15.87,0.091,7.302,1.367,0.355,0.028,10.315,0.355,22.262,130.691,4.201,1.976,12.561,0.367,113.286,2.294
861.974,2144.412,8.574,8.5,120.815,110.736,121.332,2.956,14.979,0.092,6.95,1.298,0.36,0.032,9.729,0.361,21.002,125.733,4.009,1.908,11.846,0.365,108.704,2.307
862.127,2158.647,8.625,8.5,122.439,106.849,124.32,3.025,18.584,0.096,8.661,1.827,0.367,0.056,12.07,0.367,26.163,110.333,5.007,2.407,14.74,0.359,110.285,2.321
862.279,2101.125,8.612,8.5,122.837,106.983,121.035,3.029,15.755,0.093,7.407,1.857,0.376,0.044,10.324,0.376,22.269,111.037,4.477,2.222,12.529,0.334,100.904,2.333
862.432,2077.235,8.583,8.5,119.79,101.985,122.061,3.011,14.126,0.092,6.627,1.698,0.365,0.036,9.296,0.365,20.046,118.214,4.091,2.059,11.267,0.318,109.44,2.313
862.584,2127.063,8.555,8.5,116.898,103.638,116.852,2.937,14.821,0.093,6.883,1.275,0.344,0.014,9.683,0.342,20.993,121.804,4.144,2.044,11.796,0.327,95.573,2.294
862.736,2082.941,8.51,8.5,116.33,102.281,112.872,2.872,15.577,0.094,7.107,1.292,0.335,0.02,10.106,0.334,22.16,132.309,4.253,2.085,12.411,0.343,106.237,2.286
862.889,2136.688,8.497,8.5,113.842,104.152,120.939,2.842,15.435,0.094,7.064,1.346,0.341,0.025,10.04,0.341,21.958,130.268,4.265,2.1,12.307,0.36,104.928,2.292
863.041,2166.47,8.548,8.5,115.246,101.435,108.365,2.852,16.126,0.094,7.685,1.36,0.364,0.028,10.642,0.366,22.753,124.435,4.632,2.285,12.911,0.337,101.097,2.294
863.194,2129.875,8.638,8.5,116.469,98.831,116.333,2.887,15.271,0.094,7.368,1.366,0.342,0.021,10.114,0.344,21.542,121.885,4.486,2.236,12.267,0.328,97.936,2.288
863.346,2163.941,8.689,8.5,119.63,98.139,123.413,2.898,14.574,0.094,6.845,1.358,0.34,0.019,9.59,0.342,20.599,120.711,4.129,2.026,11.669,0.307,96.304,2.286
863.498,2297.707,8.676,8.5,120.962,102.007,117.886,2.911,15.208,0.094,6.975,1.395,0.32,0.022,9.932,0.321,21.538,121.221,4.122,1.982,12.156,0.332,99.659,2.284
863.651,2186.471,8.574,8.5,120.931,104.522,120.592,2.92,15.744,0.094,7.22,1.41,0.344,0.027,10.251,0.344,22.339,121.34,4.27,2.065,12.587,0.339,109.128,2.286
863.803,2149.882,8.536,8.5,118.191,104.378,124.775,2.952,15.28,0.094,7.059,1.43,0.345,0.03,9.973,0.344,21.696,121.793,4.233,2.072,12.229,0.357,106.402,2.283
863.956,2197.823,8.526,8.5,117.334,103.333,109.743,2.967,15.056,0.094,7.046,1.405,0.367,0.028,9.861,0.367,21.296,121.891,4.225,2.068,12.055,0.36,97.966,2.284
864.108,2220.412,8.542,8.5,118.107,101.06,116.974,2.96,14.865,0.094,6.99,1.39,0.371,0.025,9.743,0.371,20.921,122.405,4.129,1.993,11.877,0.357,105.476,2.286
864.26,2244.647,8.593,8.5,126.014,100.434,127.676,2.905,15.414,0.094,7.113,1.37,0.368,0.023,10.06,0.37,21.675,122.832,4.143,1.965,12.254,0.349,99.139,2.295
864.413,2290.0,8.65,8.5,128.575,102.421,133.378,2.864,15.713,0.095,7.167,1.388,0.358,0.024,10.226,0.359,22.051,122.832,4.109,1.915,12.452,0.329,95.935,2.302
864.565,2237.706,8.689,8.5,124.01,101.958,125.151,2.831,15.828,0.095,7.244,1.443,0.337,0.029,10.309,0.338,22.251,122.793,4.175,1.963,12.558,0.336,112.084,2.311
864.718,2292.222,8.682,8.5,117.693,103.66,114.07,2.853,15.285,0.095,7.119,1.509,0.347,0.033,9.994,0.348,21.526,122.221,4.198,2.026,12.16,0.345,96.525,2.309
864.87,2223.53,8.641,8.5,118.138,101.945,115.048,2.86,15.167,0.095,7.073,1.519,0.361,0.033,9.92,0.363,21.402,122.017,4.238,2.08,12.037,0.348,102.021,2.308
865.022,2243.177,8.631,8.5,117.626,102.065,126.457,2.854,15.363,0.095,7.169,1.487,0.356,0.031,10.031,0.357,21.665,121.717,4.259,2.074,12.225,0.346,106.684,2.305
