DEPT,UZ,RLA3,AZIM,CVEL:1,TNPH_LIM:1,RT,DPHI_LIM:1,NPOR:1,CVEL:2,DCAL,NPHI_SAN,NPOR:2,INCL,RHOZ,BS,TNPH_SAN:1,DT,DPHI_SAN:1,RLA2,NPOR_DOL:1,SMIN,DPHI_DOL:1,ITT,TNPH_DOL:1,GR:1,TENS:1,DPHI_DOL:2,RLA5,CALI,RLA4,TNPH:1,TNPH_DOL:2,NPHI_LIM,NPOR_SAN:1,RLA0,GR:2,RO,NPOR_DOL:2,CS:1,GR:3,NPOR_LIM:1,RSOZ,RHGX,MRES,PEFZ,VCL,SPHI,GR:4,NPHI_DOL,DPHI_SAN:2,DPHI_LIM:2,GDEV_EDTC,DSOZ,TNPH_LIM:2,TENS:2,SMNO,NPOR_SAN:2,CS:2,TNPH:2,NPHI,TNPH_SAN:2,DPHZ,HTEN,SVEL,RLA1,RXOZ,RXO,NPOR_LIM:2
1495.044,7.91946,4.91818,317.37,-537.5944,0.31667,6.14646,0.15977,0.31015,-537.7473,0.01331,0.34342,0.30826,33.6,2.4273,8.5,0.36543,98.01191,0.12922,4.61612,0.27084,0.56904,0.22336,0.06311,0.27689,118.5579,3551.33385,0.22849,5.32291,8.51331,5.13933,0.31849,0.27843,0.29947,0.35728,0.08634,112.5037,12.01826,0.26894,537.5944,121.1939,0.30826,0.14239,2.90804,0.08957,3.24094,0.71157,0.2679,125.27,0.24193,0.13497,0.16532,33.64882,0.18177,0.31849,3562.79911,0.74045,0.35528,537.7473,0.31667,0.29947,0.36375,0.16532,1173.17221,3109.826,4.22201,3.10915,2.85408,0.31015
1495.1964,7.87575,4.84394,317.37,-537.2347,0.30567,6.05916,0.17179,0.31692,-539.0968,0.04468,0.35253,0.29847,33.6,2.42176,8.5,0.3552,98.52297,0.14168,4.54313,0.27805,0.65973,0.23447,0.06306,0.26759,106.362,3538.00043,0.23148,5.27392,8.54468,5.06955,0.30742,0.26907,0.30709,0.36476,0.0855,114.3684,12.33777,0.26077,537.2347,119.7635,0.29847,0.13198,2.89221,0.08909,3.22989,0.72591,0.26975,124.6831,0.25323,0.13833,0.16856,33.63835,0.16371,0.30742,3580.79956,0.84805,0.34629,539.0968,0.30567,0.30709,0.35358,0.16856,1158.2413,3093.694,4.18725,3.14852,2.8408,0.31692
1495.3488,7.82634,4.63282,317.37,-535.5514,0.30569,5.7917,0.17533,0.31686,-535.3927,0.06036,0.3718,0.32553,33.6,2.41747,8.5,0.35522,99.16247,0.14535,4.35934,0.278,0.65984,0.23774,0.06301,0.2676,118.1063,3641.50022,0.2338,5.07138,8.56036,4.86021,0.30744,0.26909,0.3232,0.3647,0.08401,109.7516,12.23659,0.28593,535.5514,112.1396,0.32553,0.13507,2.88905,0.0892,3.21491,0.6904,0.27204,108.7233,0.27711,0.14093,0.17107,33.65476,0.16045,0.30744,3649.56187,0.83951,0.37318,535.3927,0.30569,0.3232,0.35359,0.17107,1186.50361,3073.744,4.04223,3.09867,2.76909,0.31686
1495.5012,7.76347,4.61539,317.37,-535.327,0.31401,5.76226,0.17556,0.31179,-536.3113,0.03683,0.40058,0.32218,33.6,2.41248,8.5,0.36139,99.83626,0.14558,4.34905,0.27259,0.54572,0.23795,0.06296,0.27464,104.6124,3604.66752,0.23649,5.06674,8.53683,4.84648,0.31411,0.27473,0.34728,0.3591,0.08765,109.6786,11.78245,0.28223,535.327,109.7491,0.32218,0.15211,2.89447,0.08949,3.1952,0.68984,0.27443,102.2855,0.3128,0.14395,0.17399,33.66688,0.16602,0.31411,3634.26587,0.71159,0.36939,536.3113,0.31401,0.34728,0.3613,0.17399,1208.1001,3052.998,4.05033,2.88098,2.79065,0.31179
1495.6536,7.70985,4.45957,317.37,-536.9747,0.3409,5.55116,0.17192,0.33965,-534.5899,0.01331,0.37646,0.35381,33.6,2.40509,8.5,0.38602,99.99138,0.14181,4.22202,0.29613,0.53771,0.23459,0.06291,0.2973,107.078,3580.50056,0.24049,4.91532,8.51331,4.70559,0.34102,0.29739,0.3271,0.38469,0.08817,106.3799,10.69527,0.30933,536.9747,113.1488,0.35381,0.14915,2.91718,0.08934,3.18218,0.66446,0.27497,117.6829,0.28289,0.14843,0.17831,33.6505,0.17147,0.34102,3623.62566,0.69386,0.39859,534.5899,0.3409,0.3271,0.38592,0.17831,1196.52424,3048.263,3.96533,2.58769,2.7548,0.33965
1495.806,7.77266,4.277,317.37,-535.9283,0.32208,5.33705,0.17595,0.31713,-532.9703,-0.05728,0.36285,0.34374,33.6,2.40248,8.5,0.36873,99.09892,0.14598,4.07449,0.27686,0.61674,0.23831,0.06286,0.28146,108.6384,3635.50007,0.2419,4.75021,8.44272,4.5307,0.32208,0.28146,0.31572,0.36383,0.08841,108.6959,11.26087,0.30166,535.9283,112.447,0.34374,0.14055,2.89587,0.08868,3.21133,0.68228,0.27182,119.2037,0.26602,0.15001,0.17983,33.66329,0.18637,0.32208,3626.59989,0.7591,0.39012,532.9703,0.32208,0.31572,0.36873,0.17983,1182.25967,3075.714,3.83754,2.46358,2.69555,0.31713
1495.9584,7.91715,4.26481,317.37,-535.4063,0.31266,5.37328,0.16048,0.30174,-535.5624,-0.1514,0.32687,0.32205,33.6,2.40769,8.5,0.36006,98.72167,0.12995,4.04469,0.26338,0.49133,0.22401,0.06281,0.27351,112.0037,3526.00013,0.23909,4.75273,8.3486,4.51196,0.31266,0.27351,0.28457,0.3492,0.08668,108.34,11.7276,0.28224,535.4063,108.661,0.32205,0.18002,2.88949,0.08795,3.26447,0.67954,0.27047,100.4037,0.22237,0.14686,0.17679,33.65311,0.2098,0.31266,3551.66657,0.63378,0.36936,535.5624,0.31266,0.28457,0.36006,0.17679,1167.10664,3087.468,3.78412,2.41229,2.62257,0.30174
1496.1108,8.01894,4.29749,317.37,-540.0314,0.28377,5.43266,0.18346,0.29586,-541.7667,-0.12003,0.33726,0.27483,33.6,2.41762,8.5,0.33224,98.04474,0.15377,4.05095,0.26021,0.38548,0.24526,0.06276,0.24899,105.9638,3517.00103,0.23372,4.78761,8.37997,4.52603,0.28286,0.24822,0.29432,0.3452,0.085,109.6124,13.2857,0.24079,540.0314,99.63936,0.27483,0.1928,2.86405,0.08739,3.29384,0.68933,0.26802,106.9192,0.2343,0.14084,0.17098,33.65166,0.22195,0.28286,3523.99933,0.52318,0.32418,541.7667,0.28377,0.29432,0.33309,0.17098,1140.0664,3108.784,3.78057,2.64169,2.61233,0.29586
1496.2632,7.99993,4.49565,317.37,-542.1053,0.28438,5.70716,0.1809,0.29294,-543.6309,-0.13963,0.3484,0.28103,33.6,2.42277,8.5,0.33282,97.24211,0.15112,4.19288,0.25745,0.55634,0.24289,0.06271,0.24951,110.9821,3507.66696,0.23094,4.98683,8.36037,4.69505,0.28348,0.24874,0.30363,0.34224,0.08604,109.0529,13.38028,0.24648,542.1053,99.90216,0.28103,0.17813,2.86876,0.08757,3.27955,0.68502,0.26507,91.48136,0.2481,0.13772,0.16797,33.64397,0.20313,0.28348,3511.40104,0.71951,0.33037,543.6309,0.28438,0.30363,0.33367,0.16797,1118.44765,3134.444,3.88373,2.57815,2.64437,0.29294
1496.4156,7.94875,4.55399,317.37,-542.4764,0.28534,5.84433,0.17037,0.29507,-542.2529,-0.12787,0.36866,0.27143,33.6,2.427,8.5,0.33374,97.20846,0.1402,4.22985,0.25935,0.57281,0.23315,0.06266,0.25033,110.3564,3550.99889,0.22865,5.06184,8.37213,4.73294,0.28445,0.24957,0.32058,0.34431,0.08834,109.4481,13.43469,0.23753,542.4764,106.0007,0.27143,0.13627,2.87316,0.08817,3.25329,0.68806,0.26495,101.5354,0.27323,0.13515,0.1655,33.63583,0.17113,0.28445,3572.4007,0.71968,0.32066,542.2529,0.28534,0.32058,0.33458,0.1655,1123.95771,3135.529,3.86039,2.43623,2.57843,0.29507
1496.568,7.88535,4.57549,317.37,-546.1127,0.30521,5.97872,0.16407,0.2881,-548.3341,-0.15924,0.36866,0.27486,33.6,2.41933,8.5,0.35281,97.44566,0.13367,4.23743,0.25136,0.59918,0.22733,0.06262,0.2672,106.8072,3582.33276,0.2328,5.10558,8.34076,4.74537,0.30485,0.26689,0.32057,0.33609,0.08867,111.1155,12.29823,0.23919,546.1127,109.5473,0.27486,0.1235,2.88991,0.08901,3.23684,0.70089,0.26583,124.9314,0.27322,0.1398,0.16998,33.63917,0.13491,0.30485,3562.20112,0.73795,0.32287,548.3341,0.30521,0.32057,0.35316,0.16998,1151.89112,3127.897,3.77425,2.28437,2.45599,0.2881
1496.7204,7.77431,4.80831,317.37,-542.9208,0.32082,6.40714,0.17121,0.30129,-541.1742,-0.19846,0.34902,0.31671,33.6,2.40785,8.5,0.36722,97.72223,0.14107,4.46029,0.26229,0.63373,0.23393,0.06257,0.28039,116.1357,3544.49966,0.239,5.40726,8.30154,5.00203,0.32043,0.28007,0.30415,0.3482,0.08866,108.85,11.42082,0.27661,542.9208,112.1735,0.31671,0.1176,2.89841,0.08937,3.20537,0.68346,0.26684,102.1404,0.24887,0.14676,0.1767,33.63544,0.11516,0.32043,3525.19981,0.77815,0.36353,541.1742,0.32082,0.30415,0.36757,0.1767,1155.57507,3119.045,3.87446,2.32659,2.45344,0.30129
1496.8728,7.48168,5.13508,317.37,-543.6947,0.31761,7.03513,0.18332,0.31926,-542.0482,-0.09258,0.36542,0.32352,33.6,2.37636,8.5,0.36462,99.18881,0.15363,4.74341,0.27922,0.6313,0.24513,0.06252,0.27768,103.6155,3513.99983,0.25602,5.83833,8.40743,5.37892,0.31761,0.27768,0.31787,0.36625,0.0886,107.068,10.88192,0.28319,543.6947,102.6575,0.32352,0.11223,2.87169,0.08861,3.12259,0.66975,0.27214,110.1386,0.26921,0.16584,0.19511,33.64165,0.09306,0.31761,3526.37556,0.78078,0.37048,542.0482,0.31761,0.31787,0.36462,0.19511,1131.31211,3072.927,4.00178,2.23567,2.42854,0.31926
1497.0252,7.07123,4.70495,317.37,-546.9994,0.32197,6.62511,0.23084,0.34527,-548.2289,-0.08081,0.38163,0.35018,33.6,2.34065,8.5,0.36863,102.08103,0.20287,4.32803,0.3031,0.67238,0.28905,0.06247,0.28136,100.3382,3568.99934,0.27533,5.43943,8.41919,4.99341,0.32197,0.28136,0.33143,0.39164,0.08825,100.5237,10.05959,0.3077,546.9994,97.28809,0.35018,0.1006,2.8496,0.08827,2.99297,0.61941,0.28214,95.28814,0.2893,0.18749,0.216,33.65155,0.07667,0.32197,3543.13282,0.78536,0.39647,548.2289,0.32197,0.33143,0.36863,0.216,1129.15687,2985.863,3.58748,1.88854,2.12123,0.34527
1497.1776,6.67849,4.04743,317.37,-545.1907,0.32178,5.71435,0.2459,0.34834,-544.4764,-0.21414,0.39366,0.35347,33.6,2.30611,8.5,0.36846,104.39802,0.21848,3.72072,0.306,0.67228,0.30297,0.06242,0.28121,96.37665,3623.49977,0.29399,4.72448,8.28586,4.34225,0.32178,0.28121,0.34149,0.39468,0.08587,95.01901,9.48275,0.3108,545.1907,88.99961,0.35347,0.08892,2.82243,0.08793,2.86587,0.57707,0.28974,85.90458,0.30422,0.20842,0.23619,33.63345,0.058,0.32178,3582.33276,0.73898,0.39972,544.4764,0.32178,0.34149,0.36846,0.23619,1151.89112,2919.595,3.15768,1.5798,1.91801,0.34834
1497.33,6.47342,3.80661,317.37,-542.6379,0.31851,5.36025,0.24793,0.28998,-545.7051,-0.3161,0.37362,0.26412,33.6,2.2897,8.5,0.36539,106.39824,0.22059,3.49087,0.25205,0.63815,0.30485,0.06236,0.27845,88.5227,3543.3329,0.30286,4.44495,8.1839,4.10175,0.31845,0.27839,0.32472,0.3371,0.08649,87.95969,9.33047,0.22833,542.6379,88.84888,0.26412,0.08632,2.80517,0.08797,2.79626,0.52277,0.29605,86.26401,0.27937,0.21836,0.24579,33.6294,0.0371,0.31845,3544.3333,0.69986,0.31125,545.7051,0.31851,0.32472,0.36545,0.24579,1157.64129,2864.709,3.00336,1.45713,1.84465,0.28998
1497.4824,6.54514,3.90384,317.37,-543.0392,0.31319,5.49579,0.24369,0.31445,-543.4341,-0.33963,0.35173,0.31024,33.6,2.30876,8.5,0.36012,104.58575,0.21619,3.56702,0.27512,0.65054,0.30093,0.06231,0.27396,79.31998,3599.33281,0.29256,4.53394,8.16037,4.20249,0.31274,0.27357,0.30642,0.36179,0.09022,88.77077,9.81408,0.27125,543.0392,94.13264,0.31024,0.0902,2.81383,0.08934,2.80567,0.52901,0.29035,95.28646,0.25223,0.20681,0.23464,33.61289,0.03676,0.31274,3574.79941,0.71872,0.35765,543.4341,0.31319,0.30642,0.36055,0.23464,1152.86432,2914.355,3.04907,1.55862,1.8504,0.31445
1497.6348,6.81105,4.47779,317.37,-542.1245,0.30293,6.38837,0.20233,0.30466,-540.3892,-0.3161,0.35201,0.31206,33.6,2.34234,8.5,0.35063,102.07984,0.17333,4.04757,0.26688,0.69849,0.2627,0.06226,0.26527,98.65912,3572.66597,0.27441,5.17163,8.1839,4.79951,0.3025,0.2649,0.30665,0.35276,0.0932,91.00069,10.78647,0.27379,542.1245,100.1578,0.31206,0.09564,2.82794,0.09157,2.8809,0.54616,0.28213,102.1134,0.25257,0.18646,0.215,33.62209,0.04185,0.3025,3563.26671,0.80656,0.36014,540.3892,0.30293,0.30665,0.35103,0.215,1156.13057,2985.898,3.33386,1.8728,1.92457,0.30466
1497.7872,7.21665,5.25004,317.37,-544.2505,0.30271,7.50015,0.16924,0.28808,-544.0681,-0.28473,0.35105,0.30128,33.6,2.3875,8.5,0.35042,99.89125,0.13903,4.71208,0.25154,0.7053,0.2321,0.06221,0.26508,95.07072,3534.99923,0.25,5.96138,8.21527,5.57484,0.30227,0.26471,0.30585,0.33623,0.09638,97.43921,11.69291,0.26379,544.2505,101.6686,0.30128,0.10231,2.86307,0.09273,2.99895,0.59569,0.27462,103.8981,0.25139,0.15909,0.18859,33.62919,0.07294,0.30227,3544.06578,0.85493,0.34943,544.0681,0.30271,0.30585,0.35083,0.18859,1157.95242,3051.318,3.73659,2.28586,2.0518,0.28808
1497.9396,7.53218,5.29915,317.37,-544.1832,0.30811,7.5281,0.16881,0.31543,-543.1176,-0.25728,0.36593,0.30309,33.6,2.41255,8.5,0.35585,97.58504,0.13858,4.6485,0.27646,0.70109,0.23171,0.06216,0.26966,98.5707,3562.99919,0.23646,5.93043,8.24272,5.59535,0.30812,0.26966,0.31829,0.36311,0.095,98.56998,12.01762,0.265,544.1832,101.4243,0.30309,0.10797,2.88808,0.09301,3.09993,0.60438,0.26634,99.41886,0.26984,0.14391,0.17395,33.6196,0.09677,0.30812,3544.66602,0.85656,0.35085,543.1176,0.30811,0.31829,0.35584,0.17395,1153.12353,3123.429,3.7157,2.52577,2.03304,0.31543
1498.092,7.62556,5.2747,317.37,-542.2315,0.32245,7.51678,0.1676,0.33015,-544.8856,-0.24551,0.36994,0.33943,33.6,2.41534,8.5,0.36914,96.1758,0.13733,4.57434,0.28894,0.65507,0.23059,0.06211,0.28177,103.6457,3517.50011,0.23495,5.90258,8.25448,5.57695,0.32252,0.28183,0.32165,0.37669,0.09023,102.9123,11.52419,0.29759,542.2315,103.2143,0.33943,0.11317,2.90553,0.09237,3.13499,0.63779,0.26108,100.8859,0.27481,0.14222,0.17231,33.62647,0.11188,0.32252,3542.8001,0.80561,0.38584,544.8856,0.32245,0.32165,0.36907,0.17231,1162.24065,3169.197,3.68741,2.37807,2.0353,0.33015
1498.2444,7.42915,5.4512,317.37,-544.8908,0.31434,7.83094,0.1843,0.30967,-546.3217,-0.2063,0.38851,0.30198,33.6,2.39403,8.5,0.3616,99.56149,0.15464,4.70991,0.27059,0.61674,0.24603,0.06206,0.27492,108.2902,3571.00014,0.24647,6.1306,8.2937,5.81248,0.31434,0.27492,0.33718,0.35696,0.09162,106.4798,11.36377,0.26347,544.8908,106.8663,0.30198,0.11521,2.88122,0.09045,3.07945,0.66523,0.27346,109.4687,0.29783,0.15513,0.18478,33.63466,0.10845,0.31434,3568.25072,0.75182,0.34933,546.3217,0.31434,0.33718,0.3616,0.18478,1171.01697,3061.425,3.81988,2.18125,2.12378,0.30967
1498.3968,7.02502,5.04702,317.37,-546.4753,0.33267,7.34692,0.22083,0.35278,-545.9104,-0.22983,0.4031,0.3435,33.6,2.34617,8.5,0.37856,103.38353,0.1925,4.38655,0.30915,0.60983,0.2798,0.06201,0.29038,108.3518,3565.3327,0.27234,5.73252,8.27017,5.4521,0.33282,0.2905,0.34938,0.39822,0.08967,105.0939,9.81601,0.30046,546.4753,108.2027,0.3435,0.10818,2.86604,0.08892,2.96692,0.65457,0.28645,109.97,0.31592,0.18414,0.21277,33.62346,0.07367,0.33282,3565.06743,0.71943,0.38909,545.9104,0.33267,0.34938,0.37842,0.21277,1180.14893,2948.245,3.54197,1.75793,1.97666,0.35278
1498.5492,6.64771,4.34024,317.37,-543.5919,0.33599,6.38266,0.25234,0.32372,-540.1714,-0.22983,0.39503,0.33775,33.6,2.29933,8.5,0.38393,106.34731,0.22515,3.79827,0.28177,0.60648,0.30892,0.06196,0.29317,98.45904,3493.33314,0.29766,4.98072,8.27017,4.74501,0.33871,0.29546,0.34263,0.36935,0.08745,97.6331,8.94926,0.29456,543.5919,102.4748,0.33775,0.09936,2.83432,0.08816,2.86044,0.59718,0.29589,105.2772,0.30591,0.21253,0.24016,33.61108,0.03705,0.33871,3538.60067,0.67402,0.38298,540.1714,0.33599,0.34263,0.38145,0.24016,1180.16535,2866.081,3.09388,1.5376,1.78334,0.32372
1498.7016,6.38852,4.20459,317.37,-543.3406,0.33349,6.21968,0.26502,0.33721,-542.7704,-0.36316,0.37469,0.31931,33.6,2.2647,8.5,0.38162,107.62418,0.23829,3.7066,0.29453,0.61453,0.32064,0.06191,0.29107,85.30871,3525.33245,0.31638,4.8771,8.13684,4.64645,0.33618,0.29333,0.32562,0.38284,0.08659,91.67992,8.51101,0.27767,543.3406,93.16628,0.31931,0.09374,2.80401,0.08729,2.78772,0.55138,0.29979,91.66161,0.28069,0.23352,0.26041,33.60873,0.00472,0.33618,3545.73386,0.68123,0.36498,542.7704,0.33349,0.32562,0.37917,0.26041,1169.484,2832.078,3.04735,1.43047,1.77556,0.33721
1498.854,6.30082,4.24144,317.37,-546.5013,0.31503,6.24293,0.26303,0.3078,-547.7499,-0.35532,0.34334,0.33245,33.6,2.26207,8.5,0.36463,107.62643,0.23624,3.75997,0.26879,0.63612,0.3188,0.06185,0.27551,92.08349,3535.99963,0.3178,4.92477,8.14468,4.66068,0.31762,0.2777,0.2994,0.35506,0.08774,84.66307,9.03238,0.2915,546.5013,87.10728,0.33245,0.09074,2.77779,0.08679,2.7524,0.49741,0.2998,83.32959,0.24183,0.23511,0.26195,33.60502,0.00379,0.31762,3550.86625,0.70357,0.3793,547.7499,0.31503,0.2994,0.36224,0.26195,1153.39757,2832.018,3.05345,1.47029,1.72298,0.3078
1499.0064,6.38655,4.24188,317.37,-545.8564,0.28885,6.17598,0.25596,0.29656,-546.614,-0.45728,0.3432,0.30766,33.6,2.27938,8.5,0.33889,105.83168,0.22891,3.76381,0.26047,0.65877,0.31227,0.0618,0.25332,76.23126,3434.667,0.30844,4.86863,8.04272,4.57312,0.28993,0.25423,0.29928,0.34559,0.09117,85.18604,10.30137,0.27071,545.8564,89.30807,0.30766,0.08864,2.75631,0.08783,2.77028,0.50143,0.29429,86.24757,0.24166,0.22462,0.25183,33.58931,0.02126,0.28993,3465.46583,0.72647,0.35659,546.614,0.28885,0.29928,0.33788,0.25183,1123.93546,2880.045,2.96361,1.50342,1.59045,0.29656
1499.1588,6.62865,4.30984,317.37,-546.308,0.28701,6.18283,0.2358,0.28314,-547.6819,-0.48081,0.34805,0.29459,33.6,2.31218,8.5,0.33691,102.567,0.20801,3.8012,0.24816,0.65162,0.29363,0.06175,0.25175,87.55902,3506.99928,0.29072,4.8678,8.01919,4.54092,0.28783,0.25245,0.30334,0.33227,0.09244,88.23052,10.92976,0.25872,546.308,92.11781,0.29459,0.09309,2.78218,0.08939,2.83758,0.52485,0.28376,98.92606,0.24767,0.20474,0.23265,33.59915,0.05237,0.28783,3498.40034,0.72544,0.34368,547.6819,0.28701,0.30334,0.33615,0.23265,1092.64115,2971.716,2.95695,1.65402,1.56472,0.28314
1499.3112,6.85822,4.77717,317.37,-545.9011,0.28966,6.81339,0.19239,0.28838,-543.7961,-0.48081,0.35768,0.29744,33.6,2.33441,8.5,0.33863,100.93937,0.16302,4.19282,0.25282,0.66077,0.25351,0.0617,0.254,100.9791,3459.00032,0.2787,5.34746,8.01919,4.96201,0.28966,0.254,0.31139,0.33735,0.09432,94.04519,11.20818,0.26122,545.9011,98.48864,0.29744,0.10084,2.80448,0.08969,2.90998,0.56958,0.27826,91.43232,0.25961,0.19126,0.21964,33.591,0.0659,0.28966,3484.93428,0.77652,0.34641,543.7961,0.28966,0.31139,0.33863,0.21964,1098.7618,3019.635,3.21313,1.83995,1.66681,0.28838
1499.4636,6.91242,5.15724,317.37,-545.577,0.30083,7.24259,0.21382,0.30797,-546.8024,-0.45728,0.35823,0.31068,33.6,2.33317,8.5,0.34908,98.40468,0.18523,4.59816,0.27012,0.65839,0.27332,0.06164,0.26349,93.69309,3460.99887,0.27937,5.72739,8.04272,5.32645,0.30083,0.26349,0.31185,0.35618,0.09553,95.93233,10.70112,0.27265,545.577,98.22997,0.31068,0.09962,2.81791,0.09028,2.93442,0.58409,0.26933,105.2127,0.26029,0.19202,0.22037,33.57776,0.04843,0.30083,3478.39909,0.77513,0.35889,546.8024,0.30083,0.31185,0.34908,0.22037,1096.27317,3097.413,3.54473,1.86556,1.84657,0.30797
1499.616,6.91242,4.13474,317.37,-546.2307,0.29937,5.73527,0.24461,0.29238,-544.5722,-0.45728,0.36438,0.259,33.6,2.33205,8.5,0.34769,97.68182,0.21714,3.80607,0.25577,0.67689,0.30178,0.0616,0.26225,93.02169,3562.00104,0.27997,4.64238,8.04272,4.34889,0.29934,0.26223,0.317,0.34074,0.09353,97.27534,10.74057,0.22505,546.2307,104.7842,0.259,0.09663,2.81513,0.09221,2.93573,0.59443,0.26669,98.07206,0.26792,0.1927,0.22102,33.5812,0.03434,0.29934,3516.86614,0.75651,0.30728,544.5722,0.29937,0.317,0.34772,0.22102,1103.70895,3120.335,3.08214,1.82254,1.78252,0.29238
1499.7684,7.03616,4.35674,317.37,-545.5296,0.30707,6.06543,0.19617,0.30608,-544.204,-0.44159,0.37177,0.29469,33.6,2.34585,8.5,0.35365,97.86241,0.16694,4.02117,0.26786,0.68734,0.257,0.06155,0.26877,105.1828,3528.00093,0.27251,4.9686,8.05841,4.6562,0.30575,0.26766,0.32318,0.3539,0.09489,100.8491,10.68541,0.2574,545.5296,104.4902,0.29469,0.09689,2.83583,0.09304,2.972,0.62192,0.26736,111.2606,0.27708,0.18433,0.21295,33.58236,0.04437,0.30575,3535.68715,0.80376,0.34263,544.204,0.30707,0.32318,0.35488,0.21295,1122.20241,3114.576,3.36479,1.94973,2.03057,0.30608
1499.9208,7.19833,4.89618,317.37,-547.936,0.31618,6.70237,0.18923,0.32118,-549.6477,-0.41022,0.37658,0.32637,33.6,2.36312,8.5,0.36206,95.61256,0.15975,4.46556,0.28113,0.70134,0.25059,0.0615,0.27648,104.933,3583.33316,0.26318,5.58292,8.08978,5.2417,0.31484,0.27534,0.3272,0.36826,0.09809,104.3513,10.67046,0.28608,547.936,103.3168,0.32637,0.10258,2.86005,0.09359,3.01993,0.64886,0.25894,104.3298,0.28304,0.17387,0.20286,33.58166,0.05775,0.31484,3562.00104,0.84445,0.37349,549.6477,0.31618,0.3272,0.3633,0.20286,1141.22169,3187.866,3.93104,2.07245,2.46945,0.32118
1500.0732,7.34157,4.3958,317.37,-551.93,0.30726,5.93485,0.22732,0.31846,-550.7051,-0.3161,0.37376,0.29359,33.6,2.3774,8.5,0.35263,90.2147,0.19922,3.9521,0.27936,0.6652,0.28579,0.06145,0.26893,103.7274,3601.00089,0.25546,4.9938,8.1839,4.70068,0.30464,0.26672,0.32484,0.36618,0.09746,103.3116,11.29189,0.25648,551.93,100.6448,0.29359,0.10515,2.86061,0.09628,3.06287,0.64086,0.23704,94.58722,0.27955,0.16521,0.1945,33.56743,0.05281,0.30464,3562.26631,0.77747,0.34161,550.7051,0.30726,0.32484,0.35505,0.1945,1152.79193,3378.607,3.61665,2.17966,2.34057,0.31846
1500.2256,7.69068,4.36446,317.37,-552.6609,0.28799,6.03403,0.16436,0.33066,-553.4428,-0.3161,0.33368,0.32348,33.6,2.4269,8.5,0.33456,84.2687,0.13398,3.92801,0.29239,0.67356,0.2276,0.0614,0.25259,101.3614,3511.3336,0.22871,4.98978,8.1839,4.69022,0.28533,0.25032,0.29132,0.37959,0.09689,98.20834,13.28692,0.28588,552.6609,98.69237,0.32348,0.10996,2.87616,0.0992,3.1478,0.6016,0.20966,102.6019,0.22985,0.13521,0.16556,33.53354,0.06013,0.28533,3521.53318,0.82303,0.37264,553.4428,0.28799,0.29132,0.33707,0.16556,1137.60002,3617.001,3.4753,2.5565,2.19251,0.33066
1500.378,8.27407,7.3885,317.37,-552.2665,0.23084,10.54922,0.0567,0.2419,-553.9506,-0.29257,0.28523,0.26659,33.6,2.51677,8.5,0.28066,74.99394,0.0224,6.67206,0.21376,0.6996,0.12808,0.06136,0.20357,89.62685,3534.99923,0.18012,8.50042,8.20743,7.96377,0.22923,0.20218,0.24328,0.29353,0.10138,90.07767,20.57055,0.23672,552.2665,95.478,0.26659,0.11256,2.87824,0.09919,3.27406,0.53906,0.1583,98.98592,0.17226,0.08075,0.113,33.56191,0.08893,0.22923,3497.19986,0.94201,0.31866,553.9506,0.23084,0.24328,0.28225,0.113,1122.73565,4064.328,5.5117,4.89136,3.21767,0.2419
1500.5304,8.81797,11.31415,317.37,-553.4086,0.19128,16.12734,0.04274,0.16614,-551.4199,-0.11611,0.22412,0.16585,33.6,2.60453,8.5,0.24217,66.56826,0.00793,10.13825,0.14639,0.96092,0.11518,0.06133,0.16914,79.74151,3504.00033,0.13269,12.8627,8.38389,12.06518,0.19063,0.16857,0.18265,0.21673,0.10297,85.64855,31.62641,0.14615,553.4086,89.75264,0.16585,0.1101,2.89941,0.09964,3.37964,0.50499,0.09922,85.37266,0.10644,0.02756,0.06168,33.55257,0.12957,0.19063,3483.93388,1.33811,0.21644,551.4199,0.19128,0.18265,0.24284,0.06168,1106.60044,4578.759,8.21028,12.90837,4.62009,0.16614
1500.6828,8.72487,14.91963,317.37,-551.8678,0.17382,21.42066,0.06573,0.13586,-552.3145,-0.18669,0.2212,0.11331,33.6,2.59253,8.5,0.22501,66.12267,0.03175,13.29436,0.11975,0.96622,0.13643,0.06129,0.15379,86.63743,3530.99988,0.13917,16.89189,8.31331,15.86382,0.17382,0.1538,0.17976,0.18528,0.10613,83.51538,35.15943,0.09981,551.8678,84.85453,0.11331,0.10829,2.86739,0.09967,3.35838,0.48858,0.09568,83.91811,0.10348,0.03483,0.06869,33.54298,0.12128,0.17382,3547.71443,1.36345,0.16144,552.3145,0.17382,0.17976,0.225,0.06869,1106.83739,4609.614,10.52662,31.80913,5.72294,0.13586
