DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDPT,HDP4,HDP5,HDP6,HVOL,AVOL,BIT
1273.1,42.110248,2503.496541,101.429005,0.305867,8.476691,0.054018,2.394272,3.046644,94.64306,111.436068,2.353014,11.612808,12.961014,13.945761,28.792466,15.282646,18.020482,20.113276,0.128688,0.041006,8.5
1273.2,42.0983,2498.813198,106.485128,0.317854,8.486247,0.056937,2.36344,2.971037,98.644002,111.201811,1.952184,14.376038,15.897498,17.000385,33.414945,18.487378,21.499903,23.776726,0.129002,0.041321,8.5
1273.3,42.100953,2501.880926,109.356543,0.323732,8.496884,0.05902,2.35115,2.967909,101.027764,110.968545,1.643195,13.340967,14.611089,15.524448,28.945255,16.746999,19.195757,21.024474,0.129263,0.041581,8.5
1273.4,42.127425,2508.30956,110.017781,0.327163,8.502347,0.0582,2.347812,2.995615,101.827558,110.773654,1.630785,12.277597,13.343878,14.105726,25.189814,15.119528,17.131614,18.619748,0.129375,0.041693,8.5
1273.5,42.100587,2505.306687,107.95217,0.32843,8.503735,0.055597,2.345715,3.034303,101.778952,110.664327,1.704907,12.046759,13.030237,13.730101,23.843407,14.658029,16.489179,17.835341,0.129418,0.041737,8.5
1273.6,42.090429,2511.340421,105.380269,0.330586,8.505279,0.055474,2.347062,3.064033,101.465074,110.627584,1.705484,12.796336,13.818435,14.544798,25.03551,15.506679,17.401187,18.791106,0.129464,0.041782,8.5
1273.7,42.091881,2514.648438,103.659502,0.33315,8.506617,0.05962,2.350505,3.080695,101.192461,110.541836,1.682151,13.77749,14.864313,15.636084,26.772103,16.657393,18.66678,20.139302,0.129492,0.041811,8.5
1273.8,42.086982,2518.522169,104.855269,0.332527,8.506963,0.067435,2.353648,3.073912,101.045434,110.50795,1.683365,13.313222,14.352626,15.090264,25.720129,16.065849,17.983576,19.387611,0.129483,0.041801,8.5
1273.9,42.15798,2514.509039,106.254514,0.3293,8.505665,0.075761,2.35445,3.036092,101.095622,110.50955,1.681474,12.707476,13.698044,14.400958,24.527084,15.330539,17.15759,18.495051,0.129428,0.041746,8.5
1274.0,42.088568,2509.765625,105.52288,0.326277,8.503281,0.077723,2.347789,2.96618,101.34113,110.389279,1.688886,13.294216,14.342034,15.08607,25.817814,16.070629,18.007571,19.426896,0.129363,0.041681,8.5
1274.1,42.11287,2509.765625,102.779809,0.323192,8.501584,0.0697,2.331857,2.920292,101.592108,110.19434,1.661721,12.55194,13.562059,14.280247,24.663661,15.231706,17.106939,18.483689,0.129329,0.041647,8.5
1274.2,42.115076,2509.765625,98.36382,0.318046,8.501322,0.056028,2.314332,2.894142,101.744605,109.977239,1.586192,12.257863,13.268329,13.987839,24.431001,14.942341,16.827565,18.214747,0.129351,0.041669,8.5
1274.3,42.115221,2505.036459,95.690156,0.313377,8.503494,0.045242,2.304039,2.880908,101.837741,109.875111,1.49141,13.583459,14.699558,15.494119,27.036269,16.547985,18.628848,20.159509,0.129497,0.041816,8.5
1274.4,42.109953,2534.179688,95.391345,0.312265,8.512874,0.043118,2.300234,2.890673,102.22724,109.854781,1.428307,14.59957,15.733981,16.538844,28.151141,17.603098,19.694397,21.224955,0.129841,0.04216,8.5
1274.5,42.128989,2538.457186,96.356499,0.311051,8.525917,0.049599,2.298563,2.875445,103.140535,110.060539,1.400368,14.557106,15.592797,16.323946,26.775723,17.286362,19.164194,20.528281,0.1302,0.042518,8.5
1274.6,42.118244,2557.082614,96.890522,0.311493,8.535482,0.058911,2.29102,2.828704,104.319542,110.298491,1.396096,15.304001,16.290034,16.982485,26.770355,17.889644,19.646555,20.912807,0.130436,0.042755,8.5
1274.7,42.1251,2545.758614,95.397754,0.315771,8.540887,0.064512,2.278439,2.778566,105.141707,110.524393,1.368685,13.271431,14.075738,14.638847,22.545029,15.374524,16.793169,17.810945,0.130663,0.042981,8.5
1274.8,42.089909,2538.371077,93.105579,0.319415,8.552208,0.064107,2.273555,2.760151,104.910099,110.799322,1.263946,12.872002,13.670555,14.230276,22.109044,14.962282,16.376137,17.39222,0.131089,0.043407,8.5
1274.9,42.125688,2536.015444,92.350997,0.324156,8.568976,0.059262,2.281567,2.778933,103.56878,111.019008,1.13663,15.199066,16.231269,16.958132,27.28736,17.912736,19.768724,21.11189,0.131564,0.043883,8.5
1275.0,42.145315,2533.103146,94.20164,0.328298,8.582104,0.054361,2.303311,2.818088,101.834074,111.201771,1.088327,16.714584,17.981238,18.878671,31.81411,20.063836,22.388155,24.085747,0.13187,0.044188,8.5
1275.1,42.110944,2533.420059,97.039247,0.329572,8.587577,0.050826,2.328032,2.860303,100.637083,111.327305,1.154021,15.498732,16.742217,17.626155,30.459569,18.796999,21.103993,22.797242,0.131988,0.044306,8.5
1275.2,42.121947,2531.878894,98.873792,0.327315,8.588463,0.046405,2.334581,2.874068,100.629964,111.488651,1.315663,15.372945,16.557513,17.397557,29.547863,18.507848,20.688128,22.282667,0.131782,0.044101,8.5
1275.3,42.15226,2506.408959,96.399026,0.324155,8.566839,0.041227,2.318803,2.846871,101.736537,111.772033,1.508724,16.25529,17.350167,18.120847,29.065872,19.132625,21.098638,22.520567,0.130735,0.043054,8.5
1275.4,42.140337,2507.097211,92.097445,0.320554,8.516867,0.037426,2.295528,2.820006,102.878043,112.156853,1.565742,14.008926,14.848528,15.436081,23.663927,16.203375,17.682051,18.742185,0.129109,0.041427,8.5
1275.5,42.132998,2504.882813,87.693974,0.313394,8.461331,0.038139,2.282609,2.816266,102.308676,112.59651,1.433159,13.094581,13.891053,14.44879,22.267255,15.177584,16.583367,17.592228,0.12773,0.040049,8.5
1275.6,42.101082,2480.537649,83.439573,0.301987,8.431755,0.046638,2.301648,2.902031,98.94104,113.024013,1.252444,12.139587,13.002117,13.610935,22.285329,14.41222,15.975321,17.110517,0.127356,0.039674,8.5
1275.7,42.092276,2488.981349,81.184054,0.282351,8.449484,0.061112,2.362114,3.058785,93.316216,113.452698,1.162173,11.89316,12.915911,13.646243,24.315041,14.617615,16.543976,17.967547,0.128328,0.040646,8.5
1275.8,42.116954,2500.0,79.734611,0.260515,8.49699,0.073645,2.429161,3.181508,87.919055,113.700653,1.154329,22.543389,24.738007,26.318662,49.705387,28.43741,32.690672,35.87438,0.129722,0.04204,8.5
1275.9,42.123225,2500.0,79.436237,0.245311,8.538074,0.079023,2.465662,3.193381,84.904281,113.881721,1.201913,37.851375,41.688899,44.461063,85.498857,48.18695,55.697982,61.345124,0.130646,0.042964,8.5
1276.0,42.086044,2476.847269,81.048136,0.247582,8.552817,0.074698,2.451585,3.096586,85.567235,114.018965,1.241473,14.906574,16.48692,17.632524,34.708241,19.177135,22.306426,24.671481,0.130945,0.043263,8.5
1276.1,42.125852,2476.02582,84.58609,0.270262,8.556302,0.064939,2.400919,2.970813,89.339454,114.066158,1.201186,9.250179,10.259366,10.992613,21.954044,11.983301,13.99693,15.52401,0.13102,0.043339,8.5
1276.2,42.134846,2500.0,87.550954,0.299097,8.557299,0.055682,2.349022,2.91575,93.736045,114.223731,1.117675,12.661008,14.026454,15.017661,29.854284,16.355802,19.07222,21.129564,0.131021,0.043339,8.5
1276.3,42.142003,2500.0,88.276859,0.321375,8.555958,0.049763,2.319595,2.941224,97.202486,114.381171,1.087457,15.982331,17.587918,18.747048,35.950068,20.304089,23.440226,25.796003,0.131069,0.043387,8.5
1276.4,42.176172,2495.697206,88.623169,0.329389,8.562869,0.046336,2.314897,2.97041,99.251139,114.453946,1.132579,13.901984,15.132228,16.012408,28.861399,17.18511,19.517055,21.245285,0.131577,0.043896,8.5
1276.5,42.12955,2490.234375,90.161466,0.324825,8.593947,0.042299,2.316669,2.971162,99.986829,114.545458,1.208671,11.7103,12.604581,13.23843,22.336336,14.075794,15.718897,16.919626,0.132641,0.04496,8.5
1276.6,42.12994,2490.234375,93.382614,0.318873,8.630508,0.038953,2.31498,2.963575,99.872984,114.649382,1.292445,14.188601,15.172309,15.865734,25.722932,16.777266,18.552065,19.838424,0.133545,0.045864,8.5
1276.7,42.161284,2487.402415,96.155027,0.315492,8.648617,0.038698,2.315902,2.981248,99.649225,114.689693,1.357663,14.236891,15.188218,15.8575,25.363262,16.73573,18.440931,19.673207,0.133882,0.046201,8.5
1276.8,42.143204,2485.351563,99.007919,0.312273,8.650924,0.042362,2.324699,3.02663,99.584451,114.82158,1.383342,13.247676,14.101595,14.701244,23.189487,15.486798,17.008095,18.104453,0.133918,0.046236,8.5
1276.9,42.137917,2490.234375,99.245629,0.3076,8.651355,0.048189,2.335819,3.059545,99.853218,115.002501,1.431175,15.493781,16.457756,17.133506,26.685068,18.017348,19.724754,20.95201,0.134071,0.046389,8.5
1277.0,42.12851,2490.234375,96.55861,0.300901,8.665411,0.054091,2.343405,3.053129,100.470639,115.102402,1.538511,16.517727,17.477808,18.148685,27.561089,19.02363,20.706253,21.90994,0.134724,0.047042,8.5
1277.1,42.173263,2492.727082,94.198954,0.297668,8.694696,0.05726,2.34332,3.036879,101.359018,115.283827,1.57428,14.109873,14.872461,15.403641,22.80792,16.094404,17.416862,18.358403,0.135685,0.048004,8.5
1277.2,42.161042,2495.117188,91.632106,0.299896,8.72689,0.057362,2.335575,2.995088,102.162249,115.48626,1.527402,13.981536,14.69035,15.182751,22.010795,15.821532,17.039836,17.903734,0.136614,0.048932,8.5
1277.3,42.181315,2485.593134,89.030087,0.306786,8.752857,0.055447,2.323325,2.950963,102.589347,115.617684,1.443723,16.757463,17.57034,18.134049,25.915118,18.864185,20.253308,21.235767,0.137234,0.049552,8.5
1277.4,42.170484,2491.431122,86.946095,0.313976,8.759509,0.055214,2.316762,2.932502,102.691192,115.651719,1.340048,16.026986,16.811005,17.354883,24.865403,18.059547,19.400848,20.349963,0.137003,0.049321,8.5
1277.5,42.167275,2512.501541,86.533142,0.31928,8.730475,0.056828,2.312648,2.936644,102.632685,115.605455,1.269024,15.01213,15.801658,16.350983,23.98516,17.064612,18.428672,19.398193,0.135652,0.04797,8.5
1277.6,42.126877,2513.045749,86.562969,0.323514,8.670671,0.063431,2.314354,2.954097,102.566074,115.503719,1.270639,16.525455,17.490886,18.165692,27.635723,19.045988,20.739589,21.95166,0.133922,0.04624,8.5
1277.7,42.142535,2492.583726,88.390465,0.327595,8.623807,0.073583,2.319525,2.983162,102.587825,115.33848,1.312169,16.908904,18.005883,18.776485,29.69545,19.786304,21.742882,23.153675,0.132882,0.0452,8.5
1277.8,42.148472,2495.117188,90.604104,0.330493,8.608836,0.080195,2.319117,2.98747,102.703015,115.21804,1.337223,15.097573,16.172753,16.931765,27.788247,17.930839,19.880123,21.296048,0.132459,0.044778,8.5
1277.9,42.15785,2498.706268,90.384237,0.327016,8.593411,0.081549,2.311321,2.95662,102.838068,115.123235,1.347279,14.853033,15.984141,16.785691,28.325455,17.844408,19.921262,21.438499,0.131743,0.044062,8.5
1278.0,42.126527,2499.030546,89.425965,0.322519,8.559776,0.081281,2.298828,2.919869,102.977939,115.047362,1.340462,16.110805,17.388205,18.2956,31.40788,19.49673,21.86098,23.594385,0.130493,0.042812,8.5
1278.1,42.158122,2499.174505,87.830471,0.32109,8.508844,0.082189,2.287701,2.906743,103.196004,115.01204,1.308796,15.323407,16.565782,17.449502,30.251621,18.620743,20.930627,22.627635,0.128628,0.040946,8.5
1278.2,42.134126,2499.694719,86.818379,0.323419,8.432788,0.083589,2.279599,2.902908,103.535849,115.068444,1.270316,15.384132,16.630418,17.516876,30.361633,18.691689,21.008452,22.710386,0.126287,0.038606,8.5
1278.3,42.178413,2496.552837,87.743864,0.332488,8.359936,0.083052,2.273319,2.882653,103.902735,115.229033,1.265731,17.242821,18.593835,19.552845,33.403946,20.821488,23.316146,25.143244,0.124636,0.036954,8.5
1278.4,42.156175,2500.0,89.423633,0.345042,8.330642,0.077209,2.266107,2.875792,104.220106,115.433137,1.265957,15.60941,16.756125,17.567076,29.195375,18.636234,20.727523,22.250658,0.124374,0.036692,8.5
1278.5,42.132686,2503.695164,89.009047,0.356909,8.349651,0.06847,2.261909,2.880446,104.450324,115.653625,1.239861,15.343292,16.382578,17.114286,27.514169,18.075081,19.942571,21.293645,0.12538,0.037699,8.5
1278.6,42.182889,2509.707122,86.979476,0.365032,8.40234,0.062596,2.261981,2.888177,104.629607,115.833858,1.210407,17.681687,18.803925,19.591384,30.72973,20.62224,22.616389,24.051838,0.127077,0.039396,8.5
1278.7,42.15687,2502.140471,87.915746,0.369637,8.459652,0.064056,2.266749,2.894251,104.778805,115.904,1.192277,17.533372,18.567119,19.289944,29.439484,20.233198,22.048866,23.349004,0.128498,0.040817,8.5
1278.8,42.166939,2498.77279,88.543397,0.369556,8.491692,0.067822,2.270191,2.899935,104.871144,115.905559,1.176623,16.174008,17.070555,17.695702,26.415804,18.509437,20.069639,21.182189,0.129194,0.041513,8.5
1278.9,42.165617,2511.963495,89.934662,0.36385,8.503814,0.069638,2.269502,2.883412,104.880916,115.787821,1.161607,15.338139,16.182344,16.770808,24.974904,17.536573,19.004141,20.050137,0.129555,0.041873,8.5
1279.0,42.148551,2502.144015,91.485487,0.356661,8.516558,0.067148,2.263831,2.842972,104.728928,115.677571,1.155417,17.075852,18.062145,18.751128,28.390783,19.649436,21.376241,22.610961,0.130059,0.042378,8.5
1279.1,42.179896,2495.815496,89.93263,0.350412,8.538855,0.061889,2.260608,2.819529,104.366564,115.624541,1.162346,18.393122,19.575903,20.406452,32.141398,21.494447,23.601346,25.119664,0.130786,0.043105,8.5
1279.2,42.137448,2496.349973,89.677842,0.346222,8.56363,0.056434,2.265994,2.795738,103.899599,115.506386,1.152872,14.984907,16.101531,16.891952,28.24234,17.934942,19.977835,21.467897,0.131459,0.043777,8.5
1279.3,42.149415,2493.185687,90.834655,0.340897,8.580993,0.051206,2.277268,2.778167,103.355948,115.372742,1.138851,14.77774,16.032031,16.926922,29.96533,18.116216,20.471807,22.210282,0.131821,0.04414,8.5
1279.4,42.173616,2491.039982,92.112576,0.335171,8.584843,0.047132,2.293012,2.807227,102.819298,115.221969,1.147772,16.245458,17.731719,18.797382,34.447561,20.22,23.057586,25.167319,0.131739,0.044057,8.5
1279.5,42.189422,2490.234375,93.724796,0.332719,8.572856,0.044284,2.308516,2.873727,102.536788,114.983859,1.174567,15.410455,16.859056,17.899673,33.233106,19.291234,22.074297,24.149316,0.131274,0.043592,8.5
1279.6,42.169048,2490.234375,94.537582,0.334714,8.55455,0.043297,2.315217,2.945104,102.770378,114.827487,1.229557,15.833686,17.275218,18.308478,33.475679,19.68744,22.436702,24.479796,0.130806,0.043125,8.5
1279.7,42.180635,2500.512922,94.065062,0.340277,8.544463,0.046543,2.313807,2.972685,103.512108,114.734089,1.32826,16.710023,18.119911,19.125414,33.750468,20.461229,23.10553,25.055909,0.130663,0.042981,8.5
1279.8,42.192456,2513.459532,93.296273,0.349933,8.54706,0.053222,2.305434,2.945876,104.630144,114.581972,1.390301,15.572739,16.759781,17.60107,29.702185,18.712409,20.892902,22.486187,0.130842,0.043161,8.5
1279.9,42.151939,2514.648438,92.946229,0.362174,8.556983,0.059344,2.291143,2.858946,105.801668,114.475194,1.359761,14.904635,15.919927,16.634931,26.803999,17.574017,19.399991,20.721544,0.131168,0.043487,8.5
1280.0,42.189879,2528.647745,92.733538,0.370609,8.568333,0.059803,2.273307,2.76032,106.625499,114.330751,1.272413,16.438694,17.448599,18.156134,28.120624,19.081069,20.866405,22.148574,0.131501,0.04382,8.5
1280.1,42.14561,2543.945313,92.760602,0.373781,8.578479,0.055158,2.256021,2.707746,107.067852,114.246487,1.171507,17.258752,18.238127,18.921748,28.48504,19.812442,21.522747,22.744263,0.13179,0.044109,8.5
1280.2,42.158201,2543.945313,93.249516,0.371107,8.586777,0.049495,2.241807,2.69387,106.821349,114.149124,1.09231,18.32136,19.304179,19.988519,29.51625,20.878171,22.58055,23.791932,0.131996,0.044314,8.5
1280.3,42.170386,2521.813446,93.83832,0.360891,8.591105,0.049633,2.239943,2.714746,105.466567,113.947872,1.046411,16.138405,16.981043,17.567105,25.702582,18.328207,19.782251,20.815151,0.132062,0.044381,8.5
1280.4,42.199517,2511.321423,93.12512,0.343156,8.590079,0.058223,2.260938,2.805668,102.749378,113.625596,1.010633,14.126431,14.887262,15.417127,22.788791,16.106072,17.424723,18.363306,0.131994,0.044313,8.5
1280.5,42.148877,2500.95542,92.026013,0.323018,8.585397,0.068086,2.297931,2.93556,99.509646,113.165952,1.002169,15.142766,16.042684,16.672211,25.511211,17.494044,19.076991,20.211256,0.131743,0.044062,8.5
1280.6,42.157927,2504.991875,91.370723,0.303965,8.572072,0.073802,2.337251,3.047296,96.749022,112.598376,1.025697,19.072275,20.352024,21.252665,34.045721,22.434858,24.731398,26.391916,0.13123,0.043548,8.5
1280.7,42.168742,2495.117188,90.862479,0.289624,8.551073,0.071852,2.361333,3.112875,95.542689,112.004238,1.082922,19.352907,20.820204,21.859788,36.822383,23.232673,25.925111,27.891522,0.130586,0.042904,8.5
1280.8,42.145894,2490.500294,91.842655,0.28454,8.530862,0.063799,2.363507,3.100221,96.352201,111.330128,1.18203,12.819418,13.890453,14.653743,25.763113,15.66711,17.671027,19.147436,0.130113,0.042431,8.5
1280.9,42.16798,2495.117188,96.640853,0.288584,8.523401,0.053807,2.347071,3.01013,98.242979,110.621227,1.298177,13.748149,14.939747,15.790988,28.208339,16.923568,19.170823,20.83244,0.130041,0.042359,8.5
1281.0,42.20415,2495.117188,101.286743,0.298354,8.528454,0.046111,2.329589,2.936814,100.049331,109.980602,1.385698,14.201723,15.448051,16.339126,29.351365,17.525595,19.882542,21.62742,0.13037,0.042689,8.5
1281.1,42.196361,2516.86226,104.230109,0.31057,8.546897,0.041747,2.322373,2.888754,101.26419,109.351764,1.456205,14.737388,16.019632,16.935861,30.31086,18.155191,20.575454,22.365674,0.131092,0.043411,8.5
1281.2,42.198102,2510.185685,105.226952,0.324337,8.577583,0.040469,2.324255,2.844043,101.748443,108.815995,1.519157,14.266253,15.45781,16.306974,28.642846,17.434328,19.663586,21.305964,0.13211,0.044428,8.5
1281.3,42.185124,2513.670246,102.942767,0.336253,8.612489,0.043362,2.328857,2.82553,101.681161,108.405771,1.53818,13.490848,14.547888,15.298226,26.126223,16.290827,18.242692,19.672257,0.133058,0.045376,8.5
1281.4,42.160988,2511.861624,100.21346,0.340908,8.637087,0.048994,2.331239,2.834278,101.427429,107.996786,1.532405,13.373283,14.334239,15.013021,24.738697,15.906974,17.652656,18.921855,0.133688,0.046006,8.5
1281.5,42.152558,2511.435032,99.183635,0.338982,8.652232,0.056956,2.33574,2.874337,101.086391,107.664714,1.516045,13.472783,14.321097,14.91621,23.327612,15.695115,17.201424,18.285387,0.134201,0.046519,8.5
1281.6,42.146332,2509.765625,100.123512,0.334549,8.672116,0.063585,2.33805,2.951737,100.744843,107.349616,1.50003,13.287005,14.00473,14.504662,21.464426,15.15479,16.399464,17.285635,0.13501,0.047328,8.5
1281.7,42.165432,2510.329823,100.679846,0.333474,8.70699,0.068176,2.33885,2.995851,100.490761,106.975453,1.509568,13.693529,14.350675,14.806213,21.092762,15.396037,16.517601,17.310375,0.136124,0.048443,8.5
1281.8,42.146705,2514.648438,99.879973,0.335423,8.741838,0.069035,2.336535,2.988588,100.389227,106.746236,1.579104,14.582324,15.230675,15.678847,21.81766,16.257654,17.353882,18.125466,0.13698,0.049298,8.5
1281.9,42.192507,2514.648438,98.407738,0.332745,8.757008,0.065813,2.332293,2.971047,100.349052,106.607323,1.643082,12.132679,12.682792,13.063332,18.285619,13.555115,14.487484,15.144452,0.137057,0.049376,8.5
1282.0,42.192244,2518.560029,97.874754,0.32106,8.742058,0.061116,2.33164,2.967178,100.286309,106.575995,1.647616,11.859031,12.457634,12.873421,18.639915,13.412749,14.441195,15.170332,0.136305,0.048623,8.5
1282.1,42.189889,2519.53125,97.526525,0.303468,8.706122,0.057995,2.33831,2.99689,100.364189,106.623333,1.621823,15.031144,15.870908,16.456656,24.664668,17.219337,18.682337,19.726095,0.135099,0.047418,8.5
1282.2,42.154435,2518.272882,98.345792,0.291313,8.665447,0.058599,2.350619,3.039725,100.672422,106.683609,1.603087,14.47708,15.309117,15.890212,24.058259,16.647697,18.10333,19.143801,0.133971,0.046289,8.5
1282.3,42.175398,2514.648438,98.467911,0.293185,8.635737,0.061797,2.358688,3.048409,101.41913,106.776296,1.5949,13.387397,14.114649,14.621338,21.703503,15.280399,16.542598,17.44157,0.133245,0.045563,8.5
1282.4,42.187706,2518.13479,97.604016,0.306783,8.62076,0.067326,2.36153,3.030007,102.354589,106.842252,1.620719,13.18716,13.822416,14.262872,20.350187,14.833279,15.918251,16.685411,0.132951,0.045269,8.5
1282.5,42.167146,2528.730736,97.696474,0.322267,8.618549,0.071013,2.35636,3.014211,103.02655,106.993558,1.648946,12.977834,13.522872,13.8989,19.032872,14.383684,15.299335,15.941954,0.132938,0.045257,8.5
1282.6,42.205724,2516.308279,98.861006,0.330243,8.620661,0.069665,2.345189,3.028055,103.256747,107.245891,1.600544,12.79533,13.289852,13.630112,18.255418,14.067722,14.891149,15.466723,0.133044,0.045362,8.5
1282.7,42.191819,2520.529041,100.388467,0.32984,8.625755,0.065267,2.334437,3.044648,102.865093,107.565934,1.542645,13.478498,13.974158,14.314684,18.924297,14.752034,15.573213,16.145908,0.133182,0.0455,8.5
1282.8,42.183352,2520.757838,99.297974,0.322296,8.628427,0.059738,2.324383,3.021857,102.00516,107.984497,1.514652,14.626995,15.171224,15.545247,20.608754,16.025769,16.928446,17.558305,0.133062,0.04538,8.5
1282.9,42.210905,2524.414063,95.444809,0.311623,8.614318,0.055061,2.31534,2.957297,100.331572,108.387772,1.49959,13.766465,14.328605,14.716078,19.992868,15.215208,16.15675,16.81664,0.132267,0.044585,8.5
1283.0,42.189198,2524.414063,90.081673,0.2984,8.571583,0.05569,2.322149,2.880671,96.835339,108.890301,1.477901,11.295682,11.851515,12.237228,17.560193,12.737118,13.689095,14.36307,0.130814,0.043132,8.5
1283.1,42.171217,2524.414063,87.370225,0.279939,8.521716,0.060054,2.36223,2.855637,91.155399,109.27355,1.420774,7.460005,7.92598,8.25276,12.876592,8.680328,9.506799,10.101243,0.129592,0.04191,8.5
1283.2,42.168396,2527.03071,84.703638,0.255488,8.496475,0.060335,2.425313,2.918086,84.511204,109.672115,1.319233,8.109343,8.712341,9.139113,15.281961,9.702172,10.804771,11.608787,0.129142,0.04146,8.5
1283.3,42.164114,2525.570037,83.3274,0.229279,8.494661,0.05555,2.489514,3.05098,78.852691,110.113133,1.38002,25.53313,27.596898,29.064619,50.3373,31.009546,34.844281,37.660798,0.129102,0.04142,8.5
1283.4,42.207186,2529.250692,84.111501,0.208995,8.492626,0.049978,2.530391,3.202735,76.318714,110.496712,2.30237,42.196867,45.703002,48.200819,84.632731,51.51593,58.068201,62.893092,0.1289,0.041219,8.5
1283.5,42.201044,2529.296875,85.953032,0.204128,8.478703,0.0469,2.519458,3.285727,78.68613,110.815421,5.0609,16.603052,17.906638,18.832081,32.170138,20.056438,22.464374,24.228231,0.128412,0.040731,8.5
1283.6,42.156118,2529.296875,89.410139,0.218579,8.460323,0.050772,2.474795,3.296798,84.101871,111.115496,8.367337,8.415257,9.037077,9.476959,15.784593,10.05706,11.192233,12.019378,0.127911,0.040229,8.5
1283.7,42.166397,2526.016076,93.709347,0.248056,8.447615,0.059132,2.420182,3.229285,90.447051,111.366649,9.053734,12.410166,13.278939,13.891662,22.650963,14.69749,16.26763,17.40654,0.127801,0.040119,8.5
1283.8,42.211272,2528.803057,97.153852,0.28094,8.457511,0.064612,2.373344,3.129321,95.875995,111.566286,5.856758,16.165821,17.194375,17.916209,28.10379,18.861295,20.689942,22.006581,0.12852,0.040838,8.5
1283.9,42.193068,2524.414063,97.085211,0.3065,8.5024,0.063017,2.341582,3.058571,99.131593,111.88738,2.860215,14.144788,14.989279,15.580106,23.882216,16.3515,17.837542,18.902541,0.130175,0.042493,8.5
1284.0,42.247748,2526.135443,96.973728,0.32165,8.569325,0.055421,2.316937,2.993406,100.562051,112.32568,1.720718,13.372312,14.142173,14.679883,22.208776,15.38086,16.728043,17.691098,0.1323,0.044619,8.5
1284.1,42.224568,2543.438785,96.171688,0.330452,8.64045,0.049869,2.305272,2.965001,101.091394,112.792146,1.501033,12.218351,12.918293,13.407057,20.247525,14.0441,15.268021,16.142667,0.134286,0.046604,8.5
1284.2,42.213667,2557.645923,97.012068,0.334846,8.693219,0.048132,2.302827,2.9569,101.357603,113.254778,1.435223,11.769078,12.464162,12.950216,19.772694,13.584531,14.805631,15.6801,0.135214,0.047532,8.5
1284.3,42.174066,2547.719468,100.034462,0.336625,8.688753,0.050395,2.304917,2.959136,101.664036,113.788867,1.406976,13.758272,14.620536,15.225197,23.771517,16.016311,17.545343,18.644962,0.13439,0.046709,8.5
1284.4,42.19408,2524.761943,102.182568,0.336491,8.633073,0.058218,2.312617,2.960412,102.135459,114.159327,1.392311,13.4244,14.29917,14.913797,23.630016,15.719368,17.280637,18.406721,0.132741,0.04506,8.5
1284.5,42.193724,2548.971739,102.93626,0.337574,8.587243,0.065533,2.314837,2.939713,102.691868,114.453411,1.413024,12.214973,13.0284,13.600561,21.732101,14.351227,15.808366,16.86109,0.131739,0.044058,8.5
1284.6,42.188771,2530.046859,101.964581,0.342346,8.572472,0.070598,2.312503,2.899,103.287684,114.790347,1.443926,11.081139,11.819709,12.339239,19.711601,13.020881,14.344121,15.300173,0.131489,0.043808,8.5
1284.7,42.22215,2519.834832,99.016394,0.350409,8.571918,0.074445,2.311305,2.845764,103.805006,114.988914,1.443144,11.375684,12.147852,12.691536,20.417678,13.405485,14.79332,15.797479,0.131519,0.043837,8.5
1284.8,42.231331,2519.53125,96.273169,0.358592,8.574802,0.074396,2.308672,2.817749,103.94023,115.125471,1.431415,13.057343,13.986892,14.643086,24.009141,15.506809,17.191972,18.416012,0.131602,0.04392,8.5
1284.9,42.192416,2525.244587,95.191776,0.359851,8.577017,0.070054,2.307293,2.832686,103.642589,115.038108,1.396016,11.778266,12.674901,13.310293,22.445463,14.149542,15.795877,16.998607,0.13165,0.043968,8.5
1285.0,42.199955,2537.187157,94.100623,0.354862,8.57777,0.063412,2.309611,2.875708,103.109692,114.659579,1.364475,11.291783,12.222577,12.885389,22.501964,13.764721,15.501623,16.779789,0.131665,0.043984,8.5
1285.1,42.208226,2534.952951,93.029261,0.349409,8.578011,0.055921,2.31161,2.912509,102.576537,114.201677,1.375231,14.087848,15.315288,16.192446,29.009582,17.359885,19.677487,21.392034,0.131671,0.04399,8.5
1285.2,42.227293,2533.523939,92.334759,0.345329,8.577672,0.050593,2.310593,2.952946,102.301,113.511402,1.429776,13.180227,14.337727,15.165335,27.271586,16.267346,18.456678,20.077592,0.131539,0.043858,8.5
1285.3,42.202639,2525.842132,92.736259,0.344317,8.565621,0.053476,2.309736,2.968471,102.41782,112.668101,1.436503,12.204801,13.229305,13.959675,24.575375,14.929629,16.848607,18.26315,0.130985,0.043304,8.5
1285.4,42.206706,2531.824199,92.640394,0.34501,8.540691,0.062692,2.305456,2.955334,102.667943,111.83995,1.435783,11.926118,12.8666,13.534467,23.168215,14.418295,16.15726,17.431671,0.130238,0.042557,8.5
1285.5,42.197822,2534.179688,93.368307,0.345847,8.518324,0.073801,2.301095,2.944749,102.856603,111.076434,1.415846,11.3775,12.226141,12.826793,21.429053,13.619286,15.171228,16.302936,0.12974,0.042058,8.5
1285.6,42.203331,2534.179688,94.016136,0.345718,8.510637,0.081625,2.30279,2.935005,102.898308,110.413062,1.3639,10.948102,11.756771,12.328802,20.515116,13.083137,14.559141,15.634537,0.129672,0.04199,8.5
