DEPT,BS,CALI,GR,RESS,RESM,RESD,DENS,NEUT,PEF,DTC
107.137,12.25,,53.741,,,,,,,
107.29,12.25,,51.226,,,,,,,
107.442,12.25,,45.476,,,,,,,
107.594,12.25,,43.45,,,,,,,
107.747,12.25,,43.45,,,,,,,
107.899,12.25,,41.621,,,,,,,
108.052,12.25,,39.465,,,,,,,
108.204,12.25,,40.608,,,,,,,
108.356,12.25,,41.653,,,,,,,
108.509,12.25,,41.13,,,,,,,
108.661,12.25,,38.844,,,,,,,
108.814,12.25,,43.548,,,,,,,
108.966,12.25,,46.945,,,,,,,
109.118,12.25,,48.318,,,,,,,
109.271,12.25,,44.92,,,,,,,
109.423,12.25,,42.829,,,,,,,
109.576,12.25,,44.169,,,,,,,
109.728,12.25,,43.385,,,,,,,
109.88,12.25,,46.13,,,,,,,
110.033,12.25,,45.607,,,,,,,
110.185,12.25,,48.383,,,,,,,
110.338,12.25,,45.639,,,,,,,
110.49,12.25,,44.855,,,,,,,
110.642,12.25,,45.084,,,,,,,
110.795,12.25,,43.254,,,,,,,
110.947,12.25,,42.47,,,,,,,
111.1,12.25,,37.668,,,,,,,
111.252,12.25,,36.623,,,,,,,
111.404,12.25,,35.544,,,,,,,
111.557,12.25,,37.08,,,,,,,
111.709,12.25,,35.773,,,,,,,
111.862,12.25,,35.316,,,,,,,
112.014,12.25,,32.702,,,,,,,
112.166,12.25,,33.225,,,,,,,
112.319,12.25,,30.317,,,,,,,
112.471,12.25,,33.682,,,,,,,
112.624,12.25,,37.603,,,,,,,
112.776,12.25,,43.091,,,,,,,
112.928,12.25,,43.385,,,,,,,
113.081,12.25,,41.98,,,,,,,
113.233,12.25,,38.844,,,,,,,
113.386,12.25,,37.014,,,,,,,
113.538,12.25,,33.192,,,,,,,
113.69,12.25,,33.29,,,,,,,
113.843,12.25,,32.245,,,,,,,
113.995,12.25,,33.813,,,,,,,
114.148,12.25,,33.976,,,,,,,
114.3,12.25,,36.557,,,,,,,
114.452,12.25,,40.477,,,,,,,
114.605,12.25,,38.909,,,,,,,
114.757,12.25,,38.942,,,,,,,
114.91,12.25,,38.419,,,,,,,
115.062,12.25,,39.203,,,,,,,
115.214,12.25,,40.249,,,,,,,
115.367,12.25,,38.158,,,,,,,
115.519,12.25,,39.007,,,,,,,
115.672,12.25,,39.53,,,,,,,
115.824,12.25,,40.053,,,,,,,
115.976,12.25,,41.032,,,,,,,
116.129,12.25,,38.517,,,,,,,
116.281,12.25,,36.949,,,,,,,
116.434,12.25,,32.767,,,,,,,
116.586,12.25,,33.454,,,,,,,
116.738,12.25,,35.283,,,,,,,
116.891,12.25,,39.203,,,,,,,
117.043,12.25,,37.831,,,,,,,
117.196,12.25,,36.263,,,,,,,
117.348,12.25,,38.093,,,,,,,
117.5,12.25,,39.726,,,,,,,
117.653,12.25,,40.542,,,,,,,
117.805,12.25,,34.27,,,,,,,
117.958,12.25,,34.008,,,,,,,
118.11,12.25,,32.669,,,,,,,
118.262,12.25,,37.537,,,,,,,
118.415,12.25,,37.276,,,,,,,
118.567,12.25,,36.492,,,,,,,
118.72,12.25,,32.375,,,,,,,
118.872,12.25,,28.194,,,,,,,
119.024,12.25,,29.5,,,,,,,
119.177,12.25,,31.101,,,,,,,
119.329,12.25,,33.943,,,,,,,
119.482,12.25,,33.421,,,,,,,
119.634,12.25,,33.421,,,,,,,
119.786,12.25,,33.65,,,,,,,
119.939,12.25,,38.354,,,,,,,
120.091,12.25,,43.32,,,,,,,
120.244,12.25,,43.646,,,,,,,
120.396,12.25,,40.281,,,,,,,
120.548,12.25,,36.622,,,,,,,
120.701,12.25,,38.19,,,,,,,
120.853,12.25,,35.903,,,,,,,
121.006,12.25,,33.029,,,,,,,
121.158,12.25,,30.938,,,,,,,
121.31,12.25,,32.408,,,,,,,
121.463,12.25,,34.238,,,,,,,
121.615,12.25,,34.205,,,,,,,
121.768,12.25,,34.989,,,,,,,
121.92,12.25,,35.773,,,,,,,
122.072,12.25,,34.401,,,,,,,
122.225,12.25,,32.049,,,,,,,
122.377,12.25,,29.696,,,,,,,
122.53,12.25,,33.813,,,,,,,
122.682,12.25,,31.722,,,,,,,
122.834,12.25,,32.506,,,,,,,
122.987,12.25,,28.847,,,,,,,
123.139,12.25,,31.983,,,,,,,
123.292,12.25,,35.903,,,,,,,
123.444,12.25,,39.105,,,,,,,
123.596,12.25,,36.492,,,,,,,
123.749,12.25,,35.969,,,,,,,
123.901,12.25,,35.544,,,,,,,
124.054,12.25,,40.64,,,,,,,
124.206,12.25,,36.72,,,,,,,
124.358,12.25,,34.107,,,,,,,
124.511,12.25,,30.056,,,,,,,
124.663,12.25,,30.415,,,,,,,
124.816,12.25,,32.244,,,,,,,
124.968,12.25,,33.29,,,,,,,
125.12,12.25,,33.747,,,,,,,
125.273,12.25,,35.054,,,,,,,
125.425,12.25,,33.499,,,,,,,
125.578,12.25,,34.185,,,,,,,
125.73,12.25,,30.526,,,,,,,
125.882,12.25,,35.218,,,,,,,
126.035,12.25,,35.675,,,,,,,
126.187,12.25,,37.766,,,,,,,
126.34,12.25,,35.937,,,,,,,
126.492,12.25,,35.708,,,,,,,
126.644,12.25,,39.628,,,,,,,
126.797,12.25,,42.241,,,,,,,
126.949,12.25,,45.475,,,,,,,
127.102,12.25,,50.115,,,,,,,
127.254,12.25,,55.081,,,,,,,
127.406,12.25,,62.137,,,,,,,
127.559,12.25,,56.877,,,,,,,
127.711,12.25,,53.741,,,,,,,
127.864,12.25,,49.821,,,,,,,
128.016,12.25,,48.677,,,,,,,
128.168,12.25,,47.893,,,,,,,
128.321,12.25,,48.416,,,,,,,
128.473,12.25,,45.476,,,,,,,
128.626,12.25,,44.431,,,,,,,
128.778,12.25,,37.374,,,,,,,
128.93,12.25,,38.419,,,,,,,
129.083,12.25,,36.818,,,,,,,
129.235,12.25,,39.432,,,,,,,
129.388,12.25,,41.0,,,,,,,
129.54,12.25,,41.686,,,,,,,
129.692,12.25,,40.641,,,,,,,
129.845,12.25,,42.732,,,,,,,
129.997,12.25,,39.759,,,,,,,
130.15,12.25,,40.281,,,,,,,
130.302,12.25,,37.145,,,,,,,
130.454,12.25,,38.518,,,,,,,
130.607,12.25,,35.642,,,,,,,
130.759,12.25,,34.858,,,,,,,
130.912,12.25,,35.087,,,,,,,
131.064,12.25,,41.36,,,,,,,
131.216,12.25,,46.064,,,,,,,
131.369,12.25,,52.01,,,,,,,
131.521,12.25,,56.975,,,,,,,
131.674,12.25,,60.896,,,,,,,
131.826,12.25,,65.47,,,,,,,
131.978,12.25,,70.174,,,,,,,
132.131,12.25,,68.344,,,,,,,
132.283,12.25,,63.509,,,,,,,
132.436,12.25,,58.805,,,,,,,
132.588,12.25,,56.976,,,,,,,
132.74,12.25,,61.419,,,,,,,
132.893,12.25,,60.275,,,,,,,
133.045,12.25,,65.241,,,,,,,
133.198,12.25,,60.275,,,,,,,
133.35,12.25,,60.275,,,,,,,
133.502,12.25,,60.536,,,,,,,
133.655,12.25,,62.627,,,,,,,
133.807,12.25,,59.654,,,,,,,
133.96,12.25,,60.176,,,,,,,
134.112,12.25,,59.327,,,,,,,
134.264,12.25,,63.967,,,,,,,
134.417,12.25,,58.478,,,,,,,
134.569,12.25,,58.805,,,,,,,
134.722,12.25,,56.453,,,,,,,
134.874,12.25,,60.896,,,,,,,
135.026,12.25,,61.419,,,,,,,
135.179,12.25,,60.732,,,,,,,
135.331,12.25,,57.334,,,,,,,
135.484,12.25,,58.119,,,,,,,
135.636,12.25,,59.72,,,,,,,
135.788,12.25,,65.731,,,,,,,
135.941,12.25,,68.344,,,,,,,
136.093,12.25,,65.861,,,,,,,
136.246,12.25,,57.792,,,,,,,
136.398,12.25,,54.656,,,,,,,
136.55,12.25,,57.139,,,,,,,
136.703,12.25,,61.81,,,,,,,
136.855,12.25,,59.458,,,,,,,
137.008,12.25,,56.027,,,,,,,
137.16,12.25,,57.335,,,,,,,
137.312,12.25,,60.209,,,,,,,
137.465,12.25,,60.438,,,,,,,
137.617,12.25,,60.699,,,,,,,
137.77,12.25,,62.791,,,,,,,
137.922,12.25,,63.771,,,,,,,
138.074,12.25,,58.446,,,,,,,
138.227,12.25,,58.445,,,,,,,
138.379,12.25,,62.888,,,,,,,
138.532,12.25,,64.946,,,,,,,
138.684,12.25,,66.776,,,,,,,
138.836,12.25,,61.811,,,,,,,
138.989,12.25,,62.268,,,,,,,
139.141,12.25,,57.041,,,,,,,
139.294,12.25,,61.744,,,,,,,
139.446,12.25,,59.915,,,,,,,
139.598,12.25,,61.745,,,,,,,
139.751,12.25,,58.348,,,,,,,
139.903,12.25,,60.863,,,,,,,
140.056,12.25,,59.033,,,,,,,
140.208,12.25,,60.601,,,,,,,
140.36,12.25,,58.543,,,,,,,
140.513,12.25,,58.282,,,,,,,
140.665,12.25,,59.589,,,,,,,
140.818,12.25,,62.104,,,,,,,
140.97,12.25,,63.411,,,,,,,
141.122,12.25,,60.144,,,,,,,
141.275,12.25,,61.549,,,,,,,
141.427,12.25,,61.549,,,,,,,
141.58,12.25,,68.638,,,,,,,
141.732,12.25,,69.422,,,,,,,
141.884,12.25,,72.82,,,,,,,
142.037,12.25,,67.103,,,,,,,
142.189,12.25,,64.489,,,,,,,
142.342,12.25,,64.228,,,,,,,
142.494,12.25,,67.201,,,,,,,
142.646,12.25,,68.769,,,,,,,
142.799,12.25,,68.247,,,,,,,
142.951,12.25,,65.045,,,,,,,
143.104,12.25,,64.26,,,,,,,
143.256,12.25,,64.522,,,,,,,
143.408,12.25,,65.665,,,,,,,
143.561,12.25,,67.234,,,,,,,
143.713,12.25,,64.359,,,,,,,
143.866,12.25,,62.725,,,,,,,
144.018,12.25,,59.327,,,,,,,
144.17,12.25,,62.072,,,,,,,
144.323,12.25,,61.549,,,,,,,
144.475,12.25,,63.901,,,,,,,
144.628,12.25,,59.099,,,,,,,
144.78,12.25,,59.099,,,,,,,
144.932,12.25,,61.19,,,,,,,
145.085,12.25,,63.771,,,,,,,
145.237,12.25,,66.123,,,,,,,
145.39,12.25,,63.836,,,,,,,
145.542,12.25,,63.313,,,,,,,
145.694,12.25,,62.267,,,,,,,
145.847,12.25,,64.325,,,,,,,
145.999,12.25,,64.587,,,,,,,
146.152,12.25,,68.246,,,,,,,
146.304,12.25,,64.816,,,,,,,
146.456,12.25,,66.907,,,,,,,
146.609,12.25,,62.725,,,,,,,
146.761,12.25,,65.927,,,,,,,
146.914,12.25,,63.575,,,,,,,
147.066,12.25,,64.62,,,,,,,
147.218,12.25,,59.36,,,,,,,
147.371,12.25,,59.36,,,,,,,
147.523,12.25,,59.361,,,,,,,
147.676,12.25,,63.248,,,,,,,
147.828,12.25,,63.248,,,,,,,
147.98,12.25,,64.489,,,,,,,
148.133,12.25,,60.308,,,,,,,
148.285,12.25,,59.001,,,,,,,
148.438,12.25,,59.915,,,,,,,
148.59,12.25,,64.097,,,,,,,
148.742,12.25,,64.718,,,,,,,
148.895,12.25,,65.698,,,,,,,
149.047,12.25,,65.698,,,,,,,
149.2,12.25,,65.241,,,,,,,
149.352,12.25,,58.968,,,,,,,
149.504,12.25,,57.4,,,,,,,
149.657,12.25,,62.203,,,,,,,
149.809,12.25,,64.816,,,,,,,
149.962,12.25,,67.952,,,,,,,
150.114,12.25,,65.894,,,,,,,
150.266,12.25,,64.326,,,,,,,
150.419,12.25,,62.496,,,,,,,
150.571,12.25,,60.896,,,,,,,
150.724,12.25,,64.293,,,,,,,
150.876,12.25,,60.373,,,,,,,
151.028,12.25,,62.889,,,,,,,
151.181,12.25,,60.537,,,,,,,
151.333,12.25,,64.979,,,,,,,
151.486,12.25,,66.58,,,,,,,
151.638,12.25,,63.966,,,,,,,
151.79,12.25,,64.162,,,,,,,
151.943,12.25,,61.091,,,,,,,
152.095,12.25,,62.398,,,,,,,
152.248,12.25,,58.511,,,,,,,
152.4,12.25,,58.249,,,,,,,
152.552,12.25,,58.772,,,,,,,
152.705,12.25,,58.543,,,,,,,
152.857,12.25,,60.111,,,,,,,
153.01,12.25,,57.759,,,,,,,
153.162,12.25,,60.275,,,,,,,
153.314,12.25,,58.707,,,,,,,
153.467,12.25,,61.059,,,,,,,
153.619,12.25,,60.373,,,,,,,
153.772,12.25,,60.112,,,,,,,
153.924,12.25,,62.464,,,,,,,
154.076,12.25,,61.778,,,,,,,
154.229,12.25,,60.21,,,,,,,
154.381,12.25,,56.028,,,,,,,
154.534,12.25,,60.373,,,,,,,
154.686,12.25,,63.248,,,,,,,
154.838,12.25,,66.123,,,,,,,
154.991,12.25,,63.607,,,,,,,
155.143,12.25,,59.426,,,,,,,
155.296,12.25,,59.85,,,,,,,
155.448,12.25,,58.184,,,,,,,
155.6,12.25,,61.059,,,,,,,
155.753,12.25,,59.328,,,,,,,
155.905,12.25,,61.908,,,,,,,
156.058,12.25,,62.17,,,,,,,
156.21,12.25,,63.902,,,,,,,
156.362,12.25,,61.582,,,,,,,
156.515,12.25,,57.139,,,,,,,
156.667,12.25,,54.884,,,,,,,
156.82,12.25,,49.886,,,,,,,
156.972,12.25,,51.715,,,,,,,
157.124,12.25,,50.408,,,,,,,
157.277,12.25,,54.754,,,,,,,
157.429,12.25,,53.97,,,,,,,
157.582,12.25,,54.231,,,,,,,
157.734,12.25,,51.029,,,,,,,
157.886,12.25,,52.859,,,,,,,
158.039,12.25,,50.769,,,,,,,
158.191,12.25,,53.513,,,,,,,
158.344,12.25,,50.899,,,,,,,
158.496,12.25,,52.728,,,,,,,
158.648,12.25,,51.356,,,,,,,
158.801,12.25,,53.447,,,,,,,
158.953,12.25,,53.969,,,,,,,
159.106,12.25,,54.427,,,,,,,
159.258,12.25,,56.256,,,,,,,
159.41,12.25,,58.348,,,,,,,
159.563,12.25,,57.89,,,,,,,
159.715,12.25,,53.97,,,,,,,
159.868,12.25,,49.266,,,,,,,
160.02,12.25,,46.783,,,,,,,
160.172,12.25,,46.521,,,,,,,
160.325,12.25,,49.918,,,,,,,
160.477,12.25,,51.225,,,,,,,
160.63,12.25,,54.885,,,,,,,
160.782,12.25,,58.283,,,,,,,
160.934,12.25,,60.634,,,,,,,
161.087,12.25,,60.635,,,,,,,
161.239,12.25,,59.589,,,,,,,
161.392,12.25,,59.066,,,,,,,
161.544,12.25,,59.066,,,,,,,
161.696,12.25,,52.794,,,,,,,
161.849,12.25,,50.964,,,,,,,
162.001,12.25,,47.566,,,,,,,
162.154,12.25,,48.939,,,,,,,
162.306,12.25,,46.848,,,,,,,
162.458,12.25,,49.723,,,,,,,
162.611,12.25,,51.323,,,,,,,
162.763,12.25,,53.676,,,,,,,
162.916,12.25,,50.539,,,,,,,
163.068,12.25,,53.055,,,,,,,
163.22,12.25,,57.4,,,,,,,
163.373,12.25,,56.354,,,,,,,
163.525,12.25,,54.264,,,,,,,
163.678,12.25,,53.055,,,,,,,
163.83,12.25,,54.329,,,,,,,
163.982,12.25,,60.34,,,,,,,
164.135,12.25,,55.898,,,,,,,
164.287,12.25,,56.453,,,,,,,
164.44,12.25,,48.612,,,,,,,
164.592,12.25,,49.461,,,,,,,
164.744,12.25,,47.893,,,,,,,
164.897,12.25,,48.677,,,,,,,
165.049,12.25,,45.998,,,,,,,
165.202,12.25,,46.096,,,,,,,
165.354,12.25,,44.006,,,,,,,
165.506,12.25,,48.449,,,,,,,
165.659,12.25,,48.351,,,,,,,
165.811,12.25,,48.612,,,,,,,
165.964,12.25,,51.65,,,,,,,
166.116,12.25,,51.389,,,,,,,
166.268,12.25,,53.741,,,,,,,
166.421,12.25,,47.567,,,,,,,
166.573,12.25,,51.356,,,,,,,
166.726,12.25,,52.663,,,,,,,
166.878,12.25,,53.969,,,,,,,
167.03,12.25,,48.35,,,,,,,
167.183,12.25,,44.397,,,,,,,
167.335,12.25,,47.273,,,,,,,
167.488,12.25,,49.363,,,,,,,
167.64,12.25,,54.362,,,,,,,
167.792,12.25,,53.316,,,,,,,
167.945,12.25,,54.1,,,,,,,
168.097,12.25,,50.703,,,,,,,
168.25,12.25,,54.1,,,,,,,
168.402,12.25,,56.191,,,,,,,
168.554,12.25,,60.895,,,,,,,
168.707,12.25,,55.407,,,,,,,
168.859,12.25,,52.173,,,,,,,
169.012,12.25,,47.991,,,,,,,
169.164,12.25,,48.775,,,,,,,
169.316,12.25,,48.09,,,,,,,
169.469,12.25,,50.964,,,,,,,
169.621,12.25,,51.193,,,,,,,
169.774,12.25,,51.977,,,,,,,
169.926,12.25,,53.545,,,,,,,
170.078,12.25,,53.317,,,,,,,
170.231,12.25,,53.447,,,,,,,
170.383,12.25,,49.265,,,,,,,
170.536,12.25,,46.652,,,,,,,
170.688,12.25,,52.532,,,,,,,
170.84,12.25,,50.18,,,,,,,
170.993,12.25,,49.919,,,,,,,
171.145,12.25,,39.922,,,,,,,
171.298,12.25,,41.49,,,,,,,
171.45,12.25,,50.899,,,,,,,
171.602,12.25,,56.976,,,,,,,
171.755,12.25,,58.021,,,,,,,
171.907,12.25,,47.566,,,,,,,
172.06,12.25,,47.893,,,,,,,
172.212,12.25,,45.541,,,,,,,
172.364,12.25,,53.121,,,,,,,
172.517,12.25,,51.749,,,,,,,
172.669,12.25,,53.839,,,,,,,
172.822,12.25,,48.808,,,,,,,
172.974,12.25,,54.297,,,,,,,
173.126,12.25,,50.899,,,,,,,
173.279,12.25,,54.1,,,,,,,
173.431,12.25,,52.532,,,,,,,
173.584,12.25,,55.93,,,,,,,
173.736,12.25,,54.329,,,,,,,
173.888,12.25,,51.715,,,,,,,
174.041,12.25,,54.591,,,,,,,
174.193,12.25,,55.93,,,,,,,
174.346,12.25,,55.93,,,,,,,
174.498,12.25,,51.585,,,,,,,
174.65,12.25,,54.983,,,,,,,
174.803,12.25,,48.71,,,,,,,
174.955,12.25,,49.919,,,,,,,
175.108,12.25,,44.953,,,,,,,
175.26,12.25,,53.578,,,,,,,
175.412,12.25,,52.01,,,,,,,
175.565,12.25,,48.351,,,,,,,
175.717,12.25,,44.235,,,,,,,
175.87,12.25,,42.928,,,,,,,
176.022,12.25,,44.496,,,,,,,
176.174,12.25,,46.521,,,,,,,
176.327,12.25,,51.748,,,,,,,
176.479,12.25,,56.191,,,,,,,
176.632,12.25,,53.316,,,,,,,
176.784,12.25,,54.362,,,,,,,
176.936,12.25,,55.44,,,,,,,
177.089,12.25,,61.713,,,,,,,
177.241,12.25,,56.747,,,,,,,
177.394,12.25,,53.317,,,,,,,
177.546,12.25,,48.351,,,,,,,
177.698,12.25,,48.35,,,,,,,
177.851,12.25,,51.487,,,,,,,
178.003,12.25,,59.491,,,,,,,
178.156,12.25,,67.07,,,,,,,
178.308,12.25,,67.854,,,,,,,
178.46,12.25,,68.214,,,,,,,
178.613,12.25,,72.918,,,,,,,
178.765,12.25,,75.009,,,,,,,
178.918,12.25,,71.35,,,,,,,
179.07,12.25,,61.941,,,,,,,
179.222,12.25,,58.282,,,,,,,
179.375,12.25,,60.373,,,,,,,
179.527,12.25,,61.516,,,,,,,
179.68,12.25,,61.778,,,,,,,
179.832,12.25,,59.687,,,,,,,
179.984,12.25,,57.237,,,,,,,
180.137,12.25,,56.192,,,,,,,
180.289,12.25,,54.624,,,,,,,
180.442,12.25,,59.328,,,,,,,
180.594,12.25,,64.032,,,,,,,
180.746,12.25,,66.123,,,,,,,
180.899,12.25,,64.293,,,,,,,
181.051,12.25,,59.164,,,,,,,
181.204,12.25,,60.733,,,,,,,
181.356,12.25,,53.154,,,,,,,
181.508,12.25,,47.305,,,,,,,
181.661,12.25,,41.294,,,,,,,
181.813,12.25,,45.737,,,,,,,
181.966,12.25,,48.873,,,,,,,
182.118,12.25,,45.215,,,,,,,
182.27,12.25,,43.385,,,,,,,
182.423,12.25,,45.737,,,,,,,
182.575,12.25,,53.316,,,,,,,
182.728,12.25,,61.679,,,,,,,
182.88,12.25,,60.111,,,,,,,
183.032,12.25,,57.237,,,,,,,
183.185,12.25,,47.828,,,,,,,
183.337,12.25,,50.442,,,,,,,
183.49,12.25,,50.18,,,,,,,
183.642,12.25,,55.146,,,,,,,
183.794,12.25,,49.134,,,,,,,
183.947,12.25,,47.566,,,,,,,
184.099,12.25,,42.6,,,,,,,
184.252,12.25,,46.325,,,,,,,
184.404,12.25,,49.723,,,,,,,
184.556,12.25,,55.734,,,,,,,
184.709,12.25,,62.725,,,,,,,
184.861,12.25,,61.157,,,,,,,
185.014,12.25,,62.202,,,,,,,
185.166,12.25,,61.418,,,,,,,
185.318,12.25,,65.077,,,,,,,
185.471,12.25,,64.555,,,,,,,
185.623,12.25,,63.836,,,,,,,
