DEPT,TENS:1,TENS:2,DT_BHC,RLA5,RLA3,RSOZ,TNPH:1,CALI,BS,RLA4,RHOZ,PEFZ,RXO,GR:1,DTSM,RT,RLA1,NPHI,TNPH:2,GR:2,GR:3,DTCO,RLA2,RLA0,GR:4,RXOZ
1219.505,2942.866,2937.666,104.251,20.546,13.524,0.0,0.251,8.705,8.5,16.841,2.445,2.954,4.082,90.705,,29.676,7.091,0.263,0.25,92.78,89.777,104.251,10.444,0.148,86.815,3.581
1219.657,2907.133,2881.5,105.75,15.47,10.062,0.0,0.274,8.632,8.5,12.553,2.388,2.912,3.231,94.555,,22.607,5.43,0.269,0.272,99.456,96.557,105.75,7.628,0.14,98.083,2.473
1219.81,2967.599,2982.5,105.75,15.586,10.18,0.036,0.273,8.488,8.5,12.538,2.371,2.905,3.114,103.722,,22.893,5.323,0.28,0.273,106.71,97.057,105.75,7.377,0.138,113.136,2.371
1219.962,2977.5,2971.5,105.0,15.841,10.683,0.057,0.285,8.488,8.5,12.636,2.389,2.926,3.079,93.112,,23.025,5.419,0.276,0.285,108.203,96.379,105.0,7.411,0.137,109.499,2.468
1220.114,2924.533,2905.5,103.25,17.583,12.086,0.059,0.283,8.552,8.5,13.912,2.401,2.942,2.778,92.206,,24.689,5.486,0.283,0.282,107.643,91.672,103.25,8.379,0.136,102.62,2.461
1220.267,2912.733,2942.0,103.334,18.721,12.752,0.052,0.276,8.608,8.5,14.824,2.404,2.943,2.277,89.703,,25.225,5.277,0.276,0.275,102.167,90.932,103.334,9.416,0.136,111.148,2.451
1220.419,2879.4,2880.333,103.25,19.114,12.761,0.041,0.275,8.68,8.5,15.18,2.395,2.923,1.986,90.987,,25.062,5.13,0.282,0.274,104.308,86.411,103.25,10.157,0.136,93.145,2.432
1220.572,2886.934,2897.5,103.748,18.544,12.426,0.029,0.293,8.608,8.5,14.799,2.364,2.891,2.361,78.095,,25.044,5.299,0.284,0.292,98.023,85.876,103.748,9.681,0.135,108.528,2.201
1220.724,2910.001,2944.5,108.5,16.733,11.228,0.008,0.296,8.608,8.5,13.393,2.324,2.864,2.797,89.392,,23.809,5.259,0.305,0.296,95.951,85.623,108.5,8.187,0.131,93.231,1.799
1220.876,2894.399,2891.333,109.25,14.629,9.575,0.0,0.306,8.536,8.5,11.774,2.308,2.882,2.762,89.697,,21.534,4.83,0.308,0.306,93.954,88.889,109.25,6.764,0.129,86.39,1.611
1221.029,2871.334,2881.333,98.084,13.954,9.005,0.0,0.285,8.464,8.5,11.331,2.369,2.976,2.551,89.183,,20.603,4.504,0.292,0.285,94.64,88.163,98.084,6.405,0.131,101.453,1.937
1221.181,2891.0,2918.0,88.0,16.93,10.855,0.009,0.247,8.576,8.5,13.869,2.463,3.095,2.896,87.3,,24.95,5.252,0.247,0.248,93.283,84.507,88.0,7.787,0.136,96.029,3.573
1221.334,2917.867,2906.332,92.826,35.607,22.438,0.011,0.216,8.592,8.5,29.19,2.518,3.156,5.075,77.552,,52.494,9.776,0.194,0.217,87.225,83.776,92.826,15.696,0.143,80.017,10.061
1221.486,2930.0,2966.001,78.75,62.631,38.221,0.0,0.197,8.705,8.5,50.527,2.495,3.151,7.258,86.658,,92.549,14.843,0.187,0.198,83.901,90.573,78.75,25.336,0.146,84.795,6.597
1221.638,2862.067,2844.0,97.251,42.379,25.796,0.01,0.211,8.668,8.5,33.946,2.426,3.089,4.808,106.835,,62.414,9.95,0.223,0.212,90.594,93.521,97.251,16.868,0.143,85.28,3.151
1221.791,2886.401,2841.666,106.837,18.956,11.643,0.023,0.244,8.56,8.5,15.095,2.384,3.04,2.599,86.808,,28.122,4.979,0.258,0.246,95.295,96.324,106.837,7.828,0.135,101.438,2.071
1221.943,3065.2,3076.333,107.501,18.247,11.128,0.028,0.276,8.408,8.5,14.478,2.353,2.981,2.866,95.043,,27.407,5.189,0.277,0.277,108.171,93.101,107.501,7.592,0.132,98.978,1.903
1222.096,3023.687,3000.001,108.334,18.899,11.438,0.012,0.278,8.408,8.5,14.859,2.346,2.928,2.667,97.837,,27.674,5.056,0.27,0.278,107.929,98.602,108.334,8.043,0.131,124.176,1.889
1222.248,2904.599,2861.0,101.419,19.225,11.703,0.0,0.265,8.432,8.5,15.096,2.354,2.886,2.238,102.627,,27.068,4.708,0.291,0.265,109.49,98.587,101.419,8.446,0.132,100.167,1.932
1222.4,2887.286,2892.001,95.25,20.201,12.744,0.023,0.282,8.44,8.5,15.873,2.39,2.875,1.752,95.14,,27.373,4.441,0.285,0.282,103.174,96.874,95.25,8.986,0.134,102.532,2.169
1222.553,2858.313,2814.001,90.5,21.705,14.137,0.028,0.266,8.416,8.5,17.097,2.435,2.907,1.783,92.64,,29.665,4.654,0.278,0.266,106.538,92.124,90.5,9.293,0.136,105.117,2.435
1222.705,2903.466,2884.0,86.168,21.859,14.39,0.038,0.258,8.44,8.5,17.24,2.454,2.917,1.798,88.93,,30.014,4.687,0.241,0.258,106.767,90.508,86.168,9.244,0.137,110.73,2.652
1222.858,2917.4,2940.0,87.5,22.712,14.828,0.014,0.237,8.464,8.5,18.042,2.419,2.876,2.076,90.702,,31.875,5.017,0.237,0.237,104.944,88.293,87.5,9.434,0.139,103.937,2.319
1223.01,2855.199,2820.001,100.75,20.828,13.058,0.009,0.244,8.448,8.5,16.867,2.362,2.814,2.324,86.438,,30.49,4.953,0.233,0.244,101.643,86.38,100.75,8.322,0.136,101.083,2.119
1223.162,2855.071,2876.001,101.75,20.558,12.732,0.0,0.239,8.368,8.5,16.761,2.322,2.77,2.415,82.969,,30.52,4.993,0.267,0.238,101.066,89.222,101.75,8.117,0.134,100.62,1.962
1223.315,2894.467,2902.0,94.5,19.888,12.255,0.001,0.253,8.416,8.5,16.469,2.358,2.811,2.442,99.174,,29.883,4.959,0.271,0.252,95.831,89.967,94.5,7.822,0.133,101.491,1.936
1223.467,2914.333,2915.001,85.0,22.182,13.921,0.02,0.242,8.424,8.5,18.632,2.443,2.845,2.705,87.084,,32.826,5.625,0.249,0.242,94.775,91.071,85.0,9.293,0.14,84.532,2.577
1223.62,2847.133,2874.0,78.346,26.252,17.372,0.015,0.221,8.552,8.5,22.207,2.473,2.84,3.105,86.992,,37.737,6.9,0.202,0.221,90.157,85.314,78.346,12.012,0.145,98.121,3.284
1223.772,2922.312,2930.0,87.34,20.104,13.687,0.0,0.216,8.644,8.5,17.021,2.419,2.783,2.552,81.724,,28.678,5.611,0.198,0.217,91.42,82.077,87.34,9.546,0.14,88.673,2.701
1223.924,2996.571,2996.0,90.813,17.956,12.311,0.0,0.24,8.44,8.5,15.089,2.317,2.722,2.311,77.555,,25.594,5.044,0.232,0.241,88.705,79.814,90.813,8.451,0.136,86.587,1.667
1224.077,3008.468,3056.001,92.0,16.17,11.178,0.0,0.269,8.368,8.5,13.478,2.277,2.734,2.081,81.61,,23.077,4.523,0.283,0.269,91.942,83.362,92.0,7.47,0.132,91.572,1.491
1224.229,2995.125,2987.0,105.75,15.839,10.978,0.0,0.295,8.4,8.5,13.106,2.297,2.765,2.169,92.146,,22.625,4.581,0.32,0.294,99.904,90.75,105.75,7.331,0.131,97.978,1.702
1224.382,2951.135,2955.001,105.75,18.382,12.426,0.005,0.314,8.428,8.5,15.147,2.318,2.792,2.039,98.971,,25.401,4.86,0.312,0.314,103.78,92.249,105.75,8.832,0.132,109.949,1.922
1224.534,2956.867,2982.333,103.25,18.945,12.679,0.005,0.301,8.48,8.5,15.564,2.327,2.761,1.799,86.465,,25.522,4.744,0.304,0.302,109.235,85.48,103.25,9.503,0.13,103.28,1.941
1224.686,2986.0,2971.001,103.416,18.737,12.589,0.0,0.298,8.512,8.5,15.404,2.315,2.703,1.931,71.381,,25.512,4.835,0.282,0.3,106.347,82.575,103.416,9.291,0.13,113.069,1.809
1224.839,2979.0,2983.334,103.75,18.472,12.464,0.0,0.284,8.476,8.5,15.169,2.298,2.696,2.028,89.843,,25.399,4.86,0.307,0.286,103.914,87.213,103.75,9.074,0.129,101.081,1.683
1224.991,2977.001,2977.334,99.25,17.692,11.983,0.0,0.293,8.392,8.5,14.309,2.293,2.726,2.22,99.892,,25.045,4.799,0.319,0.295,98.904,92.285,99.25,8.044,0.129,96.557,1.572
1225.144,2958.468,2915.333,92.751,18.272,11.945,0.0,0.281,8.376,8.5,14.671,2.347,2.784,2.164,87.091,,26.056,4.658,0.298,0.282,95.835,89.981,92.751,7.918,0.133,100.052,1.654
1225.296,2984.067,2990.0,70.762,20.835,13.3,0.025,0.248,8.384,8.5,16.665,2.446,2.817,2.413,81.961,,29.86,5.155,0.243,0.248,94.381,80.843,70.762,8.868,0.137,91.392,2.512
1225.448,2943.466,2930.0,72.083,30.722,19.187,0.022,0.211,8.464,8.5,24.603,2.497,2.833,3.524,72.983,,44.257,7.46,0.208,0.21,88.454,79.378,72.083,13.044,0.147,91.945,3.867
1225.601,2957.667,2935.667,92.0,20.836,13.291,0.009,0.225,8.512,8.5,16.743,2.463,2.829,2.722,82.483,,29.883,5.554,0.2,0.224,89.429,80.011,92.0,9.291,0.14,81.934,4.042
1225.753,2919.466,2931.5,103.75,20.712,12.992,0.0,0.247,8.52,8.5,16.514,2.39,2.817,2.602,84.458,,29.785,5.32,0.237,0.247,91.766,84.69,103.75,8.98,0.136,93.557,2.47
1225.906,2892.801,2871.667,104.166,20.735,12.88,0.008,0.27,8.56,8.5,16.435,2.359,2.823,2.666,87.114,,29.985,5.336,0.251,0.269,97.508,86.571,104.166,8.928,0.134,99.249,2.193
1226.058,2961.399,2949.001,105.75,20.086,12.371,0.005,0.262,8.576,8.5,15.793,2.358,2.826,2.737,87.692,,29.313,5.293,0.281,0.262,97.11,86.993,105.75,8.528,0.133,98.219,2.056
1226.21,2974.4,3000.334,108.25,19.385,11.892,0.003,0.283,8.568,8.5,15.176,2.353,2.824,2.637,85.999,,28.158,5.101,0.295,0.283,95.009,87.426,108.25,8.288,0.132,92.955,1.956
1226.363,2865.999,2842.001,110.0,18.864,11.596,0.001,0.299,8.548,8.5,14.769,2.342,2.807,2.405,88.392,,26.921,4.836,0.301,0.298,93.903,86.554,110.0,8.233,0.131,93.363,1.897
1226.515,2941.8,2935.0,110.75,18.476,11.491,0.0,0.299,8.512,8.5,14.456,2.341,2.816,2.089,84.633,,26.072,4.462,0.302,0.299,98.51,87.847,110.75,7.91,0.131,95.347,1.848
1226.668,3050.201,3089.666,102.5,16.961,10.804,0.006,0.295,8.536,8.5,13.286,2.345,2.889,1.822,90.846,,23.855,4.026,0.307,0.295,102.711,90.221,102.5,7.155,0.131,107.533,1.944
1226.82,2944.534,2941.668,104.166,19.957,12.604,0.006,0.312,8.648,8.5,15.575,2.35,2.94,2.057,95.836,,28.122,4.591,0.302,0.313,109.029,95.55,104.166,8.263,0.136,105.046,2.353
1226.972,2894.935,2902.0,101.25,17.272,10.937,0.0,0.313,8.705,8.5,13.611,2.342,2.926,1.929,101.011,,24.482,4.168,0.291,0.314,113.107,94.545,101.25,7.284,0.134,113.245,2.478
1227.125,3010.401,3023.667,115.0,16.54,10.436,0.0,0.305,8.68,8.5,13.065,2.328,2.826,1.911,87.35,,23.529,4.058,0.282,0.305,114.942,95.161,115.0,7.007,0.132,119.732,2.071
1227.277,3080.6,3094.666,113.5,15.816,9.919,0.0,0.298,8.512,8.5,12.52,2.306,2.735,1.874,97.242,,22.591,3.921,0.307,0.297,111.293,91.516,113.5,6.702,0.129,111.066,1.688
1227.43,2963.267,2982.5,113.5,15.349,9.548,0.0,0.315,8.44,8.5,12.17,2.292,2.682,1.862,90.425,,22.118,3.823,0.319,0.315,103.696,94.818,113.5,6.421,0.127,103.771,1.548
1227.582,2898.999,2887.999,108.375,16.062,9.884,0.0,0.329,8.464,8.5,12.734,2.293,2.674,1.852,96.738,,23.187,3.859,0.331,0.327,102.551,95.096,108.375,6.561,0.127,96.306,1.542
1227.734,2921.334,2919.0,110.75,16.696,10.215,0.004,0.341,8.64,8.5,13.222,2.3,2.726,1.862,98.577,,23.998,3.928,0.316,0.338,103.882,97.824,110.75,6.837,0.129,107.878,1.614
1227.887,2931.801,2935.0,113.75,16.607,10.194,0.008,0.326,8.705,8.5,13.155,2.307,2.789,1.889,97.339,,23.832,3.967,0.326,0.322,102.538,94.214,113.75,6.872,0.129,105.597,1.679
1228.039,2972.001,2961.5,94.335,16.364,10.081,0.006,0.327,8.705,8.5,12.939,2.31,2.829,1.865,86.219,,23.473,3.917,0.322,0.325,104.144,91.293,94.335,6.759,0.128,92.872,1.714
1228.192,2915.687,2919.499,110.0,16.221,10.013,0.003,0.32,8.68,8.5,12.811,2.307,2.826,1.821,89.914,,23.274,3.848,0.315,0.319,97.279,91.931,110.0,6.644,0.128,113.253,1.678
1228.344,2854.143,2858.5,110.75,16.112,9.946,0.004,0.313,8.56,8.5,12.702,2.309,2.814,1.829,99.344,,23.148,3.842,0.307,0.314,100.343,97.312,110.75,6.591,0.128,85.93,1.666
1228.496,2899.734,2876.001,110.0,16.308,10.061,0.002,0.314,8.524,8.5,12.863,2.313,2.809,1.866,103.182,,23.463,3.904,0.308,0.314,97.673,97.009,110.0,6.672,0.129,103.228,1.667
1228.649,2931.666,2934.501,108.334,16.337,9.959,0.003,0.32,8.52,8.5,12.851,2.317,2.811,1.79,88.733,,23.436,3.793,0.32,0.32,102.666,94.902,108.334,6.619,0.127,104.484,1.692
1228.801,2911.267,2903.0,109.166,16.728,10.113,0.0,0.326,8.596,8.5,13.076,2.311,2.798,1.831,93.349,,24.015,3.856,0.321,0.326,104.432,92.543,109.166,6.722,0.127,100.678,1.701
1228.954,2943.313,2925.5,107.75,16.568,10.003,0.0,0.327,8.68,8.5,12.897,2.301,2.737,1.825,95.966,,23.762,3.825,0.315,0.327,104.812,94.581,107.75,6.662,0.127,107.814,1.653
1229.106,2963.933,2973.667,110.0,16.523,9.963,0.0,0.319,8.745,8.5,12.841,2.292,2.702,1.82,94.823,,23.703,3.807,0.304,0.317,104.286,93.539,110.0,6.63,0.127,104.547,1.627
1229.258,2918.4,2895.0,110.0,16.63,9.985,0.0,0.311,8.777,8.5,12.859,2.286,2.69,1.804,89.731,,23.864,3.781,0.295,0.309,100.674,92.924,110.0,6.59,0.127,99.775,1.581
1229.411,2980.2,2966.999,110.0,16.816,10.056,0.0,0.309,8.729,8.5,12.93,2.29,2.74,1.82,93.346,,24.104,3.806,0.294,0.307,101.967,92.391,110.0,6.644,0.125,96.639,1.581
1229.563,2989.066,2998.333,110.0,17.139,10.236,0.003,0.298,8.608,8.5,13.168,2.295,2.768,1.808,93.066,,24.499,3.821,0.297,0.299,100.545,88.387,110.0,6.764,0.127,109.99,1.577
1229.716,2858.533,2849.334,110.0,17.203,10.304,0.003,0.297,8.536,8.5,13.194,2.306,2.797,1.815,78.288,,24.557,3.842,0.299,0.296,105.596,85.999,110.0,6.792,0.129,96.657,1.6
1229.868,2875.133,2867.0,110.0,17.359,10.423,0.0,0.294,8.536,8.5,13.301,2.31,2.807,1.842,86.391,,24.715,3.899,0.299,0.293,102.179,84.268,110.0,6.919,0.13,111.603,1.613
1230.02,3004.644,3044.5,110.0,17.052,10.272,0.0,0.296,8.608,8.5,13.056,2.306,2.799,1.84,88.144,,24.216,3.883,0.314,0.296,100.545,92.534,110.0,6.869,0.13,98.656,1.563
1230.173,3016.313,3036.0,110.0,16.637,10.026,0.0,0.317,8.632,8.5,12.742,2.297,2.792,1.807,102.737,,23.625,3.801,0.321,0.317,98.93,92.991,110.0,6.731,0.129,90.948,1.515
1230.325,2995.134,3008.0,110.0,16.516,9.979,0.0,0.33,8.608,8.5,12.64,2.291,2.807,1.852,87.559,,23.535,3.839,0.335,0.331,102.144,91.344,110.0,6.7,0.128,107.551,1.523
1230.478,2939.267,2951.0,110.0,16.347,9.92,0.027,0.342,8.584,8.5,12.511,2.288,2.849,1.967,83.429,,23.387,3.966,0.316,0.34,107.064,87.254,110.0,6.731,0.128,109.027,1.593
1230.63,2889.199,2880.333,109.999,16.486,10.034,0.037,0.317,8.464,8.5,12.653,2.292,2.89,1.951,90.145,,23.489,3.979,0.317,0.315,105.05,87.945,109.999,6.852,0.129,105.693,1.654
1230.782,2955.134,2971.001,109.25,16.652,10.125,0.024,0.318,8.416,8.5,12.806,2.297,2.904,1.962,90.922,,23.704,4.013,0.311,0.314,103.704,88.316,109.25,6.949,0.129,102.276,1.709
1230.935,2948.801,2963.667,109.166,17.091,10.405,0.016,0.317,8.408,8.5,13.152,2.309,2.886,2.002,84.256,,24.325,4.109,0.314,0.315,100.61,90.145,109.166,7.13,0.129,105.202,1.84
1231.087,2916.667,2927.667,109.583,17.67,10.803,0.0,0.324,8.464,8.5,13.665,2.317,2.837,2.088,95.67,,25.214,4.281,0.308,0.321,98.917,86.159,109.583,7.389,0.13,95.033,1.919
1231.24,2966.134,2948.5,110.0,17.14,10.535,0.0,0.309,8.56,8.5,13.288,2.324,2.788,2.077,78.658,,24.556,4.218,0.296,0.308,100.457,88.808,110.0,7.154,0.129,96.33,1.821
1231.392,2973.399,2973.334,110.0,16.417,10.082,0.0,0.301,8.632,8.5,12.717,2.328,2.765,1.983,91.843,,23.534,4.028,0.297,0.3,105.22,88.018,110.0,6.807,0.127,109.732,1.725
1231.544,2928.734,2916.667,109.166,16.429,10.129,0.0,0.302,8.68,8.5,12.776,2.328,2.788,2.049,93.612,,23.588,4.117,0.304,0.302,108.18,96.024,109.166,6.9,0.127,108.304,1.709
1231.697,2944.667,2963.0,109.25,16.39,10.17,0.0,0.306,8.664,8.5,12.778,2.323,2.825,2.097,102.538,,23.446,4.197,0.3,0.306,105.132,93.944,109.25,7.038,0.127,104.81,1.792
1231.849,2932.934,2911.501,106.526,16.703,10.403,0.0,0.306,8.6,8.5,13.024,2.319,2.83,2.117,85.527,,23.792,4.278,0.314,0.306,106.679,95.108,106.526,7.224,0.128,100.878,1.844
1232.002,2922.937,2899.5,107.5,16.919,10.565,0.0,0.316,8.572,8.5,13.176,2.315,2.8,2.054,97.316,,23.903,4.252,0.304,0.316,111.118,94.164,107.5,7.36,0.129,113.354,1.867
1232.154,2963.733,2965.001,109.25,16.061,10.171,0.0,0.303,8.548,8.5,12.556,2.308,2.752,2.059,99.691,,22.679,4.207,0.319,0.302,112.616,95.759,109.25,7.124,0.129,119.682,1.82
1232.306,2944.867,2915.001,110.75,15.631,9.869,0.0,0.316,8.632,8.5,12.2,2.297,2.727,1.984,91.205,,22.139,4.048,0.312,0.316,113.355,92.729,110.75,6.845,0.127,105.037,1.682
1232.459,2971.001,2951.0,110.0,15.467,9.703,0.0,0.318,8.664,8.5,12.043,2.292,2.726,1.972,87.665,,21.991,3.987,0.321,0.317,107.936,88.789,110.0,6.702,0.126,116.66,1.616
1232.611,2980.067,2975.666,110.0,15.205,9.548,0.0,0.328,8.656,8.5,11.864,2.295,2.742,2.045,87.335,,21.74,4.034,0.326,0.327,107.426,89.176,110.0,6.639,0.127,103.189,1.59
1232.764,2931.266,2904.667,110.0,15.134,9.517,0.0,0.336,8.616,8.5,11.851,2.304,2.761,2.113,92.219,,21.676,4.113,0.316,0.334,100.047,93.638,110.0,6.69,0.127,103.504,1.636
1232.916,2958.499,2977.999,110.0,15.56,9.713,0.0,0.325,8.512,8.5,12.167,2.306,2.783,2.039,100.992,,22.2,4.07,0.309,0.324,96.727,96.537,110.0,6.792,0.128,93.769,1.691
1233.068,2914.0,2942.0,110.0,15.875,9.875,0.004,0.313,8.44,8.5,12.396,2.309,2.806,1.975,96.83,,22.551,4.029,0.3,0.312,96.095,96.913,110.0,6.877,0.129,92.94,1.766
1233.221,2847.133,2831.001,111.25,16.232,10.168,0.006,0.305,8.38,8.5,12.723,2.309,2.825,1.976,93.645,,22.991,4.096,0.308,0.306,100.604,91.702,111.25,7.055,0.131,100.975,1.804
1233.373,2936.857,2959.0,108.334,16.694,10.405,0.007,0.309,8.464,8.5,13.048,2.31,2.83,1.965,85.392,,23.704,4.104,0.321,0.309,103.915,88.285,108.334,7.098,0.132,107.45,1.802
1233.526,3041.0,3061.001,109.25,16.757,10.406,0.014,0.321,8.536,8.5,13.082,2.317,2.837,1.924,86.45,,23.81,4.047,0.344,0.322,105.027,90.375,109.25,7.039,0.132,101.883,1.779
1233.678,3073.199,3078.001,110.0,16.567,10.265,0.037,0.349,8.608,8.5,12.93,2.322,2.853,1.963,100.016,,23.661,4.057,0.353,0.348,104.087,97.152,110.0,6.936,0.132,104.384,1.758
1233.83,3033.934,3076.668,110.0,16.287,10.019,0.063,0.361,8.64,8.5,12.727,2.328,2.867,1.988,106.274,,23.366,4.037,0.345,0.36,104.798,101.868,110.0,6.826,0.132,104.523,1.723
1233.983,3011.866,3022.999,110.004,16.582,10.117,0.089,0.347,8.56,8.5,12.902,2.326,2.867,1.985,99.765,,23.786,4.042,0.327,0.347,104.676,104.371,110.004,6.876,0.132,103.992,1.713
1234.135,3026.063,3037.499,110.0,16.691,10.136,0.102,0.331,8.536,8.5,12.967,2.328,2.862,1.947,108.121,,23.884,4.002,0.32,0.331,101.951,102.593,110.0,6.896,0.133,105.831,1.739
1234.288,2927.266,2967.5,109.25,16.773,10.193,0.101,0.322,8.544,8.5,13.022,2.329,2.873,1.982,100.406,,24.025,4.05,0.319,0.321,103.124,101.306,109.25,6.94,0.134,96.934,1.771
1234.44,2936.068,2925.0,110.0,16.574,10.078,0.082,0.32,8.56,8.5,12.851,2.328,2.886,1.953,95.508,,23.73,3.991,0.304,0.319,103.992,97.143,110.0,6.856,0.134,107.458,1.779
1234.592,3019.933,3021.5,110.0,16.325,9.952,0.054,0.318,8.572,8.5,12.639,2.328,2.896,1.978,95.261,,23.426,3.998,0.294,0.317,109.292,91.678,110.0,6.754,0.133,107.33,1.75
1234.745,2958.933,2970.0,110.0,16.436,9.986,0.03,0.305,8.608,8.5,12.673,2.334,2.891,1.956,84.433,,23.566,3.972,0.288,0.303,109.289,94.611,110.0,6.737,0.132,113.218,1.732
1234.897,2870.801,2832.667,108.334,16.732,10.184,0.02,0.29,8.616,8.5,12.9,2.341,2.882,1.97,104.057,,23.974,4.021,0.307,0.288,108.639,96.75,108.334,6.84,0.133,107.162,1.739
1235.05,3002.067,2991.667,108.334,17.03,10.348,0.025,0.305,8.616,8.5,13.099,2.34,2.885,1.957,101.984,,24.353,4.03,0.324,0.305,103.725,99.89,108.334,6.925,0.133,106.552,1.786
1235.202,3166.2,3172.333,108.416,17.15,10.467,0.025,0.323,8.552,8.5,13.209,2.331,2.896,1.962,93.712,,24.441,4.069,0.339,0.323,103.729,100.54,108.416,7.031,0.134,97.209,1.787
1235.354,3101.001,3058.501,108.5,16.909,10.349,0.018,0.345,8.472,8.5,13.067,2.322,2.894,1.941,106.534,,24.063,4.033,0.321,0.346,107.13,98.063,108.5,7.004,0.134,107.547,1.763
1235.507,3021.066,3038.0,109.25,16.88,10.283,0.01,0.326,8.472,8.5,13.068,2.324,2.861,1.989,95.146,,24.1,4.075,0.313,0.326,110.652,96.835,109.25,7.028,0.133,116.634,1.737
1235.659,2930.468,2900.667,110.0,17.123,10.381,0.0,0.319,8.512,8.5,13.318,2.335,2.825,2.053,89.183,,24.631,4.151,0.313,0.32,110.155,93.962,110.0,7.092,0.133,108.396,1.736
1235.812,2938.001,2913.0,108.334,17.394,10.547,0.0,0.317,8.552,8.5,13.582,2.341,2.816,2.132,97.297,,25.179,4.268,0.314,0.317,107.377,96.111,108.334,7.163,0.133,105.962,1.772
1235.964,3032.601,3052.0,106.75,17.501,10.617,0.0,0.316,8.608,8.5,13.667,2.351,2.832,2.128,100.73,,25.316,4.277,0.306,0.317,105.115,99.767,106.75,7.196,0.133,108.101,1.823
1236.116,3109.249,3088.0,105.0,18.08,10.975,0.0,0.303,8.6,8.5,14.136,2.359,2.845,2.146,100.774,,26.136,4.365,0.286,0.303,102.453,101.973,105.0,7.378,0.133,101.12,1.889
1236.269,3076.468,3086.667,104.25,18.206,11.119,0.0,0.277,8.528,8.5,14.261,2.369,2.854,2.118,104.109,,26.236,4.364,0.288,0.277,100.778,98.995,104.25,7.451,0.133,96.868,1.873
1236.421,2920.201,2949.667,103.25,18.828,11.51,0.0,0.279,8.504,8.5,14.737,2.37,2.861,2.166,91.923,,27.089,4.489,0.282,0.279,101.245,96.11,103.25,7.714,0.133,103.566,1.935
1236.574,2937.533,2938.667,105.0,19.524,11.996,0.0,0.276,8.464,8.5,15.287,2.364,2.861,2.281,91.114,,28.06,4.716,0.282,0.277,102.097,92.448,105.0,8.097,0.134,101.635,1.899
1236.726,3046.267,3084.999,105.834,18.057,11.151,0.0,0.278,8.424,8.5,14.133,2.348,2.839,2.191,93.388,,25.909,4.474,0.275,0.28,97.444,90.828,105.834,7.601,0.132,100.739,1.724
1236.878,2957.6,2992.499,105.0,16.617,10.262,0.0,0.279,8.496,8.5,12.978,2.334,2.811,2.067,88.153,,23.761,4.182,0.275,0.279,98.649,93.201,105.0,7.089,0.13,90.492,1.623
1237.031,2918.751,2912.0,104.0,15.944,9.97,0.0,0.282,8.524,8.5,12.469,2.323,2.784,2.107,97.46,,22.787,4.186,0.286,0.283,100.928,95.545,104.0,6.957,0.13,104.685,1.652
1237.183,3009.866,3041.0,107.625,15.396,9.746,0.0,0.297,8.512,8.5,12.077,2.325,2.796,2.173,100.729,,21.956,4.243,0.298,0.298,109.131,95.737,107.625,6.902,0.129,106.998,1.791
1237.336,3021.333,3038.666,105.916,16.857,10.537,0.0,0.311,8.584,8.5,13.196,2.331,2.832,2.095,89.401,,23.848,4.305,0.314,0.312,108.319,95.606,105.916,7.407,0.129,115.664,1.819
1237.488,2916.334,2910.667,106.75,17.843,10.999,0.0,0.324,8.596,8.5,13.941,2.334,2.863,2.056,96.946,,25.256,4.32,0.319,0.325,107.003,96.066,106.75,7.637,0.129,101.772,1.793
1237.64,2939.267,2956.667,107.5,18.595,11.235,0.0,0.326,8.56,8.5,14.441,2.329,2.868,2.044,101.691,,26.624,4.287,0.338,0.326,105.36,96.659,107.5,7.546,0.128,103.688,1.763
1237.793,2926.534,2907.501,113.328,18.949,11.375,0.0,0.345,8.512,8.5,14.736,2.322,2.846,2.103,91.423,,27.531,4.347,0.325,0.344,105.034,96.378,113.328,7.41,0.129,110.883,1.702
1237.945,2858.625,2849.5,113.34,19.6,11.547,0.0,0.325,8.472,8.5,15.196,2.32,2.829,2.031,95.908,,28.62,4.258,0.327,0.325,103.949,94.445,113.34,7.336,0.129,100.882,1.693
1238.098,2934.535,2938.5,107.5,20.065,11.603,0.0,0.322,8.552,8.5,15.573,2.327,2.794,1.917,96.666,,29.322,4.116,0.312,0.322,101.563,95.326,107.5,7.25,0.129,99.519,1.726
1238.25,2992.333,2959.0,108.25,20.669,11.677,0.0,0.315,8.536,8.5,16.022,2.337,2.772,1.801,92.958,,30.131,3.965,0.309,0.316,100.128,93.184,108.25,7.251,0.129,102.186,1.726
1238.402,2999.466,2993.0,107.5,20.476,11.622,0.0,0.309,8.464,8.5,15.876,2.339,2.739,1.771,90.738,,29.695,3.928,0.315,0.311,100.734,89.786,107.5,7.275,0.13,97.456,1.695
1238.555,3032.666,3025.667,108.249,20.655,11.769,0.0,0.313,8.416,8.5,15.991,2.333,2.723,1.751,86.257,,29.87,3.927,0.311,0.314,99.397,88.362,108.249,7.315,0.13,102.578,1.599
1238.707,3023.534,2963.0,109.875,20.803,11.815,0.0,0.306,8.404,8.5,16.016,2.323,2.705,1.632,88.653,,29.85,3.778,0.327,0.307,101.499,90.135,109.875,7.234,0.129,98.599,1.541
1238.86,3004.938,3008.499,110.0,20.688,11.712,0.0,0.326,8.456,8.5,15.851,2.312,2.739,1.558,95.054,,29.534,3.666,0.308,0.326,100.347,91.056,110.0,7.132,0.127,103.356,1.499
